Projectnummer;Opdrachtnummer;NR LU;NR BU;NR SU;UNITS TOTAL;Buildingtype;Quadrant;Wall Mount;SS Reason;Number Floors;Height Cable;;Perceel eigenschap;Crab Comment;Building exists;Building comment;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging;BG Name;xPos;yPos
HASSELT - FH09;4057689;0;1;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg66;;;;;BUILDING template;Sint-Truidersteenweg;66;;;217867,531;179830,169
HASSELT - FH09;5540856;1;0;0;1;SDU;;Y;NA;2;4;Walter Thijsstraat17;;;;;BUILDING template;Walter Thijsstraat;17;;;218215,279;179332,779
HASSELT - FH09;708812;11;0;0;11;MDU;;Y;NA;4;4;Sint-Martinusplein6;;;;;BUILDING template;Sint-Martinusplein;6;;;218567,04;179013,515
HASSELT - FH09;2408359;1;0;0;1;SDU;;Y;NA;2;4;Bakkerslaan27;;;;;BUILDING template;Bakkerslaan;27;;;217327,749;179541,918
HASSELT - FH09;2418908;1;0;0;1;SDU;;Y;NA;2;4;Jagersstraat9;;;;;BUILDING template;Jagersstraat;9;;;217421,312;179645,082
HASSELT - FH09;2443407;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg201;;;;;BUILDING template;Sint-Truidersteenweg;201;;;217559,29;179376,471
HASSELT - FH09;4058699;1;0;0;1;SDU;;Y;NA;2;4;Kerkhofstraat116;;;;;BUILDING template;Kerkhofstraat;116;;;217679,558;179361,622
HASSELT - FH09;5593912;24;0;0;24;MDU;;Y;NA;4;4;Notelarenstraat97;;;;;BUILDING template;Notelarenstraat;97;;;217305,17;179643,221
HASSELT - FH09;708813;12;0;0;12;MDU;;Y;NA;4;4;Sint-Martinusplein7;;;;;BUILDING template;Sint-Martinusplein;7;;;218580,471;179022,859
HASSELT - FH09;2408362;1;0;0;1;SDU;;Y;NA;2;4;Bakkerslaan41;;;;;BUILDING template;Bakkerslaan;41;;;217236,004;179432,547
HASSELT - FH09;2418910;1;0;0;1;SDU;;Y;NA;2;4;Jagersstraat13;;;;;BUILDING template;Jagersstraat;13;;;217420,926;179656,727
HASSELT - FH09;2443409;2;0;0;2;MDU;;Y;NA;4;4;Sint-Truidersteenweg205;;;;;BUILDING template;Sint-Truidersteenweg;205;;;217551,795;179367,492
HASSELT - FH09;4068650;0;1;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg218;;6 Units in CRAB en GM.;;;BUILDING template;Sint-Truidersteenweg;218;;;217532,695;179270,534
HASSELT - FH09;5699119;32;0;0;32;MDU;;Y;NA;4;4;Zuster Stanislaslaan2;;8 Units in CRAB, meer in GM, Maar aantal niet duidelijk;;;BUILDING template;Zuster Stanislaslaan;2;;;218387,987;178962,933
HASSELT - FH09;708814;30;3;0;33;MDU;;Y;NA;4;4;Paul Bellefroidlaan14;;;;;BUILDING template;Paul Bellefroidlaan;14;;;218603,93;179071,63
HASSELT - FH09;2408364;1;0;0;1;SDU;;Y;NA;2;4;Bakkerslaan49;;;;;BUILDING template;Bakkerslaan;49;;;217135,114;179372,661
HASSELT - FH09;2418912;1;0;0;1;SDU;;Y;NA;2;4;Jagersstraat15;;;;;BUILDING template;Jagersstraat;15;;;217419,912;179662,485
HASSELT - FH09;2443415;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg207;;;;;BUILDING template;Sint-Truidersteenweg;207;;;217547,67;179364,024
HASSELT - FH09;4072781;1;0;0;1;SDU;;Y;NA;2;4;Hollandsveldlaan43;;;;;BUILDING template;Hollandsveldlaan;43;;;218554,648;178848,14
HASSELT - FH09;5723304;1;0;0;1;SDU;;Y;NA;2;4;J.S. Bachlaan7B;;;;;BUILDING template;J.S. Bachlaan;7;B;;217910,55;179507,833
HASSELT - FH09;708815;2;0;0;2;MDU;;Y;NA;4;4;Paul Bellefroidlaan41;;;;;BUILDING template;Paul Bellefroidlaan;41;;;218598,968;178998,385
HASSELT - FH09;2408366;1;0;0;1;SDU;;Y;NA;2;4;Bakkerslaan51;;;;;BUILDING template;Bakkerslaan;51;;;217117,068;179354,842
HASSELT - FH09;2418914;1;0;0;1;SDU;;Y;NA;2;4;Jagersstraat17;;;;;BUILDING template;Jagersstraat;17;;;217416,234;179677,83
HASSELT - FH09;2443417;0;1;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg208;;;;;BUILDING template;Sint-Truidersteenweg;208;;;217568,385;179332,849
HASSELT - FH09;4083673;1;0;0;1;SDU;;Y;NA;2;4;Notelarenstraat98;;;;;BUILDING template;Notelarenstraat;98;;;217219,22;179621,696
HASSELT - FH09;5747082;1;0;0;1;SDU;;Y;NA;2;4;Smedenlaan13A;;1 Unit in CRAB, Onduidelijk in GM, niet in kadaster.;;;BUILDING template;Smedenlaan;13;A;;217100,744;179528,353
HASSELT - FH09;709129;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat32;;;;;BUILDING template;Hefveldstraat;32;;;218165,667;179606,561
HASSELT - FH09;2408754;14;0;0;14;MDU;;Y;NA;4;4;Paul Bellefroidlaan4;;1 Unit in CRAB, Onduidelijk in GM.;;;BUILDING template;Paul Bellefroidlaan;4;;;218522,845;179178,714
HASSELT - FH09;2418916;1;0;0;1;SDU;;Y;NA;2;4;Jagersstraat21;;;;;BUILDING template;Jagersstraat;21;;;217417,013;179689,622
HASSELT - FH09;2443420;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg211;;;;;BUILDING template;Sint-Truidersteenweg;211;;;217545,294;179354,321
HASSELT - FH09;4091555;1;0;0;1;SDU;;Y;NA;2;4;Paters Adonsstraat23;;;;;BUILDING template;Paters Adonsstraat;23;;;217586,394;179580,388
HASSELT - FH09;5831493;1;0;0;1;SDU;;Y;NA;2;4;Kleersnijderslaan1;;;;;BUILDING template;Kleersnijderslaan;1;;;217333,423;179242,173
HASSELT - FH09;709130;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat51;;;;;BUILDING template;Hefveldstraat;51;;;218092,741;179571,104
HASSELT - FH09;2408760;1;0;0;1;SDU;;Y;NA;2;4;Paul Bellefroidlaan11;;;;;BUILDING template;Paul Bellefroidlaan;11;;;218480,34;179157,342
HASSELT - FH09;2418918;1;0;0;1;SDU;;Y;NA;2;4;Jagersstraat23;;;;;BUILDING template;Jagersstraat;23;;;217415,996;179695,361
HASSELT - FH09;2443422;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg212;;;;;BUILDING template;Sint-Truidersteenweg;212;;;217547,127;179285,995
HASSELT - FH09;4096991;11;0;0;11;MDU;;Y;NA;4;4;J.S. Bachlaan13;;;;;BUILDING template;J.S. Bachlaan;13;;;217890,752;179597,682
HASSELT - FH09;5832333;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat301A;;;;;BUILDING template;Boomkensstraat;301;A;;217317,262;179136,934
HASSELT - FH09;709131;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat59;;;;;BUILDING template;Hefveldstraat;59;;;218070,271;179542,689
HASSELT - FH09;2408764;1;0;0;1;SDU;;Y;NA;2;4;Paul Bellefroidlaan16;;;;;BUILDING template;Paul Bellefroidlaan;16;;;218614,53;179047,465
HASSELT - FH09;2418919;1;0;0;1;SDU;;Y;NA;2;4;Jagersstraat26;;;;;BUILDING template;Jagersstraat;26;;;217380,953;179706,963
HASSELT - FH09;2443424;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg213;;;;;BUILDING template;Sint-Truidersteenweg;213;;;217542,97;179350,863
HASSELT - FH09;4098387;1;0;0;1;SDU;;Y;NA;2;4;Spaarzaamheidstraat20;;;;;BUILDING template;Spaarzaamheidstraat;20;;;217670,028;179719,797
HASSELT - FH09;583811;3;0;0;3;MDU;;Y;NA;4;4;Sint-Truidersteenweg90;;;;;BUILDING template;Sint-Truidersteenweg;90;;;217800,008;179711,3
HASSELT - FH09;709132;4;0;0;4;MDU;;Y;NA;4;4;Bergstraat55;;;;;BUILDING template;Bergstraat;55;;;218175,444;179162,241
HASSELT - FH09;2408766;1;0;0;1;SDU;;Y;NA;2;4;Paul Bellefroidlaan18;;;;;BUILDING template;Paul Bellefroidlaan;18;;;218625,387;179025,039
HASSELT - FH09;2418920;1;0;0;1;SDU;;Y;NA;2;4;Jagersstraat27;;;;;BUILDING template;Jagersstraat;27;;;217414,486;179706,847
HASSELT - FH09;2443427;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg214;;;;;BUILDING template;Sint-Truidersteenweg;214;;;217543,985;179280,939
HASSELT - FH09;4124701;15;0;0;15;MDU;;Y;NA;4;4;J.S. Bachlaan5;;12 Units in CRAB, aantal onduidelijk in GM.;;;BUILDING template;J.S. Bachlaan;5;;;217907,262;179479,478
HASSELT - FH09;583812;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg124;;;;;BUILDING template;Sint-Truidersteenweg;124;;;217745,668;179619,446
HASSELT - FH09;709133;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat23;;;;;BUILDING template;Bergstraat;23;;;218110,069;179365,983
HASSELT - FH09;2408770;2;0;0;2;MDU;;Y;NA;4;4;Paul Bellefroidlaan43;;;;;BUILDING template;Paul Bellefroidlaan;43;;;218604,845;178993,329
HASSELT - FH09;2418922;1;0;0;1;SDU;;Y;NA;2;4;Jagersstraat30;;;;;BUILDING template;Jagersstraat;30;;;217377,903;179718,611
HASSELT - FH09;2443430;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg216;;;;;BUILDING template;Sint-Truidersteenweg;216;;;217537,803;179277,651
HASSELT - FH09;4124724;11;0;0;11;MDU;;Y;NA;4;4;J.S. Bachlaan11;;;;;BUILDING template;J.S. Bachlaan;11;;;217886,265;179572,428
HASSELT - FH09;64782;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat89;;;;;BUILDING template;Bergstraat;89;;;218221,752;179055,768
HASSELT - FH09;709134;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat25;;;;;BUILDING template;Bergstraat;25;;;218103,237;179347,033
HASSELT - FH09;2408771;1;0;0;1;SDU;;Y;NA;2;4;Paul Bellefroidlaan45;;;;;BUILDING template;Paul Bellefroidlaan;45;;;218609,09;178987,228
HASSELT - FH09;2418923;1;0;0;1;SDU;;Y;NA;2;4;Jagersstraat31;;;;;BUILDING template;Jagersstraat;31;;;217413,206;179719,605
HASSELT - FH09;2443436;0;1;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg217A;;;;;BUILDING template;Sint-Truidersteenweg;217;A;;217527,673;179342,639
HASSELT - FH09;4124734;9;0;0;9;MDU;;Y;NA;4;4;J.S. Bachlaan15;;12 Units in CRAB, aantal onduidelijk in GM.;;;BUILDING template;J.S. Bachlaan;15;;;217901,226;179641,161
HASSELT - FH09;656243;0;1;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg64;;;;;BUILDING template;Sint-Truidersteenweg;64;;;217871,253;179835,684
HASSELT - FH09;709135;0;2;0;2;MDU;;Y;NA;4;4;Luikersteenweg189;;;;;BUILDING template;Luikersteenweg;189;;;218691,369;179030,896
HASSELT - FH09;2408773;1;0;0;1;SDU;;Y;NA;2;4;Paul Bellefroidlaan48;;;;;BUILDING template;Paul Bellefroidlaan;48;;;218681,57;178950,868
HASSELT - FH09;2418924;1;0;0;1;SDU;;Y;NA;2;4;Jagersstraat32;;2 Units in CRAB, 1 in GM.;;;BUILDING template;Jagersstraat;32;;;217376,047;179736,907
HASSELT - FH09;2443439;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg220;;;;;BUILDING template;Sint-Truidersteenweg;220;;;217522,798;179263,069
HASSELT - FH09;4124758;1;0;0;1;SDU;;Y;NA;2;4;J.S. Bachlaan17A;;;;;BUILDING template;J.S. Bachlaan;17;A;;217907,688;179663,229
HASSELT - FH09;704809;1;0;0;1;SDU;;Y;NA;2;4;Bloemenstraat20;;;;;BUILDING template;Bloemenstraat;20;;;217898,137;179789,832
HASSELT - FH09;709183;1;0;0;1;SDU;;Y;NA;2;4;Kerkhofstraat82;;;;;BUILDING template;Kerkhofstraat;82;;;217756,368;179465,019
HASSELT - FH09;2408775;1;0;0;1;SDU;;Y;NA;2;4;Paul Bellefroidlaan50;;;;;BUILDING template;Paul Bellefroidlaan;50;;;218685,045;178944,757
HASSELT - FH09;2418928;1;0;0;1;SDU;;Y;NA;2;4;Jagersstraat36;;;;;BUILDING template;Jagersstraat;36;;;217376,006;179748,034
HASSELT - FH09;2443443;0;1;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg227;;;;;BUILDING template;Sint-Truidersteenweg;227;;;217509,558;179292,893
HASSELT - FH09;4124759;1;0;0;1;SDU;;Y;NA;2;4;J.S. Bachlaan17B;;;;;BUILDING template;J.S. Bachlaan;17;B;;217924,506;179658,557
HASSELT - FH09;704813;6;0;0;6;MDU;;Y;NA;4;4;Bloemenstraat5;;;;;BUILDING template;Bloemenstraat;5;;;217868,087;179792,076
HASSELT - FH09;709186;1;0;0;1;SDU;;Y;NA;2;4;Kerkhofstraat108;;;;;BUILDING template;Kerkhofstraat;108;;;217694,464;179391,475
HASSELT - FH09;2408777;1;0;0;1;SDU;;Y;NA;2;4;Paul Bellefroidlaan51;;;;;BUILDING template;Paul Bellefroidlaan;51;;;218626,517;178962,153
HASSELT - FH09;2418931;1;0;0;1;SDU;;Y;NA;2;4;Jagersstraat38;;;;;BUILDING template;Jagersstraat;38;;;217376,58;179754,77
HASSELT - FH09;2443445;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg229;;;;;BUILDING template;Sint-Truidersteenweg;229;;;217505,548;179289,413
HASSELT - FH09;4130939;1;0;0;1;SDU;;Y;NA;2;4;Jagersstraat14;;;;;BUILDING template;Jagersstraat;14;;;217386,171;179664,594
HASSELT - FH09;706709;0;1;0;1;SDU;;Y;NA;2;4;Olmenstraat1;;;;;BUILDING template;Olmenstraat;1;;;217141,585;179858,417
HASSELT - FH09;709189;1;0;0;1;SDU;;Y;NA;2;4;Kerkhofstraat106;;;;;BUILDING template;Kerkhofstraat;106;;;217699,551;179396,328
HASSELT - FH09;2408780;1;0;0;1;SDU;;Y;NA;2;4;Paul Bellefroidlaan53;;;;;BUILDING template;Paul Bellefroidlaan;53;;;218636,101;178945,781
HASSELT - FH09;2418932;1;0;0;1;SDU;;Y;NA;2;4;Jagersstraat40;;;;;BUILDING template;Jagersstraat;40;;;217374,629;179771,167
HASSELT - FH09;2443447;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg231;;;;;BUILDING template;Sint-Truidersteenweg;231;;;217503,314;179285,13
HASSELT - FH09;4141341;1;0;0;1;SDU;;Y;NA;2;4;Volderslaan2;;;;;BUILDING template;Volderslaan;2;;;217180,971;179628,467
HASSELT - FH09;706710;0;1;0;1;SDU;;Y;NA;2;4;Olmenstraat27;;;;;BUILDING template;Olmenstraat;27;;;217212,681;179840,375
HASSELT - FH09;709190;0;2;0;2;MDU;;Y;NA;4;4;Kerkhofstraat35;;;;;BUILDING template;Kerkhofstraat;35;;;217705,76;179473,43
HASSELT - FH09;2408908;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat9;;;;;BUILDING template;Bergstraat;9;;;218072,804;179425,336
HASSELT - FH09;2418933;1;0;0;1;SDU;;Y;NA;2;4;Jagersstraat41;;;;;BUILDING template;Jagersstraat;41;;;217407,04;179752,645
HASSELT - FH09;2443449;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg233;;;;;BUILDING template;Sint-Truidersteenweg;233;;;217501,553;179280,229
HASSELT - FH09;4144629;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat163;;;;;BUILDING template;Boomkensstraat;163;;;217566,369;179656,929
HASSELT - FH09;706711;7;0;0;7;MDU;;Y;NA;4;4;Olmenstraat31;;;;;BUILDING template;Olmenstraat;31;;;217237,679;179834,336
HASSELT - FH09;709191;0;1;0;1;SDU;;Y;NA;2;4;Prins-Bisschopssingel73;;;;;BUILDING template;Prins-Bisschopssingel;73;;;217588,013;178950,323
HASSELT - FH09;2408910;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat11;;;;;BUILDING template;Bergstraat;11;;;218075,669;179420,394
HASSELT - FH09;2418937;1;0;0;1;SDU;;Y;NA;2;4;Jagersstraat43;;;;;BUILDING template;Jagersstraat;43;;;217404,432;179767,454
HASSELT - FH09;2443452;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg235;;;;;BUILDING template;Sint-Truidersteenweg;235;;;217498,974;179275,849
HASSELT - FH09;4144984;1;0;0;1;SDU;;Y;NA;2;4;Spaarzaamheidstraat5;;;;;BUILDING template;Spaarzaamheidstraat;5;;;217626,888;179709,485
HASSELT - FH09;706716;0;1;0;1;SDU;;Y;NA;2;4;Runkstersteenweg214;;;;;BUILDING template;Runkstersteenweg;214;;;216835,715;179764,774
HASSELT - FH09;709192;0;1;0;1;SDU;;Y;NA;2;4;Prins-Bisschopssingel67;;;;;BUILDING template;Prins-Bisschopssingel;67;;;217799,496;178832,216
HASSELT - FH09;2408914;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat20;;;;;BUILDING template;Bergstraat;20;;;218125,492;179395,264
HASSELT - FH09;2418938;1;0;0;1;SDU;;Y;NA;2;4;Jagersstraat45;;;;;BUILDING template;Jagersstraat;45;;;217405,609;179774,448
HASSELT - FH09;2443454;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg237;;;;;BUILDING template;Sint-Truidersteenweg;237;;;217496,413;179272,545
HASSELT - FH09;4148551;1;0;0;1;SDU;;Y;NA;2;4;Bloemenstraat42;;;;;BUILDING template;Bloemenstraat;42;;;217933,634;179760,857
HASSELT - FH09;706717;0;1;0;1;SDU;;Y;NA;2;4;Runkstersteenweg210;;;;;BUILDING template;Runkstersteenweg;210;;;217012,131;179790,914
HASSELT - FH09;709212;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat155;;;;;BUILDING template;Boomkensstraat;155;;;217571,038;179677,845
HASSELT - FH09;2408916;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat26;;;;;BUILDING template;Bergstraat;26;;;218142,112;179347,891
HASSELT - FH09;2418940;1;0;0;1;SDU;;Y;NA;2;4;Jagersstraat47;;;;;BUILDING template;Jagersstraat;47;;;217404,326;179780,107
HASSELT - FH09;2443456;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg239;;;;;BUILDING template;Sint-Truidersteenweg;239;;;217493,734;179268,885
HASSELT - FH09;4149763;1;0;0;1;SDU;;Y;NA;2;4;Generaal Lemanstraat24;;;;;BUILDING template;Generaal Lemanstraat;24;;;218304,834;179089,608
HASSELT - FH09;706718;0;1;0;1;SDU;;Y;NA;2;4;Runkstersteenweg208;;;;;BUILDING template;Runkstersteenweg;208;;;217105,634;179799,749
HASSELT - FH09;709213;4;0;0;4;MDU;;Y;NA;4;4;Boomkensstraat151;;5 Units in CRAB, 6 bussen in GM.;;;BUILDING template;Boomkensstraat;151;;;217576,76;179689,967
HASSELT - FH09;2408918;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat32;;;;;BUILDING template;Bergstraat;32;;;218149,569;179297,226
HASSELT - FH09;2420894;1;0;0;1;SDU;;Y;NA;2;4;Kerkhofstraat22;;;;;BUILDING template;Kerkhofstraat;22;;;217835,884;179729,246
HASSELT - FH09;2443460;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg243;;;;;BUILDING template;Sint-Truidersteenweg;243;;;217488,001;179262,305
HASSELT - FH09;4152083;1;0;0;1;SDU;;Y;NA;2;4;Kerkhofstraat6;;;;;BUILDING template;Kerkhofstraat;6;;;217849,889;179778,604
HASSELT - FH09;709216;1;0;0;1;SDU;;Y;NA;2;4;Sint-Hubertusstraat26;;;;;BUILDING template;Sint-Hubertusstraat;26;;;217457,143;179692,378
HASSELT - FH09;2408919;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat34;;;;;BUILDING template;Bergstraat;34;;;218155,735;179278,132
HASSELT - FH09;2420911;1;0;0;1;SDU;;Y;NA;2;4;Kerkhofstraat30;;;;;BUILDING template;Kerkhofstraat;30;;;217826,692;179696,221
HASSELT - FH09;2443463;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg245;;;;;BUILDING template;Sint-Truidersteenweg;245;;;217485,976;179259,032
HASSELT - FH09;4153882;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg100;;;;;BUILDING template;Sint-Truidersteenweg;100;;;217783,28;179685,181
HASSELT - FH09;706720;30;2;0;32;MDU;;Y;NA;4;4;Kramerslaan15;;;;;BUILDING template;Kramerslaan;15;;;216931,73;179572,06
HASSELT - FH09;709217;1;0;0;1;SDU;;Y;NA;2;4;Sint-Hubertusstraat2;;;;;BUILDING template;Sint-Hubertusstraat;2;;;217454,743;179612,228
HASSELT - FH09;2408921;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat34A;;;;;BUILDING template;Bergstraat;34;A;;218157,78;179272,174
HASSELT - FH09;2420917;1;0;0;1;SDU;;Y;NA;2;4;Kerkhofstraat34;;;;;BUILDING template;Kerkhofstraat;34;;;217820,908;179684,954
HASSELT - FH09;2443465;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg247;;;;;BUILDING template;Sint-Truidersteenweg;247;;;217484,255;179255,388
HASSELT - FH09;4156382;1;0;0;1;SDU;;Y;NA;2;4;Helipoststraat20;;;;;BUILDING template;Helipoststraat;20;;;217228,761;179778,278
HASSELT - FH09;706721;0;1;0;1;SDU;;Y;NA;2;4;Volderslaan1;;;;;BUILDING template;Volderslaan;1;;;217181,063;179660,346
HASSELT - FH09;709218;1;0;0;1;SDU;;Y;NA;2;4;Sint-Hubertusstraat42;;;;;BUILDING template;Sint-Hubertusstraat;42;;;217461,059;179758,664
HASSELT - FH09;2408923;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat39;;;;;BUILDING template;Bergstraat;39;;;218120,39;179240,812
HASSELT - FH09;2420921;1;0;0;1;SDU;;Y;NA;2;4;Kerkhofstraat37;;;;;BUILDING template;Kerkhofstraat;37;;;217702,758;179466,828
HASSELT - FH09;2443468;0;1;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg249;;;;;BUILDING template;Sint-Truidersteenweg;249;;;217482,417;179252,076
HASSELT - FH09;4160007;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg189;;;;;BUILDING template;Sint-Truidersteenweg;189;;;217573,198;179410,139
HASSELT - FH09;706722;1;0;0;1;SDU;;Y;NA;2;4;Volderslaan17;;;;;BUILDING template;Volderslaan;17;;;217090,04;179675,498
HASSELT - FH09;709222;1;0;0;1;SDU;;Y;NA;2;4;Kramerslaan6;;;;;BUILDING template;Kramerslaan;6;;;216987,568;179549,507
HASSELT - FH09;2408924;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat41;;;;;BUILDING template;Bergstraat;41;;;218135,246;179232,512
HASSELT - FH09;2420925;1;0;0;1;SDU;;Y;NA;2;4;Kerkhofstraat41;;;;;BUILDING template;Kerkhofstraat;41;;;217696,836;179455,021
HASSELT - FH09;2443474;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg255;;;;;BUILDING template;Sint-Truidersteenweg;255;;;217475,59;179239,516
HASSELT - FH09;4161480;1;0;0;1;SDU;;Y;NA;2;4;Generaal Lemanstraat59;;;;;BUILDING template;Generaal Lemanstraat;59;;;218246,683;179068,358
HASSELT - FH09;706723;1;0;0;1;SDU;;Y;NA;2;4;Volderslaan20;;;;;BUILDING template;Volderslaan;20;;;217077,795;179635,109
HASSELT - FH09;709223;1;0;0;1;SDU;;Y;NA;2;4;Kramerslaan10;;;;;BUILDING template;Kramerslaan;10;;;216953,76;179530,692
HASSELT - FH09;2408926;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat42;;;;;BUILDING template;Bergstraat;42;;;218179,887;179228,397
HASSELT - FH09;2420928;1;0;0;1;SDU;;Y;NA;2;4;Kerkhofstraat42;;;;;BUILDING template;Kerkhofstraat;42;;;217808,479;179649,536
HASSELT - FH09;2443476;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg257;;;;;BUILDING template;Sint-Truidersteenweg;257;;;217473,45;179236,46
HASSELT - FH09;4162906;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat43;;;;;BUILDING template;Bergstraat;43;;;218136,326;179225,349
HASSELT - FH09;706724;1;0;0;1;SDU;;Y;NA;2;4;Volderslaan4;;;;;BUILDING template;Volderslaan;4;;;217174,218;179631,527
HASSELT - FH09;709224;7;0;0;7;MDU;;Y;NA;4;4;Eikenstraat3;;;;;BUILDING template;Eikenstraat;3;;;217556,623;179755,916
HASSELT - FH09;2408927;4;0;0;4;MDU;;Y;NA;4;4;Bergstraat44;;;;;BUILDING template;Bergstraat;44;;;218188,625;179214,872
HASSELT - FH09;2420933;1;0;0;1;SDU;;Y;NA;2;4;Kerkhofstraat44;;;;;BUILDING template;Kerkhofstraat;44;;;217804,778;179641,79
HASSELT - FH09;2443480;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg258;;;;;BUILDING template;Sint-Truidersteenweg;258;;;217453,659;179133,298
HASSELT - FH09;4163988;1;0;0;1;SDU;;Y;NA;2;4;Vooruitzichtstraat37;;;;;BUILDING template;Vooruitzichtstraat;37;;;217721,075;179736,438
HASSELT - FH09;706725;1;0;0;1;SDU;;Y;NA;2;4;Volderslaan3;;;;;BUILDING template;Volderslaan;3;;;217173,528;179662,011
HASSELT - FH09;709225;1;0;0;1;SDU;;Y;NA;2;4;Eikenstraat19;;;;;BUILDING template;Eikenstraat;19;;;217498,731;179763,259
HASSELT - FH09;2408929;4;0;0;4;MDU;;Y;NA;4;4;Bergstraat46;;;;;BUILDING template;Bergstraat;46;;;218193,262;179204,547
HASSELT - FH09;2420940;1;0;0;1;SDU;;Y;NA;2;4;Kerkhofstraat46;;;;;BUILDING template;Kerkhofstraat;46;;;217802,202;179633,994
HASSELT - FH09;2443484;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg260;;;;;BUILDING template;Sint-Truidersteenweg;260;;;217449,083;179130,011
HASSELT - FH09;4169354;1;0;0;1;SDU;;Y;NA;2;4;Rode-Berglaan11;;;;;BUILDING template;Rode-Berglaan;11;;;218259,44;178782,5
HASSELT - FH09;706727;4;0;0;4;MDU;;Y;NA;4;4;Notelarenstraat113;;3 Units in CRAB, 4 busen in GM.;;;BUILDING template;Notelarenstraat;113;;;217211,321;179657,283
HASSELT - FH09;709226;4;1;0;5;MDU;;Y;NA;4;4;Abelenstraat32;;;;;BUILDING template;Abelenstraat;32;;;217404,781;179793,907
HASSELT - FH09;2408930;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat47;;;;;BUILDING template;Bergstraat;47;;;218146,329;179207,387
HASSELT - FH09;2420945;1;0;0;1;SDU;;Y;NA;2;4;Kerkhofstraat52;;;;;BUILDING template;Kerkhofstraat;52;;;217791,166;179608,723
HASSELT - FH09;2443488;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg261;;;;;BUILDING template;Sint-Truidersteenweg;261;;;217468,393;179230,061
HASSELT - FH09;4170830;1;0;0;1;SDU;;Y;NA;2;4;Spaarzaamheidstraat9;;;;;BUILDING template;Spaarzaamheidstraat;9;;;217637,79;179704,578
HASSELT - FH09;706729;1;0;0;1;SDU;;Y;NA;2;4;Notelarenstraat102;;;;;BUILDING template;Notelarenstraat;102;;;217207,52;179622,695
HASSELT - FH09;709228;3;0;0;3;MDU;;Y;NA;4;4;Olmenstraat41;;;;;BUILDING template;Olmenstraat;41;;;217272,342;179819,627
