Projectnummer;Opdrachtnummer;NR LU;NR BU;NR SU;UNITS TOTAL;Buildingtype;Quadrant;Wall Mount;SS Reason;Number Floors;Height Cable;;Perceel eigenschap;Crab Comment;Building exists;Building comment;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging;BG Name;xPos;yPos
HASSELT - FH09;3975455;1;0;0;1;SDU;;Y;NA;2;4;Roode Roosstraat3;;;;;BUILDING template;Roode Roosstraat;3;;;218134,38;179488,259
HASSELT - FH09;4902317;1;0;0;1;SDU;;Y;NA;2;4;Notelarenstraat94;;;;;BUILDING template;Notelarenstraat;94;;;217229,552;179618,714
HASSELT - FH09;708137;1;0;0;1;SDU;;Y;NA;2;4;Jules Klockplein13;;;;;BUILDING template;Jules Klockplein;13;;;217473,832;179510,168
HASSELT - FH09;2407571;1;0;0;1;SDU;;Y;NA;2;4;Abelenstraat24;;;;;BUILDING template;Abelenstraat;24;;;217508,951;179786,263
HASSELT - FH09;2418748;1;0;0;1;SDU;;Y;NA;2;4;Sint-Hubertusstraat44;;;;;BUILDING template;Sint-Hubertusstraat;44;;;217461,664;179765,749
HASSELT - FH09;2443344;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg165;;;;;BUILDING template;Sint-Truidersteenweg;165;;;217623,425;179493,154
HASSELT - FH09;3975456;1;0;0;1;SDU;;Y;NA;2;4;Roode Roosstraat5;;;;;BUILDING template;Roode Roosstraat;5;;;218141,838;179481,385
HASSELT - FH09;4903505;1;0;0;1;SDU;;Y;NA;2;4;Generaal Lemanstraat19;;;;;BUILDING template;Generaal Lemanstraat;19;;;218402,071;179274,91
HASSELT - FH09;708138;1;0;0;1;SDU;;Y;NA;2;4;Jules Klockplein14;;;;;BUILDING template;Jules Klockplein;14;;;217464,687;179502,36
HASSELT - FH09;2407574;1;0;0;1;SDU;;Y;NA;2;4;Abelenstraat26;;;;;BUILDING template;Abelenstraat;26;;;217503,971;179785,596
HASSELT - FH09;2418750;1;0;0;1;SDU;;Y;NA;2;4;Sint-Hubertusstraat46;;;;;BUILDING template;Sint-Hubertusstraat;46;;;217462,776;179771,663
HASSELT - FH09;2443346;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg166;;;;;BUILDING template;Sint-Truidersteenweg;166;;;217642,203;179448,775
HASSELT - FH09;3975457;1;0;0;1;SDU;;Y;NA;2;4;Roode Roosstraat7;;;;;BUILDING template;Roode Roosstraat;7;;;218150,735;179471,379
HASSELT - FH09;4903529;1;0;0;1;SDU;;Y;NA;2;4;Luikersteenweg139;;;;;BUILDING template;Luikersteenweg;139;;;218450,495;179388,997
HASSELT - FH09;708139;1;0;0;1;SDU;;Y;NA;2;4;Jules Klockplein15;;;;;BUILDING template;Jules Klockplein;15;;;217461,801;179497,037
HASSELT - FH09;2407678;4;0;0;4;MDU;;Y;NA;4;4;Paters Adonsstraat1A;;1 Unit in CRAB, 5 bussen in GM.;;;BUILDING template;Paters Adonsstraat;1;A;;217649,914;179556,449
HASSELT - FH09;2418752;1;0;0;1;SDU;;Y;NA;2;4;Sint-Hubertusstraat48;;;;;BUILDING template;Sint-Hubertusstraat;48;;;217459,294;179777,677
HASSELT - FH09;2443349;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg167;;;;;BUILDING template;Sint-Truidersteenweg;167;;;217619,037;179489,07
HASSELT - FH09;3975484;14;0;0;14;MDU;;Y;NA;4;4;Roode Roosstraat11;;;;;BUILDING template;Roode Roosstraat;11;;;218230,685;179507,58
HASSELT - FH09;4903587;1;0;0;1;SDU;;Y;NA;2;4;Generaal Lemanstraat49;;;;;BUILDING template;Generaal Lemanstraat;49;;;218287,548;179131,471
HASSELT - FH09;708140;2;0;0;2;MDU;;Y;NA;4;4;Boomkensstraat180;;1 Unit in CRAB, 2 bellen in GM.;;;BUILDING template;Boomkensstraat;180;;;217577,171;179596,007
HASSELT - FH09;2407679;3;0;0;3;MDU;;Y;NA;4;4;Paters Adonsstraat2A;;;;;BUILDING template;Paters Adonsstraat;2;A;;217622,133;179542,07
HASSELT - FH09;2418753;1;0;0;1;SDU;;Y;NA;2;4;Sint-Hubertusstraat50;;;;;BUILDING template;Sint-Hubertusstraat;50;;;217460,583;179783,707
HASSELT - FH09;2443352;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg168;;;;;BUILDING template;Sint-Truidersteenweg;168;;;217636,843;179443,125
HASSELT - FH09;3975489;1;0;0;1;SDU;;Y;NA;2;4;Roode Roosstraat10;;;;;BUILDING template;Roode Roosstraat;10;;;218163,194;179503,201
HASSELT - FH09;4903596;0;1;0;1;SDU;;Y;NA;2;4;Generaal Lemanstraat28;;;;;BUILDING template;Generaal Lemanstraat;28;;;218259,511;178931,933
HASSELT - FH09;708141;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat202;;;;;BUILDING template;Boomkensstraat;202;;;217563,625;179506,289
HASSELT - FH09;2407681;1;0;0;1;SDU;;Y;NA;2;4;Paters Adonsstraat3;;;;;BUILDING template;Paters Adonsstraat;3;;;217641,094;179561,79
HASSELT - FH09;2418755;1;0;0;1;SDU;;Y;NA;2;4;Huidevetterslaan1A;;;;;BUILDING template;Huidevetterslaan;1;A;;217395,428;179235,241
HASSELT - FH09;2443355;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg169;;;;;BUILDING template;Sint-Truidersteenweg;169;;;217615,55;179483,815
HASSELT - FH09;3975490;1;0;0;1;SDU;;Y;NA;2;4;Roode Roosstraat8;;;;;BUILDING template;Roode Roosstraat;8;;;218156,039;179508,556
HASSELT - FH09;5115315;21;0;0;21;MDU;;Y;NA;4;4;Pater Valentinuslaan9;;6 Units in CRAB, aantal onduidelijk in GM.;;;BUILDING template;Pater Valentinuslaan;9;;;218376,047;178873,553
HASSELT - FH09;708142;3;0;0;3;MDU;;Y;NA;4;4;Boomkensstraat187;;;;;BUILDING template;Boomkensstraat;187;;;217539,888;179590,128
HASSELT - FH09;2407682;1;0;0;1;SDU;;Y;NA;2;4;Paters Adonsstraat5;;;;;BUILDING template;Paters Adonsstraat;5;;;217635,12;179562,711
HASSELT - FH09;2418757;1;0;0;1;SDU;;Y;NA;2;4;Huidevetterslaan3A;;;;;BUILDING template;Huidevetterslaan;3;A;;217344,904;179275,034
HASSELT - FH09;2443357;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg171;;;;;BUILDING template;Sint-Truidersteenweg;171;;;217611,767;179478,564
HASSELT - FH09;3975491;1;0;0;1;SDU;;Y;NA;2;4;Roode Roosstraat6;;;;;BUILDING template;Roode Roosstraat;6;;;218148,433;179515,048
HASSELT - FH09;5320763;0;2;0;2;MDU;;Y;NA;4;4;Sint-Hubertusplein46;;1 Unit in CRAB, Onduidelijk in GM.;;;BUILDING template;Sint-Hubertusplein;46;;;217310,749;179807,71
HASSELT - FH09;708143;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat191;;;;;BUILDING template;Boomkensstraat;191;;;217540,682;179557,559
HASSELT - FH09;2407684;2;0;0;2;MDU;;Y;NA;4;4;Paters Adonsstraat7;;3 Units in CRAB, aantal onduidelijk in GM.;;;BUILDING template;Paters Adonsstraat;7;;;217629,925;179565,411
HASSELT - FH09;2418759;1;0;0;1;SDU;;Y;NA;2;4;Huidevetterslaan8;;;;;BUILDING template;Huidevetterslaan;8;;;217302,799;179259,261
HASSELT - FH09;2443360;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg172;;;;;BUILDING template;Sint-Truidersteenweg;172;;;217631,465;179429,323
HASSELT - FH09;3975492;1;0;0;1;SDU;;Y;NA;2;4;Roode Roosstraat4;;;;;BUILDING template;Roode Roosstraat;4;;;218138,22;179523,023
HASSELT - FH09;5371634;3;0;0;3;MDU;;Y;NA;4;4;Pater Valentinuslaan5B;;staat in crab als 6 units onder nummer 5, onduidelijk in GM.;;;BUILDING template;Pater Valentinuslaan;5;B;;218446,137;178888,698
HASSELT - FH09;708144;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat213;;;;;BUILDING template;Boomkensstraat;213;;;217528,503;179484,793
HASSELT - FH09;2407685;1;0;0;1;SDU;;Y;NA;2;4;Paters Adonsstraat9;;;;;BUILDING template;Paters Adonsstraat;9;;;217625,528;179567,695
HASSELT - FH09;2418761;1;0;0;1;SDU;;Y;NA;2;4;Huidevetterslaan10;;;;;BUILDING template;Huidevetterslaan;10;;;217298,449;179263,546
HASSELT - FH09;2443362;0;1;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg173;;;;;BUILDING template;Sint-Truidersteenweg;173;;;217611,461;179471,296
HASSELT - FH09;3975499;1;0;0;1;SDU;;Y;NA;2;4;Walter Thijsstraat11;;;;;BUILDING template;Walter Thijsstraat;11;;;218199,49;179354,184
HASSELT - FH09;5381003;3;0;0;3;MDU;;Y;NA;4;4;Pater Valentinuslaan5A;;staat in crab als 6 units onder nummer 5, onduidelijk in GM.;;;BUILDING template;Pater Valentinuslaan;5;A;;218438,196;178884,844
HASSELT - FH09;708145;2;0;0;2;MDU;;Y;NA;4;4;Boomkensstraat190;;;;;BUILDING template;Boomkensstraat;190;;;217565,84;179553,519
HASSELT - FH09;2407687;1;0;0;1;SDU;;Y;NA;2;4;Paters Adonsstraat10;;;;;BUILDING template;Paters Adonsstraat;10;;;217598,873;179546,574
HASSELT - FH09;2418763;1;0;0;1;SDU;;Y;NA;2;4;Huidevetterslaan11;;;;;BUILDING template;Huidevetterslaan;11;;;217309,43;179307,195
HASSELT - FH09;2443364;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg174;;;;;BUILDING template;Sint-Truidersteenweg;174;;;217629,465;179422,212
HASSELT - FH09;3975500;1;0;0;1;SDU;;Y;NA;2;4;Walter Thijsstraat13;;;;;BUILDING template;Walter Thijsstraat;13;;;218203,384;179345,551
HASSELT - FH09;5381019;2;0;0;2;MDU;;Y;NA;4;4;Kramerslaan1;;niet in CRAB, onduidelijk in GM.;;;BUILDING template;Kramerslaan;1;;;217000,844;179703,423
HASSELT - FH09;708146;1;0;0;1;SDU;;Y;NA;2;4;Jules Klockplein18;;;;;BUILDING template;Jules Klockplein;18;;;217475,073;179486,844
HASSELT - FH09;2407688;1;0;0;1;SDU;;Y;NA;2;4;Paters Adonsstraat11;;;;;BUILDING template;Paters Adonsstraat;11;;;217619,777;179569,633
HASSELT - FH09;2418765;1;0;0;1;SDU;;Y;NA;2;4;Huidevetterslaan12;;;;;BUILDING template;Huidevetterslaan;12;;;217294,405;179268,105
HASSELT - FH09;2443367;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg176;;;;;BUILDING template;Sint-Truidersteenweg;176;;;217627,305;179416,602
HASSELT - FH09;3975501;1;0;0;1;SDU;;Y;NA;2;4;Walter Thijsstraat15;;;;;BUILDING template;Walter Thijsstraat;15;;;218206,454;179337,351
HASSELT - FH09;5382476;7;1;0;8;MDU;;Y;NA;4;4;Kerkhofstraat64;;;;;BUILDING template;Kerkhofstraat;64;;;217764,917;179556,746
HASSELT - FH09;708148;1;0;0;1;SDU;;Y;NA;2;4;Notelarenstraat26;;;;;BUILDING template;Notelarenstraat;26;;;217462,705;179578,297
HASSELT - FH09;2407689;1;0;0;1;SDU;;Y;NA;2;4;Paters Adonsstraat12;;;;;BUILDING template;Paters Adonsstraat;12;;;217593,702;179548,504
HASSELT - FH09;2418766;1;0;0;1;SDU;;Y;NA;2;4;Huidevetterslaan13;;;;;BUILDING template;Huidevetterslaan;13;;;217303,702;179309,597
HASSELT - FH09;2443369;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg177;;;;;BUILDING template;Sint-Truidersteenweg;177;;;217604,205;179459,53
HASSELT - FH09;3990477;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat173;;;;;BUILDING template;Boomkensstraat;173;;;217558,455;179629,306
HASSELT - FH09;5391244;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg275A;;;;;BUILDING template;Sint-Truidersteenweg;275;A;;217445,426;179197,491
HASSELT - FH09;708150;2;0;0;2;MDU;;Y;NA;4;4;Paters Adonsstraat4;;;;;BUILDING template;Paters Adonsstraat;4;;;217613,717;179542,803
HASSELT - FH09;2407691;1;0;0;1;SDU;;Y;NA;2;4;Paters Adonsstraat13;;;;;BUILDING template;Paters Adonsstraat;13;;;217614,059;179571,631
HASSELT - FH09;2418768;1;0;0;1;SDU;;Y;NA;2;4;Huidevetterslaan14;;;;;BUILDING template;Huidevetterslaan;14;;;217289,571;179271,65
HASSELT - FH09;2443370;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg178;;;;;BUILDING template;Sint-Truidersteenweg;178;;;217622,634;179412,871
HASSELT - FH09;3994693;1;0;0;1;SDU;;Y;NA;2;4;Helipoststraat34;;;;;BUILDING template;Helipoststraat;34;;;217223,48;179737,963
HASSELT - FH09;5391248;1;0;0;1;SDU;;Y;NA;2;4;Van Heinsberglaan13;;;;;BUILDING template;Van Heinsberglaan;13;;;218648,229;178809,718
HASSELT - FH09;708151;1;0;0;1;SDU;;Y;NA;2;4;Eikenstraat36;;;;;BUILDING template;Eikenstraat;36;;;217497,692;179739,172
HASSELT - FH09;2407693;1;0;0;1;SDU;;Y;NA;2;4;Paters Adonsstraat15;;;;;BUILDING template;Paters Adonsstraat;15;;;217608,953;179573,435
HASSELT - FH09;2418770;1;0;0;1;SDU;;Y;NA;2;4;Huidevetterslaan15;;;;;BUILDING template;Huidevetterslaan;15;;;217299,23;179313,391
HASSELT - FH09;2443371;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg179;;;;;BUILDING template;Sint-Truidersteenweg;179;;;217602,028;179453,557
HASSELT - FH09;3996452;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat37;;;;;BUILDING template;Bergstraat;37;;;218104,95;179255,541
HASSELT - FH09;5391250;0;1;0;1;SDU;;Y;NA;2;4;Kerkhofstraat62;;;;;BUILDING template;Kerkhofstraat;62;;;217771,024;179574,226
HASSELT - FH09;708153;6;0;0;6;MDU;;Y;NA;4;4;Eikenstraat20;;;;;BUILDING template;Eikenstraat;20;;;217542,282;179734,073
HASSELT - FH09;2407694;4;0;0;4;MDU;;Y;NA;4;4;Paters Adonsstraat16;;;;;BUILDING template;Paters Adonsstraat;16;;;217583,347;179555,191
HASSELT - FH09;2418771;1;0;0;1;SDU;;Y;NA;2;4;Huidevetterslaan18;;;;;BUILDING template;Huidevetterslaan;18;;;217279,641;179278,433
HASSELT - FH09;2443373;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg180;;;;;BUILDING template;Sint-Truidersteenweg;180;;;217620,062;179406,61
HASSELT - FH09;4000353;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat45;;;;;BUILDING template;Bergstraat;45;;;218146,63;179213,653
HASSELT - FH09;5411998;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat220;;niet in CRAB, GM of kadaster.;;;BUILDING template;Boomkensstraat;220;;;217513,878;179362,557
HASSELT - FH09;708154;1;0;0;1;SDU;;Y;NA;2;4;Eikenstraat22;;;;;BUILDING template;Eikenstraat;22;;;217534,653;179733,1
HASSELT - FH09;2407696;1;0;0;1;SDU;;Y;NA;2;4;Paters Adonsstraat18;;;;;BUILDING template;Paters Adonsstraat;18;;;217578,325;179557,621
HASSELT - FH09;2418774;1;0;0;1;SDU;;Y;NA;2;4;Huidevetterslaan19;;;;;BUILDING template;Huidevetterslaan;19;;;217281,157;179327,673
HASSELT - FH09;2443374;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg181;;;;;BUILDING template;Sint-Truidersteenweg;181;;;217598,051;179448,699
HASSELT - FH09;4004791;1;0;0;1;SDU;;Y;NA;2;4;Kerkhofstraat38;;;;;BUILDING template;Kerkhofstraat;38;;;217809,961;179657,587
HASSELT - FH09;5412926;1;0;0;1;SDU;;Y;NA;2;4;J.S. Bachlaan7A;;6 Units in CRAB, aantal onduidelijk in GM.;;;BUILDING template;J.S. Bachlaan;7;A;;217895,001;179501,239
HASSELT - FH09;708744;1;0;0;1;SDU;;Y;NA;2;4;Hollandsveldlaan41;;;;;BUILDING template;Hollandsveldlaan;41;;;218540,647;178867,077
HASSELT - FH09;2407697;1;0;0;1;SDU;;Y;NA;2;4;Paters Adonsstraat19;;;;;BUILDING template;Paters Adonsstraat;19;;;217597,749;179576,194
HASSELT - FH09;2418775;1;0;0;1;SDU;;Y;NA;2;4;Huidevetterslaan20;;;;;BUILDING template;Huidevetterslaan;20;;;217273,528;179280,933
HASSELT - FH09;2443376;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg182;;;;;BUILDING template;Sint-Truidersteenweg;182;;;217610,051;179400,72
HASSELT - FH09;4008176;1;0;0;1;SDU;;Y;NA;2;4;Abelenstraat18;;;;;BUILDING template;Abelenstraat;18;;;217523,8;179783,673
HASSELT - FH09;5422638;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat360A;;;;;BUILDING template;Boomkensstraat;360;A;;217330,975;179107,218
HASSELT - FH09;708791;1;0;0;1;SDU;;Y;NA;2;4;Pater Valentinuslaan18;;;;;BUILDING template;Pater Valentinuslaan;18;;;218422,33;178833,683
HASSELT - FH09;2407699;1;0;0;1;SDU;;Y;NA;2;4;Paters Adonsstraat20;;;;;BUILDING template;Paters Adonsstraat;20;;;217574,022;179560,336
HASSELT - FH09;2418777;1;0;0;1;SDU;;Y;NA;2;4;Huidevetterslaan21;;;;;BUILDING template;Huidevetterslaan;21;;;217277,646;179330,59
HASSELT - FH09;2443379;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg184;;;;;BUILDING template;Sint-Truidersteenweg;184;;;217605,444;179390,977
HASSELT - FH09;4008585;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg291;;;;;BUILDING template;Sint-Truidersteenweg;291;;;217409,584;179141,597
HASSELT - FH09;5438297;3;0;0;3;MDU;;Y;NA;4;4;Notelarenstraat2B;;1 Unit in CRAB, onduidelijk in GM.;;;BUILDING template;Notelarenstraat;2;B;;217541,849;179568,456
HASSELT - FH09;708792;1;0;0;1;SDU;;Y;NA;2;4;Pater Valentinuslaan4;;;;;BUILDING template;Pater Valentinuslaan;4;;;218495,386;178871,782
HASSELT - FH09;2408344;1;0;0;1;SDU;;Y;NA;2;4;Bakkerslaan5;;;;;BUILDING template;Bakkerslaan;5;;;217366,582;179586,145
HASSELT - FH09;2418780;1;0;0;1;SDU;;Y;NA;2;4;Huidevetterslaan22;;;;;BUILDING template;Huidevetterslaan;22;;;217270,084;179286,015
HASSELT - FH09;2443381;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg185;;;;;BUILDING template;Sint-Truidersteenweg;185;;;217570,033;179431,789
HASSELT - FH09;4009444;1;0;0;1;SDU;;Y;NA;2;4;Notelarenstraat30;;;;;BUILDING template;Notelarenstraat;30;;;217449,184;179581,14
HASSELT - FH09;5473525;14;0;0;14;MDU;;Y;NA;4;4;Notelarenstraat95;;;;;BUILDING template;Notelarenstraat;95;;;217307,994;179662,757
HASSELT - FH09;708793;1;0;0;1;SDU;;Y;NA;2;4;Arnold van Loonlaan21;;;;;BUILDING template;Arnold van Loonlaan;21;;;218466,643;178790,804
HASSELT - FH09;2408345;2;0;0;2;MDU;;Y;NA;4;4;Bakkerslaan6;;1 Unit in CRAB en GM.;;;BUILDING template;Bakkerslaan;6;;;217393,003;179572,184
HASSELT - FH09;2418781;1;0;0;1;SDU;;Y;NA;2;4;Huidevetterslaan23;;;;;BUILDING template;Huidevetterslaan;23;;;217271,67;179335,378
HASSELT - FH09;2443383;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg187;;;;;BUILDING template;Sint-Truidersteenweg;187;;;217576,752;179415,138
HASSELT - FH09;4012291;1;0;0;1;SDU;;Y;NA;2;4;Meiliedstraat9;;;;;BUILDING template;Meiliedstraat;9;;;218300,723;179279,269
HASSELT - FH09;708794;1;0;0;1;SDU;;Y;NA;2;4;Arnold van Loonlaan18;;;;;BUILDING template;Arnold van Loonlaan;18;;;218590,184;178821,654
HASSELT - FH09;2408346;1;0;0;1;SDU;;Y;NA;2;4;Bakkerslaan7;;;;;BUILDING template;Bakkerslaan;7;;;217361,705;179582,988
HASSELT - FH09;2418783;1;0;0;1;SDU;;Y;NA;2;4;Huidevetterslaan25;;;;;BUILDING template;Huidevetterslaan;25;;;217268,224;179340,112
HASSELT - FH09;2443386;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg191;;;;;BUILDING template;Sint-Truidersteenweg;191;;;217569,327;179405,592
HASSELT - FH09;4015126;1;0;0;1;SDU;;Y;NA;2;4;A. Vivaldilaan9;;;;;BUILDING template;A. Vivaldilaan;9;;;217836,157;179459,904
HASSELT - FH09;5483545;6;0;0;6;MDU;;Y;NA;4;4;G. Verdilaan2;;;;;BUILDING template;G. Verdilaan;2;;;217774,727;179552,191
HASSELT - FH09;708795;1;0;0;1;SDU;;Y;NA;2;4;Arnold van Loonlaan7;;;;;BUILDING template;Arnold van Loonlaan;7;;;218531,358;178833,076
HASSELT - FH09;2408347;2;0;0;2;MDU;;Y;NA;4;4;Bakkerslaan8;;;;;BUILDING template;Bakkerslaan;8;;;217391,325;179566,532
HASSELT - FH09;2418787;1;0;0;1;SDU;;Y;NA;2;4;Huidevetterslaan29;;;;;BUILDING template;Huidevetterslaan;29;;;217258,553;179347,539
HASSELT - FH09;2443388;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg192;;;;;BUILDING template;Sint-Truidersteenweg;192;;;217597,411;179379,678
HASSELT - FH09;4019604;1;0;0;1;SDU;;Y;NA;2;4;Kerkhofstraat16;;;;;BUILDING template;Kerkhofstraat;16;;;217843,891;179758,214
HASSELT - FH09;5483546;6;0;0;6;MDU;;Y;NA;4;4;G. Verdilaan4;;;;;BUILDING template;G. Verdilaan;4;;;217788,275;179548,337
HASSELT - FH09;708796;1;0;0;1;SDU;;Y;NA;2;4;Arnold van Loonlaan39;;;;;BUILDING template;Arnold van Loonlaan;39;;;218335,438;178779,873
HASSELT - FH09;2408348;1;0;0;1;SDU;;Y;NA;2;4;Bakkerslaan9;;;;;BUILDING template;Bakkerslaan;9;;;217358,566;179579,023
HASSELT - FH09;2418790;1;0;0;1;SDU;;Y;NA;2;4;Huidevetterslaan30;;;;;BUILDING template;Huidevetterslaan;30;;;217242,16;179308,862
HASSELT - FH09;2443393;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg195;;;;;BUILDING template;Sint-Truidersteenweg;195;;;217563,98;179394,132
HASSELT - FH09;4024529;1;0;0;1;SDU;;Y;NA;2;4;Kerkhofstraat14;;;;;BUILDING template;Kerkhofstraat;14;;;217846,495;179765,137
HASSELT - FH09;5483547;7;0;0;7;MDU;;Y;NA;4;4;G. Verdilaan6;;8 Units in CRAB, aantal onduidelijk in GM.;;;BUILDING template;G. Verdilaan;6;;;217795,166;179548,22
HASSELT - FH09;708798;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat61;;;;;BUILDING template;Bergstraat;61;;;218191,565;179126,636
HASSELT - FH09;2408349;5;0;0;5;MDU;;Y;NA;4;4;Bakkerslaan12;;;;;BUILDING template;Bakkerslaan;12;;;217380,547;179557,727
HASSELT - FH09;2418791;1;0;0;1;SDU;;Y;NA;2;4;Huidevetterslaan31;;;;;BUILDING template;Huidevetterslaan;31;;;217252,274;179349,509
HASSELT - FH09;2443396;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg196;;;;;BUILDING template;Sint-Truidersteenweg;196;;;217591,59;179369,651
HASSELT - FH09;4031767;1;0;0;1;SDU;;Y;NA;2;4;Bloemenstraat30;;;;;BUILDING template;Bloemenstraat;30;;;217914,115;179778,24
HASSELT - FH09;5507133;18;0;0;18;MDU;;Y;NA;4;4;Roode Roosstraat13;;;;;BUILDING template;Roode Roosstraat;13;;;218272,54;179483,78
HASSELT - FH09;708802;1;0;0;1;SDU;;Y;NA;2;4;Rode-Berglaan4;;;;;BUILDING template;Rode-Berglaan;4;;;218301,34;178804,984
HASSELT - FH09;2408350;1;0;0;1;SDU;;Y;NA;2;4;Bakkerslaan13;;;;;BUILDING template;Bakkerslaan;13;;;217351,571;179571,779
HASSELT - FH09;2418792;1;0;0;1;SDU;;Y;NA;2;4;Huidevetterslaan34;;;;;BUILDING template;Huidevetterslaan;34;;;217232,552;179316,314
HASSELT - FH09;2443399;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg197;;;;;BUILDING template;Sint-Truidersteenweg;197;;;217560,499;179389,515
HASSELT - FH09;4031956;1;0;0;1;SDU;;Y;NA;2;4;Bakkerslaan25;;;;;BUILDING template;Bakkerslaan;25;;;217332,055;179545,103
HASSELT - FH09;5507270;8;0;0;8;MDU;;Y;NA;4;4;Pater Valentinuslaan11;;;;;BUILDING template;Pater Valentinuslaan;11;;;218340,83;178873,44
HASSELT - FH09;708805;1;0;0;1;SDU;;Y;NA;2;4;Generaal Lemanstraat67;;;;;BUILDING template;Generaal Lemanstraat;67;;;218201,591;178988,989
HASSELT - FH09;2408351;1;0;0;1;SDU;;Y;NA;2;4;Bakkerslaan15;;;;;BUILDING template;Bakkerslaan;15;;;217348,188;179567,887
HASSELT - FH09;2418793;1;0;0;1;SDU;;Y;NA;2;4;Huidevetterslaan36;;;;;BUILDING template;Huidevetterslaan;36;;;217226,101;179318,478
HASSELT - FH09;2443401;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg198;;;;;BUILDING template;Sint-Truidersteenweg;198;;;217588,342;179364,45
HASSELT - FH09;4051734;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg56;;;;;BUILDING template;Sint-Truidersteenweg;56;;;217879,649;179850,45
HASSELT - FH09;5510402;0;1;0;1;SDU;;Y;NA;2;4;Pater Valentinuslaan32;;;;;BUILDING template;Pater Valentinuslaan;32;;;218217,348;178847,842
HASSELT - FH09;708810;1;0;0;1;SDU;;Y;NA;2;4;Hollandsveldlaan37;;;;;BUILDING template;Hollandsveldlaan;37;;;218526,785;178889,061
HASSELT - FH09;2408353;1;0;0;1;SDU;;Y;NA;2;4;Bakkerslaan17;;;;;BUILDING template;Bakkerslaan;17;;;217343,764;179565,01
HASSELT - FH09;2418904;1;0;0;1;SDU;;Y;NA;2;4;Jagersstraat5;;;;;BUILDING template;Jagersstraat;5;;;217424,84;179633,617
HASSELT - FH09;2443403;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg199;;;;;BUILDING template;Sint-Truidersteenweg;199;;;217558,287;179384,079
HASSELT - FH09;4057660;1;0;0;1;SDU;;Y;NA;2;4;Bloemenstraat51;;;;;BUILDING template;Bloemenstraat;51;;;217968,399;179713,53
HASSELT - FH09;5525689;13;0;0;13;MDU;;Y;NA;4;4;Zuster Stanislaslaan4;;;;;BUILDING template;Zuster Stanislaslaan;4;;;218413,467;178935,913
HASSELT - FH09;708811;11;0;0;11;MDU;;Y;NA;4;4;Sint-Martinusplein5;;;;;BUILDING template;Sint-Martinusplein;5;;;218552,674;179003,237
HASSELT - FH09;2408358;1;0;0;1;SDU;;Y;NA;2;4;Bakkerslaan21;;;;;BUILDING template;Bakkerslaan;21;;;217336,243;179556,959
HASSELT - FH09;2418906;1;0;0;1;SDU;;Y;NA;2;4;Jagersstraat7;;;;;BUILDING template;Jagersstraat;7;;;217422,944;179639,378
HASSELT - FH09;2443405;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg200;;;;;BUILDING template;Sint-Truidersteenweg;200;;;217584,827;179357,65
