Projectnummer;Opdrachtnummer;NR LU;NR BU;NR SU;UNITS TOTAL;Buildingtype;Kolom1;Quadrant;Wall Mount;SS Reason;Number Floors;Height Cable;Perceel eigenschap;Crab Comment;Building exists;Building comment;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging;BG Name;xPos;yPos
ANTWERPEN-WEST - FH05;60574;8;0;0;8;MDU;Ernest Van Dijckkaai28;;Y;NA;4;4;;;;;BUILDING template;Ernest Van Dijckkaai;28;;;151912,533;212168,841
ANTWERPEN-WEST - FH05;60696;2;0;0;2;MDU;Reyndersstraat41;;Y;NA;4;4;;;;;BUILDING template;Reyndersstraat;41;;;152160,507;212127,496
ANTWERPEN-WEST - FH05;60697;0;1;0;1;SDU;Reyndersstraat1;;Y;NA;2;4;;;;;BUILDING template;Reyndersstraat;1;;;152067,358;212179,246
ANTWERPEN-WEST - FH05;60704;4;0;0;4;MDU;Reyndersstraat39;;Y;NA;4;4;;;;;BUILDING template;Reyndersstraat;39;;;152155,338;212130,804
ANTWERPEN-WEST - FH05;60816;1;0;0;1;SDU;Plantinkaai17;;Y;NA;2;4;;;;;BUILDING template;Plantinkaai;17;;;151809,282;211933,732
ANTWERPEN-WEST - FH05;60817;0;4;0;4;MDU;Plantinkaai18;;Y;NA;4;4;;;;;BUILDING template;Plantinkaai;18;;;151798,479;211913,392
ANTWERPEN-WEST - FH05;60819;10;0;0;10;MDU;Plantinkaai24;;Y;NA;4;4;;;;;BUILDING template;Plantinkaai;24;;;151780,343;211863,678
ANTWERPEN-WEST - FH05;60821;4;0;0;4;MDU;Plantinkaai27;;Y;NA;4;4;;;;;BUILDING template;Plantinkaai;27;;;151769,052;211843,687
ANTWERPEN-WEST - FH05;60822;0;3;0;3;MDU;Sint-Jansvliet4;;Y;NA;4;4;;;;;BUILDING template;Sint-Jansvliet;4;;;151895,279;212050,42
ANTWERPEN-WEST - FH05;60826;8;0;0;8;MDU;Rijkenhoek1;;Y;NA;4;4;;;;;BUILDING template;Rijkenhoek;1;;;151843,254;211972,043
ANTWERPEN-WEST - FH05;60832;1;0;0;1;SDU;Kromme-Elleboogstraat17;;Y;NA;2;4;;;;;BUILDING template;Kromme-Elleboogstraat;17;;;151850,169;211905,873
ANTWERPEN-WEST - FH05;60834;6;0;0;6;MDU;Vlaanderenstraat10;;Y;NA;4;4;;;;;BUILDING template;Vlaanderenstraat;10;;;151820,079;211844,626
ANTWERPEN-WEST - FH05;60835;1;0;0;1;SDU;Vlaanderenstraat1;;Y;NA;2;4;;;;;BUILDING template;Vlaanderenstraat;1;;;151791,732;211886,188
ANTWERPEN-WEST - FH05;60839;8;0;0;8;MDU;Scheldeken9;;Y;NA;4;4;;;;;BUILDING template;Scheldeken;9;;;151847,732;211944,384
ANTWERPEN-WEST - FH05;60840;9;0;0;9;MDU;Scheldeken22;;Y;NA;4;4;;;;;BUILDING template;Scheldeken;22;;;151851,909;211983,381
ANTWERPEN-WEST - FH05;60841;3;0;0;3;MDU;Scheldeken26;;Y;NA;4;4;;;;;BUILDING template;Scheldeken;26;;;151830,089;211944,108
ANTWERPEN-WEST - FH05;60843;1;0;0;1;SDU;Scheldeken2;;Y;NA;2;4;;;;;BUILDING template;Scheldeken;2;;;151892,336;212043,707
ANTWERPEN-WEST - FH05;60845;0;2;0;2;MDU;Kloosterstraat26;;Y;NA;4;4;;;;;BUILDING template;Kloosterstraat;26;;;151847,001;211888,348
ANTWERPEN-WEST - FH05;60848;5;0;0;5;MDU;Kloosterstraat46;;Y;NA;4;4;;;;;BUILDING template;Kloosterstraat;46;;;151817,784;211795,686
ANTWERPEN-WEST - FH05;60849;7;0;0;7;MDU;Kloosterstraat4;;Y;NA;4;4;;;;;BUILDING template;Kloosterstraat;4;;;151889,472;211940,106
ANTWERPEN-WEST - FH05;60850;1;0;0;1;SDU;Steegsken2;;Y;NA;2;4;;;;;BUILDING template;Steegsken;2;;;151849,53;211951,515
ANTWERPEN-WEST - FH05;61467;4;1;0;5;MDU;Haverstraat1;;Y;NA;4;4;;;;;BUILDING template;Haverstraat;1;;;151976,603;212307,475
ANTWERPEN-WEST - FH05;61469;13;2;0;15;MDU;Ernest Van Dijckkaai11;;Y;NA;4;4;;;;;BUILDING template;Ernest Van Dijckkaai;11;;;151984,145;212328,334
ANTWERPEN-WEST - FH05;61476;5;1;0;6;MDU;Suikerrui2;;Y;NA;4;4;;;;;BUILDING template;Suikerrui;2;;;151988,548;212345,132
ANTWERPEN-WEST - FH05;61478;6;0;0;6;MDU;Suikerrui8;;Y;NA;4;4;;;;;BUILDING template;Suikerrui;8;;;152005,006;212339,171
ANTWERPEN-WEST - FH05;61697;0;3;0;3;MDU;Lange Koepoortstraat38;;Y;NA;4;4;;;;;BUILDING template;Lange Koepoortstraat;38;;;152337,819;212525,435
ANTWERPEN-WEST - FH05;61698;3;0;0;3;MDU;Lange Koepoortstraat78;;Y;NA;4;4;;;;;BUILDING template;Lange Koepoortstraat;78;;;152341,269;212408,01
ANTWERPEN-WEST - FH05;61699;0;2;0;2;MDU;Lange Koepoortstraat67;;Y;NA;4;4;;;;;BUILDING template;Lange Koepoortstraat;67;;;152357,432;212431,968
ANTWERPEN-WEST - FH05;61700;0;1;0;1;SDU;Hofstraat17;;Y;NA;2;4;;;;;BUILDING template;Hofstraat;17;;;152278,589;212458,117
ANTWERPEN-WEST - FH05;61703;1;1;0;2;MDU;Zirkstraat42;;Y;NA;4;4;;;;;BUILDING template;Zirkstraat;42;;;152331,686;212526,649
ANTWERPEN-WEST - FH05;61706;0;3;0;3;MDU;Oude Beurs41;;Y;NA;4;4;;;;;BUILDING template;Oude Beurs;41;;;152334,497;212406,796
ANTWERPEN-WEST - FH05;61744;0;2;0;2;MDU;Wolstraat22;;Y;NA;4;4;;;;;BUILDING template;Wolstraat;22;;;152434,188;212391,142
ANTWERPEN-WEST - FH05;61746;1;0;0;1;SDU;Wolstraat12;;Y;NA;2;4;;;;;BUILDING template;Wolstraat;12;;;152407,619;212395,787
ANTWERPEN-WEST - FH05;61749;0;1;0;1;SDU;Korte Nieuwstraat1;;Y;NA;2;4;;;;;BUILDING template;Korte Nieuwstraat;1;;;152397,519;212305,547
ANTWERPEN-WEST - FH05;61751;0;1;0;1;SDU;Jezuïetenrui2;;Y;NA;2;4;;;;;BUILDING template;Jezuïetenrui;2;;;152398,316;212316,227
ANTWERPEN-WEST - FH05;61754;1;0;0;1;SDU;Jezuïetenrui11;;Y;NA;2;4;;;;;BUILDING template;Jezuïetenrui;11;;;152427,262;212327,028
ANTWERPEN-WEST - FH05;61757;9;1;0;10;MDU;Wijngaardstraat1;;Y;NA;4;4;;;;;BUILDING template;Wijngaardstraat;1;;;152378,11;212358,123
ANTWERPEN-WEST - FH05;61762;0;1;0;1;SDU;Moriaanstraat17;;Y;NA;2;4;;;;;BUILDING template;Moriaanstraat;17;;;152431,776;212381,311
ANTWERPEN-WEST - FH05;61763;1;0;0;1;SDU;Moriaanstraat5;;Y;NA;2;4;;;;;BUILDING template;Moriaanstraat;5;;;152397,191;212383,329
ANTWERPEN-WEST - FH05;61767;0;1;0;1;SDU;Korte Koepoortstraat13;;Y;NA;2;4;;;;;BUILDING template;Korte Koepoortstraat;13;;;152370,593;212356,901
ANTWERPEN-WEST - FH05;61769;0;4;0;4;MDU;Korte Koepoortstraat7;;Y;NA;4;4;;;;;BUILDING template;Korte Koepoortstraat;7;;;152365,829;212383,31
ANTWERPEN-WEST - FH05;61772;1;0;0;1;SDU;Leeuw van Vlaanderenstraat2;;Y;NA;2;4;;;;;BUILDING template;Leeuw van Vlaanderenstraat;2;;;152430,657;212340,695
ANTWERPEN-WEST - FH05;61773;0;1;0;1;SDU;Leeuw van Vlaanderenstraat6;;Y;NA;2;4;;;;;BUILDING template;Leeuw van Vlaanderenstraat;6;;;152431,037;212327,008
ANTWERPEN-WEST - FH05;864223;9;0;0;9;MDU;Vleeshouwersstraat1;;Y;NA;4;4;;;;;BUILDING template;Vleeshouwersstraat;1;;;152175,808;212599,594
ANTWERPEN-WEST - FH05;864269;3;0;0;3;MDU;Veemarkt15;;Y;NA;4;4;;;;;BUILDING template;Veemarkt;15;;;152210,032;212623,457
ANTWERPEN-WEST - FH05;864270;3;0;0;3;MDU;Veemarkt21;;Y;NA;4;4;;;;;BUILDING template;Veemarkt;21;;;152175,711;212621,738
ANTWERPEN-WEST - FH05;970899;3;0;0;3;MDU;Goedehoopstraat16;;Y;NA;4;4;;;;;BUILDING template;Goedehoopstraat;16;;;151706,994;211563,474
ANTWERPEN-WEST - FH05;970902;11;0;0;11;MDU;Goedehoopstraat2;;Y;NA;4;4;;;;;BUILDING template;Goedehoopstraat;2;;;151650,165;211581,416
ANTWERPEN-WEST - FH05;970905;4;1;0;5;MDU;Scheldestraat19;;Y;NA;4;4;;;;;BUILDING template;Scheldestraat;19;;;151664,416;211437,159
ANTWERPEN-WEST - FH05;970908;5;1;0;6;MDU;Scheldestraat1;;Y;NA;4;4;;;;;BUILDING template;Scheldestraat;1;;;151599,171;211496,306
ANTWERPEN-WEST - FH05;970909;61;0;0;61;MDU;Rivierstraat11;;Y;NA;4;4;;;;;BUILDING template;Rivierstraat;11;;;151644,25;211520,411
ANTWERPEN-WEST - FH05;970910;7;0;0;7;MDU;Rivierstraat10;;Y;NA;4;4;;;;;BUILDING template;Rivierstraat;10;;;151638,302;211521,768
ANTWERPEN-WEST - FH05;970923;3;1;0;4;MDU;Sint-Michielskaai36;;Y;NA;4;4;;;;;BUILDING template;Sint-Michielskaai;36;;;151609,516;211525,942
ANTWERPEN-WEST - FH05;970924;5;0;0;5;MDU;Sint-Michielskaai34;;Y;NA;4;4;;;;;BUILDING template;Sint-Michielskaai;34;;;151623,748;211548,072
ANTWERPEN-WEST - FH05;970926;0;1;0;1;SDU;Sint-Michielskaai28;;Y;NA;2;4;;;;;BUILDING template;Sint-Michielskaai;28;;;151640,493;211576,447
ANTWERPEN-WEST - FH05;970932;3;1;0;4;MDU;Riemstraat2;;Y;NA;4;4;;;;;BUILDING template;Riemstraat;2;;;151713,643;211560,273
ANTWERPEN-WEST - FH05;972194;13;0;0;13;MDU;Kloosterstraat72;;Y;NA;4;4;;;;;BUILDING template;Kloosterstraat;72;;;151784;211693
ANTWERPEN-WEST - FH05;972195;1;1;0;2;MDU;Kloosterstraat86;;Y;NA;4;4;;;;;BUILDING template;Kloosterstraat;86;;;151763,991;211646,1
ANTWERPEN-WEST - FH05;972197;3;1;0;4;MDU;Kloosterstraat108;;Y;NA;4;4;;;;;BUILDING template;Kloosterstraat;108;;;151729,027;211581,2
ANTWERPEN-WEST - FH05;972198;5;0;0;5;MDU;Kloosterstraat70;;Y;NA;4;4;;;;;BUILDING template;Kloosterstraat;70;;;151797,108;211714,416
ANTWERPEN-WEST - FH05;972200;10;0;0;10;MDU;Sint-Michielskaai21;;Y;NA;4;4;;;;;BUILDING template;Sint-Michielskaai;21;;;151680,158;211642,164
ANTWERPEN-WEST - FH05;972202;6;0;0;6;MDU;Sint-Michielskaai12;;Y;NA;4;4;;;;;BUILDING template;Sint-Michielskaai;12;;;151727,915;211741,738
ANTWERPEN-WEST - FH05;972203;1;0;0;1;SDU;Sint-Michielskaai1;;Y;NA;2;4;;;;;BUILDING template;Sint-Michielskaai;1;;;151756,736;211807,357
ANTWERPEN-WEST - FH05;972204;5;1;0;6;MDU;Sint-Michielskaai7;;Y;NA;4;4;;;;;BUILDING template;Sint-Michielskaai;7;;;151745,081;211768,745
ANTWERPEN-WEST - FH05;972206;5;0;0;5;MDU;Sint-Michielskaai5;;Y;NA;4;4;;;;;BUILDING template;Sint-Michielskaai;5;;;151751,521;211785,257
ANTWERPEN-WEST - FH05;972207;5;1;0;6;MDU;Sint-Michielskaai6;;Y;NA;4;4;;;;;BUILDING template;Sint-Michielskaai;6;;;151747,981;211776,443
ANTWERPEN-WEST - FH05;972208;0;1;0;1;SDU;Sint-Michielskaai10;;Y;NA;2;4;;;;;BUILDING template;Sint-Michielskaai;10;;;151733,098;211752,705
ANTWERPEN-WEST - FH05;972213;5;0;0;5;MDU;Verbrande-Entrepotstraat13;;Y;NA;4;4;;;;;BUILDING template;Verbrande-Entrepotstraat;13;;;151768,217;211736,937
ANTWERPEN-WEST - FH05;972214;3;0;0;3;MDU;Verbrande-Entrepotstraat3;;Y;NA;4;4;;;;;BUILDING template;Verbrande-Entrepotstraat;3;;;151776,252;211777,425
ANTWERPEN-WEST - FH05;972221;2;0;0;2;MDU;Arsenaalstraat1;;Y;NA;4;4;;;;;BUILDING template;Arsenaalstraat;1;;;151724,999;211736,15
ANTWERPEN-WEST - FH05;972223;6;0;0;6;MDU;Arsenaalstraat2;;Y;NA;4;4;;;;;BUILDING template;Arsenaalstraat;2;;;151717,632;211718,77
ANTWERPEN-WEST - FH05;972228;2;0;0;2;MDU;Goedehoopstraat25;;Y;NA;4;4;;;;;BUILDING template;Goedehoopstraat;25;;;151722,487;211584,669
ANTWERPEN-WEST - FH05;NB-20001A16996;1;0;0;1;SDU;Arsenaalstraat1A;;Y;NA;2;4;;;Y;;BUILDING template;Arsenaalstraat;1;A;;151724;211735
ANTWERPEN-WEST - FH05;NB-2000139081;1;0;0;1;SDU;Oude Beurs1;;Y;NA;2;4;;;Y;;BUILDING template;Oude Beurs;1;;;152166;212486
ANTWERPEN-WEST - FH05;NB-2000156915;1;0;0;1;SDU;Moriaanstraat1;;Y;NA;2;4;;;Y;;BUILDING template;Moriaanstraat;1;;;152373;212383
ANTWERPEN-WEST - FH05;NB-2000169797;1;0;0;1;SDU;Sint-Paulusplaats1;;Y;NA;2;4;;;Y;;BUILDING template;Sint-Paulusplaats;1;;;152299;212847
ANTWERPEN-WEST - FH05;NB-20001B72334;1;0;0;1;SDU;Kaasstraat1B;;Y;NA;2;4;;;Y;;BUILDING template;Kaasstraat;1;B;;152058;212426
ANTWERPEN-WEST - FH05;NB-20001A36311;1;0;0;1;SDU;Scheldeken1A;;Y;NA;2;4;;;Y;;BUILDING template;Scheldeken;1;A;;151885;211984
ANTWERPEN-WEST - FH05;NB-2000109600;1;0;0;1;SDU;Grote Goddaard1;;Y;NA;2;4;;;Y;;BUILDING template;Grote Goddaard;1;;;152473;212497
ANTWERPEN-WEST - FH05;NB-20001B90590;1;0;0;1;SDU;Riemstraat1B;;Y;NA;2;4;;;Y;;BUILDING template;Riemstraat;1;B;;151742;211552
ANTWERPEN-WEST - FH05;NB-2000147154;1;0;0;1;SDU;Vleeshouwersstraat1;;Y;NA;2;4;;;Y;;BUILDING template;Vleeshouwersstraat;1;;;152176;212599
ANTWERPEN-WEST - FH05;NB-2000206147;1;0;0;1;SDU;Ernest Van Dijckkaai2;;Y;NA;2;4;;;Y;;BUILDING template;Ernest Van Dijckkaai;2;;;152066;212479
ANTWERPEN-WEST - FH05;NB-2000297896;1;0;0;1;SDU;Moriaanstraat2;;Y;NA;2;4;;;Y;;BUILDING template;Moriaanstraat;2;;;152378;212372
ANTWERPEN-WEST - FH05;NB-2000263304;1;0;0;1;SDU;Lange Doornikstraat2;;Y;NA;2;4;;;Y;;BUILDING template;Lange Doornikstraat;2;;;152206;212561
ANTWERPEN-WEST - FH05;NB-2000208594;1;0;0;1;SDU;Koolkaai2;;Y;NA;2;4;;;Y;;BUILDING template;Koolkaai;2;;;152173;212757
ANTWERPEN-WEST - FH05;NB-20002A74203;1;0;0;1;SDU;Kleine Goddaard2A;;Y;NA;2;4;;;Y;;BUILDING template;Kleine Goddaard;2;A;;152394;212588
ANTWERPEN-WEST - FH05;NB-2000213419;1;0;0;1;SDU;Sint-Paulusplaats2;;Y;NA;2;4;;;Y;;BUILDING template;Sint-Paulusplaats;2;;;152296;212846
ANTWERPEN-WEST - FH05;NB-20002A58803;1;0;0;1;SDU;Sint-Michielsstraat2A;;Y;NA;2;4;;;Y;;BUILDING template;Sint-Michielsstraat;2;A;;151783;211801
ANTWERPEN-WEST - FH05;NB-2000240474;1;0;0;1;SDU;Sint-Michielskaai2;;Y;NA;2;4;;;Y;;BUILDING template;Sint-Michielskaai;2;;;151756;211803
ANTWERPEN-WEST - FH05;NB-2000271667;1;0;0;1;SDU;Zwartzustersstraat2;;Y;NA;2;4;;;Y;;BUILDING template;Zwartzustersstraat;2;;;152234;212621
ANTWERPEN-WEST - FH05;NB-2000258589;1;0;0;1;SDU;Sint-Jansvliet2;;Y;NA;2;4;;;Y;;BUILDING template;Sint-Jansvliet;2;;;151879;212050
ANTWERPEN-WEST - FH05;NB-2000227751;1;0;0;1;SDU;Hoofdkerkstraat2;;Y;NA;2;4;;;Y;;BUILDING template;Hoofdkerkstraat;2;;;152432;212368
ANTWERPEN-WEST - FH05;NB-2000281962;1;0;0;1;SDU;Hofstraat2;;Y;NA;2;4;;;Y;;BUILDING template;Hofstraat;2;;;152254;212543
ANTWERPEN-WEST - FH05;NB-2000225007;1;0;0;1;SDU;Zand2;;Y;NA;2;4;;;Y;;BUILDING template;Zand;2;;;151914;212165
ANTWERPEN-WEST - FH05;NB-20002A53842;1;0;0;1;SDU;Zakstraat2A;;Y;NA;2;4;;;Y;;BUILDING template;Zakstraat;2;A;;152088;212573
ANTWERPEN-WEST - FH05;NB-2000271373;1;0;0;1;SDU;Pottenbrug2;;Y;NA;2;4;;;Y;;BUILDING template;Pottenbrug;2;;;152441;212492
ANTWERPEN-WEST - FH05;NB-2000304947;1;0;0;1;SDU;Ernest Van Dijckkaai3;;Y;NA;2;4;;;Y;;BUILDING template;Ernest Van Dijckkaai;3;;;152039;212468
ANTWERPEN-WEST - FH05;NB-2000350748;1;0;0;1;SDU;Oude Beurs3;;Y;NA;2;4;;;Y;;BUILDING template;Oude Beurs;3;;;152172;212483
ANTWERPEN-WEST - FH05;NB-2000310500;1;0;0;1;SDU;Moriaanstraat3;;Y;NA;2;4;;;Y;;BUILDING template;Moriaanstraat;3;;;152387;212385
ANTWERPEN-WEST - FH05;NB-2000361428;1;0;0;1;SDU;Stoofstraat3;;Y;NA;2;4;;;Y;;BUILDING template;Stoofstraat;3;;;151956;212140
ANTWERPEN-WEST - FH05;NB-2000335081;1;0;0;1;SDU;Korte Nieuwstraat3;;Y;NA;2;4;;;Y;;BUILDING template;Korte Nieuwstraat;3;;;152393;212305
ANTWERPEN-WEST - FH05;NB-2000347811;1;0;0;1;SDU;Stoelstraat3;;Y;NA;2;4;;;Y;;BUILDING template;Stoelstraat;3;;;152317;212593
ANTWERPEN-WEST - FH05;NB-2000348036;1;0;0;1;SDU;Steegsken3;;Y;NA;2;4;;;Y;;BUILDING template;Steegsken;3;;;151866;211964
ANTWERPEN-WEST - FH05;NB-2000354757;1;0;0;1;SDU;Sint-Paulusplaats3;;Y;NA;2;4;;;Y;;BUILDING template;Sint-Paulusplaats;3;;;152299;212847
ANTWERPEN-WEST - FH05;NB-2000363904;1;0;0;1;SDU;Saucierstraat3;;Y;NA;2;4;;;Y;;BUILDING template;Saucierstraat;3;;;152138;212700
ANTWERPEN-WEST - FH05;NB-2000307801;1;0;0;1;SDU;Hoofdkerkstraat3;;Y;NA;2;4;;;Y;;BUILDING template;Hoofdkerkstraat;3;;;152443;212380
ANTWERPEN-WEST - FH05;NB-2000345236;1;0;0;1;SDU;Vleeshouwersstraat3;;Y;NA;2;4;;;Y;;BUILDING template;Vleeshouwersstraat;3;;;152165;212554
ANTWERPEN-WEST - FH05;NB-2000385577;1;0;0;1;SDU;Rijkenhoek3;;Y;NA;2;4;;;Y;;BUILDING template;Rijkenhoek;3;;;151846;211971
ANTWERPEN-WEST - FH05;NB-2000464928;1;0;0;1;SDU;Burchtgracht4;;Y;NA;2;4;;;Y;;BUILDING template;Burchtgracht;4;;;152128;212639
ANTWERPEN-WEST - FH05;NB-2000477584;1;0;0;1;SDU;Oude Beurs4;;Y;NA;2;4;;;Y;;BUILDING template;Oude Beurs;4;;;152156;212476
ANTWERPEN-WEST - FH05;NB-2000488066;1;0;0;1;SDU;Moriaanstraatje4;;Y;NA;2;4;;;Y;;BUILDING template;Moriaanstraatje;4;;;152399;212397
ANTWERPEN-WEST - FH05;NB-2000484311;1;0;0;1;SDU;Kuipersstraat4;;Y;NA;2;4;;;Y;;BUILDING template;Kuipersstraat;4;;;152075;212463
ANTWERPEN-WEST - FH05;NB-2000460479;1;0;0;1;SDU;Stoofstraat4;;Y;NA;2;4;;;Y;;BUILDING template;Stoofstraat;4;;;151937;212126
ANTWERPEN-WEST - FH05;NB-2000499817;1;0;0;1;SDU;Koolkaai4;;Y;NA;2;4;;;Y;;BUILDING template;Koolkaai;4;;;152173;212757
ANTWERPEN-WEST - FH05;NB-20004A55741;1;0;0;1;SDU;Sint-Paulusplaats4A;;Y;NA;2;4;;;Y;;BUILDING template;Sint-Paulusplaats;4;A;;152307;212813
ANTWERPEN-WEST - FH05;NB-2000425432;1;0;0;1;SDU;Sint-Katelijnevest4;;Y;NA;2;4;;;Y;;BUILDING template;Sint-Katelijnevest;4;;;152540;212325
ANTWERPEN-WEST - FH05;NB-2000415145;1;0;0;1;SDU;Hoogstraat4;;Y;NA;2;4;;;Y;;BUILDING template;Hoogstraat;4;;;152112;212293
ANTWERPEN-WEST - FH05;NB-2000452922;1;0;0;1;SDU;Zand4;;Y;NA;2;4;;;Y;;BUILDING template;Zand;4;;;151915;212159
ANTWERPEN-WEST - FH05;NB-20004A11580;1;0;0;1;SDU;Wisselstraat4A;;Y;NA;2;4;;;Y;;BUILDING template;Wisselstraat;4;A;;152218;212438
ANTWERPEN-WEST - FH05;NB-2000442713;1;0;0;1;SDU;Grote Koraalberg4;;Y;NA;2;4;;;Y;;BUILDING template;Grote Koraalberg;4;;;152215;212516
ANTWERPEN-WEST - FH05;NB-2000480329;1;0;0;1;SDU;Grote Goddaard4;;Y;NA;2;4;;;Y;;BUILDING template;Grote Goddaard;4;;;152468;212487
ANTWERPEN-WEST - FH05;NB-2000574832;1;0;0;1;SDU;Veemarkt5;;Y;NA;2;4;;;Y;;BUILDING template;Veemarkt;5;;;152182;212675
ANTWERPEN-WEST - FH05;NB-2000590759;1;0;0;1;SDU;Korte Nieuwstraat5;;Y;NA;2;4;;;Y;;BUILDING template;Korte Nieuwstraat;5;;;152401;212302
ANTWERPEN-WEST - FH05;NB-2000568693;1;0;0;1;SDU;Jezuïetenrui5;;Y;NA;2;4;;;Y;;BUILDING template;Jezuïetenrui;5;;;152407;212333
ANTWERPEN-WEST - FH05;NB-2000574461;1;0;0;1;SDU;Schoenmakersstraat5;;Y;NA;2;4;;;Y;;BUILDING template;Schoenmakersstraat;5;;;152301;212373
ANTWERPEN-WEST - FH05;NB-2000520333;1;0;0;1;SDU;Zilversmidstraat5;;Y;NA;2;4;;;Y;;BUILDING template;Zilversmidstraat;5;;;152078;212438
ANTWERPEN-WEST - FH05;NB-20005A13038;1;0;0;1;SDU;Zand5A;;Y;NA;2;4;;;Y;;BUILDING template;Zand;5;A;;151942;212181
ANTWERPEN-WEST - FH05;NB-2000511758;1;0;0;1;SDU;Handschoenmarkt5;;Y;NA;2;4;;;Y;;BUILDING template;Handschoenmarkt;5;;;152159;212302
ANTWERPEN-WEST - FH05;NB-2000625271;1;0;0;1;SDU;Fortuinstraat6;;Y;NA;2;4;;;Y;;BUILDING template;Fortuinstraat;6;;;151699;211641
ANTWERPEN-WEST - FH05;NB-2000691072;1;0;0;1;SDU;Burchtgracht6;;Y;NA;2;4;;;Y;;BUILDING template;Burchtgracht;6;;;152128;212639
ANTWERPEN-WEST - FH05;NB-2000639355;1;0;0;1;SDU;Arsenaalstraat6;;Y;NA;2;4;;;Y;;BUILDING template;Arsenaalstraat;6;;;151731;211712
ANTWERPEN-WEST - FH05;NB-2000634053;1;0;0;1;SDU;Lange Koepoortstraat6;;Y;NA;2;4;;;Y;;BUILDING template;Lange Koepoortstraat;6;;;152379;212627
ANTWERPEN-WEST - FH05;NB-2000638304;1;0;0;1;SDU;Veemarkt6;;Y;NA;2;4;;;Y;;BUILDING template;Veemarkt;6;;;152198;212683
ANTWERPEN-WEST - FH05;NB-2000699256;1;0;0;1;SDU;Kuipersstraat6;;Y;NA;2;4;;;Y;;BUILDING template;Kuipersstraat;6;;;152072;212462
ANTWERPEN-WEST - FH05;NB-2000646518;1;0;0;1;SDU;Sint-Pietersvliet6;;Y;NA;2;4;;;Y;;BUILDING template;Sint-Pietersvliet;6;;;152210;212824
ANTWERPEN-WEST - FH05;NB-2000678673;1;0;0;1;SDU;Sint-Pieter-en-Paulusstraat6;;Y;NA;2;4;;;Y;;BUILDING template;Sint-Pieter-en-Paulusstraat;6;;;152424;212294
ANTWERPEN-WEST - FH05;NB-2000655771;1;0;0;1;SDU;Kleine Goddaard6;;Y;NA;2;4;;;Y;;BUILDING template;Kleine Goddaard;6;;;152401;212561
ANTWERPEN-WEST - FH05;NB-20006A07870;1;0;0;1;SDU;Wijngaardbrug6A;;Y;NA;2;4;;;Y;;BUILDING template;Wijngaardbrug;6;A;;152530;212365
ANTWERPEN-WEST - FH05;NB-2000643462;1;0;0;1;SDU;Zirkstraat6;;Y;NA;2;4;;;Y;;BUILDING template;Zirkstraat;6;;;152187;212571
ANTWERPEN-WEST - FH05;NB-2000602905;1;0;0;1;SDU;Zilversmidstraat6;;Y;NA;2;4;;;Y;;BUILDING template;Zilversmidstraat;6;;;152093;212419
ANTWERPEN-WEST - FH05;NB-2000767890;1;0;0;1;SDU;Ernest Van Dijckkaai7;;Y;NA;2;4;;;Y;;BUILDING template;Ernest Van Dijckkaai;7;;;152028;212433
ANTWERPEN-WEST - FH05;NB-2000744004;1;0;0;1;SDU;Wijngaardstraat7;;Y;NA;2;4;;;Y;;BUILDING template;Wijngaardstraat;7;;;152394;212362
ANTWERPEN-WEST - FH05;NB-20007A77988;1;0;0;1;SDU;Vlasmarkt7A;;Y;NA;2;4;;;Y;;BUILDING template;Vlasmarkt;7;A;;151960;212221
ANTWERPEN-WEST - FH05;NB-20007A15385;1;0;0;1;SDU;Sint-Michielsstraat7A;;Y;NA;2;4;;;Y;;BUILDING template;Sint-Michielsstraat;7;A;;151788;211826
ANTWERPEN-WEST - FH05;NB-2000712491;1;0;0;1;SDU;Kleine Goddaard7;;Y;NA;2;4;;;Y;;BUILDING template;Kleine Goddaard;7;;;152412;212585
ANTWERPEN-WEST - FH05;NB-2000789883;1;0;0;1;SDU;Hofstraat7;;Y;NA;2;4;;;Y;;BUILDING template;Hofstraat;7;;;152279;212522
ANTWERPEN-WEST - FH05;NB-2000706447;1;0;0;1;SDU;Zakstraat7;;Y;NA;2;4;;;Y;;BUILDING template;Zakstraat;7;;;152122;212594
ANTWERPEN-WEST - FH05;NB-2000720734;1;0;0;1;SDU;Wisselstraat7;;Y;NA;2;4;;;Y;;BUILDING template;Wisselstraat;7;;;152234;212417
ANTWERPEN-WEST - FH05;NB-2000757977;1;0;0;1;SDU;Fortuinstraat7;;Y;NA;2;4;;;Y;;BUILDING template;Fortuinstraat;7;;;151714;211664
ANTWERPEN-WEST - FH05;NB-2000856801;1;0;0;1;SDU;Burchtgracht8;;Y;NA;2;4;;;Y;;BUILDING template;Burchtgracht;8;;;152128;212639
ANTWERPEN-WEST - FH05;NB-2000871472;1;0;0;1;SDU;Oude Beurs8;;Y;NA;2;4;;;Y;;BUILDING template;Oude Beurs;8;;;152198;212451
ANTWERPEN-WEST - FH05;NB-2000853923;1;0;0;1;SDU;Steegsken8;;Y;NA;2;4;;;Y;;BUILDING template;Steegsken;8;;;151860;211946
ANTWERPEN-WEST - FH05;NB-2000852816;1;0;0;1;SDU;Kleine Goddaard8;;Y;NA;2;4;;;Y;;BUILDING template;Kleine Goddaard;8;;;152410;212562
