Projectnummer;Opdrachtnummer;NR LU;NR BU;NR SU;UNITS TOTAL;Buildingtype;Kolom1;Quadrant;Wall Mount;SS Reason;Number Floors;Height Cable;Perceel eigenschap;Crab Comment;Building exists;Building comment;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging;BG Name;xPos;yPos
ANTWERPEN-WEST - FH05;2055931;0;3;0;3;MDU;Suikerrui14;;N;MON;4;4;Monument;;;;BUILDING template;Suikerrui;14;;;152036,434;212321,696
ANTWERPEN-WEST - FH05;2055936;0;3;0;3;MDU;Suikerrui22;;N;MON;4;4;Monument;;;;BUILDING template;Suikerrui;22;;;152058,311;212313,907
ANTWERPEN-WEST - FH05;2055937;0;1;0;1;SDU;Suikerrui23;;N;MON;2;4;Monument;;;;BUILDING template;Suikerrui;23;;;152072,946;212347,575
ANTWERPEN-WEST - FH05;2055939;0;1;0;1;SDU;Suikerrui25;;N;MON;2;4;Monument;;;;BUILDING template;Suikerrui;25;;;152077,017;212345,856
ANTWERPEN-WEST - FH05;2055941;0;1;0;1;SDU;Suikerrui28;;N;MON;2;4;Monument;;;;BUILDING template;Suikerrui;28;;;152080,73;212306,321
ANTWERPEN-WEST - FH05;2057138;0;1;0;1;SDU;Torfbrug3;;N;MON;2;4;Monument;;;;BUILDING template;Torfbrug;3;;;152304,207;212327,813
ANTWERPEN-WEST - FH05;2057139;0;1;0;1;SDU;Torfbrug5;;N;MON;2;4;Monument;;;;BUILDING template;Torfbrug;5;;;152304,633;212313,523
ANTWERPEN-WEST - FH05;2058909;1;0;0;1;SDU;Veemarkt3;;N;MON;2;4;Monument;;;;BUILDING template;Veemarkt;3;;;152175,456;212677,05
ANTWERPEN-WEST - FH05;2058922;1;0;0;1;SDU;Veemarkt28;;N;MON;2;4;Monument;;;;BUILDING template;Veemarkt;28;;;152150,818;212656,676
ANTWERPEN-WEST - FH05;2061183;4;0;0;4;MDU;Vlasmarkt15;;N;MON;4;4;Monument;;;;BUILDING template;Vlasmarkt;15;;;151995,524;212217,661
ANTWERPEN-WEST - FH05;2061186;9;0;0;9;MDU;Vlasmarkt18;;N;MON;4;4;Monument;;;;BUILDING template;Vlasmarkt;18;;;151986,087;212190,197
ANTWERPEN-WEST - FH05;2061187;0;1;0;1;SDU;Vlasmarkt19;;N;MON;2;4;Monument;;;;BUILDING template;Vlasmarkt;19;;;152003,652;212213,733
ANTWERPEN-WEST - FH05;2061189;1;0;0;1;SDU;Vlasmarkt21;;N;MON;2;4;Monument;;;;BUILDING template;Vlasmarkt;21;;;152008,258;212210,143
ANTWERPEN-WEST - FH05;2061191;0;3;0;3;MDU;Vlasmarkt23;;N;MON;4;4;Monument;;;;BUILDING template;Vlasmarkt;23;;;152011,847;212209,262
ANTWERPEN-WEST - FH05;2061195;0;1;0;1;SDU;Vlasmarkt28;;N;MON;2;4;Monument;;;;BUILDING template;Vlasmarkt;28;;;152020,574;212169,646
ANTWERPEN-WEST - FH05;2061197;1;0;0;1;SDU;Vlasmarkt30;;N;MON;2;4;Monument;;;;BUILDING template;Vlasmarkt;30;;;152016,141;212183,651
ANTWERPEN-WEST - FH05;2061201;1;0;0;1;SDU;Vlasmarkt35;;N;MON;2;4;Monument;;;;BUILDING template;Vlasmarkt;35;;;152040,411;212198,394
ANTWERPEN-WEST - FH05;2061256;0;1;0;1;SDU;Vleeshouwersstraat38;;N;MON;2;4;Monument;;;;BUILDING template;Vleeshouwersstraat;38;;;152130,38;212527,889
ANTWERPEN-WEST - FH05;2064552;3;0;0;3;MDU;Wijngaardstraat2;;N;MON;4;4;Monument;;;;BUILDING template;Wijngaardstraat;2;;;152374,659;212347,286
ANTWERPEN-WEST - FH05;2064562;4;1;0;5;MDU;Wijngaardstraat14;;N;MON;4;4;Monument;;;;BUILDING template;Wijngaardstraat;14;;;152413,153;212340,343
ANTWERPEN-WEST - FH05;2064564;8;0;0;8;MDU;Wijngaardstraat16;;N;MON;4;4;Monument;;;;BUILDING template;Wijngaardstraat;16;;;152419,046;212339,206
ANTWERPEN-WEST - FH05;2065322;0;3;0;3;MDU;Wisselstraat5;;N;MON;4;4;Monument;;;;BUILDING template;Wisselstraat;5;;;152227,494;212416,943
ANTWERPEN-WEST - FH05;2065325;10;0;0;10;MDU;Wisselstraat8;;N;MON;4;4;Monument;;;;BUILDING template;Wisselstraat;8;;;152203,821;212432,966
ANTWERPEN-WEST - FH05;2065572;1;0;0;1;SDU;Wolstraat4;;N;MON;2;4;Monument;;;;BUILDING template;Wolstraat;4;;;152378,387;212400,343
ANTWERPEN-WEST - FH05;2065575;0;5;0;5;MDU;Wolstraat7;;N;MON;4;4;Monument;;;;BUILDING template;Wolstraat;7;;;152377,685;212421,426
ANTWERPEN-WEST - FH05;2065581;1;0;0;1;SDU;Wolstraat23;;N;MON;2;4;Monument;;;;BUILDING template;Wolstraat;23;;;152440,155;212407,624
ANTWERPEN-WEST - FH05;2065587;4;0;0;4;MDU;Wolstraat30;;N;MON;4;4;Monument;;;;BUILDING template;Wolstraat;30;;;152462,294;212379,349
ANTWERPEN-WEST - FH05;2065599;1;1;0;2;MDU;Wolstraat45;;N;MON;4;4;Monument;;;;BUILDING template;Wolstraat;45;;;152504,596;212393,21
ANTWERPEN-WEST - FH05;2066015;5;0;0;5;MDU;Zakstraat6;;N;MON;4;4;Monument;;;;BUILDING template;Zakstraat;6;;;152097,648;212570,296
ANTWERPEN-WEST - FH05;2066026;1;1;0;2;MDU;Zand3;;N;MON;4;4;Monument;;;;BUILDING template;Zand;3;;;151935,503;212190,584
ANTWERPEN-WEST - FH05;2066030;1;0;0;1;SDU;Zand11;;N;MON;2;4;Monument;;;;BUILDING template;Zand;11;;;151938;212168
ANTWERPEN-WEST - FH05;2066585;8;1;0;9;MDU;Zirkstraat25;;N;MON;4;4;Monument;;;;BUILDING template;Zirkstraat;25;;;152258,312;212572,967
ANTWERPEN-WEST - FH05;2066591;0;1;0;1;SDU;Zirkstraat34;;N;MON;2;4;Monument;;;;BUILDING template;Zirkstraat;34;;;152300,814;212530,932
ANTWERPEN-WEST - FH05;2066997;1;0;0;1;SDU;Zwartzustersstraat11;;N;MON;2;4;Monument;;;;BUILDING template;Zwartzustersstraat;11;;;152269,1;212624,9
ANTWERPEN-WEST - FH05;2067002;4;0;0;4;MDU;Zwartzustersstraat20;;N;MON;4;4;Monument;;;;BUILDING template;Zwartzustersstraat;20;;;152281,036;212605,134
ANTWERPEN-WEST - FH05;2067007;0;1;0;1;SDU;Zwartzustersstraat25;;N;MON;2;4;Monument;;;;BUILDING template;Zwartzustersstraat;25;;;152346,114;212607,446
ANTWERPEN-WEST - FH05;2067010;0;1;0;1;SDU;Zwartzustersstraat29;;N;MON;2;4;Monument;;;;BUILDING template;Zwartzustersstraat;29;;;152363,496;212602,363
ANTWERPEN-WEST - FH05;2067255;4;0;0;4;MDU;Grote Koraalberg11;;N;MON;4;4;Monument;;;;BUILDING template;Grote Koraalberg;11;;;152245,77;212537,59
ANTWERPEN-WEST - FH05;2068991;0;1;0;1;SDU;Kleine Koraalberg3;;N;MON;2;4;Monument;;;;BUILDING template;Kleine Koraalberg;3;;;152241,865;212539,456
ANTWERPEN-WEST - FH05;2068992;0;1;0;1;SDU;Kleine Koraalberg8;;N;MON;2;4;Monument;;;;BUILDING template;Kleine Koraalberg;8;;;152227,913;212531,547
ANTWERPEN-WEST - FH05;3927837;0;1;0;1;SDU;Kleine Kraaiwijk8;;N;MON;2;4;Monument;;;;BUILDING template;Kleine Kraaiwijk;8;;;152219,296;212723,024
ANTWERPEN-WEST - FH05;3928049;6;0;0;6;MDU;Moriaanstraat10;;N;MON;4;4;Monument;;;;BUILDING template;Moriaanstraat;10;;;152399,508;212373,526
ANTWERPEN-WEST - FH05;3928242;2;0;0;2;MDU;Reyndersstraat15;;N;MON;4;4;Monument;;;;BUILDING template;Reyndersstraat;15;;;152100,447;212161,299
ANTWERPEN-WEST - FH05;4073320;1;0;0;1;SDU;Burchtgracht45;;N;MON;2;4;Monument;;;;BUILDING template;Burchtgracht;45;;;152139,964;212565,019
ANTWERPEN-WEST - FH05;4103175;1;0;0;1;SDU;Reyndersstraat37;;N;MON;2;4;Monument;;;;BUILDING template;Reyndersstraat;37;;;152150,083;212130,791
ANTWERPEN-WEST - FH05;43987;0;1;0;1;SDU;Ernest Van Dijckkaai1;;N;MON;2;4;Monument;;;;BUILDING template;Ernest Van Dijckkaai;1;;;152055,238;212491,119
ANTWERPEN-WEST - FH05;43990;0;5;0;5;MDU;Jordaenskaai24;;N;MON;4;4;Monument;;;;BUILDING template;Jordaenskaai;24;;;152080,761;212548,514
ANTWERPEN-WEST - FH05;4504824;1;0;0;1;SDU;Zand7;;N;MON;2;4;Monument;;;;BUILDING template;Zand;7;;;151940,825;212176,706
ANTWERPEN-WEST - FH05;4504834;0;1;0;1;SDU;Vlasmarkt26;;N;MON;2;4;Monument;;;;BUILDING template;Vlasmarkt;26;;;152005,856;212189,128
ANTWERPEN-WEST - FH05;4505419;0;1;0;1;SDU;Torfbrug6;;N;MON;2;4;Monument;;;;BUILDING template;Torfbrug;6;;;152285,549;212324,943
ANTWERPEN-WEST - FH05;4505420;0;1;0;1;SDU;Kaasrui4;;N;MON;2;4;Monument;;;;BUILDING template;Kaasrui;4;;;152308,103;212343,798
ANTWERPEN-WEST - FH05;4507863;0;2;0;2;MDU;Reyndersstraat5;;N;MON;4;4;Monument;;;;BUILDING template;Reyndersstraat;5;;;152077,483;212173,172
ANTWERPEN-WEST - FH05;4508277;0;1;0;1;SDU;Sint-Pieter-en-Paulusstraat4;;N;MON;2;4;Monument;;;;BUILDING template;Sint-Pieter-en-Paulusstraat;4;;;152425,574;212299,543
ANTWERPEN-WEST - FH05;4508278;6;0;0;6;MDU;Moriaanstraat4;;N;MON;4;4;Monument;;;;BUILDING template;Moriaanstraat;4;;;152384,829;212374,456
ANTWERPEN-WEST - FH05;4508281;1;0;0;1;SDU;Moriaanstraat12;;N;MON;2;4;Monument;;;;BUILDING template;Moriaanstraat;12;;;152414,005;212370,2
ANTWERPEN-WEST - FH05;4508681;1;0;0;1;SDU;Oude Beurs31;;N;MON;2;4;Monument;;;;BUILDING template;Oude Beurs;31;;;152307,581;212420,61
ANTWERPEN-WEST - FH05;4508729;0;1;0;1;SDU;Suikerrui7;;N;MON;2;4;Monument;;;;BUILDING template;Suikerrui;7;;;152024,126;212372,404
ANTWERPEN-WEST - FH05;4508732;0;1;0;1;SDU;Suikerrui9;;N;MON;2;4;Monument;;;;BUILDING template;Suikerrui;9;;;152028,814;212365,39
ANTWERPEN-WEST - FH05;4509416;0;1;0;1;SDU;Braderijstraat12;;N;MON;2;4;Monument;;;;BUILDING template;Braderijstraat;12;;;152145,128;212442,026
ANTWERPEN-WEST - FH05;4509497;0;2;0;2;MDU;Hendrik Conscienceplein10;;N;MON;4;4;Monument;;;;BUILDING template;Hendrik Conscienceplein;10;;;152516,142;212336,21
ANTWERPEN-WEST - FH05;4509657;1;0;0;1;SDU;Zwartzustersstraat9;;N;MON;2;4;Monument;;;;BUILDING template;Zwartzustersstraat;9;;;152264,15;212626,404
ANTWERPEN-WEST - FH05;4509664;2;1;0;3;MDU;Sint-Paulusplaats15;;N;MON;4;4;Monument;;;;BUILDING template;Sint-Paulusplaats;15;;;152277,234;212740,501
ANTWERPEN-WEST - FH05;4509695;1;0;0;1;SDU;Stoelstraat11;;N;MON;2;4;Monument;;;;BUILDING template;Stoelstraat;11;;;152315,306;212561,323
ANTWERPEN-WEST - FH05;4509821;0;1;0;1;SDU;Suikerrui17;;N;MON;2;4;Monument;;;;BUILDING template;Suikerrui;17;;;152062,447;212362,413
ANTWERPEN-WEST - FH05;4511382;1;0;0;1;SDU;Minderbroedersrui16;;N;MON;2;4;Monument;;;;BUILDING template;Minderbroedersrui;16;;;152423,746;212573,404
ANTWERPEN-WEST - FH05;4512818;0;1;0;1;SDU;Vlasmarkt31;;N;MON;2;4;Monument;;;;BUILDING template;Vlasmarkt;31;;;152032,031;212204,386
ANTWERPEN-WEST - FH05;48765;1;0;0;1;SDU;Kaasstraat17;;N;MON;2;4;Monument;;;;BUILDING template;Kaasstraat;17;;;152051;212360
ANTWERPEN-WEST - FH05;48770;0;1;0;1;SDU;Suikerrui6;;N;MON;2;4;Monument;;;;BUILDING template;Suikerrui;6;;;152000,265;212341,271
ANTWERPEN-WEST - FH05;48771;0;1;0;1;SDU;Suikerrui11;;N;MON;2;4;Monument;;;;BUILDING template;Suikerrui;11;;;152036,484;212371,054
ANTWERPEN-WEST - FH05;48788;0;2;0;2;MDU;Maalderijstraat4;;N;MON;4;4;Monument;;;;BUILDING template;Maalderijstraat;4;;;152198,221;212306,858
ANTWERPEN-WEST - FH05;48791;0;1;0;1;SDU;Kaasstraat7;;N;MON;2;4;Monument;;;;BUILDING template;Kaasstraat;7;;;152061,331;212392,96
ANTWERPEN-WEST - FH05;48847;0;2;0;2;MDU;Vlasmarkt37;;N;MON;4;4;Monument;;;;BUILDING template;Vlasmarkt;37;;;152044,629;212196,393
ANTWERPEN-WEST - FH05;48848;2;0;0;2;MDU;Vlasmarkt9;;N;MON;4;4;Monument;;;;BUILDING template;Vlasmarkt;9;;;151981,571;212223,055
ANTWERPEN-WEST - FH05;48857;1;0;0;1;SDU;Grote Pieter Potstraat38;;N;MON;2;4;Monument;;;;BUILDING template;Grote Pieter Potstraat;38;;;151960,913;212223,283
ANTWERPEN-WEST - FH05;48858;0;1;0;1;SDU;Grote Pieter Potstraat16;;N;MON;2;4;Monument;;;;BUILDING template;Grote Pieter Potstraat;16;;;151994,502;212300,529
ANTWERPEN-WEST - FH05;5465121;0;1;0;1;SDU;Engelse Beurs4;;N;MON;2;4;Monument;;;;BUILDING template;Engelse Beurs;4;;;152441;212492
ANTWERPEN-WEST - FH05;5560955;0;1;0;1;SDU;Ernest Van Dijckkaai13;;N;MON;2;4;Monument;;;;BUILDING template;Ernest Van Dijckkaai;13;;;151976,87;212318,695
ANTWERPEN-WEST - FH05;5575430;0;2;0;2;MDU;Ernest Van Dijckkaai9;;N;MON;4;4;Monument;;;;BUILDING template;Ernest Van Dijckkaai;9;;;152043,283;212381,147
ANTWERPEN-WEST - FH05;5576092;12;0;0;12;MDU;Oude Waag1;;N;MON;4;4;Monument;;;;BUILDING template;Oude Waag;1;;;152421,37;212458,645
ANTWERPEN-WEST - FH05;56512;0;1;0;1;SDU;Hoogstraat37;;N;MON;2;4;Monument;;;;BUILDING template;Hoogstraat;37;;;152060,338;212183,318
ANTWERPEN-WEST - FH05;56534;8;2;0;10;MDU;Oude Koornmarkt16;;N;MON;4;4;Monument;;;;BUILDING template;Oude Koornmarkt;16;;;152138,385;212232,11
ANTWERPEN-WEST - FH05;56537;0;2;0;2;MDU;Oude Koornmarkt32;;N;MON;4;4;Monument;;;;BUILDING template;Oude Koornmarkt;32;;;152180,113;212220,617
ANTWERPEN-WEST - FH05;57586;11;0;0;11;MDU;Lange Doornikstraat11;;N;MON;4;4;Monument;;;;BUILDING template;Lange Doornikstraat;11;;;152218,578;212537,536
ANTWERPEN-WEST - FH05;57601;0;1;0;1;SDU;Hofstraat24;;N;MON;2;4;Monument;;;;BUILDING template;Hofstraat;24;;;152239,287;212464,855
ANTWERPEN-WEST - FH05;57603;1;0;0;1;SDU;Hofstraat22;;N;MON;2;4;Monument;;;;BUILDING template;Hofstraat;22;;;152245,454;212476,325
ANTWERPEN-WEST - FH05;57609;12;1;0;13;MDU;Zilversmidstraat31;;N;MON;4;4;Monument;;;;BUILDING template;Zilversmidstraat;31;;;152139,616;212424,348
ANTWERPEN-WEST - FH05;57641;1;3;0;4;MDU;Wolstraat31;;N;MON;4;4;Monument;;;;BUILDING template;Wolstraat;31;;;152464,03;212404,23
ANTWERPEN-WEST - FH05;57646;0;1;0;1;SDU;Minderbroedersrui74;;N;MON;2;4;Monument;;;;BUILDING template;Minderbroedersrui;74;;;152525,594;212381,775
ANTWERPEN-WEST - FH05;57649;0;3;0;3;MDU;Lange Koepoortstraat55;;N;MON;4;4;Monument;;;;BUILDING template;Lange Koepoortstraat;55;;;152352,943;212475,55
ANTWERPEN-WEST - FH05;57650;0;1;0;1;SDU;Lange Koepoortstraat7;;N;MON;2;4;Monument;;;;BUILDING template;Lange Koepoortstraat;7;;;152388,586;212593,999
ANTWERPEN-WEST - FH05;57657;8;0;0;8;MDU;Jeruzalemstraat12;;N;MON;4;4;Monument;;;;BUILDING template;Jeruzalemstraat;12;;;152396,673;212458,188
ANTWERPEN-WEST - FH05;57663;1;0;0;1;SDU;Oude Waag2;;N;MON;2;4;Monument;;;;BUILDING template;Oude Waag;2;;;152407,933;212456,14
ANTWERPEN-WEST - FH05;57666;3;0;0;3;MDU;Coppenolstraat1;;N;MON;4;4;Monument;;;;BUILDING template;Coppenolstraat;1;;;152455,304;212463,251
ANTWERPEN-WEST - FH05;57727;2;0;0;2;MDU;Grote Goddaard2;;N;MON;4;4;Monument;;;;BUILDING template;Grote Goddaard;2;;;152464,151;212491,973
ANTWERPEN-WEST - FH05;57999;0;1;0;1;SDU;Koolkaai15;;N;MON;2;4;Monument;;;;BUILDING template;Koolkaai;15;;;152203,252;212780,852
ANTWERPEN-WEST - FH05;58125;2;0;0;2;MDU;Vleeshouwersstraat15;;N;MON;4;4;Monument;;;;BUILDING template;Vleeshouwersstraat;15;;;152177,392;212572,311
ANTWERPEN-WEST - FH05;59116;1;0;0;1;SDU;Zwartzustersstraat1;;N;MON;2;4;Monument;;;;BUILDING template;Zwartzustersstraat;1;;;152243,596;212632,187
ANTWERPEN-WEST - FH05;59121;1;0;0;1;SDU;Zwartzustersstraat27;;N;MON;2;4;Monument;;;;BUILDING template;Zwartzustersstraat;27;;;152357,757;212603,51
ANTWERPEN-WEST - FH05;59134;1;0;0;1;SDU;Nosestraat1;;N;MON;2;4;Monument;;;;BUILDING template;Nosestraat;1;;;152242;212715
ANTWERPEN-WEST - FH05;59136;0;1;0;1;SDU;Lange Koepoortstraat36;;N;MON;2;4;Monument;;;;BUILDING template;Lange Koepoortstraat;36;;;152338,899;212537,753
ANTWERPEN-WEST - FH05;59137;4;0;0;4;MDU;Lange Koepoortstraat16;;N;MON;4;4;Monument;;;;BUILDING template;Lange Koepoortstraat;16;;;152358,449;212588,59
ANTWERPEN-WEST - FH05;59138;1;0;0;1;SDU;Lange Koepoortstraat14;;N;MON;2;4;Monument;;;;BUILDING template;Lange Koepoortstraat;14;;;152370,63;212599,575
ANTWERPEN-WEST - FH05;60060;0;1;0;1;SDU;Hendrik Conscienceplein15;;N;MON;2;4;Monument;;;;BUILDING template;Hendrik Conscienceplein;15;;;152498,664;212369,413
ANTWERPEN-WEST - FH05;60061;0;1;0;1;SDU;Hendrik Conscienceplein5;;N;MON;2;4;Monument;;;;BUILDING template;Hendrik Conscienceplein;5;;;152473,359;212361,741
ANTWERPEN-WEST - FH05;60064;0;1;0;1;SDU;Hendrik Conscienceplein20;;N;MON;2;4;Monument;;;;BUILDING template;Hendrik Conscienceplein;20;;;152516,02;212362,078
ANTWERPEN-WEST - FH05;60065;1;0;0;1;SDU;Hendrik Conscienceplein6;;N;MON;2;4;Monument;;;;BUILDING template;Hendrik Conscienceplein;6;;;152469,335;212306,977
ANTWERPEN-WEST - FH05;60545;0;1;0;1;SDU;Vlasmarkt2;;N;MON;2;4;Monument;;;;BUILDING template;Vlasmarkt;2;;;151938,372;212206,179
ANTWERPEN-WEST - FH05;60550;1;0;0;1;SDU;Sint-Jansvliet16;;N;MON;2;4;Monument;;;;BUILDING template;Sint-Jansvliet;16;;;151941,321;212037,313
ANTWERPEN-WEST - FH05;60551;1;0;0;1;SDU;Sint-Jansvliet6;;N;MON;2;4;Monument;;;;BUILDING template;Sint-Jansvliet;6;;;151911,311;212046,849
ANTWERPEN-WEST - FH05;60559;2;3;0;5;MDU;Zand1;;N;MON;4;4;Monument;;;;BUILDING template;Zand;1;;;151936,442;212197,68
ANTWERPEN-WEST - FH05;60570;0;1;0;1;SDU;Hoogstraat76;;N;MON;2;4;Monument;;;;BUILDING template;Hoogstraat;76;;;151979,609;212080,717
ANTWERPEN-WEST - FH05;60726;0;2;0;2;MDU;Oude Koornmarkt70;;N;MON;4;4;Monument;;;;BUILDING template;Oude Koornmarkt;70;;;152197,618;212107,028
ANTWERPEN-WEST - FH05;60824;7;0;0;7;MDU;Rijkenhoek2;;N;MON;4;4;Monument;;;;BUILDING template;Rijkenhoek;2;;;151834;211952
ANTWERPEN-WEST - FH05;60831;0;1;0;1;SDU;Kromme-Elleboogstraat5;;N;MON;2;4;Monument;;;;BUILDING template;Kromme-Elleboogstraat;5;;;151831,021;211919,529
ANTWERPEN-WEST - FH05;61470;0;1;0;1;SDU;Ernest Van Dijckkaai10;;N;MON;2;4;Monument;;;;BUILDING template;Ernest Van Dijckkaai;10;;;152002,46;212380,69
ANTWERPEN-WEST - FH05;61477;0;1;0;1;SDU;Suikerrui1;;N;MON;2;4;Monument;;;;BUILDING template;Suikerrui;1;;;152007;212379,791
ANTWERPEN-WEST - FH05;61702;1;0;0;1;SDU;Zirkstraat28;;N;MON;2;4;Monument;;;;BUILDING template;Zirkstraat;28;;;152278,55;212543,166
ANTWERPEN-WEST - FH05;61705;0;1;0;1;SDU;Oude Beurs27;;N;MON;2;4;Monument;;;;BUILDING template;Oude Beurs;27;;;152283,154;212431,655
ANTWERPEN-WEST - FH05;61707;0;1;0;1;SDU;Oude Beurs29;;N;MON;2;4;Monument;;;;BUILDING template;Oude Beurs;29;;;152293,607;212417,964
ANTWERPEN-WEST - FH05;61752;3;0;0;3;MDU;Jezuïetenrui10;;N;MON;4;4;Monument;;;;BUILDING template;Jezuïetenrui;10;;;152423,294;212312,943
ANTWERPEN-WEST - FH05;61755;0;1;0;1;SDU;Wijngaardstraat4;;N;MON;2;4;Monument;;;;BUILDING template;Wijngaardstraat;4;;;152388,784;212346,472
ANTWERPEN-WEST - FH05;61756;0;1;0;1;SDU;Wijngaardstraat22;;N;MON;2;4;Monument;;;;BUILDING template;Wijngaardstraat;22;;;152433,312;212345,411
ANTWERPEN-WEST - FH05;61766;3;2;0;5;MDU;Korte Koepoortstraat1;;N;MON;4;4;Monument;;;;BUILDING template;Korte Koepoortstraat;1;;;152364;212395
ANTWERPEN-WEST - FH05;61770;3;0;0;3;MDU;Sint-Pieter-en-Paulusstraat2;;N;MON;4;4;Monument;;;;BUILDING template;Sint-Pieter-en-Paulusstraat;2;;;152425,548;212305,864
ANTWERPEN-WEST - FH05;NB-2000169246;1;0;0;1;SDU;Pottenbrug1;;N;MON;2;4;Monument;;Y;;BUILDING template;Pottenbrug;1;;;152434;212502
ANTWERPEN-WEST - FH05;NB-2000211761;1;0;0;1;SDU;Zirkstraat2;;N;MON;2;4;Monument;;Y;;BUILDING template;Zirkstraat;2;;;152177;212573
ANTWERPEN-WEST - FH05;NB-2000351235;1;0;0;1;SDU;Oude Waag3;;N;MON;2;4;Monument;;Y;;BUILDING template;Oude Waag;3;;;152424;212458
ANTWERPEN-WEST - FH05;NB-2000491501;1;0;0;1;SDU;Torfbrug4;;N;MON;2;4;Monument;;Y;;BUILDING template;Torfbrug;4;;;152287;212332
ANTWERPEN-WEST - FH05;NB-2000475173;1;0;0;1;SDU;Handschoenmarkt4;;N;MON;2;4;Monument;;Y;;BUILDING template;Handschoenmarkt;4;;;152164;212283
ANTWERPEN-WEST - FH05;NB-2000431108;1;0;0;1;SDU;Haarstraat4;;N;MON;2;4;Monument;;Y;;BUILDING template;Haarstraat;4;;;152016;212279
ANTWERPEN-WEST - FH05;NB-2000468429;1;0;0;1;SDU;Gildekamersstraat4;;N;MON;2;4;Monument;;Y;;BUILDING template;Gildekamersstraat;4;;;152099;212386
ANTWERPEN-WEST - FH05;NB-2000562651;1;0;0;1;SDU;Spanjepandsteeg5;;N;MON;2;4;Monument;;Y;;BUILDING template;Spanjepandsteeg;5;;;152189;212433
ANTWERPEN-WEST - FH05;NB-2000605342;1;0;0;1;SDU;Gildekamersstraat6;;N;MON;2;4;Monument;;Y;;BUILDING template;Gildekamersstraat;6;;;152091;212372
ANTWERPEN-WEST - FH05;NB-2000752858;1;0;0;1;SDU;Plantinkaai7;;N;MON;2;4;Monument;;Y;;BUILDING template;Plantinkaai;7;;;151845;212003
ANTWERPEN-WEST - FH05;NB-2000851523;1;0;0;1;SDU;Engelse Beurs8;;N;MON;2;4;Monument;;Y;;BUILDING template;Engelse Beurs;8;;;152441;212492
ANTWERPEN-WEST - FH05;NB-2000888429;1;0;0;1;SDU;Sint-Jansvliet8;;N;MON;2;4;Monument;;Y;;BUILDING template;Sint-Jansvliet;8;;;151910;212045
ANTWERPEN-WEST - FH05;NB-2000804426;1;0;0;1;SDU;Hendrik Conscienceplein8;;N;MON;2;4;Monument;;Y;;BUILDING template;Hendrik Conscienceplein;8;;;152480;212312
ANTWERPEN-WEST - FH05;NB-2000847299;1;0;0;1;SDU;Grote Kraaiwijk8;;N;MON;2;4;Monument;;Y;;BUILDING template;Grote Kraaiwijk;8;;;152206;212784
ANTWERPEN-WEST - FH05;NB-2000980766;1;0;0;1;SDU;Kaasstraat9;;N;MON;2;4;Monument;;Y;;BUILDING template;Kaasstraat;9;;;152061;212392
ANTWERPEN-WEST - FH05;NB-2000959527;1;0;0;1;SDU;Zand9;;N;MON;2;4;Monument;;Y;;BUILDING template;Zand;9;;;151943;212175
