Projectnummer;Opdrachtnummer;NR LU;NR BU;NR SU;UNITS TOTAL;Buildingtype;Quadrant;Wall Mount;SS Reason;Number Floors;Height Cable;Perceel eigenschap;Crab Comment;Building exists;Building comment;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging;BG Name;xPos;yPos;Distribution
LIÈGE - FH13;3153308;1;0;0;1;SDU;;N;IRREG;2;9;;;Y;_;BUILDING template;Rue Justin Lenders;35;;;236779,062;147779,59;Underground
LIÈGE - FH13;2775096;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Rue de Robermont;124;;;237010,641;148218,453;Underground
LIÈGE - FH13;2742355;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue Ernest-Malvoz;18;;;237467,736;148392,525;Underground
LIÈGE - FH13;667473;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Justin Lenders;36;;;236816,297;147778,984;Underground
LIÈGE - FH13;2742356;1;0;0;1;SDU;;N;IRREG;2;7;;;Y;_;BUILDING template;Rue Ernest-Malvoz;19;;;237348,324;148360,904;Underground
LIÈGE - FH13;3153309;1;0;0;1;SDU;;N;IRREG;2;9;;;Y;_;BUILDING template;Rue Justin Lenders;37;;;236783,223;147784,646;Underground
LIÈGE - FH13;2742363;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue Ernest-Malvoz;20;;;237472,373;148394,574;Underground
LIÈGE - FH13;3153310;1;0;0;1;SDU;;N;IRREG;3;8;;;Y;_;BUILDING template;Rue Justin Lenders;38;;;236819,535;147785,242;Underground
LIÈGE - FH13;664233;1;0;0;1;SDU;;N;IRREG;2;7;;;Y;_;BUILDING template;Rue Ernest-Malvoz;21;;;237362,109;148365,975;Underground
LIÈGE - FH13;3153311;1;0;0;1;SDU;;N;IRREG;3;8;;;Y;_;BUILDING template;Rue Justin Lenders;39;;;236787,255;147790,272;Underground
LIÈGE - FH13;5203709;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue Ernest-Malvoz;22;;;237477,283;148397,801;Underground
LIÈGE - FH13;3153313;1;0;0;1;SDU;;N;IRREG;3;5;;;Y;_;BUILDING template;Rue Justin Lenders;40;;;236824,282;147790,248;Underground
LIÈGE - FH13;4006092;2;0;0;2;MDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Rue de Robermont;135;;;236938,186;148225,698;Underground
LIÈGE - FH13;2742370;1;0;0;1;SDU;;N;IRREG;2;7;;;Y;_;BUILDING template;Rue Ernest-Malvoz;23;;;237367,268;148368,838;Underground
LIÈGE - FH13;3153314;1;0;0;1;SDU;;N;IRREG;3;9;;;Y;_;BUILDING template;Rue Justin Lenders;41;;;236792,526;147794,741;Underground
LIÈGE - FH13;5198066;6;0;0;6;MDU;;N;IRREG;5;8;;;Y;_;BUILDING template;Rue d'Amercoeur;21;;;236312,489;148154,426;Underground
LIÈGE - FH13;2742374;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue Ernest-Malvoz;24;;;237482,027;148400,008;Underground
LIÈGE - FH13;3153315;1;0;0;1;SDU;;N;IRREG;2;5;;;Y;_;BUILDING template;Rue Justin Lenders;42;;;236828,087;147795,089;Underground
LIÈGE - FH13;2742376;1;0;0;1;SDU;;N;IRREG;2;7;;;Y;_;BUILDING template;Rue Ernest-Malvoz;25;;;237372,319;148371,628;Underground
LIÈGE - FH13;3153317;1;0;0;1;SDU;;N;IRREG;3;8;;;Y;_;BUILDING template;Rue Justin Lenders;43;;;236797,308;147800,679;Underground
LIÈGE - FH13;667818;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue Ernest-Malvoz;26;;;237495,066;148404,887;Underground
LIÈGE - FH13;3153318;1;0;0;1;SDU;;N;IRREG;3;9;;;Y;_;BUILDING template;Rue Justin Lenders;44;;;236832,302;147800,202;Underground
LIÈGE - FH13;2742381;1;0;0;1;SDU;;N;IRREG;2;7;;;Y;_;BUILDING template;Rue Ernest-Malvoz;27;;;237376,521;148375,79;Underground
LIÈGE - FH13;3153320;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Rue Justin Lenders;45;;;236807,406;147814,415;Underground
LIÈGE - FH13;664225;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue Ernest-Malvoz;28;;;237521,014;148422,297;Underground
LIÈGE - FH13;2742383;1;0;0;1;SDU;;N;IRREG;2;7;;;Y;_;BUILDING template;Rue Ernest-Malvoz;29;;;237382,368;148377,231;Underground
LIÈGE - FH13;3153323;3;0;0;3;MDU;;N;IRREG;4;4;;;Y;_;BUILDING template;Rue Justin Lenders;47;;;236812,921;147820,551;Underground
LIÈGE - FH13;2742385;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue Ernest-Malvoz;30;;;237539,713;148433,244;Underground
LIÈGE - FH13;664163;1;0;0;1;SDU;;N;IRREG;2;7;;;Y;_;BUILDING template;Rue Ernest-Malvoz;31;;;237387,563;148380,12;Underground
LIÈGE - FH13;3153325;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Rue Justin Lenders;49;;;236816,559;147826,087;Underground
LIÈGE - FH13;2742391;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue Ernest-Malvoz;32;;;237544,512;148435,914;Underground
LIÈGE - FH13;667475;1;0;0;1;SDU;;N;IRREG;3;5;;;Y;_;BUILDING template;Rue Justin Lenders;50;;;236860,964;147836,786;Underground
LIÈGE - FH13;2742393;1;0;0;1;SDU;;N;IRREG;2;7;;;Y;_;BUILDING template;Rue Ernest-Malvoz;33;;;237399,118;148389,052;Underground
LIÈGE - FH13;3153327;1;0;0;1;SDU;;N;IRREG;3;9;;;Y;_;BUILDING template;Rue Justin Lenders;51;;;236822,126;147830,315;Underground
LIÈGE - FH13;3132035;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue de Cornillon;76;;;236818,247;148207,108;Underground
LIÈGE - FH13;4099753;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue Ernest-Malvoz;34;;;237549,074;148438,442;Underground
LIÈGE - FH13;3153328;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue Justin Lenders;52;;;236867,149;147840,433;Underground
LIÈGE - FH13;2742394;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Ernest-Malvoz;35;;;237403,79;148393,06;Underground
LIÈGE - FH13;1511965;1;0;0;1;SDU;;N;IRREG;3;8;;;Y;_;BUILDING template;Rue Justin Lenders;54;;;236870,328;147845,441;Underground
LIÈGE - FH13;1298945;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue Ernest-Malvoz;36;;;237553,689;148441,004;Underground
LIÈGE - FH13;3153329;1;0;0;1;SDU;;N;IRREG;3;8;;;Y;_;BUILDING template;Rue Justin Lenders;56;;;236874,341;147850,094;Underground
LIÈGE - FH13;2742400;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Ernest-Malvoz;37;;;237409,366;148394,858;Underground
LIÈGE - FH13;3153330;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue Justin Lenders;58;;;236877,589;147855,823;Underground
LIÈGE - FH13;2742402;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue Ernest-Malvoz;38;;;237558,552;148443,73;Underground
LIÈGE - FH13;3153333;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue Justin Lenders;60;;;236882,38;147861,024;Underground
LIÈGE - FH13;1501284;1;0;0;1;SDU;;N;IRREG;2;7;;;Y;_;BUILDING template;Rue Ernest-Malvoz;39;;;237414,423;148397,681;Underground
LIÈGE - FH13;667476;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue Justin Lenders;62;;;236887,591;147866,05;Underground
LIÈGE - FH13;2742407;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Ernest-Malvoz;40;;;237563,407;148446,401;Underground
LIÈGE - FH13;667477;1;0;0;1;SDU;;N;IRREG;3;6;;;Y;_;BUILDING template;Rue Justin Lenders;66;;;236925,41;147903,406;Underground
LIÈGE - FH13;2742409;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Ernest-Malvoz;41;;;237428,594;148402,887;Underground
LIÈGE - FH13;3153336;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Rue Justin Lenders;68;;;236927,571;147910,901;Underground
LIÈGE - FH13;2742413;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue Ernest-Malvoz;42;;;237573,633;148452,015;Underground
LIÈGE - FH13;667482;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue Justin Lenders;71;;;236851,187;147868,78;Underground
LIÈGE - FH13;4085083;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Ernest-Malvoz;43;;;237432,644;148406,702;Underground
LIÈGE - FH13;667478;1;0;0;1;SDU;;N;IRREG;2;7;;;Y;_;BUILDING template;Rue Justin Lenders;72;;;236933,284;147922,586;Underground
LIÈGE - FH13;2742418;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue Ernest-Malvoz;44;;;237578,608;148454,848;Underground
LIÈGE - FH13;5190824;1;0;0;1;SDU;;N;IRREG;3;7;;;Y;_;BUILDING template;Rue Justin Lenders;73;;;236855,441;147873,706;Underground
LIÈGE - FH13;2799232;1;0;0;1;SDU;;N;IRREG;3;9;;;Y;_;BUILDING template;Thier-de-la-Chartreuse;67;;;236818,959;147678,838;Underground
LIÈGE - FH13;3148923;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Auguste Javaux;1;A;;236893,398;148019,798;Underground
LIÈGE - FH13;2742424;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Ernest-Malvoz;45;;;237438,475;148408,353;Underground
LIÈGE - FH13;3153340;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Justin Lenders;74;;;236956,758;147950,118;Underground
LIÈGE - FH13;2777809;1;0;0;1;SDU;;N;IRREG;2;7;;;Y;_;BUILDING template;Rue Saumery;1;;;236519,842;147763,854;Underground
LIÈGE - FH13;2799234;1;0;0;1;SDU;;N;IRREG;3;9;;;Y;_;BUILDING template;Thier-de-la-Chartreuse;69;;;236824,705;147683,521;Underground
LIÈGE - FH13;667445;1;0;0;1;SDU;;N;IRREG;2;5;;;Y;_;BUILDING template;Rue Auguste Javaux;1;C;;236903,316;148010,032;Underground
LIÈGE - FH13;667821;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue Ernest-Malvoz;46;;;237583,284;148457,539;Underground
LIÈGE - FH13;3153342;2;0;0;2;MDU;;N;IRREG;4;4;;;Y;_;BUILDING template;Rue Justin Lenders;75;;;236858,571;147878,985;Underground
LIÈGE - FH13;670799;1;0;0;1;SDU;;N;IRREG;2;7;;;Y;_;BUILDING template;Rue Saumery;15;;;236466,665;147752,395;Underground
LIÈGE - FH13;667426;1;1;0;2;MDU;;N;IRREG;2;7;;;Y;_;BUILDING template;Thier-de-la-Chartreuse;71;;;236833,879;147690,137;Underground
LIÈGE - FH13;664312;3;0;0;3;MDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Rue du Carmel;14;;;236880,009;148141,033;Underground
LIÈGE - FH13;2742430;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Ernest-Malvoz;47;;;237442,707;148411,211;Underground
LIÈGE - FH13;3153343;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Justin Lenders;76;;;236964,086;147955,369;Underground
LIÈGE - FH13;664147;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Simon-Burnet;4;;;237332,906;148219,447;Underground
LIÈGE - FH13;667427;1;0;0;1;SDU;;N;IRREG;3;9;;;Y;_;BUILDING template;Thier-de-la-Chartreuse;81;;;236873,232;147724,326;Underground
LIÈGE - FH13;2742436;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue Ernest-Malvoz;48;;;237587,981;148460,226;Underground
LIÈGE - FH13;3153344;1;0;0;1;SDU;;N;IRREG;3;6;;;Y;_;BUILDING template;Rue Justin Lenders;77;;;236861,267;147885,158;Underground
LIÈGE - FH13;3121612;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Simon-Burnet;6;;;237340,317;148220,714;Underground
LIÈGE - FH13;2799236;1;0;0;1;SDU;;N;IRREG;3;9;;;Y;_;BUILDING template;Thier-de-la-Chartreuse;83;;;236878,629;147729,202;Underground
LIÈGE - FH13;2742439;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Ernest-Malvoz;49;;;237448,561;148413,748;Underground
LIÈGE - FH13;3153345;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Rue Justin Lenders;78;;;236965,447;147962,973;Underground
LIÈGE - FH13;5185255;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Simon-Burnet;8;;;237345,817;148221,547;Underground
LIÈGE - FH13;4172606;1;0;0;1;SDU;;N;IRREG;3;9;;;Y;_;BUILDING template;Thier-de-la-Chartreuse;87;;;236890,797;147737,573;Underground
LIÈGE - FH13;2742442;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue Ernest-Malvoz;50;;;237592,792;148462,988;Underground
LIÈGE - FH13;667483;1;0;0;1;SDU;;N;IRREG;3;7;;;Y;_;BUILDING template;Rue Justin Lenders;79;;;236865,716;147889,543;Underground
LIÈGE - FH13;667418;1;0;0;1;SDU;;N;IRREG;2;5;;;Y;_;BUILDING template;Thier-de-la-Chartreuse;89;;;236895,662;147742,663;Underground
LIÈGE - FH13;667462;4;0;0;4;MDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Rue du Carmel;21;;;236835,351;148105,863;Underground
LIÈGE - FH13;667484;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue Justin Lenders;87;;;236899,672;147928,473;Underground
LIÈGE - FH13;4032688;2;0;0;2;MDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Rue du Carmel;27;;;236815,591;148085,562;Underground
LIÈGE - FH13;2742451;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue Ernest-Malvoz;52;;;237597,476;148465,664;Underground
LIÈGE - FH13;3153351;1;0;0;1;SDU;;N;IRREG;3;6;;;Y;_;BUILDING template;Rue Justin Lenders;89;;;236904,143;147934,244;Underground
LIÈGE - FH13;2742453;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue Ernest-Malvoz;54;;;237608,14;148472,337;Underground
LIÈGE - FH13;4238476;1;0;0;1;SDU;;N;IRREG;3;10;;;Y;_;BUILDING template;Rue Justin Lenders;91;;;236905,948;147940,739;Underground
LIÈGE - FH13;2742459;1;0;0;1;SDU;;N;IRREG;2;7;;;Y;_;BUILDING template;Rue Ernest-Malvoz;56;;;237613,308;148475,129;Underground
LIÈGE - FH13;3153352;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue Justin Lenders;93;;;236911,486;147943,298;Underground
LIÈGE - FH13;667450;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Auguste Javaux;13;;;236927,007;147984,283;Underground
LIÈGE - FH13;1519722;1;0;0;1;SDU;;N;IRREG;2;7;;;Y;_;BUILDING template;Rue Ernest-Malvoz;58;;;237618,211;148477,896;Underground
LIÈGE - FH13;667485;0;1;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue Justin Lenders;95;;;236920,224;147954,171;Underground
LIÈGE - FH13;2742465;1;0;0;1;SDU;;N;IRREG;2;7;;;Y;_;BUILDING template;Rue Ernest-Malvoz;60;;;237623,264;148480,689;Underground
LIÈGE - FH13;3153353;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Justin Lenders;99;;;236934,311;147971,822;Underground
LIÈGE - FH13;667825;1;0;0;1;SDU;;N;IRREG;2;7;;;Y;_;BUILDING template;Rue Ernest-Malvoz;62;;;237651,488;148495,781;Underground
LIÈGE - FH13;3153354;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Rue Justin Lenders;101;;;236938,54;147976,807;Underground
LIÈGE - FH13;2799252;2;0;0;2;MDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Thier-de-la-Chartreuse;121;;;236983,624;147809,842;Underground
LIÈGE - FH13;5203845;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue Ernest-Malvoz;65;;;237519,223;148453,622;Underground
LIÈGE - FH13;3153356;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Rue Justin Lenders;103;;;236942,578;147981,907;Underground
LIÈGE - FH13;6665743;1;0;0;1;SDU;;N;IRREG;1;4;;;Y;_;BUILDING template;Rue des Chrysanthèmes;20;;;237384,497;147970,247;Underground
LIÈGE - FH13;667448;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue Auguste Javaux;20;;;236913,475;147965,258;Underground
LIÈGE - FH13;5203850;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue Ernest-Malvoz;67;;;237524,353;148456,495;Underground
LIÈGE - FH13;5203851;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue Ernest-Malvoz;69;;;237529,264;148459,223;Underground
LIÈGE - FH13;2742473;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue Ernest-Malvoz;71;;;237534,258;148461,998;Underground
LIÈGE - FH13;2742476;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue Ernest-Malvoz;73;;;237544,761;148467,658;Underground
LIÈGE - FH13;662970;3;0;0;3;MDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Rue des Maraîchers;97;;;236794,974;148282,954;Underground
LIÈGE - FH13;2742478;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue Ernest-Malvoz;75;;;237549,867;148470,422;Underground
LIÈGE - FH13;667444;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Auguste Javaux;27;;;236963,352;147939,9;Underground
LIÈGE - FH13;4233491;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue Ernest-Malvoz;77;;;237554,737;148473,023;Underground
LIÈGE - FH13;667819;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue Ernest-Malvoz;79;;;237559,819;148475,697;Underground
LIÈGE - FH13;3121655;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Simon-Burnet;40;;;237426,578;148239,173;Underground
LIÈGE - FH13;664146;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Simon-Burnet;42;;;237432,44;148238,892;Underground
LIÈGE - FH13;667424;3;0;0;3;MDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Thier-de-la-Chartreuse;145;;;237061,207;147874,117;Underground
LIÈGE - FH13;3143343;4;0;0;4;MDU;;N;IRREG;3;5;;;Y;_;BUILDING template;Rue Elise Grandprez;19;;;236873,181;147936,935;Underground
LIÈGE - FH13;2827170;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Avenue Brigade-Piron;6;;;237293,436;148216,336;Underground
LIÈGE - FH13;3143344;2;0;0;2;MDU;;N;IRREG;3;5;;;Y;_;BUILDING template;Rue Elise Grandprez;21;;;236875,649;147930,811;Underground
LIÈGE - FH13;667438;2;0;0;2;MDU;;N;IRREG;2;5;;;Y;_;BUILDING template;Rue Elise Grandprez;25;;;236884,628;147922,722;Underground
LIÈGE - FH13;3143349;2;0;0;2;MDU;;N;IRREG;3;8;;;Y;_;BUILDING template;Rue Elise Grandprez;30;;;236912,561;147845,745;Underground
LIÈGE - FH13;3151063;2;0;0;2;MDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Rue Lamarche;22;;;236992,581;148111,334;Underground
LIÈGE - FH13;3139369;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Sous l'Eau;21;;;236354,053;148310,735;Underground
LIÈGE - FH13;2742514;0;1;0;1;SDU;;N;IRREG;5;9;;;Y;_;BUILDING template;Rue Ernest-Malvoz;111;;;237714,262;148636,72;Underground
LIÈGE - FH13;2743077;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Rue des Maraîchers;126;;;236811,078;148226,953;Underground
LIÈGE - FH13;6650847;1;0;0;1;SDU;;N;IRREG;2;7;;;Y;_;BUILDING template;Rue Elise Grandprez;25;B;;236907,865;147895,552;Underground
LIÈGE - FH13;11302;4;0;0;4;MDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Rue Lamarche;36;;;237018,24;148076,924;Underground
LIÈGE - FH13;3141272;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue Fond-du-Bois;15;;;237188,204;148269,923;Underground
LIÈGE - FH13;3141273;1;0;0;1;SDU;;N;IRREG;3;2;;;Y;_;BUILDING template;Rue Fond-du-Bois;17;;;237194,154;148268,6;Underground
LIÈGE - FH13;3141274;1;0;0;1;SDU;;N;IRREG;3;5;;;Y;_;BUILDING template;Rue Fond-du-Bois;19;;;237197,042;148275,009;Underground
LIÈGE - FH13;3141275;1;0;0;1;SDU;;N;IRREG;3;5;;;Y;_;BUILDING template;Rue Fond-du-Bois;21;;;237201,941;148278,116;Underground
LIÈGE - FH13;4011772;1;0;0;1;SDU;;N;IRREG;2;7;;;Y;_;BUILDING template;Rue Louise Derache;5;;;236825,103;147758,706;Underground
LIÈGE - FH13;2759199;6;0;0;6;MDU;;N;IRREG;4;4;;;Y;_;BUILDING template;Rue Frédéric Nyst;30;;;236507,526;148052,234;Underground
LIÈGE - FH13;3138306;1;0;0;1;SDU;;N;IRREG;2;7;;;Y;_;BUILDING template;Rue Louise Derache;11;;;236842,102;147739,345;Underground
LIÈGE - FH13;667807;1;0;0;1;SDU;;N;IRREG;3;5;;;Y;_;BUILDING template;Avenue Joseph-Merlot;35;;;237703,589;148502,849;Underground
LIÈGE - FH13;2746559;1;0;0;1;SDU;;N;IRREG;3;8;;;Y;_;BUILDING template;Avenue Joseph-Merlot;37;;;237699,485;148498,036;Underground
LIÈGE - FH13;667455;1;0;0;1;SDU;;N;IRREG;2;7;;;Y;_;BUILDING template;Rue Louise Derache;13;;;236855,486;147726,68;Underground
LIÈGE - FH13;2746564;1;0;0;1;SDU;;N;IRREG;3;8;;;Y;_;BUILDING template;Avenue Joseph-Merlot;39;;;237691,388;148488,595;Underground
LIÈGE - FH13;2746571;1;0;0;1;SDU;;N;IRREG;3;8;;;Y;_;BUILDING template;Avenue Joseph-Merlot;41;;;237687,226;148483,631;Underground
LIÈGE - FH13;667456;1;0;0;1;SDU;;N;IRREG;3;8;;;Y;_;BUILDING template;Rue Louise Derache;16;;;236836,876;147713,485;Underground
LIÈGE - FH13;2746573;1;0;0;1;SDU;;N;IRREG;3;8;;;Y;_;BUILDING template;Avenue Joseph-Merlot;43;;;237679,371;148474,444;Underground
LIÈGE - FH13;679809;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Moulan;2;;;236608,957;148078,218;Underground
LIÈGE - FH13;1293829;1;0;0;1;SDU;;N;IRREG;3;8;;;Y;_;BUILDING template;Avenue Joseph-Merlot;45;;;237675,245;148469,651;Underground
LIÈGE - FH13;2746582;1;0;0;1;SDU;;N;IRREG;3;8;;;Y;_;BUILDING template;Avenue Joseph-Merlot;47;;;237667,081;148459,998;Underground
LIÈGE - FH13;3090268;1;1;0;2;MDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Rue d'Amercoeur;53;;;236389,453;148100,133;Underground
LIÈGE - FH13;2746585;1;0;0;1;SDU;;N;IRREG;3;8;;;Y;_;BUILDING template;Avenue Joseph-Merlot;49;;;237663,044;148455,28;Underground
LIÈGE - FH13;2746591;1;0;0;1;SDU;;N;IRREG;3;8;;;Y;_;BUILDING template;Avenue Joseph-Merlot;51;;;237655,087;148446,294;Underground
LIÈGE - FH13;667805;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Avenue Joseph-Merlot;52;;;237655,26;148491,068;Underground
LIÈGE - FH13;2746600;1;0;0;1;SDU;;N;IRREG;3;8;;;Y;_;BUILDING template;Avenue Joseph-Merlot;53;;;237651,211;148441,634;Underground
LIÈGE - FH13;1304320;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Avenue Joseph-Merlot;54;;;237641,562;148473,218;Underground
LIÈGE - FH13;2746609;1;0;0;1;SDU;;N;IRREG;3;8;;;Y;_;BUILDING template;Avenue Joseph-Merlot;55;;;237641,468;148432,271;Underground
LIÈGE - FH13;2746611;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Avenue Joseph-Merlot;56;;;237637,708;148468,761;Underground
LIÈGE - FH13;5203793;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Avenue Joseph-Merlot;57;;;237639,502;148426,531;Underground
LIÈGE - FH13;664338;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Belle-Vue;11;;;236913,265;148109,757;Underground
LIÈGE - FH13;2746618;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Avenue Joseph-Merlot;58;;;237629,799;148459,668;Underground
LIÈGE - FH13;3153307;1;0;0;1;SDU;;N;IRREG;2;5;;;Y;_;BUILDING template;Rue Justin Lenders;34;B;;236815,718;147769,651;Underground
LIÈGE - FH13;2746624;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Avenue Joseph-Merlot;59;;;237629,592;148417,705;Underground
LIÈGE - FH13;664329;0;1;0;1;SDU;;N;IRREG;1;4;;;Y;_;BUILDING template;Rue Lamarche;2;;;236943,505;148178,531;Underground
LIÈGE - FH13;1209840;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Avenue Joseph-Merlot;60;;;237625,805;148455,058;Underground
LIÈGE - FH13;2746641;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Avenue Joseph-Merlot;61;;;237626,17;148412,344;Underground
LIÈGE - FH13;2746643;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Avenue Joseph-Merlot;62;;;237618,101;148446,193;Underground
LIÈGE - FH13;2746648;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Avenue Joseph-Merlot;63;;;237617,239;148403,392;Underground
LIÈGE - FH13;5203769;1;0;0;1;SDU;;N;IRREG;2;7;;;Y;_;BUILDING template;Avenue Joseph-Merlot;64;;;237614,058;148441,449;Underground
LIÈGE - FH13;2746655;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Avenue Joseph-Merlot;65;;;237613,751;148397,998;Underground
LIÈGE - FH13;2746657;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Avenue Joseph-Merlot;66;;;237603,555;148433,827;Underground
