Projectnummer;Blok;LAM MK;Straat;Huisnummer;Huisnummer Toevoeging;Huisnr;xPos;yPos;BT;VC Method;LU;BU;SU;TOTAAL;Wall Mount;SS Reason;Number Floors;Perceel eigenschap;Building comment;Building exists;BG Name;Opdrachttemplate;FT Distributie;FT Distributie Opmerking;SS_FOTO_FACADE1_URL
HASSELT - FH08;BL0007;2409433;Boekstraat;12;;;217050,551;180409,648;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-acea983e-ff4f-4170-95d3-abab009b827a;;https://web.appeee.nl/Files/FormEntry/55607-acea983e-ff4f-4170-95d3-abab009b827a200428112616473000.jpg
HASSELT - FH08;BL0006;5910829;Alan Turingstraat;20;;;216849;180431;SDU;;1;0;0;1;N;IRREG;1;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-a8ec5adb-b56b-4b0b-a959-aba900777233;;https://web.appeee.nl/Files/FormEntry/55607-a8ec5adb-b56b-4b0b-a959-aba900777233200426091604721000.jpg
HASSELT - FH08;BL0008;2408131;Anjelierenstraat;29;;;217034,761;180350,213;SDU;;1;0;0;1;N;IRREG;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-dfa7c51c-0eed-4952-9d85-abab00aa5db8;;https://web.appeee.nl/Files/FormEntry/55607-dfa7c51c-0eed-4952-9d85-abab00aa5db8200428122021512000.jpg
HASSELT - FH08;BL0008;2419034;Jasmijnstraat;32;;;217019,232;180309,625;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-549f2b7e-b607-4b57-8716-abab00b2d997;;https://web.appeee.nl/Files/FormEntry/55607-549f2b7e-b607-4b57-8716-abab00b2d997200428125117703000.jpg
HASSELT - FH08;BL0018;3937308;Ertbeekstraat;85;;;217313,8;180133,33;MDU;;6;0;0;6;Y;NA;4;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-3094de07-eedd-4204-ac5e-aba9009ec1ff;;https://web.appeee.nl/Files/FormEntry/55607-3094de07-eedd-4204-ac5e-aba9009ec1ff200426113810072000.jpg
HASSELT - FH08;BL0006;2409435;Boekstraat;13;;;217011,75;180433,454;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-5d67891e-5379-4691-bf45-aba90095f401;;https://web.appeee.nl/Files/FormEntry/55607-5d67891e-5379-4691-bf45-aba90095f401200426110558332966.jpg
HASSELT - FH08;BL0006;5910830;Alan Turingstraat;22;;;216854;180434;SDU;;1;0;0;1;N;IRREG;1;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-2d76518b-2d25-47c7-ae3b-aba90078d534;;https://web.appeee.nl/Files/FormEntry/55607-2d76518b-2d25-47c7-ae3b-aba90078d534200426091956932531.jpg
HASSELT - FH08;BL0008;2408132;Anjelierenstraat;31;;;217028,361;180352,662;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-fb93148e-cfbd-40e6-8a33-abab00aa2a0e;;https://web.appeee.nl/Files/FormEntry/55607-fb93148e-cfbd-40e6-8a33-abab00aa2a0e200428121941541000.jpg
HASSELT - FH08;BL0008;2419036;Jasmijnstraat;34;;;217012,325;180309,026;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-ca6b8e48-59c3-4d88-96d9-abab00b3062c;;https://web.appeee.nl/Files/FormEntry/55607-ca6b8e48-59c3-4d88-96d9-abab00b3062c200428125154370000.jpg
HASSELT - FH08;BL0009;3937393;Jasmijnstraat;49;;;216927,199;180338,99;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-70f02894-afb7-49ba-b875-aba900ed8853;;https://web.appeee.nl/Files/FormEntry/55607-70f02894-afb7-49ba-b875-aba900ed8853200426162458190000.jpg
HASSELT - FH08;BL0007;2409437;Boekstraat;14;;;217046,105;180405,865;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-0f6f3ad4-ceeb-4a7a-947b-abab009b5d86;;https://web.appeee.nl/Files/FormEntry/55607-0f6f3ad4-ceeb-4a7a-947b-abab009b5d86200428112546954000.jpg
HASSELT - FH08;BL0006;5910832;Alan Turingstraat;24;;;216857;180438;SDU;;1;0;0;1;N;IRREG;1;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-8841e13d-bae8-4112-90bd-aba90078e956;;https://web.appeee.nl/Files/FormEntry/55607-8841e13d-bae8-4112-90bd-aba90078e956200426092014107302.jpg
HASSELT - FH08;BL0008;2408134;Anjelierenstraat;33;;;217024,585;180356,396;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-c24e19f8-d4b8-4a19-8cf9-abab00aa0015;;https://web.appeee.nl/Files/FormEntry/55607-c24e19f8-d4b8-4a19-8cf9-abab00aa0015200428121902706000.jpg
HASSELT - FH08;BL0009;2419037;Jasmijnstraat;35;;;216967,892;180294,374;SDU;;1;0;0;1;N;IRREG;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-78fd8204-0d8b-463e-a812-abab00c9c1d6;;https://web.appeee.nl/Files/FormEntry/55607-78fd8204-0d8b-463e-a812-abab00c9c1d6200428141438814000.jpg
HASSELT - FH08;BL0011;3937471;Laurierstraat;19;;;216869,575;180212,086;MDU;;5;0;0;5;Y;NA;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-89cc9427-9dca-4f90-ad5c-abab00d40e81;;https://web.appeee.nl/Files/FormEntry/55607-89cc9427-9dca-4f90-ad5c-abab00d40e81200428145224665000.jpg
HASSELT - FH08;BL0001;2439035;Sint-Servaasstraat;6;;;216532,511;180364,407;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-eaeea69f-a3c0-4b44-a888-aba900863cde;;https://web.appeee.nl/Files/FormEntry/55607-eaeea69f-a3c0-4b44-a888-aba900863cde200426100853151000.jpg
HASSELT - FH08;BL0006;5910833;Alan Turingstraat;30;;;216869;180451;SDU;;1;0;0;1;N;IRREG;1;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-9be0e0cc-31e6-4a42-9fef-aba900791b10;;https://web.appeee.nl/Files/FormEntry/55607-9be0e0cc-31e6-4a42-9fef-aba900791b10200426092056619675.jpg
HASSELT - FH08;BL0008;2408136;Anjelierenstraat;35;;;217017,956;180355,33;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-35c8538a-6a35-445e-965e-abab00a9d2ab;;https://web.appeee.nl/Files/FormEntry/55607-35c8538a-6a35-445e-965e-abab00a9d2ab200428121826075000.jpg
HASSELT - FH08;BL0008;2419039;Jasmijnstraat;36;;;217007,613;180311,811;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-73bd8e50-6bc3-4737-b8ce-abab00b330f4;;https://web.appeee.nl/Files/FormEntry/55607-73bd8e50-6bc3-4737-b8ce-abab00b330f4200428125232846000.jpg
HASSELT - FH08;BL0022;3937617;Runkstersteenweg;9;;;217611,082;180340,22;MDU;;3;0;0;3;Y;NA;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-e6a8ada9-46f1-4909-8496-aba900eb2d86;;https://web.appeee.nl/Files/FormEntry/55607-e6a8ada9-46f1-4909-8496-aba900eb2d86200426161626619000.jpg
HASSELT - FH08;BL0004;2439036;Sint-Servaasstraat;7;;;216577,012;180349,308;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-98387d46-1740-4917-b4ff-aba9006ca003;;https://web.appeee.nl/Files/FormEntry/55607-98387d46-1740-4917-b4ff-aba9006ca003200426083533887000.jpg
HASSELT - FH08;BL0003;5911474;Jef Koningslaan;114;;;216564;180485;SDU;;1;0;0;1;N;ORN;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-0196f3fd-a4a9-49a0-9b32-abab00857ca8;;https://web.appeee.nl/Files/FormEntry/55607-0196f3fd-a4a9-49a0-9b32-abab00857ca8200428100609655000.jpg
HASSELT - FH08;BL0008;2408137;Anjelierenstraat;39;;;217006,537;180362,889;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-b5a2414d-54e6-4761-9a94-abab00a8f92d;;https://web.appeee.nl/Files/FormEntry/55607-b5a2414d-54e6-4761-9a94-abab00a8f92d200428121526761000.jpg
HASSELT - FH08;BL0008;2419041;Jasmijnstraat;38;;;216994,637;180317,617;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-d0d2bc8c-4fc9-4652-8c3e-abab00b37ebb;;https://web.appeee.nl/Files/FormEntry/55607-d0d2bc8c-4fc9-4652-8c3e-abab00b37ebb200428125337028000.jpg
HASSELT - FH08;BL0022;3937618;Runkstersteenweg;17;;;217600,715;180327,433;MDU;;5;0;0;5;Y;NA;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-f64436fd-9711-4d47-a929-aba900eaa521;;https://web.appeee.nl/Files/FormEntry/55607-f64436fd-9711-4d47-a929-aba900eaa521200426161419567999.jpg
HASSELT - FH08;BL0001;2439037;Sint-Servaasstraat;8;;;216530,953;180370,226;SDU;;1;0;0;1;N;IRREG;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-b7d48db5-b0df-44f4-aaf8-aba90086852e;;https://web.appeee.nl/Files/FormEntry/55607-b7d48db5-b0df-44f4-aaf8-aba90086852e200426100956206000.jpg
HASSELT - FH08;BL0003;5911476;Jef Koningslaan;108;;;216585;180487;SDU;;1;0;0;1;N;IRREG;1;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-3bd7291f-7fce-4b53-982e-abab008624ff;;https://web.appeee.nl/Files/FormEntry/55607-3bd7291f-7fce-4b53-982e-abab008624ff200428100833653000.jpg
HASSELT - FH08;BL0012;2408142;Djef Antenstraat;3;;;217013,458;180088,308;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-e9a7efe2-946d-44c8-adb5-aba900a3ac36;;https://web.appeee.nl/Files/FormEntry/55607-e9a7efe2-946d-44c8-adb5-aba900a3ac36200426115612048000.jpg
HASSELT - FH08;BL0009;2419042;Jasmijnstraat;39;;;216958,749;180304,127;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-045883f2-e85a-4929-b407-abab00c95e76;;https://web.appeee.nl/Files/FormEntry/55607-045883f2-e85a-4929-b407-abab00c95e76200428141316826000.jpg
HASSELT - FH08;BL0022;3937619;Runkstersteenweg;21;;;217592,974;180317,379;MDU;;6;0;0;6;Y;NA;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-3cc2b1cd-1c57-4266-9808-aba900ea1601;;https://web.appeee.nl/Files/FormEntry/55607-3cc2b1cd-1c57-4266-9808-aba900ea1601200426161226797000.jpg
HASSELT - FH08;BL0004;4902500;Sint-Servaasstraat;9;;;216574,756;180354,863;SDU;;0;0;0;0;N;HEIGHT;2;;;N;;BUILDING template;;;https://web.appeee.nl/Files/FormEntry/55607-a0f73099-0139-4fca-914b-aba9006c8f7e
HASSELT - FH08;BL0006;5912469;Alan Turingstraat;2;;;216788;180400;SDU;;1;0;0;1;N;IRREG;1;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-96685889-24b0-4a80-83eb-aba90075ca8c;;https://web.appeee.nl/Files/FormEntry/55607-96685889-24b0-4a80-83eb-aba90075ca8c200426090918575000.jpg
HASSELT - FH08;BL0012;2408144;Djef Antenstraat;5;;;217006,639;180088,405;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-a27fb800-bd31-4298-a3c7-aba900a3fe7c;;https://web.appeee.nl/Files/FormEntry/55607-a27fb800-bd31-4298-a3c7-aba900a3fe7c200426115705584332.jpg
HASSELT - FH08;BL0008;2419044;Jasmijnstraat;42;;;216985,855;180324,834;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-3d1e3526-b68a-42f7-936a-abab00b3eca1;;https://web.appeee.nl/Files/FormEntry/55607-3d1e3526-b68a-42f7-936a-abab00b3eca1200428125509243000.jpg
HASSELT - FH08;BL0021;3937620;Runkstersteenweg;45;;;217543,994;180268,958;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-479f39c1-9aa7-4262-a185-aba900e12302;;https://web.appeee.nl/Files/FormEntry/55607-479f39c1-9aa7-4262-a185-aba900e12302200426153945970000.jpg
HASSELT - FH08;BL0003;708349;Sint-Kristoffelstraat;18;;;216625,897;180436,245;SDU;;0;1;0;1;N;IRREG;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-a09314b5-bbfb-48b7-bed0-abab0089727b;;https://web.appeee.nl/Files/FormEntry/55607-a09314b5-bbfb-48b7-bed0-abab0089727b200428102035853000.jpg
HASSELT - FH08;BL0002;5945227;Spoorwegstraat;161;;;216657,89;180592,445;SDU;;1;0;0;1;N;ORN;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-e5d736be-40cf-4551-988e-abab00724ff6;_;https://web.appeee.nl/Files/FormEntry/55607-e5d736be-40cf-4551-988e-abab00724ff6200428085630735000.jpg
HASSELT - FH08;BL0012;2408146;Djef Antenstraat;7;;;217001,73;180092,073;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-50e41a02-5afb-4c96-a880-aba900a41247;;https://web.appeee.nl/Files/FormEntry/55607-50e41a02-5afb-4c96-a880-aba900a41247200426115730500000.jpg
HASSELT - FH08;BL0009;2419046;Jasmijnstraat;43;;;216949,131;180311,087;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-774b3365-121e-4024-a5b9-abab00c90fbb;;https://web.appeee.nl/Files/FormEntry/55607-774b3365-121e-4024-a5b9-abab00c90fbb200428141208052000.jpg
HASSELT - FH08;BL0019;3937622;Runkstersteenweg;71;;;217439,974;180187,67;MDU;;6;0;0;6;N;IRREG;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-ef23312e-4148-4a45-bb41-aba900c15725;;https://web.appeee.nl/Files/FormEntry/55607-ef23312e-4148-4a45-bb41-aba900c15725200426134406639000.jpg
HASSELT - FH08;BL0001;2439038;Sint-Servaasstraat;10;;;216528,53;180375,778;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-b994989c-3c21-4588-b397-aba90086d3f4;;https://web.appeee.nl/Files/FormEntry/55607-b994989c-3c21-4588-b397-aba90086d3f4200426101107192000.jpg
HASSELT - FH08;BL0004;NB-3500111bd607;Sint-Servaasstraat;11;;;216 573;180359;SDU;;1;0;0;1;N;IRREG;2;;_;;;BUILDING template;;;https://web.appeee.nl/Files/FormEntry/55607-d66f9f99-ca3b-4532-ae8c-aba9006c1b84200426083341124000.jpg
HASSELT - FH08;BL0012;2408147;Djef Antenstraat;9;;;216995,153;180092,781;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-b0a3092c-53b7-4bab-b3d9-aba900a4558d;;https://web.appeee.nl/Files/FormEntry/55607-b0a3092c-53b7-4bab-b3d9-aba900a4558d200426115819924447.jpg
HASSELT - FH08;BL0008;2419047;Jasmijnstraat;44;;;216980,886;180328,77;SDU;;1;0;0;1;N;IRREG;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-07f6da9a-1c11-4db5-ac34-abab00b41951;;https://web.appeee.nl/Files/FormEntry/55607-07f6da9a-1c11-4db5-ac34-abab00b41951200428125549141000.jpg
HASSELT - FH08;BL0017;3937626;Runkstersteenweg;123;;;217309,608;180038,124;MDU;;3;0;0;3;Y;NA;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-c8cb898d-e3cb-4893-a9f3-aba90093fe7f;;https://web.appeee.nl/Files/FormEntry/55607-c8cb898d-e3cb-4893-a9f3-aba90093fe7f200426105853058000.jpg
HASSELT - FH08;BL0001;2439045;Sint-Servaasstraat;12;;;216527,679;180381,897;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-9162efe9-8033-48fe-82dd-aba900871f23;;https://web.appeee.nl/Files/FormEntry/55607-9162efe9-8033-48fe-82dd-aba900871f23200426101206094000.jpg
HASSELT - FH08;BL0006;5963728;Jef Koningslaan;46;;;216780,7;180383,696;SDU;;1;0;0;1;N;IRREG;1;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-8d7acecb-3868-46a4-86b8-aba90079ec5d;;https://web.appeee.nl/Files/FormEntry/55607-8d7acecb-3868-46a4-86b8-aba90079ec5d200426092408380000.jpg
HASSELT - FH08;BL0015;2408148;Djef Antenstraat;10;;;217018,752;180054,474;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-1d62faea-857a-4ebe-9d40-aba90083e4af;;https://web.appeee.nl/Files/FormEntry/55607-1d62faea-857a-4ebe-9d40-aba90083e4af200426100020524000.jpg
HASSELT - FH08;BL0009;2419049;Jasmijnstraat;45;;;216934,503;180329,832;SDU;;1;0;0;1;N;IRREG;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-b66f26f9-92f9-481c-a3c5-aba900ede582;;https://web.appeee.nl/Files/FormEntry/55607-b66f26f9-92f9-481c-a3c5-aba900ede582200426162617676000.jpg
HASSELT - FH08;BL0016;3937628;Runkstersteenweg;151;;;217219,181;179965,576;MDU;;3;0;0;3;Y;NA;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-7f71a30a-1404-4c8a-a5d0-aba900e3ff20;;https://web.appeee.nl/Files/FormEntry/55607-7f71a30a-1404-4c8a-a5d0-aba900e3ff20200426155024590000.jpg
HASSELT - FH08;BL0003;708352;Sint-Kristoffelstraat;20;;;216634,469;180439,359;SDU;;1;0;0;1;N;IRREG;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-6e1231a8-0b54-4ebe-a877-abab00892667;;https://web.appeee.nl/Files/FormEntry/55607-6e1231a8-0b54-4ebe-a877-abab00892667200428101933790000.jpg
HASSELT - FH08;BL0006;5969810;Jef Koningslaan;2;;;216751,172;180552,317;MDU;;1;0;0;1;N;IRREG;3;;_;Y;Jef Koningslaan 12-10-8-6-4-2;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-26809312-8df2-462b-bc5c-aba9008ee12a;;https://web.appeee.nl/Files/FormEntry/55607-26809312-8df2-462b-bc5c-aba9008ee12a200426104013107371.jpg
HASSELT - FH08;BL0012;2408149;Djef Antenstraat;11;;;216990,721;180096,916;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-1cc5f013-6879-4fa1-b3ea-aba900a468ab;;https://web.appeee.nl/Files/FormEntry/55607-1cc5f013-6879-4fa1-b3ea-aba900a468ab200426115839173000.jpg
HASSELT - FH08;BL0008;2419051;Jasmijnstraat;46;;;216975,973;180332,091;SDU;;1;0;0;1;N;IRREG;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-a8f9cac0-9f9f-4fd9-8006-abab00b46586;;https://web.appeee.nl/Files/FormEntry/55607-a8f9cac0-9f9f-4fd9-8006-abab00b46586200428125652022000.jpg
HASSELT - FH08;BL0016;3937629;Runkstersteenweg;179;;;217153,681;179907,493;MDU;;2;0;0;2;Y;NA;3;;Daalleiding links (oprit en grasveldje tussen nr 179 en 185);Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-0691d536-d5a6-4a75-b290-aba900dded64;;https://web.appeee.nl/Files/FormEntry/55607-0691d536-d5a6-4a75-b290-aba900dded64200426152825403000.jpg
HASSELT - FH08;BL0004;2439049;Sint-Servaasstraat;13;;;216575,519;180361,536;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-73d65b8a-6c46-4dd8-a1d0-aba9006bebcf;;https://web.appeee.nl/Files/FormEntry/55607-73d65b8a-6c46-4dd8-a1d0-aba9006bebcf200426083259074000.jpg
HASSELT - FH08;BL0014;5974631;Djef Antenstraat;64;;;216837,634;180200,251;SDU;;1;0;0;1;N;IRREG;1;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-48387171-fccf-45b2-a124-aba900cf70b9;;https://web.appeee.nl/Files/FormEntry/55607-48387171-fccf-45b2-a124-aba900cf70b9200426143520040000.jpg
HASSELT - FH08;BL0015;2408151;Djef Antenstraat;12;;;217012,862;180056,382;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-e6c3d302-48ba-4466-b89b-aba900841b85;;https://web.appeee.nl/Files/FormEntry/55607-e6c3d302-48ba-4466-b89b-aba900841b85200426100106315000.jpg
HASSELT - FH08;BL0009;2419052;Jasmijnstraat;47;;;216931,17;180334,605;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-e5320b65-89cb-46b6-a66b-aba900edb58d;;https://web.appeee.nl/Files/FormEntry/55607-e5320b65-89cb-46b6-a66b-aba900edb58d200426162535865000.jpg
HASSELT - FH08;BL0014;3937630;Runkstersteenweg;219;;;216998,459;179855,222;MDU;;1;1;0;2;N;IRREG;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-caa35582-5907-4f97-a990-aba900d627e5;;https://web.appeee.nl/Files/FormEntry/55607-caa35582-5907-4f97-a990-aba900d627e5200426145943601007.jpg
HASSELT - FH08;BL0001;2439051;Sint-Servaasstraat;14;;;216525,751;180387,621;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-3392f2ab-7a0e-412e-9982-aba9008770cd;;https://web.appeee.nl/Files/FormEntry/55607-3392f2ab-7a0e-412e-9982-aba9008770cd200426101313081000.jpg
HASSELT - FH08;BL0006;5975879;Jef Koningslaan;10;;;216740,943;180521,234;MDU;;1;0;0;1;N;IRREG;1;;_;Y;Jef Koningslaan 10-12;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-2ef57728-c19e-44bd-ad92-aba9008c9d41;;https://web.appeee.nl/Files/FormEntry/55607-2ef57728-c19e-44bd-ad92-aba9008c9d41200426103158236113.jpg
HASSELT - FH08;BL0012;2408152;Djef Antenstraat;15;;;216981,288;180098,555;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-a61f2013-97c7-46d6-8eeb-aba900a4af2b;;https://web.appeee.nl/Files/FormEntry/55607-a61f2013-97c7-46d6-8eeb-aba900a4af2b200426115936376308.jpg
HASSELT - FH08;BL0009;2419055;Jasmijnstraat;51;;;216923,249;180342,386;SDU;;1;0;0;1;N;IRREG;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-22c1d265-e9fd-4be0-9284-aba900ed5396;;https://web.appeee.nl/Files/FormEntry/55607-22c1d265-e9fd-4be0-9284-aba900ed5396200426162410675000.jpg
HASSELT - FH08;BL0020;3937637;Spoorwegstraat;75;;;217329,294;180377,762;MDU;;2;0;0;2;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-cb6518fb-e5bf-49b2-aa47-aba900cd5978;;https://web.appeee.nl/Files/FormEntry/55607-cb6518fb-e5bf-49b2-aa47-aba900cd5978200426142740280443.jpg
HASSELT - FH08;BL0004;2439055;Sint-Servaasstraat;15;;;216572,649;180366,826;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-8d4974ef-aa83-4c25-b4be-aba9006bc719;;https://web.appeee.nl/Files/FormEntry/55607-8d4974ef-aa83-4c25-b4be-aba9006bc719200426083229015000.jpg
HASSELT - FH08;BL0006;5976945;Jef Koningslaan;48;;;216773;180385;SDU;;1;0;0;1;N;IRREG;1;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-00e2564e-1f64-4cf0-912a-aba9007a4626;;https://web.appeee.nl/Files/FormEntry/55607-00e2564e-1f64-4cf0-912a-aba9007a4626200426092511857507.jpg
HASSELT - FH08;BL0015;2408153;Djef Antenstraat;16;;;217001,537;180061,123;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-906286ea-2f0d-4808-8205-aba9008475de;;https://web.appeee.nl/Files/FormEntry/55607-906286ea-2f0d-4808-8205-aba9008475de200426100221922000.jpg
HASSELT - FH08;BL0009;2419056;Jasmijnstraat;53;;;216919,159;180346,887;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-57b01f0b-94bd-4cce-a0b6-aba900ed0081;;https://web.appeee.nl/Files/FormEntry/55607-57b01f0b-94bd-4cce-a0b6-aba900ed0081200426162303970000.jpg
HASSELT - FH08;BL0015;3937651;Djef Swennenstraat;19;;;216883,415;180045,442;MDU;;5;0;0;5;N;IRREG;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-00f9969d-4032-4c6f-aff8-aba9007efcc4;;https://web.appeee.nl/Files/FormEntry/55607-00f9969d-4032-4c6f-aff8-aba9007efcc4200426094230385000.jpg
HASSELT - FH08;BL0003;5412004;Sint-Kristoffelstraat;22;;;216642,885;180446,602;SDU;;1;0;0;1;N;IRREG;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-83235f61-9509-49ae-990e-abab0088c957;;https://web.appeee.nl/Files/FormEntry/55607-83235f61-9509-49ae-990e-abab0088c957200428101821180000.jpg
HASSELT - FH08;BL0013;5988456;Kapellekensbampdstraat;3;;;216789;180230;SDU;;1;0;0;1;N;IRREG;1;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-328494ce-33ed-4d3e-b0af-aba900bedb8f;;https://web.appeee.nl/Files/FormEntry/55607-328494ce-33ed-4d3e-b0af-aba900bedb8f200426133506542000.jpg
HASSELT - FH08;BL0012;2408154;Djef Antenstraat;19;;;216967,574;180106,206;SDU;;1;0;0;1;N;ORN;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-5fc0d3b7-a448-46da-a610-aba900a52fd7;;https://web.appeee.nl/Files/FormEntry/55607-5fc0d3b7-a448-46da-a610-aba900a52fd7200426120126166884.jpg
