Projectnummer;Opdrachtnummer;Straat;Huisnummer;Huisnummer Toevoeging;NR LU;NR BU;NR SU;UNITS TOTAL;Buildingtype;Quadrant;Wall Mount;SS Reason;Number Floors;Height Cable;Perceel eigenschap;Crab Comment;Building exists;Building comment;Opdrachttemplate;BG Name;xPos;yPos
EVERE - FH04;1621431;Lindestraat - Rue du Tilleul;125;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151740,914;173775,688
EVERE - FH04;1622504;H. Van Hammestraat - Rue H. Van Hamme;98;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152033,878;174000,73
EVERE - FH04;1623108;Arnold Sohiestraat - Rue Arnold Sohie;6;;1;0;1;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152351,697;174150,322
EVERE - FH04;1623480;Vliegpleinstraat -Rue Plaine d Aviation;26;;3;1;0;4;MDU;;Y;NA;4;5;;;Y;_;BUILDING template;;152440,209;174007,441
EVERE - FH04;1624228;Edward Dekosterstraat - Rue Edouard Dekoster;128;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152509,505;174390,765
EVERE - FH04;5583243;Jaak Ballingsstraat - Rue Jacques Ballings;62;;10;0;1;11;MDU;;N;IRREG;5;4;;;Y;_;BUILDING template;Jaak Ballingsstraat 62-64;152132,791;173823,732
EVERE - FH04;830305;Haachtsesteenweg - Chaussee de Haecht;1157;;3;1;0;4;MDU;;Y;NA;4;5;;;Y;_;BUILDING template;;152851,542;174158,019
EVERE - FH04;1620635;Haachtsesteenweg - Chaussee de Haecht;871;;2;1;0;3;MDU;;Y;NA;3;4;;;Y;_;BUILDING template;;152030,894;173572,191
EVERE - FH04;1621432;Lindestraat - Rue du Tilleul;127;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;Hier is er twijfel wegens balkon;BUILDING template;;151743,661;173771,097
EVERE - FH04;4028904;H. Van Hammestraat - Rue H. Van Hamme;99;;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;;151949,891;174022,734
EVERE - FH04;1623109;Arnold Sohiestraat - Rue Arnold Sohie;7;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152338,108;174131,358
EVERE - FH04;1623481;Vliegpleinstraat -Rue Plaine d Aviation;27;;2;0;0;2;MDU;;Y;NA;3;4;;;Y;_;BUILDING template;;152451,221;174033,708
EVERE - FH04;1624229;Edward Dekosterstraat - Rue Edouard Dekoster;129;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152517,07;174499,508
EVERE - FH04;5583255;Goede Herderstraat - Rue du Bon Pasteur;30;;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;152281,846;174271,998
EVERE - FH04;830306;Haachtsesteenweg - Chaussee de Haecht;1147;;8;1;0;9;MDU;;Y;NA;4;7;;;Y;_;BUILDING template;;152834,95;174142,949
EVERE - FH04;1620636;Haachtsesteenweg - Chaussee de Haecht;873;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152035,266;173577,128
EVERE - FH04;1621433;Lindestraat - Rue du Tilleul;129;;2;0;0;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151745,643;173765,778
EVERE - FH04;1622505;H. Van Hammestraat - Rue H. Van Hamme;100;;1;0;0;1;SDU;;Y;NA;4;6;;;Y;Balkon hier is er twijfel.;BUILDING template;;152039,801;174000,964
EVERE - FH04;1623110;Arnold Sohiestraat - Rue Arnold Sohie;8;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152348,916;174155,739
EVERE - FH04;1623482;Vliegpleinstraat -Rue Plaine d Aviation;30;;3;0;0;3;MDU;;Y;NA;3;3;;;Y;_;BUILDING template;;152461,65;174009,365
EVERE - FH04;1624230;Edward Dekosterstraat - Rue Edouard Dekoster;130;;0;1;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152509,244;174395,376
EVERE - FH04;5583256;Goede Herderstraat - Rue du Bon Pasteur;53;;120;0;2;122;MDU;;N;IRREG;15;4;;;Y;_;BUILDING template;Goede Herderstraat 51-53;152270,785;174383,25
EVERE - FH04;830309;Rustplaatslaan - Avenue Champs de Repos;58;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152793,738;174309,505
EVERE - FH04;1620637;Haachtsesteenweg - Chaussee de Haecht;875;;1;1;1;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152042,197;173579,158
EVERE - FH04;1621434;Lindestraat - Rue du Tilleul;133;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151748,378;173755,423
EVERE - FH04;4119960;H. Van Hammestraat - Rue H. Van Hamme;102;;1;0;0;1;SDU;;Y;NA;4;7;;;Y;_;BUILDING template;;152044,976;174001,665
EVERE - FH04;1623111;Arnold Sohiestraat - Rue Arnold Sohie;9;;2;0;0;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152333,253;174135,49
EVERE - FH04;1623483;Vliegpleinstraat -Rue Plaine d Aviation;31;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152465,659;174031,496
EVERE - FH04;1624232;Edward Dekosterstraat - Rue Edouard Dekoster;135;;0;1;0;1;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;Edward Dekosterstraat 135-137;152526,511;174507,119
EVERE - FH04;5583257;Goede Herderstraat - Rue du Bon Pasteur;57;;63;0;2;65;MDU;;N;IRREG;15;4;;;Y;_;BUILDING template;Goede Herderstraat 55-57;152333,032;174397,665
EVERE - FH04;830310;Rustplaatslaan - Avenue Champs de Repos;30;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152737,552;174265,961
EVERE - FH04;1620639;Haachtsesteenweg - Chaussee de Haecht;879;;0;1;1;2;MDU;;Y;NA;2;5;;;Y;_;BUILDING template;Haachtsesteenweg 877-879;152046,291;173588,248
EVERE - FH04;1621435;Lindestraat - Rue du Tilleul;139;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151760,397;173723,394
EVERE - FH04;1622506;H. Van Hammestraat - Rue H. Van Hamme;104;;1;0;0;1;SDU;;Y;NA;4;7;;;Y;_;BUILDING template;;152049,861;174001,667
EVERE - FH04;1623112;Arnold Sohiestraat - Rue Arnold Sohie;10;;2;0;0;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;Arnold Sohiestraat 10-12;152345,02;174160,847
EVERE - FH04;1623484;Vliegpleinstraat -Rue Plaine d Aviation;32;;3;0;0;3;MDU;;Y;NA;4;5;;;Y;_;BUILDING template;;152470,634;174007,065
EVERE - FH04;1624236;Edward Dekosterstraat - Rue Edouard Dekoster;141;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152533,81;174518,038
EVERE - FH04;5583258;Goede Herderstraat - Rue du Bon Pasteur;64;;16;1;0;17;MDU;;N;IRREG;8;4;;;Y;_;BUILDING template;Goede Herderstraat 60-62-64;152402,789;174429,759
EVERE - FH04;830311;Rustplaatslaan - Avenue Champs de Repos;32;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152740,931;174269,162
EVERE - FH04;NB-11403795565;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;37;;2;0;0;2;MDU;;Y;NA;4;4;;;Y;_;BUILDING template;;152681;174519
EVERE - FH04;1620641;Haachtsesteenweg - Chaussee de Haecht;895;;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;152106,137;173609,252
EVERE - FH04;1621436;Lindestraat - Rue du Tilleul;143;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151765,343;173714,903
EVERE - FH04;1622507;H. Van Hammestraat - Rue H. Van Hamme;106;;1;0;0;1;SDU;;Y;NA;4;8;;;Y;_;BUILDING template;;152054,943;174001,688
EVERE - FH04;1623113;Arnold Sohiestraat - Rue Arnold Sohie;11;;0;0;1;1;MDU;;N;GLASS;3;4;;;Y;_;BUILDING template;Arnold Sohiestraat 11-13-15;152327,86;174140,494
EVERE - FH04;1623485;Vliegpleinstraat -Rue Plaine d Aviation;36;;3;0;0;3;MDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;152485,221;174005,696
EVERE - FH04;1624237;Edward Dekosterstraat - Rue Edouard Dekoster;144;;1;0;0;1;SDU;;Y;NA;6;6;;;Y;_;BUILDING template;;152529,588;174476,178
EVERE - FH04;5825585;P. Van Obberghenstraat - Rue P. Van Obberghen;22;A;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151933,291;173871,563
EVERE - FH04;830312;Winkelhaakstraat - Rue de l Equerre;41;;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;152830,082;174268,728
EVERE - FH04;1620642;Haachtsesteenweg - Chaussee de Haecht;899;;2;0;0;2;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;Haachtsesteenweg 899-901;152116,167;173615,003
EVERE - FH04;1621437;Lindestraat - Rue du Tilleul;145;;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;151766,939;173709,053
EVERE - FH04;1622508;H. Van Hammestraat - Rue H. Van Hamme;107;;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;151979,368;174019,734
EVERE - FH04;1623115;Arnold Sohiestraat - Rue Arnold Sohie;12;;3;1;1;5;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;Arnold Sohiestraat 10-12;152333,483;174172,787
EVERE - FH04;1623486;Vliegpleinstraat -Rue Plaine d Aviation;38;;1;0;0;1;SDU;;N;IRREG;4;4;;;Y;_;BUILDING template;;152491,563;174005,107
EVERE - FH04;1624238;Edward Dekosterstraat - Rue Edouard Dekoster;146;;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;;152541,731;174479,177
EVERE - FH04;827156;Frans Verdonckstraat - Rue Frans Verdonck;35;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151736,28;174068,969
EVERE - FH04;830313;Winkelhaakstraat - Rue de l Equerre;34;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152837,378;174250,69
EVERE - FH04;1620644;Haachtsesteenweg - Chaussee de Haecht;903;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152121,21;173618,761
EVERE - FH04;1621438;Lindestraat - Rue du Tilleul;147;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151769,236;173702,581
EVERE - FH04;1622509;H. Van Hammestraat - Rue H. Van Hamme;108;;1;0;0;1;SDU;;Y;NA;4;7;;;Y;_;BUILDING template;;152060,061;174001,664
EVERE - FH04;1623116;Arnold Sohiestraat - Rue Arnold Sohie;14;;1;0;0;1;SDU;;Y;NA;2;5;;;Y;_;BUILDING template;;152338,164;174167,237
EVERE - FH04;1623487;Vliegpleinstraat -Rue Plaine d Aviation;44;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152507,256;174004,625
EVERE - FH04;1624239;Edward Dekosterstraat - Rue Edouard Dekoster;156;;1;0;1;2;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152545,565;174497,619
EVERE - FH04;827157;Frans Verdonckstraat - Rue Frans Verdonck;15;;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;151716,363;174033,357
EVERE - FH04;830314;Winkelhaakstraat - Rue de l Equerre;43;;3;0;0;3;MDU;;Y;NA;4;2;;;Y;_;BUILDING template;;152836,398;174275,229
EVERE - FH04;1620645;Haachtsesteenweg - Chaussee de Haecht;905;;3;0;0;3;MDU;;Y;NA;4;5;;;Y;_;BUILDING template;;152126,705;173621,479
EVERE - FH04;1621439;Lindestraat - Rue du Tilleul;153;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151773,626;173686,936
EVERE - FH04;1622510;H. Van Hammestraat - Rue H. Van Hamme;109;;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;151983,648;174019,877
EVERE - FH04;1623117;Arnold Sohiestraat - Rue Arnold Sohie;17;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152317,99;174151,739
EVERE - FH04;1623489;Vliegpleinstraat -Rue Plaine d Aviation;46;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152513,409;174004,705
EVERE - FH04;1624240;Edward Dekosterstraat - Rue Edouard Dekoster;157;;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;152558,253;174552,123
EVERE - FH04;827158;Frans Verdonckstraat - Rue Frans Verdonck;10;;50;0;2;52;MDU;;N;IRREG;11;4;;;Y;_;BUILDING template;Frans Verdonckstraat 10-12;151796,146;174097,014
EVERE - FH04;830315;Winkelhaakstraat - Rue de l Equerre;20;;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;152799,151;174225,745
EVERE - FH04;1620646;Haachtsesteenweg - Chaussee de Haecht;907;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152130,836;173625,935
EVERE - FH04;1621440;Lindestraat - Rue du Tilleul;155;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151775,898;173682,429
EVERE - FH04;828280;H. Van Hammestraat - Rue H. Van Hamme;110;;2;0;0;2;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152064,245;174001,741
EVERE - FH04;1623118;Arnold Sohiestraat - Rue Arnold Sohie;19;;1;0;1;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152315,723;174157,375
EVERE - FH04;1623490;Vliegpleinstraat -Rue Plaine d Aviation;47;;3;0;0;3;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152530,735;174027,616
EVERE - FH04;1624242;Edward Dekosterstraat - Rue Edouard Dekoster;161;;1;0;0;1;SDU;;Y;NA;2;5;;;Y;_;BUILDING template;;152567,635;174562,91
EVERE - FH04;1621276;Picardiestraat - Rue Picardie;96;;0;1;0;1;MDU;;N;IRREG;11;4;;;Y;_;BUILDING template;Picardiestraat 92-94-96-98-100;151850,496;174171,054
EVERE - FH04;830387;Parijsstraat - Rue de Paris;111;;0;1;0;1;SDU;;Y;NA;2;5;;;Y;_;BUILDING template;;152442,82;173865,899
EVERE - FH04;1109246;Haachtsesteenweg - Chaussee de Haecht;1101;;1;0;0;1;SDU;;Y;NA;2;7;;;Y;_;BUILDING template;;152716;174055
EVERE - FH04;1620647;Haachtsesteenweg - Chaussee de Haecht;909;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152135,248;173629,614
EVERE - FH04;1621441;Lindestraat - Rue du Tilleul;157;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151778,072;173678,368
EVERE - FH04;1622511;H. Van Hammestraat - Rue H. Van Hamme;111;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151988,023;174020,349
EVERE - FH04;1623119;Arnold Sohiestraat - Rue Arnold Sohie;21;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152311,668;174161,245
EVERE - FH04;1623491;Vliegpleinstraat -Rue Plaine d Aviation;48;;4;0;0;4;MDU;;Y;NA;4;5;;;Y;_;BUILDING template;;152518,649;174003,061
EVERE - FH04;1624244;Edward Dekosterstraat - Rue Edouard Dekoster;165;;2;0;0;2;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;Edward Dekosterstraat 165-167;152574,912;174580,157
EVERE - FH04;827162;P. Aldersonstraat - Rue P. Alderson;13;;6;0;0;6;MDU;;Y;NA;4;5;;;Y;_;BUILDING template;;151694,509;174086,375
EVERE - FH04;830388;Parijsstraat - Rue de Paris;53;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152355,284;174018,139
EVERE - FH04;1109248;Haachtsesteenweg - Chaussee de Haecht;1115;;1;1;0;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152739;174073
EVERE - FH04;1620648;Haachtsesteenweg - Chaussee de Haecht;911;;2;0;0;2;MDU;;Y;NA;2;5;;;Y;_;BUILDING template;;152138,226;173634,889
EVERE - FH04;1621442;Lindestraat - Rue du Tilleul;161;;1;0;0;1;SDU;;N;ORN;3;4;;;Y;_;BUILDING template;;151781,963;173668,95
EVERE - FH04;1622512;H. Van Hammestraat - Rue H. Van Hamme;113;;3;0;0;3;MDU;;Y;NA;3;8;;;Y;_;BUILDING template;;151992,819;174020,92
EVERE - FH04;1623120;Arnold Sohiestraat - Rue Arnold Sohie;23;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152307,783;174165,077
EVERE - FH04;1623492;Vliegpleinstraat -Rue Plaine d Aviation;49;;3;0;0;3;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152537,402;174027,85
EVERE - FH04;1624245;Edward Dekosterstraat - Rue Edouard Dekoster;166;;6;0;0;6;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152567,48;174517,08
EVERE - FH04;827163;P. Aldersonstraat - Rue P. Alderson;19;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151717,489;174096,082
EVERE - FH04;830389;Parijsstraat - Rue de Paris;97;;0;0;0;0;SDU;;Y;NA;2;4;;;N;;BUILDING template;;152451,437;173926,056
EVERE - FH04;1109251;Vliegpleinstraat -Rue Plaine d Aviation;74;;1;0;0;1;SDU;;Y;NA;3;4;;;Y;_;BUILDING template;;152629;173998
EVERE - FH04;1620649;Haachtsesteenweg - Chaussee de Haecht;913;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152142,89;173638,234
EVERE - FH04;1621443;Lindestraat - Rue du Tilleul;163;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151781,167;173663,821
EVERE - FH04;1622513;H. Van Hammestraat - Rue H. Van Hamme;115;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151998,939;174021,06
EVERE - FH04;1623121;Arnold Sohiestraat - Rue Arnold Sohie;24;;0;0;0;0;SDU;;Y;NA;4;4;;;N;;BUILDING template;;152319,789;174190,615
EVERE - FH04;1623493;Vliegpleinstraat -Rue Plaine d Aviation;50;;1;0;0;1;SDU;;N;IRREG;1;4;;;Y;_;BUILDING template;;152528,762;174007,342
EVERE - FH04;1624247;Edward Dekosterstraat - Rue Edouard Dekoster;176;;3;0;0;3;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152591,334;174556,153
EVERE - FH04;827709;Lindestraat - Rue du Tilleul;65;;0;1;0;1;SDU;;N;MON;4;4;;;Y;_;BUILDING template;;151709,789;173944,312
EVERE - FH04;830391;Parijsstraat - Rue de Paris;85;;1;0;0;1;SDU;;Y;NA;3;9;;;Y;_;BUILDING template;;152420,295;173941,93
EVERE - FH04;1109252;Vliegpleinstraat -Rue Plaine d Aviation;64;;8;1;0;9;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152600;173999
EVERE - FH04;1620650;Haachtsesteenweg - Chaussee de Haecht;917;;1;0;1;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152150,445;173644,947
EVERE - FH04;1621444;Lindestraat - Rue du Tilleul;165;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151785,664;173661,446
EVERE - FH04;1622514;H. Van Hammestraat - Rue H. Van Hamme;117;;3;0;0;3;MDU;;Y;NA;4;7;;;Y;_;BUILDING template;;152003,922;174022,61
EVERE - FH04;1623122;Arnold Sohiestraat - Rue Arnold Sohie;33;;2;0;0;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152289,103;174196,511
EVERE - FH04;1623494;Vliegpleinstraat -Rue Plaine d Aviation;51;;1;0;0;1;SDU;;Y;NA;3;4;;;Y;_;BUILDING template;;152551,775;174027,976
EVERE - FH04;1624248;Edward Dekosterstraat - Rue Edouard Dekoster;178;;1;0;0;1;SDU;;Y;NA;2;8;;;Y;_;BUILDING template;;152591,019;174563,68
EVERE - FH04;827710;Lindestraat - Rue du Tilleul;31;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151649,105;174047,669
EVERE - FH04;830392;G. Van Leeuwlaan - Avenue Guillaume Van Leeuw;3;;1;1;1;3;MDU;;Y;NA;3;3;;;Y;_;BUILDING template;;152552,691;173933,772
EVERE - FH04;4119720;Picardiestraat - Rue Picardie;98;;0;1;0;1;MDU;;N;IRREG;11;4;;;Y;_;BUILDING template;Picardiestraat 92-94-96-98-100;151850,639;174188,999
EVERE - FH04;1620651;Haachtsesteenweg - Chaussee de Haecht;919;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152154,521;173648,146
EVERE - FH04;1621445;Lindestraat - Rue du Tilleul;167;;1;0;0;1;SDU;;Y;NA;3;3;;;Y;_;BUILDING template;;151784,713;173656,184
EVERE - FH04;1622515;H. Van Hammestraat - Rue H. Van Hamme;119;;1;0;0;1;SDU;;Y;NA;3;9;;;Y;_;BUILDING template;;152008,592;174024,795
EVERE - FH04;1623123;Arnold Sohiestraat - Rue Arnold Sohie;35;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152284,981;174203,137
EVERE - FH04;1623495;Vliegpleinstraat -Rue Plaine d Aviation;54;;4;0;0;4;MDU;;Y;NA;4;5;;;Y;_;BUILDING template;;152553,154;173999,691
EVERE - FH04;24788;W. Van Perckstraat - Rue Willebrord Van Perck;121;;0;0;0;0;SDU;;Y;NA;2;4;;;N;;BUILDING template;;151994,616;173552,944
EVERE - FH04;827711;Lindestraat - Rue du Tilleul;29;;0;1;0;1;SDU;;Y;NA;4;5;;;Y;_;BUILDING template;;151639,843;174065,16
EVERE - FH04;830393;G. Van Leeuwlaan - Avenue Guillaume Van Leeuw;27;;8;0;0;8;MDU;;Y;NA;4;5;;;Y;_;BUILDING template;;152575,264;173998,934
EVERE - FH04;1351267;Edward Stuckensstraat - Rue Edouard Stuckens;8;;6;0;0;6;MDU;;Y;NA;4;4;;;Y;_;BUILDING template;Edward Stuckensstraat 6-8-10;151738,299;173919,777
EVERE - FH04;NB-11408320962;Fr. Pepermansstraat;83;;1;0;0;1;MDU;;N;GLASS;2;0;;;Y;;BUILDING template;Fr. Pepermansstraat 83_Haachtsesteenweg 967;152273;173759
EVERE - FH04;1620652;Haachtsesteenweg - Chaussee de Haecht;921;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152158,179;173651,683
EVERE - FH04;1621446;Lindestraat - Rue du Tilleul;169;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151788,173;173649,192
EVERE - FH04;1622516;H. Van Hammestraat - Rue H. Van Hamme;121;;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;152012,627;174025,915
EVERE - FH04;1623124;Edward Stuckensstraat - Rue Edouard Stuckens;3;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;Hier is er twijfel wegens balkon;BUILDING template;;151723,916;173941,028
EVERE - FH04;1623496;Vliegpleinstraat -Rue Plaine d Aviation;55;;1;0;0;1;SDU;;Y;NA;4;6;;;Y;_;BUILDING template;;152562,554;174026,729
EVERE - FH04;24796;Arnold Sohiestraat - Rue Arnold Sohie;4;;1;0;0;1;SDU;;Y;NA;2;5;;;Y;_;BUILDING template;;152359,835;174149,615
EVERE - FH04;827712;Lindestraat - Rue du Tilleul;53;;6;2;0;8;MDU;;Y;NA;4;6;;;Y;_;BUILDING template;;151675,731;173983,191
EVERE - FH04;830395;Vliegpleinstraat -Rue Plaine d Aviation;4;;3;0;0;3;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152376,813;174017,699
EVERE - FH04;1361490;Vliegpleinstraat -Rue Plaine d Aviation;61;;3;0;0;3;MDU;;Y;NA;4;5;;;Y;_;BUILDING template;;152578;174024
EVERE - FH04;1620653;Haachtsesteenweg - Chaussee de Haecht;923;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152162,596;173654,143
EVERE - FH04;1621447;Lindestraat - Rue du Tilleul;175;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151792,629;173636,851
EVERE - FH04;829854;H. Van Hammestraat - Rue H. Van Hamme;123;;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;152017,484;174028,042
EVERE - FH04;1623125;Edward Stuckensstraat - Rue Edouard Stuckens;4;;6;0;0;6;MDU;;N;IRREG;5;4;;;Y;_;BUILDING template;;151726,754;173922,465
EVERE - FH04;1623497;Vliegpleinstraat -Rue Plaine d Aviation;56;;3;1;0;4;MDU;;Y;NA;4;5;;;Y;_;BUILDING template;;152559,129;173999,339
EVERE - FH04;24802;Edward Dekosterstraat - Rue Edouard Dekoster;172;;2;0;0;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152582,689;174539,12
EVERE - FH04;827714;Edward Stuckensstraat - Rue Edouard Stuckens;23;;3;0;1;4;MDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Edward Stuckensstraat 21-23;151781,587;173957,283
EVERE - FH04;830396;Vliegpleinstraat -Rue Plaine d Aviation;52;;1;0;0;1;SDU;;Y;NA;2;5;;;Y;_;BUILDING template;;152539,066;174007,391
EVERE - FH04;1370326;Lindestraat - Rue du Tilleul;73;;2;0;0;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151704,418;173906,568
EVERE - FH04;1620655;Haachtsesteenweg - Chaussee de Haecht;925;;2;0;0;2;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152166,582;173658,339
EVERE - FH04;1621448;Lindestraat - Rue du Tilleul;189;;0;1;0;1;SDU;;N;IRREG;4;4;Monument;;Y;_;BUILDING template;;151842,622;173642,134
EVERE - FH04;829853;H. Van Hammestraat - Rue H. Van Hamme;125;A;2;0;0;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152037,502;174028,607
EVERE - FH04;1623126;Edward Stuckensstraat - Rue Edouard Stuckens;6;;1;0;0;1;MDU;;Y;NA;4;4;;;Y;_;BUILDING template;Edward Stuckensstraat 6-8-10;151737,582;173923,979
EVERE - FH04;1623499;Vliegpleinstraat -Rue Plaine d Aviation;58;;4;0;0;4;MDU;;Y;NA;4;5;;;Y;_;BUILDING template;;152565,05;173998,072
EVERE - FH04;24804;Herlevingslaan - Avenue du Renouveau;34;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;Hier twijfel wegens voortuin;BUILDING template;;152560,12;174142,63
EVERE - FH04;827715;Edward Stuckensstraat - Rue Edouard Stuckens;57;;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;151896,014;173948,394
EVERE - FH04;830397;Vliegpleinstraat -Rue Plaine d Aviation;52;A;4;0;0;4;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152547,792;174000,19
EVERE - FH04;15006;L. Van Boeckelstraat - Rue L. Van Boeckel;1;;4;0;0;4;MDU;;Y;NA;3;3;;;Y;_;BUILDING template;;152181;173922
EVERE - FH04;1620657;Haachtsesteenweg - Chaussee de Haecht;927;;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;152171,548;173663,91
EVERE - FH04;1621452;Lindestraat - Rue du Tilleul;203;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151815,221;173571,759
EVERE - FH04;1622518;H. Van Hammestraat - Rue H. Van Hamme;127;;2;0;0;2;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152045,848;174023,312
