Projectnummer;Opdrachtnummer;Straat;Huisnummer;Huisnummer Toevoeging;NR LU;NR BU;NR SU;UNITS TOTAL;Buildingtype;Quadrant;Wall Mount;SS Reason;Number Floors;Height Cable;Perceel eigenschap;Crab Comment;Building exists;Building comment;Opdrachttemplate;BG Name;xPos;yPos
EVERE - FH04;1624023;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;29;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152662,134;174544,301
EVERE - FH04;4117036;H. Van Neromstraat - Rue H. Van Nerom;77;;0;0;0;0;SDU;;Y;NA;4;4;;;N;;BUILDING template;;151975,439;173836,532
EVERE - FH04;829493;Haachtsesteenweg - Chaussee de Haecht;891;;6;1;0;7;MDU;;N;ORN;4;4;;;Y;_;BUILDING template;;152095,319;173604,772
EVERE - FH04;5708809;Sint-Vincentiusplaats - Place Saint-Vincent;5;;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;152430,498;174621,925
EVERE - FH04;1464458;W. Van Perckstraat - Rue Willebrord Van Perck;66;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151878,015;173717,895
EVERE - FH04;4113254;Wipstraat - Rue de la Perche;11;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152504,746;174681,547
EVERE - FH04;1622296;H. Van Neromstraat - Rue H. Van Nerom;41;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152055,414;173857,876
EVERE - FH04;1622731;Frans Pepermansstraat - Rue Frans Pepermans;69;;5;0;1;6;MDU;;N;IRREG;4;4;;;Y;_;BUILDING template;;152236,891;173813,93
EVERE - FH04;1623361;Sint-Vincentiusstraat - Rue Saint-Vincent;46;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152541,878;174376,501
EVERE - FH04;1624024;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;30;;1;0;0;1;SDU;;Y;NA;3;7;;;Y;_;BUILDING template;;152631,913;174545,062
EVERE - FH04;4117087;P. Aldersonstraat - Rue P. Alderson;9;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151666,858;174075,519
EVERE - FH04;829494;Jaak Ballingsstraat - Rue Jacques Ballings;2;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152046,913;173713,148
EVERE - FH04;5708810;Sint-Vincentiusplaats - Place Saint-Vincent;17;;8;0;0;8;MDU;;N;IRREG;5;4;;;Y;_;BUILDING template;;152455,441;174564,707
EVERE - FH04;1466346;P. Hauwaertssquare - Square Pierre Hauwaerts;52;;11;0;1;12;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;;152329,101;173929,291
EVERE - FH04;1621231;Wipstraat - Rue de la Perche;13;;1;0;0;1;SDU;;Y;NA;2;5;;;Y;_;BUILDING template;;152498,639;174686,466
EVERE - FH04;1622297;H. Van Neromstraat - Rue H. Van Nerom;42;;1;0;0;1;SDU;;Y;NA;2;6;;;Y;_;BUILDING template;;152052,129;173883,331
EVERE - FH04;1622732;Frans Pepermansstraat - Rue Frans Pepermans;70;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152220,608;173791,445
EVERE - FH04;1623362;Sint-Vincentiusstraat - Rue Saint-Vincent;48;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152544,643;174372,111
EVERE - FH04;1624025;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;31;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152667,115;174539,342
EVERE - FH04;4117088;J. F. De Craenstraat - Rue J. F. De Craen;20;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151672,753;174137,457
EVERE - FH04;829495;Jaak Ballingsstraat - Rue Jacques Ballings;32;;1;0;1;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152136,03;173735,206
EVERE - FH04;5781560;Haachtsesteenweg - Chaussee de Haecht;1137;;12;0;1;13;MDU;;N;ORN;4;4;;;Y;_;BUILDING template;;152790;174111
EVERE - FH04;1467059;P. Van Obberghenstraat - Rue P. Van Obberghen;43;;0;1;0;1;MDU;;Y;NA;5;5;;;Y;_;BUILDING template;P. Van Obberghenstraat 43-45;152008,58;173774,366
EVERE - FH04;1621246;Picardiestraat - Rue Picardie;23;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151670,091;174196,323
EVERE - FH04;1622298;H. Van Neromstraat - Rue H. Van Nerom;44;;1;0;1;2;MDU;;Y;NA;3;3;;;Y;_;BUILDING template;;152047,626;173880,538
EVERE - FH04;1622733;Frans Pepermansstraat - Rue Frans Pepermans;71;;0;0;0;0;SDU;;Y;NA;2;4;;;N;;BUILDING template;;152238,123;173807,228
EVERE - FH04;1623363;Sint-Vincentiusstraat - Rue Saint-Vincent;49;;1;0;0;1;SDU;;Y;NA;3;3;;;Y;_;BUILDING template;;152592,689;174349,225
EVERE - FH04;1624026;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;32;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152635,411;174539,184
EVERE - FH04;4117174;Parijsstraat - Rue de Paris;103;;2;0;0;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152436,653;173883,832
EVERE - FH04;829496;Jaak Ballingsstraat - Rue Jacques Ballings;46;;1;1;0;2;MDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;152159,149;173789,837
EVERE - FH04;5784719;Sint-Vincentiusplaats - Place Saint-Vincent;7;;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;152429,513;174614,41
EVERE - FH04;1472720;Frans Leonstraat - Rue Frans Leon;17;;1;0;0;1;SDU;;Y;NA;4;7;;;Y;_;BUILDING template;;152374,253;174223,812
EVERE - FH04;828349;Picardiestraat - Rue Picardie;24;;1;0;0;1;SDU;;Y;NA;2;5;;;Y;_;BUILDING template;;151685,562;174176,187
EVERE - FH04;1622299;H. Van Neromstraat - Rue H. Van Nerom;45;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152046,765;173856,068
EVERE - FH04;1622734;Frans Pepermansstraat - Rue Frans Pepermans;73;;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;152242,043;173801,731
EVERE - FH04;1623365;Sint-Vincentiusstraat - Rue Saint-Vincent;58;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152557,221;174354,552
EVERE - FH04;1624027;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;33;;1;0;1;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152670,002;174532,332
EVERE - FH04;4117199;Marnestraat - Rue de la Marne;87;;0;0;0;0;SDU;;Y;NA;2;4;;;N;;BUILDING template;;152153,518;174203,701
EVERE - FH04;829497;Jaak Ballingsstraat - Rue Jacques Ballings;52;;7;0;1;8;MDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;152148,551;173810,169
EVERE - FH04;5789385;Edward Dekosterstraat - Rue Edouard Dekoster;39;B;0;1;0;1;SDU;;N;IRREG;1;4;;;Y;_;BUILDING template;;152413;174185
EVERE - FH04;1473684;Jaak Ballingsstraat - Rue Jacques Ballings;7;;2;0;0;2;MDU;;Y;NA;3;3;;;Y;_;BUILDING template;;152049,963;173745,111
EVERE - FH04;1621247;Picardiestraat - Rue Picardie;25;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151675,853;174197,819
EVERE - FH04;1622300;H. Van Neromstraat - Rue H. Van Nerom;47;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152042,499;173854,327
EVERE - FH04;1622735;Frans Pepermansstraat - Rue Frans Pepermans;76;;1;0;0;1;SDU;;Y;NA;3;4;;;Y;_;BUILDING template;;152228,862;173772,632
EVERE - FH04;1623366;Sint-Vincentiusstraat - Rue Saint-Vincent;60;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152560,04;174351,723
EVERE - FH04;1624028;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;34;;1;0;1;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152639,469;174534,003
EVERE - FH04;4117210;Edward Dekosterstraat - Rue Edouard Dekoster;139;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152532,271;174512,124
EVERE - FH04;829498;Jaak Ballingsstraat - Rue Jacques Ballings;31;;6;0;0;6;MDU;;Y;NA;3;9;;;Y;_;BUILDING template;;152123,032;173759,506
EVERE - FH04;5857256;Sint-Vincentiusplaats - Place Saint-Vincent;13;;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;152432,424;174583,156
EVERE - FH04;4110769;H. Van Hammestraat - Rue H. Van Hamme;76;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151971,978;173995,051
EVERE - FH04;828350;Picardiestraat - Rue Picardie;26;;0;1;0;1;SDU;;N;IRREG;1;4;;;Y;_;BUILDING template;;151693,406;174175,247
EVERE - FH04;1622301;H. Van Neromstraat - Rue H. Van Nerom;48;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152037,096;173879,56
EVERE - FH04;1622736;Frans Pepermansstraat - Rue Frans Pepermans;78;;4;0;0;4;MDU;;Y;NA;4;8;;;Y;Hier is er twojfel wegens ORN;BUILDING template;;152231,233;173768,556
EVERE - FH04;1623367;Sint-Vincentiusstraat - Rue Saint-Vincent;62;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152563,059;174349,019
EVERE - FH04;1624029;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;35;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152677,398;174524,726
EVERE - FH04;1621364;Stroobantsstraat - Rue Stroobants;19;;1;0;0;1;SDU;;Y;NA;3;7;;;Y;_;BUILDING template;;151563,387;174274,218
EVERE - FH04;829499;Jaak Ballingsstraat - Rue Jacques Ballings;29;;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;152116,247;173753,951
EVERE - FH04;5917583;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;84;;4;0;0;4;MDU;;N;IRREG;4;4;;;Y;_;BUILDING template;;152640;174704
EVERE - FH04;1478798;G. Van Leeuwlaan - Avenue Guillaume Van Leeuw;45;;1;0;0;1;SDU;;Y;NA;2;6;;;Y;_;BUILDING template;;152598,258;174073,258
EVERE - FH04;1621248;Picardiestraat - Rue Picardie;27;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151680,499;174200,737
EVERE - FH04;1622302;H. Van Neromstraat - Rue H. Van Nerom;48;B;1;0;1;2;MDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;152031,996;173878,693
EVERE - FH04;1622737;Frans Pepermansstraat - Rue Frans Pepermans;80;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152233,657;173763,731
EVERE - FH04;1623368;Sint-Vincentiusstraat - Rue Saint-Vincent;64;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152564,463;174345,056
EVERE - FH04;1624030;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;36;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152643,575;174528,858
EVERE - FH04;4117623;Haachtsesteenweg - Chaussee de Haecht;893;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152102,311;173604,852
EVERE - FH04;829500;Jaak Ballingsstraat - Rue Jacques Ballings;1;;4;0;2;6;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152038,022;173732,914
EVERE - FH04;6043807;L. Van Boeckelstraat - Rue L. Van Boeckel;29;;3;0;0;3;MDU;;N;ORN;4;4;;;Y;_;BUILDING template;;152248;173974
EVERE - FH04;1480518;G. Van Leeuwlaan - Avenue Guillaume Van Leeuw;84;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152654,654;174159,033
EVERE - FH04;1621249;Picardiestraat - Rue Picardie;28;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151703,342;174183,203
EVERE - FH04;1622303;H. Van Neromstraat - Rue H. Van Nerom;50;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152027,34;173875,898
EVERE - FH04;1622738;Frans Pepermansstraat - Rue Frans Pepermans;82;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152237,208;173758,639
EVERE - FH04;1623369;Sint-Vincentiusstraat - Rue Saint-Vincent;66;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152565,521;174341,136
EVERE - FH04;1624031;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;38;;0;1;1;2;MDU;;N;IRREG;1;4;;;Y;_;BUILDING template;;152628,739;174516,948
EVERE - FH04;4117635;G. Van Leeuwlaan - Avenue Guillaume Van Leeuw;42;;2;0;0;2;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152630,752;174079,797
EVERE - FH04;829501;Jaak Ballingsstraat - Rue Jacques Ballings;45;A;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152103,212;173794,484
EVERE - FH04;6066715;Sint-Vincentiusplaats - Place Saint-Vincent;15;;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;152438,835;174575,039
EVERE - FH04;1622491;H. Van Hammestraat - Rue H. Van Hamme;78;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151978,578;173996,533
EVERE - FH04;1621250;Picardiestraat - Rue Picardie;29;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151685,308;174203,17
EVERE - FH04;1622304;H. Van Neromstraat - Rue H. Van Nerom;51;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152033,683;173851,855
EVERE - FH04;1622739;Frans Pepermansstraat - Rue Frans Pepermans;86;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152243,962;173749,42
EVERE - FH04;1623370;Sint-Vincentiusstraat - Rue Saint-Vincent;70;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152570,138;174334,348
EVERE - FH04;1624032;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;40;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152653,285;174517,865
EVERE - FH04;4117855;Frans Pepermansstraat - Rue Frans Pepermans;75;;3;0;0;3;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152242,924;173797,216
EVERE - FH04;829502;Jaak Ballingsstraat - Rue Jacques Ballings;64;;20;0;1;21;MDU;;N;IRREG;5;4;;;Y;_;BUILDING template;Jaak Ballingsstraat 62-64;152121,016;173818,155
EVERE - FH04;6389910;Haachtsesteenweg - Chaussee de Haecht;1029;;0;0;0;0;SDU;;Y;NA;2;4;;;N;;BUILDING template;;152421;173830
EVERE - FH04;1487099;Winkelhaakstraat - Rue de l Equerre;23;;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;152775,58;174215,973
EVERE - FH04;831991;Picardiestraat - Rue Picardie;30;;1;0;0;1;SDU;;Y;NA;2;5;;;Y;_;BUILDING template;;151708,742;174187,212
EVERE - FH04;1622305;H. Van Neromstraat - Rue H. Van Nerom;52;;1;0;1;2;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152021,972;173876,074
EVERE - FH04;1622740;Frans Pepermansstraat - Rue Frans Pepermans;88;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152245,62;173745,607
EVERE - FH04;1623371;Sint-Vincentiusstraat - Rue Saint-Vincent;72;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152574,669;174332,548
EVERE - FH04;1624033;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;41;;1;0;0;1;SDU;;Y;NA;3;3;;;Y;_;BUILDING template;;152691,301;174507,427
EVERE - FH04;4118199;Edward Stuckensstraat - Rue Edouard Stuckens;82;;0;0;0;0;SDU;;Y;NA;4;4;;;N;;BUILDING template;;151958,086;173927,83
EVERE - FH04;829503;Jaak Ballingsstraat - Rue Jacques Ballings;51;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152094,74;173792,793
EVERE - FH04;6398062;Vliegpleinstraat -Rue Plaine d Aviation;41;;0;0;0;0;SDU;;Y;NA;2;4;;;N;;BUILDING template;;152510;174029
EVERE - FH04;1621251;Picardiestraat - Rue Picardie;31;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151690,011;174206,089
EVERE - FH04;4114904;Picardiestraat - Rue Picardie;33;A;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151698;174208
EVERE - FH04;1622306;H. Van Neromstraat - Rue H. Van Nerom;53;;1;0;0;1;SDU;;Y;NA;4;7;;;Y;_;BUILDING template;;152029,455;173851,909
EVERE - FH04;1622813;W. Van Perckstraat - Rue Willebrord Van Perck;1;;0;0;0;0;SDU;;Y;NA;4;4;;;N;;BUILDING template;;151809,698;173923,37
EVERE - FH04;1623372;Sint-Vincentiusstraat - Rue Saint-Vincent;74;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152576,485;174328,958
EVERE - FH04;1624034;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;43;;1;0;0;1;SDU;;Y;NA;3;3;;;Y;_;BUILDING template;;152695,501;174503,083
EVERE - FH04;4118326;Lindestraat - Rue du Tilleul;187;;1;1;0;2;MDU;;N;MON;4;4;Monument;;Y;_;BUILDING template;;151811,932;173622,23
EVERE - FH04;829504;Jaak Ballingsstraat - Rue Jacques Ballings;75;;1;0;0;1;SDU;;Y;NA;3;7;;;Y;_;BUILDING template;;152023,076;173774,846
EVERE - FH04;6524652;Edward Stuckensstraat - Rue Edouard Stuckens;158;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152195;174028
EVERE - FH04;14992;H. Van Neromstraat - Rue H. Van Nerom;66;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151977,084;173861,294
EVERE - FH04;1621252;Picardiestraat - Rue Picardie;33;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151694,252;174209,109
EVERE - FH04;1622307;H. Van Neromstraat - Rue H. Van Nerom;55;;1;0;0;1;SDU;;Y;NA;4;7;;;Y;_;BUILDING template;;152024,984;173849,855
EVERE - FH04;1622816;W. Van Perckstraat - Rue Willebrord Van Perck;4;;1;0;0;1;SDU;;Y;NA;2;5;;;Y;_;BUILDING template;;151788,999;173915,266
EVERE - FH04;1623374;Sint-Vincentiusstraat - Rue Saint-Vincent;79;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152689,086;174217,978
EVERE - FH04;1624035;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;43;A;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152699,256;174497,925
EVERE - FH04;4118327;Lindestraat - Rue du Tilleul;183;;1;0;0;1;SDU;;N;MON;3;4;Monument;;Y;_;BUILDING template;;151802,672;173616,291
EVERE - FH04;829505;Jaak Ballingsstraat - Rue Jacques Ballings;68;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152096,237;173816,238
EVERE - FH04;6524658;Carlistraat - Rue Carli;19;;0;0;1;1;MDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Carlistraat 17-19;151607,575;174459,366
EVERE - FH04;1621253;Picardiestraat - Rue Picardie;36;;1;0;0;1;SDU;;Y;NA;2;4;;;Y;_;BUILDING template;;151754,314;174192,916
EVERE - FH04;1621254;Picardiestraat - Rue Picardie;38;;1;0;0;1;SDU;;Y;NA;2;4;;;Y;_;BUILDING template;;151754,324;174185,421
EVERE - FH04;1622308;H. Van Neromstraat - Rue H. Van Nerom;56;;1;0;1;2;MDU;;Y;NA;2;6;;;Y;Nieuwe gevel kan niet zien of er nog plek is in wachtbuis desnoods onder dakgoot?;BUILDING template;;152009,4;173871,688
EVERE - FH04;1622817;W. Van Perckstraat - Rue Willebrord Van Perck;4;A;1;0;1;2;MDU;;Y;NA;2;8;;;Y;_;BUILDING template;;151790,618;173909,327
EVERE - FH04;1623375;Sint-Vincentiusstraat - Rue Saint-Vincent;81;;1;0;0;1;SDU;;N;GLASS;3;4;;;Y;_;BUILDING template;;152690,682;174207,438
EVERE - FH04;1624036;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;43;B;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152700,444;174490,895
EVERE - FH04;4118328;Lindestraat - Rue du Tilleul;185;;1;0;0;1;SDU;;N;MON;2;4;Monument;;Y;_;BUILDING template;;151806,097;173620,706
EVERE - FH04;829506;Jaak Ballingsstraat - Rue Jacques Ballings;66;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152101,642;173819,376
EVERE - FH04;6524662;Doolegtstraat - Rue du Doolegt;4;;50;0;3;53;MDU;;N;IRREG;11;4;;;Y;_;BUILDING template;Doolegstraat 2-4;151932;174215
EVERE - FH04;15004;Sint-Vincentiusstraat - Rue Saint-Vincent;2;;5;0;0;5;MDU;;Y;NA;3;2;;;Y;_;BUILDING template;;152439,308;174505,262
EVERE - FH04;1621255;Picardiestraat - Rue Picardie;40;;1;0;0;1;SDU;;Y;NA;2;4;;;Y;_;BUILDING template;;151754,334;174177,594
EVERE - FH04;1622309;H. Van Neromstraat - Rue H. Van Nerom;57;;1;0;0;1;SDU;;Y;NA;4;7;;;Y;_;BUILDING template;;152020,845;173847,505
EVERE - FH04;1622818;W. Van Perckstraat - Rue Willebrord Van Perck;6;;1;1;0;2;MDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;151792,465;173904,126
EVERE - FH04;1623376;Sint-Vincentiusstraat - Rue Saint-Vincent;83;;3;0;0;3;MDU;;Y;NA;3;7;;;Y;_;BUILDING template;;152696,46;174198,823
EVERE - FH04;1624037;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;44;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152663,56;174504,37
EVERE - FH04;4118329;Lindestraat - Rue du Tilleul;181;;1;0;0;1;SDU;;N;MON;3;4;Monument;;Y;_;BUILDING template;;151796,647;173614,86
EVERE - FH04;829507;Jaak Ballingsstraat - Rue Jacques Ballings;98;;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;152008,903;173793,349
EVERE - FH04;6524663;Sint-Vincentiusstraat - Rue Saint-Vincent;28;;0;0;1;1;MDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Edward Dekosterstraat 134-136_Sint-Vincentiusstraat 28-30;152517,397;174416,313
EVERE - FH04;1502024;P. Hauwaertssquare - Square Pierre Hauwaerts;17;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152285,711;173835,47
EVERE - FH04;4073213;Picardiestraat - Rue Picardie;42;;1;0;0;1;SDU;;Y;NA;2;4;;;Y;_;BUILDING template;;151754,344;174169,736
EVERE - FH04;1622310;H. Van Neromstraat - Rue H. Van Nerom;58;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151998,435;173869,851
EVERE - FH04;1622819;W. Van Perckstraat - Rue Willebrord Van Perck;8;;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;151793,161;173887,971
EVERE - FH04;1623377;Sint-Vincentiusstraat - Rue Saint-Vincent;85;;1;0;0;1;SDU;;Y;NA;3;7;;;Y;Twijfel wegens natuursteen;BUILDING template;;152699,788;174192,602
EVERE - FH04;1624038;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;45;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152705,518;174486,721
EVERE - FH04;4119666;Haachtsesteenweg - Chaussee de Haecht;869;;2;1;0;3;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152025,434;173566,42
EVERE - FH04;829508;Jaak Ballingsstraat - Rue Jacques Ballings;48;;7;0;1;8;MDU;;N;IRREG;4;4;;;Y;_;BUILDING template;;152154,098;173798,57
EVERE - FH04;6524668;J. F. De Craenstraat - Rue J. F. De Craen;30;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151658;174168
EVERE - FH04;1505174;G. Van Leeuwlaan - Avenue Guillaume Van Leeuw;80;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152650,874;174145,601
EVERE - FH04;830250;Picardiestraat - Rue Picardie;43;;0;6;2;8;MDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;151757,395;174250,303
EVERE - FH04;1622311;H. Van Neromstraat - Rue H. Van Nerom;59;;1;0;0;1;SDU;;Y;NA;4;7;;;Y;_;BUILDING template;;152016,311;173847,356
EVERE - FH04;1622820;W. Van Perckstraat - Rue Willebrord Van Perck;9;;0;1;0;1;SDU;;Y;NA;1;6;;;Y;_;BUILDING template;;151816,314;173903,631
EVERE - FH04;1623378;Sint-Vincentiusstraat - Rue Saint-Vincent;87;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152703,624;174187,634
EVERE - FH04;1624040;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;46;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152667,388;174498,61
EVERE - FH04;4119670;P. Mattheussensstraat - Rue Pierre Mattheussens;5;;0;1;0;1;SDU;;Y;NA;1;5;;;Y;_;BUILDING template;;151766,669;173762,079
EVERE - FH04;829688;Walkiersstraat - Rue Walkiers;44;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151512,344;174302,153
EVERE - FH04;6525142;Carlistraat - Rue Carli;7;;0;0;1;1;MDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Carlistraat 5-7;151622,445;174420,563
EVERE - FH04;1506816;Lindestraat - Rue du Tilleul;131;;1;0;0;1;SDU;;Y;NA;2;5;;;Y;_;BUILDING template;;151746,626;173760,098
EVERE - FH04;1621256;Picardiestraat - Rue Picardie;44;;1;0;0;1;SDU;;Y;NA;2;4;;;Y;_;BUILDING template;;151754,354;174161,852
EVERE - FH04;1622312;H. Van Neromstraat - Rue H. Van Nerom;60;;2;0;0;2;MDU;;Y;NA;3;3;;;Y;_;BUILDING template;;151992,863;173867,095
EVERE - FH04;1622821;W. Van Perckstraat - Rue Willebrord Van Perck;10;;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;151796,611;173882,167
EVERE - FH04;1623379;Sint-Vincentiusstraat - Rue Saint-Vincent;89;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152706,144;174182,648
EVERE - FH04;1624041;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;47;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152711,083;174481,324
EVERE - FH04;4119671;Edward Stuckensstraat - Rue Edouard Stuckens;12;;1;0;0;1;MDU;;Y;NA;4;4;;;Y;_;BUILDING template;Edward Stuckensstraat 12-14-16;151746,609;173925,688
EVERE - FH04;828337;Stroobantsstraat - Rue Stroobants;2;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151547,65;174237,968
