Projectnummer;Opdrachttemplate;LU Key;LAM MK;LAM Street Code;Street;Municipality
EVERE - FH01;BUILDING template;1622804;1622804;16620;Place Jean De Paduwa - Jan De Paduwaplaats;Evere - Evere
EVERE - FH01;BUILDING template;1622805;1622805;16620;Place Jean De Paduwa - Jan De Paduwaplaats;Evere - Evere
EVERE - FH01;BUILDING template;1622810;1622810;16620;Place Jean De Paduwa - Jan De Paduwaplaats;Evere - Evere
EVERE - FH01;BUILDING template;1622811;1622811;16620;Place Jean De Paduwa - Jan De Paduwaplaats;Evere - Evere
EVERE - FH01;BUILDING template;1622812;1622812;16620;Place Jean De Paduwa - Jan De Paduwaplaats;Evere - Evere
EVERE - FH01;BUILDING template;723895;723895;16860;Rue Maurice Utrillo - Maurice Utrillostraat;Evere - Evere
EVERE - FH01;BUILDING template;1623215;1623215;16860;Rue Maurice Utrillo - Maurice Utrillostraat;Evere - Evere
EVERE - FH01;BUILDING template;4120037;4120037;16860;Rue Maurice Utrillo - Maurice Utrillostraat;Evere - Evere
EVERE - FH01;BUILDING template;1623216;1623216;16860;Rue Maurice Utrillo - Maurice Utrillostraat;Evere - Evere
EVERE - FH01;BUILDING template;1623217;1623217;16860;Rue Maurice Utrillo - Maurice Utrillostraat;Evere - Evere
EVERE - FH01;BUILDING template;723896;723896;16860;Rue Maurice Utrillo - Maurice Utrillostraat;Evere - Evere
EVERE - FH01;BUILDING template;726086;726086;17439;Rue du Dix-sept Avril - Zeventien Aprilstraat;Evere - Evere
EVERE - FH01;BUILDING template;1623512;1623512;17439;Rue du Dix-sept Avril - Zeventien Aprilstraat;Evere - Evere
EVERE - FH01;BUILDING template;726087;726087;17439;Rue du Dix-sept Avril - Zeventien Aprilstraat;Evere - Evere
EVERE - FH01;BUILDING template;1623514;1623514;17439;Rue du Dix-sept Avril - Zeventien Aprilstraat;Evere - Evere
EVERE - FH01;BUILDING template;1623511;1623511;17439;Rue du Dix-sept Avril - Zeventien Aprilstraat;Evere - Evere
EVERE - FH01;BUILDING template;1623516;1623516;17439;Rue du Dix-sept Avril - Zeventien Aprilstraat;Evere - Evere
EVERE - FH01;BUILDING template;1623513;1623513;17439;Rue du Dix-sept Avril - Zeventien Aprilstraat;Evere - Evere
EVERE - FH01;BUILDING template;1623519;1623519;17439;Rue du Dix-sept Avril - Zeventien Aprilstraat;Evere - Evere
EVERE - FH01;BUILDING template;1623515;1623515;17439;Rue du Dix-sept Avril - Zeventien Aprilstraat;Evere - Evere
EVERE - FH01;BUILDING template;726090;726090;17439;Rue du Dix-sept Avril - Zeventien Aprilstraat;Evere - Evere
EVERE - FH01;BUILDING template;1623517;1623517;17439;Rue du Dix-sept Avril - Zeventien Aprilstraat;Evere - Evere
EVERE - FH01;BUILDING template;726091;726091;17439;Rue du Dix-sept Avril - Zeventien Aprilstraat;Evere - Evere
EVERE - FH01;BUILDING template;4029179;4029179;17439;Rue du Dix-sept Avril - Zeventien Aprilstraat;Evere - Evere
EVERE - FH01;BUILDING template;1452015;1452015;17439;Rue du Dix-sept Avril - Zeventien Aprilstraat;Evere - Evere
EVERE - FH01;BUILDING template;1623518;1623518;17439;Rue du Dix-sept Avril - Zeventien Aprilstraat;Evere - Evere
EVERE - FH01;BUILDING template;1623522;1623522;17439;Rue du Dix-sept Avril - Zeventien Aprilstraat;Evere - Evere
EVERE - FH01;BUILDING template;726088;726088;17439;Rue du Dix-sept Avril - Zeventien Aprilstraat;Evere - Evere
EVERE - FH01;BUILDING template;1623524;1623524;17439;Rue du Dix-sept Avril - Zeventien Aprilstraat;Evere - Evere
EVERE - FH01;BUILDING template;726089;726089;17439;Rue du Dix-sept Avril - Zeventien Aprilstraat;Evere - Evere
EVERE - FH01;BUILDING template;1623526;1623526;17439;Rue du Dix-sept Avril - Zeventien Aprilstraat;Evere - Evere
EVERE - FH01;BUILDING template;1623520;1623520;17439;Rue du Dix-sept Avril - Zeventien Aprilstraat;Evere - Evere
EVERE - FH01;BUILDING template;1623528;1623528;17439;Rue du Dix-sept Avril - Zeventien Aprilstraat;Evere - Evere
EVERE - FH01;BUILDING template;1623521;1623521;17439;Rue du Dix-sept Avril - Zeventien Aprilstraat;Evere - Evere
EVERE - FH01;BUILDING template;1623530;1623530;17439;Rue du Dix-sept Avril - Zeventien Aprilstraat;Evere - Evere
EVERE - FH01;BUILDING template;1623523;1623523;17439;Rue du Dix-sept Avril - Zeventien Aprilstraat;Evere - Evere
EVERE - FH01;BUILDING template;726085;726085;17439;Rue du Dix-sept Avril - Zeventien Aprilstraat;Evere - Evere
EVERE - FH01;BUILDING template;1623525;1623525;17439;Rue du Dix-sept Avril - Zeventien Aprilstraat;Evere - Evere
EVERE - FH01;BUILDING template;1623527;1623527;17439;Rue du Dix-sept Avril - Zeventien Aprilstraat;Evere - Evere
EVERE - FH01;BUILDING template;1623529;1623529;17439;Rue du Dix-sept Avril - Zeventien Aprilstraat;Evere - Evere
EVERE - FH01;BUILDING template;1623531;1623531;17439;Rue du Dix-sept Avril - Zeventien Aprilstraat;Evere - Evere
EVERE - FH01;BUILDING template;726084;726084;17439;Rue du Dix-sept Avril - Zeventien Aprilstraat;Evere - Evere
EVERE - FH01;BUILDING template;5583242;5583242;17439;Rue du Dix-sept Avril - Zeventien Aprilstraat;Evere - Evere
EVERE - FH01;BUILDING template;1623606;1623606;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;4111286;4111286;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;1623605;1623605;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;722650;722650;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;722651;722651;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;1623607;1623607;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;1623608;1623608;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;1623609;1623609;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;1623610;1623610;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;722653;722653;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;722658;722658;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;1623611;1623611;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;5707334;5707334;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;15080;15080;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;1443671;1443671;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;722661;722661;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;722662;722662;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;724811;724811;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;1623628;1623628;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;724812;724812;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;724810;724810;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;722659;722659;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;1623614;1623614;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;722654;722654;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;722655;722655;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;1623615;1623615;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;1623618;1623618;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;1623619;1623619;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;1623620;1623620;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;5583247;5583247;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;722657;722657;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;1623622;1623622;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;1623623;1623623;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;1623624;1623624;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;1623625;1623625;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;1623626;1623626;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;1015647;1015647;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;722660;722660;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;722652;722652;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;5583246;5583246;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;1623617;1623617;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;1623629;1623629;17560;Avenue Jules Bordet - Jules Bordetlaan;Evere - Evere
EVERE - FH01;BUILDING template;5049167;5049167;17571;Rue Colonel Bourg - Kolonel Bourgstraat;Evere - Evere
EVERE - FH01;BUILDING template;1347029;1347029;17571;Rue Colonel Bourg - Kolonel Bourgstraat;Evere - Evere
EVERE - FH01;BUILDING template;1623653;1623653;17571;Rue Colonel Bourg - Kolonel Bourgstraat;Evere - Evere
EVERE - FH01;BUILDING template;726585;726585;17571;Rue Colonel Bourg - Kolonel Bourgstraat;Evere - Evere
EVERE - FH01;BUILDING template;1623654;1623654;17571;Rue Colonel Bourg - Kolonel Bourgstraat;Evere - Evere
EVERE - FH01;BUILDING template;726586;726586;17571;Rue Colonel Bourg - Kolonel Bourgstraat;Evere - Evere
EVERE - FH01;BUILDING template;1623652;1623652;17571;Rue Colonel Bourg - Kolonel Bourgstraat;Evere - Evere
EVERE - FH01;BUILDING template;1137197;1137197;17571;Rue Colonel Bourg - Kolonel Bourgstraat;Evere - Evere
EVERE - FH01;BUILDING template;1137193;1137193;17571;Rue Colonel Bourg - Kolonel Bourgstraat;Evere - Evere
EVERE - FH01;BUILDING template;1297562;1297562;17571;Rue Colonel Bourg - Kolonel Bourgstraat;Evere - Evere
EVERE - FH01;BUILDING template;1137204;1137204;17571;Rue Colonel Bourg - Kolonel Bourgstraat;Evere - Evere
EVERE - FH01;BUILDING template;1137200;1137200;17571;Rue Colonel Bourg - Kolonel Bourgstraat;Evere - Evere
EVERE - FH01;BUILDING template;1137205;1137205;17571;Rue Colonel Bourg - Kolonel Bourgstraat;Evere - Evere
EVERE - FH01;BUILDING template;1137203;1137203;17571;Rue Colonel Bourg - Kolonel Bourgstraat;Evere - Evere
EVERE - FH01;BUILDING template;1137198;1137198;17571;Rue Colonel Bourg - Kolonel Bourgstraat;Evere - Evere
EVERE - FH01;BUILDING template;1137201;1137201;17571;Rue Colonel Bourg - Kolonel Bourgstraat;Evere - Evere
EVERE - FH01;BUILDING template;1137196;1137196;17571;Rue Colonel Bourg - Kolonel Bourgstraat;Evere - Evere
EVERE - FH01;BUILDING template;15086;15086;17571;Rue Colonel Bourg - Kolonel Bourgstraat;Evere - Evere
EVERE - FH01;BUILDING template;1623644;1623644;17571;Rue Colonel Bourg - Kolonel Bourgstraat;Evere - Evere
EVERE - FH01;BUILDING template;1137195;1137195;17571;Rue Colonel Bourg - Kolonel Bourgstraat;Evere - Evere
EVERE - FH01;BUILDING template;5583250;5583250;17571;Rue Colonel Bourg - Kolonel Bourgstraat;Evere - Evere
EVERE - FH01;BUILDING template;1137199;1137199;17571;Rue Colonel Bourg - Kolonel Bourgstraat;Evere - Evere
EVERE - FH01;BUILDING template;731601;731601;17602;Rue de l'Arbre Unique - Eenboomstraat;Evere - Evere
EVERE - FH01;BUILDING template;4114649;4114649;17602;Rue de l'Arbre Unique - Eenboomstraat;Evere - Evere
EVERE - FH01;BUILDING template;1623662;1623662;17602;Rue de l'Arbre Unique - Eenboomstraat;Evere - Evere
EVERE - FH01;BUILDING template;4111354;4111354;17602;Rue de l'Arbre Unique - Eenboomstraat;Evere - Evere
EVERE - FH01;BUILDING template;731603;731603;17602;Rue de l'Arbre Unique - Eenboomstraat;Evere - Evere
EVERE - FH01;BUILDING template;731600;731600;17602;Rue de l'Arbre Unique - Eenboomstraat;Evere - Evere
EVERE - FH01;BUILDING template;1623656;1623656;17602;Rue de l'Arbre Unique - Eenboomstraat;Evere - Evere
EVERE - FH01;BUILDING template;1623657;1623657;17602;Rue de l'Arbre Unique - Eenboomstraat;Evere - Evere
EVERE - FH01;BUILDING template;1623658;1623658;17602;Rue de l'Arbre Unique - Eenboomstraat;Evere - Evere
EVERE - FH01;BUILDING template;1623659;1623659;17602;Rue de l'Arbre Unique - Eenboomstraat;Evere - Evere
EVERE - FH01;BUILDING template;731604;731604;17602;Rue de l'Arbre Unique - Eenboomstraat;Evere - Evere
EVERE - FH01;BUILDING template;1623660;1623660;17602;Rue de l'Arbre Unique - Eenboomstraat;Evere - Evere
EVERE - FH01;BUILDING template;731605;731605;17602;Rue de l'Arbre Unique - Eenboomstraat;Evere - Evere
EVERE - FH01;BUILDING template;731609;731609;17666;Avenue du Four à Briques - Kareelovenlaan;Evere - Evere
EVERE - FH01;BUILDING template;731610;731610;17666;Avenue du Four à Briques - Kareelovenlaan;Evere - Evere
EVERE - FH01;BUILDING template;731606;731606;17666;Avenue du Four à Briques - Kareelovenlaan;Evere - Evere
EVERE - FH01;BUILDING template;731608;731608;17666;Avenue du Four à Briques - Kareelovenlaan;Evere - Evere
EVERE - FH01;BUILDING template;1623813;1623813;17666;Avenue du Four à Briques - Kareelovenlaan;Evere - Evere
EVERE - FH01;BUILDING template;731614;731614;17666;Avenue du Four à Briques - Kareelovenlaan;Evere - Evere
EVERE - FH01;BUILDING template;1623814;1623814;17666;Avenue du Four à Briques - Kareelovenlaan;Evere - Evere
EVERE - FH01;BUILDING template;1623842;1623842;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;5046522;5046522;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623868;1623868;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1120023;1120023;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1120022;1120022;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623866;1623866;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1324256;1324256;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623867;1623867;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623870;1623870;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623871;1623871;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1120021;1120021;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1120076;1120076;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1120077;1120077;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623863;1623863;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;5046523;5046523;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;5046524;5046524;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;5046525;5046525;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;5046526;5046526;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623865;1623865;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;4119531;4119531;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;725371;725371;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623843;1623843;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623820;1623820;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;5046048;5046048;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623822;1623822;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623827;1623827;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;25429;25429;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623829;1623829;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1120047;1120047;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623830;1623830;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623816;1623816;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623832;1623832;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623817;1623817;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1293893;1293893;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;4119512;4119512;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623835;1623835;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623818;1623818;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623836;1623836;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623819;1623819;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623838;1623838;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623821;1623821;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623839;1623839;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623823;1623823;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623840;1623840;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623824;1623824;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;725369;725369;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623825;1623825;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;725370;725370;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623826;1623826;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623844;1623844;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;725372;725372;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623848;1623848;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623850;1623850;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623852;1623852;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623853;1623853;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623854;1623854;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;725368;725368;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623855;1623855;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623857;1623857;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1120024;1120024;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1120025;1120025;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;4129441;4129441;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;5372922;5372922;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623831;1623831;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1120075;1120075;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1120078;1120078;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623872;1623872;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;5046515;5046515;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623864;1623864;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623828;1623828;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1331051;1331051;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1120045;1120045;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1120046;1120046;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623833;1623833;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623834;1623834;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623837;1623837;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623841;1623841;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623845;1623845;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623847;1623847;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623858;1623858;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;4114709;4114709;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623859;1623859;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623849;1623849;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623860;1623860;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623851;1623851;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1324572;1324572;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1120044;1120044;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623861;1623861;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623862;1623862;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;4109326;4109326;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;725367;725367;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;1623846;1623846;17677;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;Evere - Evere
EVERE - FH01;BUILDING template;725362;725362;17812;Avenue des Anciens Combattants - Oud-Strijderslaan;Evere - Evere
EVERE - FH01;BUILDING template;731615;731615;17812;Avenue des Anciens Combattants - Oud-Strijderslaan;Evere - Evere
EVERE - FH01;BUILDING template;725363;725363;17812;Avenue des Anciens Combattants - Oud-Strijderslaan;Evere - Evere
EVERE - FH01;BUILDING template;584104;584104;17812;Avenue des Anciens Combattants - Oud-Strijderslaan;Evere - Evere
EVERE - FH01;BUILDING template;1623941;1623941;17812;Avenue des Anciens Combattants - Oud-Strijderslaan;Evere - Evere
