Projectnummer;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Wall Mount;BG Primair adres;Opdrachttemplate;TSA SIGNED;Meetstaat
ANTWERPEN-WEST - FH05;4509593;BL0505;;35729785;4509593;;;Gorterstraat;3;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1940290;BL0517;;649542;1940290;;;Hofstraat;9;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2035284;BL0517;;666310;2035284;;;Oude Beurs;39;;;;;MDU;0;4;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2066034;BL0551;;11525602;2066034;;Zand 25-27;Zand;25;;;;Marouane Zoubir;MDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48763;BL0539;;710406;48763;;;Zilversmidstraat;2;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60573;BL0549;;714394;60573;;;Ernest Van Dijckkaai;34;;;;Marouane Zoubir;MDU;0;7;0;7;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509596;BL0505;;35729784;4509596;;;Gorterstraat;9;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1940297;BL0517;;649543;1940297;;;Hofstraat;13;;;;;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2035292;BL0526;;666311;2035292;;;Oude Beurs;44;;;;;MDU;0;2;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2066575;BL0508;;687800;2066575;;;Zirkstraat;3;;;;;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48764;BL0539;;710407;48764;;;Zilversmidstraat;10;;;;;MDU;0;6;0;6;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60574;BL0549;;714395;60574;;Ernest Van Dijckkaai 28-29-30-31-32;Ernest Van Dijckkaai;28;;;;Marouane Zoubir;MDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509597;BL0505;;35729783;4509597;;;Gorterstraat;11;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1940316;BL0517;;649544;1940316;;;Hofstraat;15;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2035294;BL0526;;666312;2035294;;;Oude Beurs;46;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2066576;BL0519;;687801;2066576;;;Zirkstraat;4;;;;;MDU;2;0;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48765;BL0539;;11525649;48765;;;Kaasstraat;17;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;60695;BL0544;;714416;60695;;;Reyndersstraat;25;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509600;BL0505;;35729780;4509600;;;Gorterstraat;23;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1944351;BL0543;;649877;1944351;;;Hoogstraat;3;;;;;MDU;2;3;0;5;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2035301;BL0527;;666313;2035301;;;Oude Beurs;54;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2066577;BL0508;;687802;2066577;;;Zirkstraat;5;;;;;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48766;BL0542;;710408;48766;;;Suikerrui;10;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60696;BL0544;;714417;60696;;;Reyndersstraat;41;;;;;MDU;0;2;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509601;BL0505;;35729779;4509601;;;Gorterstraat;25;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1944352;BL0543;;649878;1944352;;;Hoogstraat;5;;;;;MDU;3;0;0;3;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2035304;BL0527;;666314;2035304;;;Oude Beurs;56;;;;;MDU;3;0;0;3;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2066578;BL0519;;687803;2066578;;;Zirkstraat;8;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48767;BL0542;;710409;48767;;;Suikerrui;36;;;;;MDU;3;0;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60697;BL0543;;714418;60697;;;Reyndersstraat;1;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509604;BL0520;;35730112;4509604;;;Burchtgracht;47;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1944353;BL0542;;649879;1944353;;;Hoogstraat;6;;;;;MDU;0;4;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2035306;BL0527;;666315;2035306;;;Oude Beurs;58;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2066579;BL0519;;687804;2066579;;;Zirkstraat;10;;;;;MDU;0;2;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48768;BL0539;;710410;48768;;;Suikerrui;13;;;;;MDU;3;0;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60704;BL0544;;714422;60704;;;Reyndersstraat;39;;;;;MDU;0;4;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509606;BL0520;;35730111;4509606;;;Burchtgracht;49;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1944354;BL0543;;649880;1944354;;;Hoogstraat;7;;;;;MDU;0;2;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2035307;BL0527;;11525584;2035307;;;Oude Beurs;60;;;;;MDU;1;3;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2066580;BL0509;;687805;2066580;;;Zirkstraat;17;;;;;MDU;3;0;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48769;BL0539;;710411;48769;;;Suikerrui;27;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60726;BL0544;;714440;60726;;;Oude Koornmarkt;70;;;;;MDU;2;0;0;2;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509616;BL0519;;35730032;4509616;;;Vleeshouwersstraat;19;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1944355;BL0543;;649881;1944355;;;Hoogstraat;9;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2036579;BL0516;;666585;2036579;;;Oude Waag;4;;;;;MDU;0;7;0;7;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2066581;BL0509;;687806;2066581;;;Zirkstraat;19;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48770;BL0541;;710412;48770;;;Suikerrui;6;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;60727;BL0544;;714441;60727;;;Oude Koornmarkt;58;;;;;MDU;0;4;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509620;BL0519;;35730137;4509620;;;Lange Doornikstraat;12;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1944356;BL0542;;649882;1944356;;;Hoogstraat;10;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2036585;BL0516;;11525585;2036585;;;Oude Waag;6;;;;;MDU;0;4;0;4;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2066583;BL0509;;687807;2066583;;;Zirkstraat;21;;;;;MDU;0;2;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48771;BL0540;;710413;48771;;;Suikerrui;11;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;60815;BL0555;;714601;60815;;;Plantinkaai;13;;;;Marouane Zoubir;MDU;1;3;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509623;BL0507;;35730058;4509623;;;Zakstraat;7;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1015480;BL0552;;11525521;1015480;;Plantinkaai 1_Sint-Jansvliet 2;Plantinkaai;1;;;;Marouane Zoubir;MDU;1;30;1;32;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1944358;BL0542;;649883;1944358;;;Hoogstraat;12;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2036586;BL0515;;666587;2036586;;;Oude Waag;7;;;;;MDU;0;2;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2066584;BL0518;;11525603;2066584;;;Zirkstraat;24;;;;;MDU;2;9;0;11;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48773;BL0542;;710414;48773;;;Haarstraat;23;;;;;MDU;3;0;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60816;BL0555;;714602;60816;;;Plantinkaai;17;;;;Marouane Zoubir;MDU;0;4;0;4;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509687;BL0509;;35730012;4509687;;;Stoelstraat;8;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1056833;BL0543;;11525522;1056833;;;Hoogstraat;11;;;;;MDU;0;9;0;9;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1944359;BL0542;;649884;1944359;;;Hoogstraat;14;;;;;MDU;4;0;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2036588;BL0515;;666588;2036588;;;Oude Waag;9;;;;;MDU;0;4;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2066585;BL0509;;687809;2066585;;;Zirkstraat;25;;;;;MDU;1;8;0;9;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;48774;BL0542;;710415;48774;;;Haarstraat;13;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60817;BL0556;;714603;60817;;Plantijnkaai 18-20;Plantinkaai;18;;;;Marouane Zoubir;MDU;1;0;1;2;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509691;BL0510;;35729877;4509691;;;Lange Koepoortstraat;28;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059317;BL0536;;612229;1059317;;;Blauwmoezelstraat;1;;;;;MDU;2;0;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1944360;BL0543;;649885;1944360;;;Hoogstraat;15;;;;;MDU;4;3;0;7;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2039307;BL0522;;667194;2039307;;;Palingbrug;8;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2066586;BL0509;;687810;2066586;;;Zirkstraat;27;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48775;BL0542;;710416;48775;;;Haarstraat;11;;;;;MDU;0;2;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60818;BL0556;;714604;60818;;;Plantinkaai;23;;;;Marouane Zoubir;MDU;1;1;0;2;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509698;BL0510;;35730070;4509698;;;Zirkstraat;41;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059319;BL0536;;612230;1059319;;;Blauwmoezelstraat;2;;;;;MDU;2;0;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1944361;BL0543;;11525573;1944361;;;Hoogstraat;15;A;;;;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2039309;BL0523;;667195;2039309;;;Palingbrug;12;;;;;MDU;0;26;0;26;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2066587;BL0509;;687811;2066587;;;Zirkstraat;29;;;;;MDU;0;5;0;5;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48776;BL0542;;710417;48776;;;Haarstraat;15;;;;;MDU;0;4;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60819;BL0557;;714607;60819;;;Plantinkaai;24;;;;Marouane Zoubir;MDU;1;6;1;8;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509788;BL0542;;35729818;4509788;;;Hoogstraat;18;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059323;BL0526;;612233;1059323;;;Oude Beurs;48;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1944362;BL0543;;649887;1944362;;;Hoogstraat;15;B;;;;MDU;1;4;0;5;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2041365;BL0504;;667738;2041365;;;Sint-Paulusplaats;6;;;;;MDU;3;0;0;3;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2066588;BL0509;;687812;2066588;;;Zirkstraat;31;;;;;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48779;BL0542;;710420;48779;;;Hoogstraat;22;;;;;MDU;3;0;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60821;BL0557;;714611;60821;;;Plantinkaai;27;;;;Marouane Zoubir;MDU;0;4;0;4;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509792;BL0537;;35729799;4509792;;;Handschoenmarkt;5;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059324;BL0527;;612234;1059324;;;Oude Beurs;50;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1944363;BL0542;;649888;1944363;;;Hoogstraat;16;;;;;MDU;4;0;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2041367;BL0504;;667739;2041367;;;Sint-Paulusplaats;7;;;;;MDU;0;2;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2066589;BL0517;;687813;2066589;;;Zirkstraat;32;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48780;BL0542;;710421;48780;;;Hoogstraat;2;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60822;BL0552;;714614;60822;;;Sint-Jansvliet;4;;;;Marouane Zoubir;MDU;1;3;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509793;BL0537;;35729798;4509793;;;Handschoenmarkt;7;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059325;BL0527;;612235;1059325;;;Oude Beurs;62;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1944364;BL0543;;11525574;1944364;;;Hoogstraat;17;;;;;MDU;0;2;0;2;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2041368;BL0504;;667740;2041368;;;Sint-Paulusplaats;8;;;;;MDU;4;0;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2066590;BL0509;;687814;2066590;;;Zirkstraat;33;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48781;BL0539;;710422;48781;;;Gildekamersstraat;10;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60824;BL0555;;11525687;60824;;;Rijkenhoek;2;;;;;MDU;0;7;0;7;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509800;BL0542;;35730018;4509800;;;Suikerrui;18;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059326;BL0526;;11525523;1059326;;;Oude Beurs;24;;;;;MDU;1;5;0;6;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1944365;BL0543;;649890;1944365;;;Hoogstraat;19;;;;;MDU;3;18;0;21;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2041372;BL0504;;667741;2041372;;;Sint-Paulusplaats;9;;;;;MDU;0;4;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2066591;BL0517;;687815;2066591;;;Zirkstraat;34;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;48782;BL0539;;710423;48782;;;Gildekamersstraat;1;;;;;MDU;0;11;0;11;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60826;BL0552;;714618;60826;;Rijkenhoek1-3;Rijkenhoek;1;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509804;BL0539;;35730019;4509804;;;Suikerrui;15;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059327;BL0526;;612237;1059327;;;Oude Beurs;34;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1944367;BL0542;;649891;1944367;;;Hoogstraat;20;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2041374;BL0504;;667742;2041374;;;Sint-Paulusplaats;10;;;;;MDU;3;0;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2066592;BL0509;;687816;2066592;;;Zirkstraat;35;;;;;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48785;BL0537;;710424;48785;;;Handschoenmarkt;1;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60827;BL0556;;714619;60827;;;Kromme-Elleboogstraat;2;;;;Marouane Zoubir;MDU;0;4;0;4;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509805;BL0539;;35729868;4509805;;;Kaasstraat;9;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059328;BL0526;;612238;1059328;;;Oude Beurs;42;;;;;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1944369;BL0543;;649892;1944369;;;Hoogstraat;23;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2041378;BL0504;;667743;2041378;;;Sint-Paulusplaats;11;;;;;MDU;3;0;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2066594;BL0517;;11525604;2066594;;;Zirkstraat;36;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48787;BL0537;;710425;48787;;;Maalderijstraat;2;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60830;BL0555;;714641;60830;;;Kromme-Elleboogstraat;3;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509806;BL0539;;35729867;4509806;;;Kaasstraat;11;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059330;BL0536;;612239;1059330;;;Grote Markt;26;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1944370;BL0543;;649893;1944370;;;Hoogstraat;25;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2041379;BL0504;;667744;2041379;;;Sint-Paulusplaats;16;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2066595;BL0517;;687817;2066595;;;Zirkstraat;38;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48788;BL0537;;710426;48788;;;Maalderijstraat;4;;;;;MDU;2;0;0;2;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;60831;BL0554;;714649;60831;;;Kromme-Elleboogstraat;5;;;;Marouane Zoubir;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509812;BL0539;;35730103;4509812;;;Gildekamersstraat;4;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059331;BL0536;;612240;1059331;;;Grote Markt;28;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1944371;BL0545;;649894;1944371;;;Hoogstraat;26;;;;;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2041382;BL0504;;667745;2041382;;;Sint-Paulusplaats;17;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2066596;BL0510;;687818;2066596;;;Zirkstraat;43;;;;;MDU;2;0;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48789;BL0542;;710427;48789;;;Grote Pieter Potstraat;1;;;;;MDU;1;1;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60832;BL0554;;714650;60832;;;Kromme-Elleboogstraat;17;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509814;BL0539;;35730101;4509814;;;Gildekamersstraat;6;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059332;BL0536;;612241;1059332;;;Grote Markt;32;;;;;MDU;3;0;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1944374;BL0545;;649895;1944374;;;Hoogstraat;28;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2041389;BL0503;;667746;2041389;;;Sint-Paulusplaats;21;;;;;MDU;2;2;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2066598;BL0510;;11525605;2066598;;;Zirkstraat;45;;;;;MDU;1;2;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48790;BL0542;;710428;48790;;;Grote Pieter Potstraat;5;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60834;BL0557;;714651;60834;;Vlaanderenstraat 10-12;Vlaanderenstraat;10;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509815;BL0539;;35730100;4509815;;;Gildekamersstraat;7;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059333;BL0526;;612242;1059333;;;Grote Markt;15;;;;;MDU;0;2;0;2;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1944375;BL0543;;649896;1944375;;;Hoogstraat;29;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2041399;BL0503;;667747;2041399;;;Sint-Paulusplaats;24;;;;;MDU;1;2;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2066993;BL0504;;688158;2066993;;;Zwartzustersstraat;5;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48791;BL0539;;710429;48791;;;Kaasstraat;7;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;60835;BL0556;;714654;60835;;;Vlaanderenstraat;1;;;;Marouane Zoubir;MDU;0;9;2;11;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509816;BL0539;;35730099;4509816;;;Gildekamersstraat;8;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059335;BL0526;;612243;1059335;;;Grote Markt;27;;;;;MDU;2;6;0;8;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1944377;BL0543;;11525575;1944377;;;Hoogstraat;33;;;;;MDU;1;1;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2041413;BL0504;;667748;2041413;;;Sint-Paulusstraat;4;;;;;MDU;0;2;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2066994;BL0509;;688159;2066994;;;Zwartzustersstraat;6;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48847;BL0546;;710447;48847;;Hoogstraat 40_Vlasmarkt 37;Vlasmarkt;37;;;;Marouane Zoubir;MDU;0;3;0;3;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;60836;BL0556;;714664;60836;;;Vlaanderenstraat;11;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509818;BL0539;;35730098;4509818;;;Gildekamersstraat;9;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059336;BL0526;;612244;1059336;;;Grote Markt;25;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1944378;BL0546;;649898;1944378;;;Hoogstraat;34;;;;;MDU;2;0;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2041418;BL0504;;667750;2041418;;;Sint-Paulusstraat;6;;;;;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2066995;BL0504;;688160;2066995;;;Zwartzustersstraat;7;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48848;BL0546;;710448;48848;;;Vlasmarkt;9;;;;Marouane Zoubir;MDU;4;3;0;7;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;60839;BL0554;;11525688;60839;;;Scheldeken;9;;;;Marouane Zoubir;MDU;0;7;0;7;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4511309;BL0511;;35729831;4511309;;;Jeruzalemstraat;17;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059337;BL0536;;612245;1059337;;;Grote Markt;40;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1944379;BL0546;;649899;1944379;;;Hoogstraat;36;;;;;MDU;1;3;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2041431;BL0504;;667752;2041431;;;Sint-Paulusstraat;10;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2066996;BL0509;;688161;2066996;;;Zwartzustersstraat;8;;;;;MDU;0;23;0;23;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48849;BL0547;;710449;48849;;;Vlasmarkt;7;;;;Marouane Zoubir;MDU;0;5;0;5;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60840;BL0552;;714679;60840;;;Scheldeken;22;;;;Marouane Zoubir;MDU;0;9;0;9;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4511318;BL0514;;35729757;4511318;;;Grote Goddaard;26;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059338;BL0526;;612246;1059338;;;Grote Markt;35;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1944380;BL0546;;649900;1944380;;;Hoogstraat;38;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2041438;BL0504;;667753;2041438;;;Sint-Paulusstraat;12;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2066997;BL0504;;688162;2066997;;;Zwartzustersstraat;11;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;48850;BL0547;;710450;48850;;;Vlasmarkt;1;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template;;
