Projectnummer;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Wall Mount;BG Primair adres;Opdrachttemplate;TSA SIGNED;Meetstaat
ANTWERPEN-WEST - FH05;6331853;BL0551;;35729822;6331853;;;Sint-Jansvliet;17;A;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1737827;BL0561;;11525557;1737827;;;Kloosterstraat;106;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1968806;BL0543;;11525580;1968806;;;Oude Koornmarkt;28;;;;;MDU;5;0;0;5;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2055622;BL0510;;678382;2055622;;;Stoelstraat;5;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;43987;BL0522;;697208;43987;;;Ernest Van Dijckkaai;1;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;57641;BL0514;;713984;57641;;;Wolstraat;31;;;;;MDU;3;1;0;4;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2009277;BL0559;;35729911;2009277;;;Sint-Michielsstraat;10;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;6339522;BL0546;;35730027;6339522;;;Vlasmarkt;27;A;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1737828;BL0563;;11525558;1737828;;;Kloosterstraat;114;;;;Marouane Zoubir;MDU;1;2;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1968843;BL0544;;654128;1968843;;;Oude Koornmarkt;34;;;;;MDU;3;0;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2055623;BL0510;;678383;2055623;;;Stoelstraat;7;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;43989;BL0540;;697209;43989;;;Ernest Van Dijckkaai;4;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;57642;BL0515;;713985;57642;;;Wolstraat;21;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2009364;BL0557;;35729910;2009364;;;Sint-Michielsstraat;17;;;;Marouane Zoubir;MDU;0;5;0;5;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;6347524;BL0558;;35729896;6347524;;;Sint-Michielskaai;9;A;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1737829;BL0563;;11525559;1737829;;;Kloosterstraat;120;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1968847;BL0544;;654129;1968847;;;Oude Koornmarkt;36;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2055647;BL0548;;678399;2055647;;;Stoofstraat;5;;;;Marouane Zoubir;MDU;0;8;0;8;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;43990;BL0521;;697210;43990;;;Jordaenskaai;24;;;;;MDU;5;0;0;5;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;57643;BL0515;;713986;57643;;;Wolstraat;15;;;;;MDU;3;0;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2009391;BL0557;;35729909;2009391;;Kloosterstraat 44_Sint Michielstraat 21-23;Sint-Michielsstraat;21;;;;Marouane Zoubir;MDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;6394269;BL0504;;35729879;6394269;;;Lange Koepoortstraat;4;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1737830;BL0563;;11525560;1737830;;;Kloosterstraat;124;;;;Marouane Zoubir;MDU;1;1;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1968855;BL0544;;11525581;1968855;;;Oude Koornmarkt;38;;;;;MDU;0;2;0;2;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2055648;BL0551;;678400;2055648;;;Stoofstraat;6;;;;Marouane Zoubir;MDU;0;4;1;5;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;44174;BL0557;;698629;44174;;Kloosterstraat 44_Sint Michielstraat 21-23;Kloosterstraat;44;;;;Marouane Zoubir;MDU;1;0;1;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;57644;BL0512;;713987;57644;;;Minderbroedersrui;28;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2012772;BL0513;;35729913;2012772;;;Minderbroedersrui;26;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;6404289;BL0519;;35730138;6404289;;;Lange Doornikstraat;2;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1737831;BL0563;;11525561;1737831;;;Kloosterstraat;126;;;;Marouane Zoubir;MDU;1;5;0;6;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1968872;BL0544;;654131;1968872;;;Oude Koornmarkt;42;;;;;MDU;4;0;0;4;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2055649;BL0548;;678401;2055649;;;Stoofstraat;7;;;;Marouane Zoubir;MDU;1;1;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;44175;BL0554;;11525627;44175;;;Kloosterstraat;2;;;;Marouane Zoubir;MDU;1;2;0;3;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;57645;BL0513;;713988;57645;;;Minderbroedersrui;30;;;;;MDU;3;0;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2021353;BL0528;;35729915;2021353;;;Moriaanstraat;3;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;6414012;BL0547;;35730127;6414012;;;Ernest Van Dijckkaai;23;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1737832;BL0563;;624646;1737832;;;Kloosterstraat;128;;;;Marouane Zoubir;MDU;0;2;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1968877;BL0544;;654132;1968877;;;Oude Koornmarkt;44;;;;;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2055650;BL0551;;678402;2055650;;;Stoofstraat;8;;;;Marouane Zoubir;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;44182;BL0557;;11525628;44182;;;Kloosterstraat;42;;;;Marouane Zoubir;MDU;1;3;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;57646;BL0513;;713989;57646;;;Minderbroedersrui;74;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2027577;BL0534;;35729921;2027577;;;Korte Nieuwstraat;3;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;6421885;BL0539;;35729864;6421885;;;Kaasstraat;1;B;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1737833;BL0563;;11525562;1737833;;;Kloosterstraat;132;;;;Marouane Zoubir;MDU;1;1;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1968885;BL0544;;654133;1968885;;;Oude Koornmarkt;46;;;;;MDU;3;0;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2055651;BL0548;;678403;2055651;;;Stoofstraat;9;;;;Marouane Zoubir;MDU;0;6;0;6;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4504820;BL0553;;705964;4504820;;;Steegsken;5;;;;Marouane Zoubir;MDU;0;12;0;12;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;57647;BL0512;;713990;57647;;;Minderbroedersrui;2;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2027582;BL0534;;35729920;2027582;;;Korte Nieuwstraat;5;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;6429835;BL0561;;35729793;6429835;;;Kloosterstraat;106;A;;;Marouane Zoubir;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1737834;BL0563;;11525563;1737834;;;Kloosterstraat;136;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1968889;BL0544;;654134;1968889;;;Oude Koornmarkt;48;;;;;MDU;2;0;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2055653;BL0551;;678404;2055653;;;Stoofstraat;12;;;;Marouane Zoubir;MDU;0;2;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4504823;BL0548;;11525629;4504823;;;Zand;5;;;;Marouane Zoubir;MDU;1;2;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;57648;BL0512;;713991;57648;;;Lange Koepoortstraat;1;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2030161;BL0553;;35729923;2030161;;;Oever;8;;;;Marouane Zoubir;MDU;1;1;1;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;6430205;BL0563;;35729970;6430205;;;Riemstraat;1;B;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1737835;BL0563;;11525564;1737835;;Kloosterstraat 134-140_Riemstraat 19-21-27-29-31-33-35-37-39-41;Kloosterstraat;140;;;;Marouane Zoubir;MDU;1;9;2;12;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1968895;BL0544;;654136;1968895;;;Oude Koornmarkt;50;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2055654;BL0551;;678405;2055654;;;Stoofstraat;14;;;;Marouane Zoubir;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4504824;BL0548;;11525630;4504824;;Zand 7-9;Zand;7;;;;Marouane Zoubir;MDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;57649;BL0511;;713992;57649;;;Lange Koepoortstraat;55;;;;;MDU;3;0;0;3;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2035228;BL0524;;35729932;2035228;;;Oude Beurs;4;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;6430580;BL0522;;35729835;6430580;;;Jordaenskaai;25;B;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1737836;BL0563;;11525565;1737836;;;Kloosterstraat;142;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1968910;BL0544;;654139;1968910;;;Oude Koornmarkt;56;;;;;MDU;0;6;0;6;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2055926;BL0540;;678641;2055926;;;Suikerrui;3;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4504829;BL0553;;705966;4504829;;;Oever;20;;;;Marouane Zoubir;MDU;1;1;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;57650;BL0511;;713993;57650;;;Lange Koepoortstraat;7;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2035234;BL0525;;35729929;2035234;;;Oude Beurs;12;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;6436165;BL0522;;35729836;6436165;;;Jordaenskaai;25;A;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1737837;BL0563;;11525566;1737837;;;Kloosterstraat;148;;;;Marouane Zoubir;MDU;0;16;0;16;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1968945;BL0544;;654140;1968945;;;Oude Koornmarkt;60;;;;;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2055927;BL0541;;678642;2055927;;;Suikerrui;4;;;;;MDU;2;0;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4504830;BL0553;;705967;4504830;;;Oever;22;;;;Marouane Zoubir;MDU;1;1;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;57651;BL0512;;713994;57651;;;Lange Koepoortstraat;5;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2036593;BL0515;;35729935;2036593;;;Oude Waag;13;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;6437862;BL0511;;35729763;6437862;;;Kleine Goddaard;2;A;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1737839;BL0563;;624652;1737839;;Kloosterstraat 152-154-154A;Kloosterstraat;152;;;;Marouane Zoubir;MDU;1;5;0;6;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1968956;BL0544;;654141;1968956;;;Oude Koornmarkt;62;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2055928;BL0540;;678643;2055928;;;Suikerrui;5;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4504831;BL0553;;705968;4504831;;;Oever;24;;;;Marouane Zoubir;MDU;1;1;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;57652;BL0516;;713995;57652;;;Lange Koepoortstraat;57;;;;;MDU;1;2;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2043186;BL0543;;35729942;2043186;;;Pelgrimstraat;14;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;6438502;BL0563;;35729789;6438502;;Kloosterstraat 152-154-154A;Kloosterstraat;154;A;;;Marouane Zoubir;MDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1737840;BL0563;;624653;1737840;;Kloosterstraat 152-154-154A;Kloosterstraat;154;;;;Marouane Zoubir;MDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1968964;BL0544;;654142;1968964;;;Oude Koornmarkt;64;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2055930;BL0542;;678644;2055930;;;Suikerrui;12;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4504834;BL0548;;705971;4504834;;;Vlasmarkt;26;;;;Marouane Zoubir;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;57653;BL0511;;713996;57653;;;Jeruzalemstraat;1;;;;;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2043221;BL0543;;35729941;2043221;;;Pelgrimstraat;34;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;6440219;BL0503;;35729938;6440219;;;Sint-Paulusplaats;23;C;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1737842;BL0563;;624655;1737842;;;Kloosterstraat;156;;;;Marouane Zoubir;MDU;1;5;0;6;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1968967;BL0544;;654144;1968967;;;Oude Koornmarkt;66;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2055931;BL0542;;678645;2055931;;;Suikerrui;14;;;;;MDU;3;0;0;3;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4505120;BL0556;;11525631;4505120;;;Kloosterstraat;30;;;;Marouane Zoubir;MDU;1;0;1;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;57654;BL0511;;713997;57654;;;Jeruzalemstraat;15;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2044393;BL0502;;35729945;2044393;;;Sint-Pietersvliet;6;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;6443180;BL0517;;35729870;6443180;;;Lange Koepoortstraat;56;A;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1749309;BL0536;;628702;1749309;;;Blauwmoezelstraat;3;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1974303;BL0524;;655031;1974303;;;Kuipersstraat;2;;;;;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2055932;BL0542;;678646;2055932;;;Suikerrui;16;;;;;MDU;8;0;0;8;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4505399;BL0535;;706130;4505399;;;Melkmarkt;6;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;57655;BL0515;;713998;57655;;;Jeruzalemstraat;20;;;;;MDU;0;35;0;35;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2044837;BL0552;;35729950;2044837;;Plantinkaai 6-7;Plantinkaai;7;;;;Marouane Zoubir;MDU;0;2;0;2;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;6447272;BL0507;;35730054;6447272;;;Zakstraat;19;A;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1749311;BL0536;;628703;1749311;;;Blauwmoezelstraat;4;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1974307;BL0522;;655032;1974307;;;Kuipersstraat;7;;;;;MDU;1;17;0;18;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2055934;BL0542;;678647;2055934;;;Suikerrui;20;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4505419;BL0536;;706145;4505419;;;Torfbrug;6;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;57657;BL0516;;713999;57657;;;Jeruzalemstraat;12;;;;;MDU;0;8;0;8;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2044840;BL0552;;35729949;2044840;;;Plantinkaai;9;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;6448254;BL0554;;35730144;6448254;;;Kromme-Elleboogstraat;9;A;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1749312;BL0536;;628704;1749312;;;Blauwmoezelstraat;5;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1974315;BL0522;;655033;1974315;;;Kuipersstraat;9;;;;;MDU;0;8;0;8;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2055935;BL0539;;678648;2055935;;;Suikerrui;21;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4505420;BL0535;;706146;4505420;;;Kaasrui;4;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;57658;BL0516;;714000;57658;;;Jeruzalemstraat;2;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2044842;BL0552;;35729948;2044842;;;Plantinkaai;11;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;6450373;BL0543;;35729811;6450373;;;Hoogstraat;17;A;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1749315;BL0536;;628705;1749315;;;Blauwmoezelstraat;6;;;;;MDU;12;0;0;12;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1974320;BL0523;;655034;1974320;;;Kuipersstraat;11;;;;;MDU;0;6;0;6;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2055936;BL0542;;678649;2055936;;;Suikerrui;22;;;;;MDU;3;0;0;3;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4505421;BL0527;;706147;4505421;;;Oude Beurs;52;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;57659;BL0511;;714001;57659;;;Kleine Goddaard;2;;;;;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2045387;BL0541;;35729953;2045387;;;Grote Pieter Potstraat;16;A;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;6451002;BL0521;;35730053;6451002;;;Zakstraat;2;A;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1749317;BL0536;;628706;1749317;;;Blauwmoezelstraat;7;;;;;MDU;2;0;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1974329;BL0523;;655035;1974329;;;Kuipersstraat;15;;;;;MDU;0;4;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2055937;BL0539;;678650;2055937;;;Suikerrui;23;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4506717;BL0524;;706573;4506717;;;Willem Ogierplaats;3;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;57662;BL0515;;714002;57662;;;Oude Waag;11;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2045390;BL0546;;35729952;2045390;;;Grote Pieter Potstraat;17;A;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;6451734;BL0547;;35729951;6451734;;;Grote Pieter Potstraat;18;A;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1749320;BL0536;;628707;1749320;;;Blauwmoezelstraat;8;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1986944;BL0532;;657940;1986944;;;Leeuw van Vlaanderenstraat;4;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2055938;BL0542;;678651;2055938;;;Suikerrui;24;;;;;MDU;9;0;0;9;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4507861;BL0544;;706740;4507861;;;Reyndersstraat;35;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;57663;BL0516;;714003;57663;;;Oude Waag;2;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2045409;BL0511;;35729960;2045409;;;Pottenbrug;1;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;6453964;BL0563;;35729790;6453964;;Kloosterstraat 150-150A;Kloosterstraat;150;A;;;Marouane Zoubir;MDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1749321;BL0536;;628708;1749321;;;Blauwmoezelstraat;9;;;;;MDU;0;10;0;10;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1990853;BL0535;;658840;1990853;;;Lijnwaadmarkt;5;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2055939;BL0539;;678652;2055939;;;Suikerrui;25;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4507863;BL0543;;706741;4507863;;;Reyndersstraat;5;;;;;MDU;2;0;0;2;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;57664;BL0516;;714004;57664;;;Oude Waag;8;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2045410;BL0511;;35729959;2045410;;;Pottenbrug;2;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;6454854;BL0554;;35729791;6454854;;;Kloosterstraat;14;A;;;Marouane Zoubir;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1749322;BL0536;;628709;1749322;;;Blauwmoezelstraat;10;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1994951;BL0536;;659966;1994951;;;Maalderijstraat;3;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2055940;BL0542;;678653;2055940;;;Suikerrui;26;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4507865;BL0543;;706742;4507865;;;Reyndersstraat;21;;;;;MDU;6;0;0;6;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;57665;BL0514;;11525672;57665;;;Coppenolstraat;17;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2047238;BL0544;;35729964;2047238;;;Reyndersstraat;43;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;6457323;BL0557;;35729906;6457323;;;Sint-Michielsstraat;7;A;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1774541;BL0525;;631557;1774541;;;Braderijstraat;3;;;;;MDU;0;13;0;13;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1994954;BL0536;;659967;1994954;;;Maalderijstraat;5;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2055941;BL0542;;678654;2055941;;;Suikerrui;28;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4507909;BL0544;;706747;4507909;;;Reyndersstraat;45;;;;;MDU;3;0;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;57666;BL0514;;714006;57666;;;Coppenolstraat;1;;;;;MDU;0;3;0;3;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2047239;BL0544;;35729963;2047239;;;Reyndersstraat;47;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;6457882;BL0525;;35730040;6457882;;;Wisselstraat;8;A;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1774545;BL0525;;631558;1774545;;;Braderijstraat;5;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1998190;BL0538;;660838;1998190;;;Grote Markt;1;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2055942;BL0542;;678655;2055942;;;Suikerrui;30;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4507912;BL0544;;706748;4507912;;;Reyndersstraat;49;;;;;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;57669;BL0514;;714007;57669;;;Engelse Beurs;1;;;;;MDU;1;3;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2047392;BL0562;;35729979;2047392;;Riemstraat 6-8;Riemstraat;8;;;;Marouane Zoubir;MDU;0;23;0;23;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;6463807;BL0545;;35729954;6463807;;;Grote Pieter Potstraat;13;A;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1774551;BL0525;;631559;1774551;;;Braderijstraat;7;;;;;MDU;5;8;0;13;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1998196;BL0537;;660839;1998196;;;Grote Markt;4;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2055943;BL0542;;678656;2055943;;;Suikerrui;32;;;;;MDU;4;0;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4507915;BL0544;;706749;4507915;;;Reyndersstraat;51;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
