Projectnummer;Opdrachtnummer;Blok;Cluster NR;LAM MK;BG Id;BG Name;Bg Name ifh;Kolom1;Straat;Huisnummer;Huisnummer Toevoeging;BG Version;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
SINT-NIKLAAS - FH02;3529859;BL0213;2;3529859;;;;WAAR;Lodewijk De Meesterstraat;92;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3529861;BL0213;2;3529861;;;;WAAR;Lodewijk De Meesterstraat;98;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;75483;BL0213;2;75483;;;;WAAR;Lodewijk De Meesterstraat;102;;;D;2020-02-29 12:30:11;Hidde Kiekens;MDU;0;6;0;6;BUILDING template
SINT-NIKLAAS - FH02;3529866;BL0213;2;3529866;;;;WAAR;Lodewijk De Meesterstraat;110;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3529867;BL0213;2;3529867;;;;WAAR;Lodewijk De Meesterstraat;114;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3529870;BL0213;2;3529870;;;;WAAR;Lodewijk De Meesterstraat;120;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4365033;BL0213;2;4365033;;;;WAAR;Lodewijk De Meesterstraat;124;;;D;2018-09-12;Abdelmalek Lamkoref;MDU;0;3;0;3;BUILDING template
SINT-NIKLAAS - FH02;3529877;BL0213;2;3529877;;;;WAAR;Lodewijk De Meesterstraat;130;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3529883;BL0213;2;3529883;;;;WAAR;Lodewijk De Meesterstraat;134;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1287307;BL0213;2;1287307;;;;WAAR;Lodewijk De Meesterstraat;138;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4449122;BL0203;1;4449122;;;;WAAR;Mercatorstraat;3;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3925975;BL0203;1;3925975;;;;WAAR;Mercatorstraat;7;;;D;2020-02-04 12:25:25;Geert Stockman;MDU;1;2;0;3;BUILDING template
SINT-NIKLAAS - FH02;3504323;BL0203;1;3504323;;;;WAAR;Mercatorstraat;9;;;D;2018-09-07;Francois Glaude;MDU;1;2;0;3;BUILDING template
SINT-NIKLAAS - FH02;4462006;BL0201;1;4462006;;;;WAAR;Mercatorstraat;10;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;6424446;BL0201;1;6424446;;;;WAAR;Mercatorstraat;12;A;;;2019-10-23;Dirk Marien;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;6448058;BL0201;1;6448058;;;;WAAR;Mercatorstraat;12;B;;;2020-02-04;Geert Stockman;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504327;BL0203;1;3504327;;;;WAAR;Mercatorstraat;13;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;56091;BL0201;1;56091;;;;WAAR;Mercatorstraat;14;;;X;2020-02-11 10:15:22;Geert Stockman;MDU;1;2;0;3;BUILDING template
SINT-NIKLAAS - FH02;56093;BL0203;1;56093;;;;WAAR;Mercatorstraat;17;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504329;BL0201;1;3504329;;;;WAAR;Mercatorstraat;18;;;C;2020-05-11;Geert Stockman;MDU;0;3;0;3;BUILDING template
SINT-NIKLAAS - FH02;3504332;BL0203;1;3504332;;;;WAAR;Mercatorstraat;19;;;;2019-10-23;Dirk Marien;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;56084;BL0201;1;56084;;;;WAAR;Mercatorstraat;22;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;4449107;BL0203;1;4449107;;;;WAAR;Mercatorstraat;23;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;56085;BL0201;1;56085;;;;WAAR;Mercatorstraat;26;;;D;2020-01-30 17:15:20;Geert Stockman;MDU;1;4;1;6;BUILDING template
SINT-NIKLAAS - FH02;3504343;BL0201;1;3504343;;;;WAAR;Mercatorstraat;30;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504348;BL0201;1;3504348;;;;WAAR;Mercatorstraat;34;;;D;2020-01-30 11:00:27;Geert Stockman;MDU;1;4;0;5;BUILDING template
SINT-NIKLAAS - FH02;3504349;BL0203;1;3504349;;;;WAAR;Mercatorstraat;35;;;D;2020-03-20 11:38:19;Bernardo Kana da Rosa;MDU;1;0;1;2;BUILDING template
SINT-NIKLAAS - FH02;6432344;BL0204;1;6432344;;;;WAAR;Mercatorstraat;39;A;;;2019-10-23;Dirk Marien;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;5985181;BL0204;1;5985181;;;;WAAR;Mercatorstraat;39;C;;;2018-12-13;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4448718;BL0202;1;4448718;;;;WAAR;Mercatorstraat;40;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504355;BL0204;1;3504355;;;;WAAR;Mercatorstraat;43;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504357;BL0202;1;3504357;;;;WAAR;Mercatorstraat;44;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;61720;BL0202;1;61720;;;;WAAR;Mercatorstraat;48;;;D;2020-02-04 12:10:26;Verhofsté Steffen;MDU;1;0;1;2;BUILDING template
SINT-NIKLAAS - FH02;3504374;BL0204;1;3504374;;;;WAAR;Mercatorstraat;57;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4028785;BL0204;1;4028785;;;;WAAR;Mercatorstraat;59;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504376;BL0202;1;3504376;;;;WAAR;Mercatorstraat;60;;;D;2018-09-07;Abdelmalek Lamkoref;MDU;1;1;0;2;BUILDING template
SINT-NIKLAAS - FH02;4448196;BL0204;1;4448196;;;;WAAR;Mercatorstraat;63;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;61724;BL0202;1;61724;;;;WAAR;Mercatorstraat;64;;;D;2020-02-11 09:40:22;Geert Stockman;MDU;1;1;0;2;BUILDING template
SINT-NIKLAAS - FH02;61726;BL0202;1;61726;;;;WAAR;Mercatorstraat;68;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;62532;BL0202;1;62532;;;;WAAR;Mercatorstraat;72;;;XA;2020-02-21 10:20:16;Geert Stockman;MDU;0;10;1;11;BUILDING template
SINT-NIKLAAS - FH02;62531;BL0204;1;62531;;;;WAAR;Mercatorstraat;73;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;62534;BL0204;1;62534;;;;WAAR;Mercatorstraat;77;;;D;2020-02-10 14:49:35;Steffen Verhofste;MDU;1;0;1;2;BUILDING template
SINT-NIKLAAS - FH02;4448206;BL0202;1;4448206;;;;WAAR;Mercatorstraat;80;;;;2020-02-10 09:38:29;Abdelmalek Lamkoref;SDU;0;0;0;0;BUILDING template
SINT-NIKLAAS - FH02;3504398;BL0204;1;3504398;;;;WAAR;Mercatorstraat;81;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504401;BL0202;1;3504401;;;;WAAR;Mercatorstraat;84;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504404;BL0204;1;3504404;;;;WAAR;Mercatorstraat;85;;;D;2018-09-07;Francois Glaude;MDU;0;3;0;3;BUILDING template
SINT-NIKLAAS - FH02;3504407;BL0202;1;3504407;;;;WAAR;Mercatorstraat;88;;;D;2018-09-07;Abdelmalek Lamkoref;MDU;0;3;0;3;BUILDING template
SINT-NIKLAAS - FH02;4448281;BL0204;1;4448281;;;;WAAR;Mercatorstraat;89;;;D;2020-03-20 14:22:16;Abdelmalek Lamkoref;MDU;0;1;1;2;BUILDING template
SINT-NIKLAAS - FH02;3504412;BL0202;1;3504412;;;;WAAR;Mercatorstraat;92;;;D;2020-02-07 14:10:33;Steffen Verhofsté;MDU;0;1;1;2;BUILDING template
SINT-NIKLAAS - FH02;56061;BL0205;1;56061;;;;WAAR;Mercatorstraat;93;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504419;BL0202;1;3504419;;;;WAAR;Mercatorstraat;96;;;D;2018-09-07;Francois Glaude;MDU;0;2;0;2;BUILDING template
SINT-NIKLAAS - FH02;3504422;BL0205;1;3504422;;;;WAAR;Mercatorstraat;97;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;62535;BL0202;1;62535;;;;WAAR;Mercatorstraat;100;;;;2020-02-07 14:05:37;Geert Stockman;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504425;BL0205;1;3504425;;;;WAAR;Mercatorstraat;101;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504432;BL0205;1;3504432;;;;WAAR;Mercatorstraat;105;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4015932;BL0205;1;4015932;;;;WAAR;Mercatorstraat;109;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4448953;BL0205;1;4448953;;;;WAAR;Mercatorstraat;113;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4448956;BL0205;1;4448956;;;;WAAR;Mercatorstraat;117;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504453;BL0205;1;3504453;;;;WAAR;Mercatorstraat;121;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504458;BL0205;1;3504458;;;;WAAR;Mercatorstraat;125;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504464;BL0205;1;3504464;;;;WAAR;Mercatorstraat;129;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504468;BL0205;1;3504468;;;;WAAR;Mercatorstraat;133;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504476;BL0205;1;3504476;;;;WAAR;Mercatorstraat;137;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504482;BL0205;1;3504482;;;;WAAR;Mercatorstraat;141;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504485;BL0205;1;3504485;;;;WAAR;Mercatorstraat;145;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;56065;BL0205;1;56065;;;;WAAR;Mercatorstraat;147;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4447930;BL0205;1;4447930;;;;WAAR;Mercatorstraat;155;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504503;BL0205;1;3504503;;;;WAAR;Mercatorstraat;159;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504506;BL0205;1;3504506;;;;WAAR;Mercatorstraat;163;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4058959;BL0205;1;4058959;;;;WAAR;Mercatorstraat;167;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504514;BL0205;1;3504514;;;;WAAR;Mercatorstraat;171;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4447941;BL0205;1;4447941;;;;WAAR;Mercatorstraat;177;;;;;;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;4447944;BL0205;1;4447944;;;;WAAR;Mercatorstraat;179;;;;2019-10-23;Dirk Marien;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;63262;BL0205;1;63262;;;;WAAR;Mercatorstraat;183;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;63263;BL0205;1;63263;;;;WAAR;Mercatorstraat;187;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4447787;BL0205;1;4447787;;;;WAAR;Mercatorstraat;191;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504542;BL0205;1;3504542;;;;WAAR;Mercatorstraat;195;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4447790;BL0205;1;4447790;;;;WAAR;Mercatorstraat;199;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504553;BL0205;1;3504553;;;;WAAR;Mercatorstraat;203;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4223737;BL0205;1;4223737;;;;WAAR;Mercatorstraat;207;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4447798;BL0205;1;4447798;;;;WAAR;Mercatorstraat;211;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4447801;BL0205;1;4447801;;;;WAAR;Mercatorstraat;215;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4447805;BL0205;1;4447805;;;;WAAR;Mercatorstraat;219;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;9489;BL0216;3;9489;;;;WAAR;Moerlandstraat;1;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504998;BL0216;3;3504998;;;;WAAR;Moerlandstraat;3;A;;XC;2020-02-19 10:15:21;Marouane Zoubir;MDU;0;3;2;5;BUILDING template
SINT-NIKLAAS - FH02;3505003;BL0216;3;3505003;;;;WAAR;Moerlandstraat;5;;;;2020-02-18 12:55:21;Marouane Zoubir;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3505006;BL0216;3;3505006;;;;WAAR;Moerlandstraat;9;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4457106;BL0216;3;4457106;;;;WAAR;Moerlandstraat;13;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;96640;BL0216;3;96640;;;;WAAR;Moerlandstraat;17;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;91057;BL0215;3;91057;;;;WAAR;Moerlandstraat;19;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4000870;BL0215;3;4000870;;;;WAAR;Moerlandstraat;23;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;91060;BL0215;3;91060;;;;WAAR;Moerlandstraat;27;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3505030;BL0215;3;3505030;;;;WAAR;Moerlandstraat;31;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3505033;BL0215;3;3505033;;;;WAAR;Moerlandstraat;35;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;91053;BL0215;3;91053;;;;WAAR;Moerlandstraat;39;;;;2020-02-18 12:45:24;Marouane Zoubir;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3505040;BL0215;3;3505040;;;;WAAR;Moerlandstraat;43;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3505043;BL0215;3;3505043;;;;WAAR;Moerlandstraat;47;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3505046;BL0215;3;3505046;;;;WAAR;Moerlandstraat;51;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3505047;BL0215;3;3505047;;;;WAAR;Moerlandstraat;57;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;91059;BL0215;3;91059;;;;WAAR;Moerlandstraat;61;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3505052;BL0215;3;3505052;;;;WAAR;Moerlandstraat;63;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3505054;BL0215;3;3505054;;;;WAAR;Moerlandstraat;67;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3505057;BL0215;3;3505057;;;;WAAR;Moerlandstraat;71;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3505061;BL0215;3;3505061;;;;WAAR;Moerlandstraat;75;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4444748;BL0209;2;4444748;;;;WAAR;Papenakkerstraat;2;;;;2019-10-23;Dirk Marien;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;68444;BL0208;1;68444;;;;WAAR;Papenakkerstraat;3;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3509864;BL0208;1;3509864;;;;WAAR;Papenakkerstraat;7;;;;2018-07-27;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3948761;BL0208;1;3948761;;;;WAAR;Papenakkerstraat;9;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4163806;BL0208;1;4163806;;;;WAAR;Papenakkerstraat;15;;;;2018-07-27;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3509870;BL0208;1;3509870;;;;WAAR;Papenakkerstraat;25;;;;;Francois Glaude;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;68448;BL0208;1;68448;;;;WAAR;Papenakkerstraat;37;;;;2018-12-13;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;96726;BL0214;3;96726;;;;WAAR;Parklaan;1;;;D;2020-02-17 09:00:32;Marouane Zoubir;MDU;1;6;2;9;BUILDING template
SINT-NIKLAAS - FH02;6464947;BL0214;3;6464947;;;;WAAR;Parklaan;3;B;;;2019-10-23;Dirk Marien;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;4454518;BL0217;3;4454518;;;;WAAR;Parklaan;4;;;;;Kevin Dekens;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3509897;BL0214;3;3509897;;;;WAAR;Parklaan;7;;;D;2018-09-11;Abdelmalek Lamkoref;MDU;1;1;0;2;BUILDING template
SINT-NIKLAAS - FH02;3509900;BL0217;3;3509900;;;;WAAR;Parklaan;8;;;D;2020-02-19 14:35:15;Marouane Zoubir;MDU;0;3;1;4;BUILDING template
SINT-NIKLAAS - FH02;3509909;BL0214;3;3509909;;;;WAAR;Parklaan;11;;;XC;2020-02-17 13:15:44;Marouane Zoubir;MDU;4;10;4;18;BUILDING template
SINT-NIKLAAS - FH02;3509921;BL0217;3;3509921;;;;WAAR;Parklaan;12;;;D;2020-02-20 09:20:18;Marouane Zoubir;MDU;1;3;0;4;BUILDING template
SINT-NIKLAAS - FH02;5572099;BL0214;3;5572099;;;;WAAR;Parklaan;13;A;;;2018-12-13;Hidde Kiekens;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3509941;BL0217;3;3509941;;;;WAAR;Parklaan;18;;;D;2020-02-26 13:15:15;Marouane Zoubir;MDU;1;2;0;3;BUILDING template
SINT-NIKLAAS - FH02;3509946;BL0214;3;3509946;;;;WAAR;Parklaan;19;;;;;Abdelmalek Lamkoref;MDU;0;7;0;7;BUILDING template
SINT-NIKLAAS - FH02;72525;BL0217;3;72525;;;;WAAR;Parklaan;22;;;D;2020-02-27 11:05:10;Marouane Zoubir;MDU;1;4;2;7;BUILDING template
SINT-NIKLAAS - FH02;3509957;BL0214;3;3509957;;;;WAAR;Parklaan;23;;;;;Abdelmalek Lamkoref;MDU;1;7;0;8;BUILDING template
SINT-NIKLAAS - FH02;3509966;BL0214;3;3509966;;;;WAAR;Parklaan;27;;;;;Abdelmalek Lamkoref;MDU;0;6;0;6;BUILDING template
SINT-NIKLAAS - FH02;3509971;BL0214;3;3509971;;;;WAAR;Parklaan;31;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3509974;BL0214;3;3509974;;;;WAAR;Parklaan;35;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;96730;BL0214;3;96730;;;;WAAR;Parklaan;39;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3510008;BL0216;3;3510008;;;;WAAR;Parklaan;51;;;XC;2020-03-04 10:10:14;Marouane Zoubir;MDU;1;3;2;6;BUILDING template
SINT-NIKLAAS - FH02;96646;BL0216;3;96646;;;;WAAR;Parklaan;55;;;XC;2020-03-04 08:35:10;Marouane Zoubir;MDU;1;3;2;6;BUILDING template
SINT-NIKLAAS - FH02;3510026;BL0216;3;3510026;;;;WAAR;Parklaan;59;;;;;Abdelmalek Lamkoref;MDU;1;1;0;2;BUILDING template
SINT-NIKLAAS - FH02;3510046;BL0216;3;3510046;;;;WAAR;Parklaan;63;;;;;Abdelmalek Lamkoref;MDU;0;4;0;4;BUILDING template
SINT-NIKLAAS - FH02;96643;BL0216;3;96643;;;;WAAR;Parklaan;67;;;D;2020-02-27 10:20:11;Marouane Zoubir;MDU;1;3;0;4;BUILDING template
SINT-NIKLAAS - FH02;96645;BL0216;3;96645;;;;WAAR;Parklaan;71;;;XC;2020-02-19 12:05:18;Marouane Zoubir;MDU;0;15;1;16;BUILDING template
SINT-NIKLAAS - FH02;5495076;BL0209;2;5495076;;;;WAAR;Philippus Neridreef;3;;;;2018-12-13;Hidde Kiekens;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3512063;BL0213;2;3512063;;;;WAAR;Polderstraat;3;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4455368;BL0212;2;4455368;;;;WAAR;Polderstraat;4;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4464798;BL0213;2;4464798;;;;WAAR;Polderstraat;7;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;75469;BL0212;2;75469;;;;WAAR;Polderstraat;8;;;X;2020-02-19 21:20:16;Hidde Kiekens;MDU;0;3;0;3;BUILDING template
SINT-NIKLAAS - FH02;3512069;BL0212;2;3512069;;;;WAAR;Polderstraat;12;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3512071;BL0213;2;3512071;;;;WAAR;Polderstraat;13;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3512075;BL0212;2;3512075;;;;WAAR;Polderstraat;16;;;D;2020-02-29 12:20:08;Hidde Kiekens;MDU;0;5;0;5;BUILDING template
SINT-NIKLAAS - FH02;3512076;BL0213;2;3512076;;;;WAAR;Polderstraat;17;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4464734;BL0212;2;4464734;;;;WAAR;Polderstraat;18;;;;;;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4464808;BL0213;2;4464808;;;;WAAR;Polderstraat;21;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3512081;BL0212;2;3512081;;;;WAAR;Polderstraat;22;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3512089;BL0213;2;3512089;;;;WAAR;Polderstraat;25;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;75471;BL0212;2;75471;;;;WAAR;Polderstraat;28;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;75466;BL0213;2;75466;;;;WAAR;Polderstraat;29;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3512108;BL0213;2;3512108;;;;WAAR;Polderstraat;33;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4275435;BL0212;2;4275435;;;;WAAR;Polderstraat;38;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;5390734;BL0213;2;5390734;;;;WAAR;Polderstraat;39;A;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4259654;BL0213;2;4259654;;;;WAAR;Polderstraat;43;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3512136;BL0212;2;3512136;;;;WAAR;Polderstraat;46;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4004389;BL0213;2;4004389;;;;WAAR;Polderstraat;47;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3512139;BL0212;2;3512139;;;;WAAR;Polderstraat;50;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;75473;BL0212;2;75473;;;;WAAR;Polderstraat;54;;;D;2020-02-19 21:15:18;Hidde Kiekens;MDU;0;2;0;2;BUILDING template
SINT-NIKLAAS - FH02;56083;BL0203;1;56083;;;;WAAR;Prins Albertstraat;2;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3484723;BL0203;1;3484723;;;;WAAR;Prins Albertstraat;6;;;D;2020-01-30 10:15:26;Geert Stockman;MDU;1;1;0;2;BUILDING template
