Projectnummer;Opdrachtnummer;Blok;Cluster NR;LAM MK;BG Id;BG Name;Bg Name ifh;Kolom1;Straat;Huisnummer;Huisnummer Toevoeging;BG Version;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
SINT-NIKLAAS - FH02;1514073;BL0211;2;1514073;;;;WAAR;Lodewijk De Meesterstraat;40;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1514074;BL0211;2;1514074;;;;WAAR;Lodewijk De Meesterstraat;42;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1514076;BL0211;2;1514076;;;;WAAR;Lodewijk De Meesterstraat;46;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1514078;BL0211;2;1514078;;;;WAAR;Lodewijk De Meesterstraat;50;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1514080;BL0211;2;1514080;;;;WAAR;Lodewijk De Meesterstraat;54;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1514082;BL0211;2;1514082;;;;WAAR;Lodewijk De Meesterstraat;58;;;;;Youssef Abdellaoui;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;1514085;BL0211;2;1514085;;;;WAAR;Lodewijk De Meesterstraat;64;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1514087;BL0211;2;1514087;;;;WAAR;Lodewijk De Meesterstraat;68;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4464881;BL0213;2;4464881;;;;WAAR;Lodewijk De Meesterstraat;86;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3529855;BL0213;2;3529855;;;;WAAR;Lodewijk De Meesterstraat;90;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3948890;BL0213;2;3948890;;;;WAAR;Lodewijk De Meesterstraat;96;;;D;2020-02-29 12:25:08;Hidde Kiekens;MDU;0;6;0;6;BUILDING template
SINT-NIKLAAS - FH02;75481;BL0213;2;75481;;;;WAAR;Lodewijk De Meesterstraat;100;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4464745;BL0213;2;4464745;;;;WAAR;Lodewijk De Meesterstraat;108;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4464749;BL0213;2;4464749;;;;WAAR;Lodewijk De Meesterstraat;112;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4464751;BL0213;2;4464751;;;;WAAR;Lodewijk De Meesterstraat;116;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3529873;BL0213;2;3529873;;;;WAAR;Lodewijk De Meesterstraat;122;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3529875;BL0213;2;3529875;;;;WAAR;Lodewijk De Meesterstraat;128;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3529880;BL0213;2;3529880;;;;WAAR;Lodewijk De Meesterstraat;132;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;75484;BL0213;2;75484;;;;WAAR;Lodewijk De Meesterstraat;136;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;56089;BL0203;1;56089;;;;WAAR;Mercatorstraat;1;;;D;2020-02-10 16:07:42;Steffen Verhofste;MDU;1;0;1;2;BUILDING template
SINT-NIKLAAS - FH02;1465072;BL0203;1;1465072;;;;WAAR;Mercatorstraat;5;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;5785361;BL0203;1;5785361;;;;WAAR;Mercatorstraat;9;C;;;2018-12-13;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4449124;BL0203;1;4449124;;;;WAAR;Mercatorstraat;11;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;6448059;BL0201;1;6448059;;;;WAAR;Mercatorstraat;12;C;;;2019-10-23;Dirk Marien;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504325;BL0201;1;3504325;;;;WAAR;Mercatorstraat;12;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;56088;BL0203;1;56088;;;;WAAR;Mercatorstraat;15;;;D;2020-02-07 11:20:27;Geert Stockman;MDU;2;5;0;7;BUILDING template
SINT-NIKLAAS - FH02;56092;BL0201;1;56092;;;;WAAR;Mercatorstraat;16;;;;2020-01-30 13:05:27;Geert Stockman;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504334;BL0201;1;3504334;;;;WAAR;Mercatorstraat;20;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;1449708;BL0203;1;1449708;;;;WAAR;Mercatorstraat;21;;;XC;2020-02-07 10:10:28;Geert Stockman;MDU;0;12;1;13;BUILDING template
SINT-NIKLAAS - FH02;3504335;BL0201;1;3504335;;;;WAAR;Mercatorstraat;24;;;C;2020-01-30 17:10:19;Geert Stockman;MDU;1;3;0;4;BUILDING template
SINT-NIKLAAS - FH02;4449109;BL0203;1;4449109;;;;WAAR;Mercatorstraat;25;;;;;;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504339;BL0203;1;3504339;;;;WAAR;Mercatorstraat;27;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3948735;BL0201;1;3948735;;;;WAAR;Mercatorstraat;28;;;D;2020-01-30 13:00:23;Geert Stockman;MDU;0;3;0;3;BUILDING template
SINT-NIKLAAS - FH02;3504344;BL0201;1;3504344;;;;WAAR;Mercatorstraat;32;;;D;2020-01-30 11:01:40;Geert Stockman;MDU;1;1;0;2;BUILDING template
SINT-NIKLAAS - FH02;3504346;BL0203;1;3504346;;;;WAAR;Mercatorstraat;33;;;D;2020-02-04 13:40:21;Steffen Verhofste;MDU;1;0;1;2;BUILDING template
SINT-NIKLAAS - FH02;4220328;BL0204;1;4220328;;;;WAAR;Mercatorstraat;41;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4448720;BL0202;1;4448720;;;;WAAR;Mercatorstraat;42;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504359;BL0204;1;3504359;;;;WAAR;Mercatorstraat;45;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;61719;BL0202;1;61719;;;;WAAR;Mercatorstraat;46;;;D;2020-02-04 09:55:29;Geert Stockman;MDU;1;3;0;4;BUILDING template
SINT-NIKLAAS - FH02;3504363;BL0204;1;3504363;;;;WAAR;Mercatorstraat;48;A;;;2019-10-23;Dirk Marien;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;6179005;BL0204;1;6179005;;;;WAAR;Mercatorstraat;48;B;;;2019-10-23;Dirk Marien;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;62530;BL0204;1;62530;;;;WAAR;Mercatorstraat;55;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504378;BL0204;1;3504378;;;;WAAR;Mercatorstraat;61;;;D;2020-01-30 11:40:24;Hidde Kiekens;MDU;1;1;0;2;BUILDING template
SINT-NIKLAAS - FH02;61723;BL0202;1;61723;;;;WAAR;Mercatorstraat;62;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;61725;BL0202;1;61725;;;;WAAR;Mercatorstraat;66;;;A;2020-02-15 14:30:24;Geert Stockman;MDU;1;10;0;11;BUILDING template
SINT-NIKLAAS - FH02;4448199;BL0204;1;4448199;;;;WAAR;Mercatorstraat;67;;;;;Abdelmalek Lamkoref;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504387;BL0202;1;3504387;;;;WAAR;Mercatorstraat;70;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;4188104;BL0204;1;4188104;;;;WAAR;Mercatorstraat;71;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;62533;BL0204;1;62533;;;;WAAR;Mercatorstraat;75;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504395;BL0202;1;3504395;;;;WAAR;Mercatorstraat;78;;;D;2020-02-07 14:25:15;Geert Stockman;MDU;1;1;0;2;BUILDING template
SINT-NIKLAAS - FH02;3948738;BL0204;1;3948738;;;;WAAR;Mercatorstraat;79;A;;D;2020-01-30 11:10:20;Hidde Kiekens;MDU;0;7;0;7;BUILDING template
SINT-NIKLAAS - FH02;3504396;BL0204;1;3504396;;;;WAAR;Mercatorstraat;79;;;X;2020-01-30 11:15:28;Hidde Kiekens;MDU;0;4;0;4;BUILDING template
SINT-NIKLAAS - FH02;3504399;BL0202;1;3504399;;;;WAAR;Mercatorstraat;82;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;4448276;BL0204;1;4448276;;;;WAAR;Mercatorstraat;83;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4448210;BL0202;1;4448210;;;;WAAR;Mercatorstraat;86;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504405;BL0204;1;3504405;;;;WAAR;Mercatorstraat;87;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504409;BL0202;1;3504409;;;;WAAR;Mercatorstraat;90;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;62536;BL0204;1;62536;;;;WAAR;Mercatorstraat;91;;;;2018-12-13;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504414;BL0202;1;3504414;;;;WAAR;Mercatorstraat;94;;;D;2018-09-07;Abdelmalek Lamkoref;MDU;1;1;0;2;BUILDING template
SINT-NIKLAAS - FH02;3504417;BL0205;1;3504417;;;;WAAR;Mercatorstraat;95;;;D;2020-02-05 21:20:13;Hidde Kiekens;MDU;0;2;0;2;BUILDING template
SINT-NIKLAAS - FH02;3504424;BL0202;1;3504424;;;;WAAR;Mercatorstraat;98;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4448944;BL0205;1;4448944;;;;WAAR;Mercatorstraat;99;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504429;BL0205;1;3504429;;;;WAAR;Mercatorstraat;103;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4448949;BL0205;1;4448949;;;;WAAR;Mercatorstraat;107;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504439;BL0205;1;3504439;;;;WAAR;Mercatorstraat;111;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504445;BL0205;1;3504445;;;;WAAR;Mercatorstraat;115;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4216890;BL0205;1;4216890;;;;WAAR;Mercatorstraat;119;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504456;BL0205;1;3504456;;;;WAAR;Mercatorstraat;123;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504463;BL0205;1;3504463;;;;WAAR;Mercatorstraat;127;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4448961;BL0205;1;4448961;;;;WAAR;Mercatorstraat;131;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504471;BL0205;1;3504471;;;;WAAR;Mercatorstraat;135;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4448965;BL0205;1;4448965;;;;WAAR;Mercatorstraat;139;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504484;BL0205;1;3504484;;;;WAAR;Mercatorstraat;143;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504502;BL0205;1;3504502;;;;WAAR;Mercatorstraat;157;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4447935;BL0205;1;4447935;;;;WAAR;Mercatorstraat;161;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4447937;BL0205;1;4447937;;;;WAAR;Mercatorstraat;165;;;D;2020-03-20 09:29:13;Bernardo Kana da Rosa;MDU;0;1;1;2;BUILDING template
SINT-NIKLAAS - FH02;3504510;BL0205;1;3504510;;;;WAAR;Mercatorstraat;169;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4447946;BL0205;1;4447946;;;;WAAR;Mercatorstraat;181;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4234722;BL0205;1;4234722;;;;WAAR;Mercatorstraat;185;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504532;BL0205;1;3504532;;;;WAAR;Mercatorstraat;189;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504538;BL0205;1;3504538;;;;WAAR;Mercatorstraat;193;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504544;BL0205;1;3504544;;;;WAAR;Mercatorstraat;197;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504549;BL0205;1;3504549;;;;WAAR;Mercatorstraat;201;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504554;BL0205;1;3504554;;;;WAAR;Mercatorstraat;205;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4447795;BL0205;1;4447795;;;;WAAR;Mercatorstraat;209;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504559;BL0205;1;3504559;;;;WAAR;Mercatorstraat;213;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4447803;BL0205;1;4447803;;;;WAAR;Mercatorstraat;217;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504563;BL0205;1;3504563;;;;WAAR;Mercatorstraat;221;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3505000;BL0216;3;3505000;;;;WAAR;Moerlandstraat;3;B;;;2020-02-18 12:50:16;Marouane Zoubir;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504996;BL0216;3;3504996;;;;WAAR;Moerlandstraat;3;;;;;Abdelmalek Lamkoref;MDU;0;3;0;3;BUILDING template
SINT-NIKLAAS - FH02;4457104;BL0216;3;4457104;;;;WAAR;Moerlandstraat;7;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3505009;BL0216;3;3505009;;;;WAAR;Moerlandstraat;11;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4457107;BL0216;3;4457107;;;;WAAR;Moerlandstraat;15;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3505019;BL0215;3;3505019;;;;WAAR;Moerlandstraat;21;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4188065;BL0215;3;4188065;;;;WAAR;Moerlandstraat;25;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;91061;BL0215;3;91061;;;;WAAR;Moerlandstraat;29;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4468941;BL0215;3;4468941;;;;WAAR;Moerlandstraat;33;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;91055;BL0215;3;91055;;;;WAAR;Moerlandstraat;37;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3505037;BL0215;3;3505037;;;;WAAR;Moerlandstraat;41;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4468726;BL0215;3;4468726;;;;WAAR;Moerlandstraat;45;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3505044;BL0215;3;3505044;;;;WAAR;Moerlandstraat;49;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4468734;BL0215;3;4468734;;;;WAAR;Moerlandstraat;55;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;91058;BL0215;3;91058;;;;WAAR;Moerlandstraat;59;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3505053;BL0215;3;3505053;;;;WAAR;Moerlandstraat;65;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4468745;BL0215;3;4468745;;;;WAAR;Moerlandstraat;69;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1325897;BL0215;3;1325897;;;;WAAR;Moerlandstraat;73;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3505063;BL0215;3;3505063;;;;WAAR;Moerlandstraat;77;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4103518;BL0208;1;4103518;;;;WAAR;Papenakkerstraat;5;;;D;2020-02-09 14:25:21;Maayken Vanfleteren;MDU;0;2;0;2;BUILDING template
SINT-NIKLAAS - FH02;3509868;BL0208;1;3509868;;;;WAAR;Papenakkerstraat;11;;;;2018-07-27;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;68446;BL0208;1;68446;;;;WAAR;Papenakkerstraat;13;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4444789;BL0208;1;4444789;;;;WAAR;Papenakkerstraat;29;;;XC;2020-02-09 14:25:14;Maayken Vanfleteren;MDU;0;4;0;4;BUILDING template
SINT-NIKLAAS - FH02;72543;BL0217;3;72543;;;;WAAR;Parklaan;2;A;;;2019-10-23;Dirk Marien;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;72526;BL0217;3;72526;;;;WAAR;Parklaan;2;;;;2020-02-19 13:00:30;Marouane Zoubir;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3509885;BL0214;3;3509885;;;;WAAR;Parklaan;3;A;;;2019-10-23;Dirk Marien;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3509887;BL0214;3;3509887;;;;WAAR;Parklaan;5;;;D;2018-09-11;Abdelmalek Lamkoref;MDU;1;2;0;3;BUILDING template
SINT-NIKLAAS - FH02;3509892;BL0217;3;3509892;;;;WAAR;Parklaan;6;;;D;2020-04-29 11:30:26;Geert Stockman;MDU;1;3;0;4;BUILDING template
SINT-NIKLAAS - FH02;3509906;BL0214;3;3509906;;;;WAAR;Parklaan;9;;;D;2020-02-17 09:40:20;Marouane Zoubir;MDU;1;3;0;4;BUILDING template
SINT-NIKLAAS - FH02;3948762;BL0217;3;3948762;;;;WAAR;Parklaan;10;;;D;2020-02-20 09:05:16;Marouane Zoubir;MDU;1;3;0;4;BUILDING template
SINT-NIKLAAS - FH02;5886425;BL0214;3;5886425;;;;WAAR;Parklaan;13;B;;;2018-12-13;Hidde Kiekens;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;96728;BL0214;3;96728;;;;WAAR;Parklaan;13;;;;;Abdelmalek Lamkoref;MDU;0;6;0;6;BUILDING template
SINT-NIKLAAS - FH02;6419364;BL0217;3;6419364;;;;WAAR;Parklaan;14;B;;;2019-10-23;Dirk Marien;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;6449599;BL0214;3;6449599;;;;WAAR;Parklaan;15;A;;;2019-10-23;Dirk Marien;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3509935;BL0217;3;3509935;;;;WAAR;Parklaan;16;;;D;2020-02-26 13:05:19;Marouane Zoubir;MDU;1;2;0;3;BUILDING template
SINT-NIKLAAS - FH02;3509937;BL0214;3;3509937;;;;WAAR;Parklaan;17;;;;;Abdelmalek Lamkoref;MDU;0;4;0;4;BUILDING template
SINT-NIKLAAS - FH02;3509950;BL0217;3;3509950;;;;WAAR;Parklaan;20;;;D;2018-09-11;Abdelmalek Lamkoref;MDU;1;1;0;2;BUILDING template
SINT-NIKLAAS - FH02;3509953;BL0214;3;3509953;;;;WAAR;Parklaan;21;;;;;Abdelmalek Lamkoref;MDU;0;5;0;5;BUILDING template
SINT-NIKLAAS - FH02;3509961;BL0217;3;3509961;;;;WAAR;Parklaan;24;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4462457;BL0214;3;4462457;;;;WAAR;Parklaan;25;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3509968;BL0214;3;3509968;;;;WAAR;Parklaan;29;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;96729;BL0214;3;96729;;;;WAAR;Parklaan;33;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3509976;BL0214;3;3509976;;;;WAAR;Parklaan;37;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;96731;BL0214;3;96731;;;;WAAR;Parklaan;41;;;;2020-05-11 06:20;Geert Stockman;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;96642;BL0216;3;96642;;;;WAAR;Parklaan;45;;;D;2020-02-26 08:10:10;Marouane Zoubir;MDU;0;8;1;9;BUILDING template
SINT-NIKLAAS - FH02;3510002;BL0216;3;3510002;;;;WAAR;Parklaan;49;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3948763;BL0216;3;3948763;;;;WAAR;Parklaan;53;;;XC;2020-02-26 12:20:10;Marouane Zoubir;MDU;0;4;2;6;BUILDING template
SINT-NIKLAAS - FH02;96647;BL0216;3;96647;;;;WAAR;Parklaan;57;;;;;Abdelmalek Lamkoref;MDU;2;21;0;23;BUILDING template
SINT-NIKLAAS - FH02;3510039;BL0216;3;3510039;;;;WAAR;Parklaan;61;;;;;Abdelmalek Lamkoref;MDU;1;3;0;4;BUILDING template
SINT-NIKLAAS - FH02;4457121;BL0216;3;4457121;;;;WAAR;Parklaan;65;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;96644;BL0216;3;96644;;;;WAAR;Parklaan;69;;;XC;2020-02-27 09:55:09;Marouane Zoubir;MDU;2;11;1;14;BUILDING template
SINT-NIKLAAS - FH02;75468;BL0213;2;75468;;;;WAAR;Polderstraat;1;;;D;2020-02-19 21:15:16;Hidde Kiekens;MDU;0;3;0;3;BUILDING template
SINT-NIKLAAS - FH02;75570;BL0212;2;75570;;;;WAAR;Polderstraat;2;;;D;2020-02-10 14:36:30;Steffen Verhofste;MDU;1;0;1;2;BUILDING template
SINT-NIKLAAS - FH02;4464796;BL0213;2;4464796;;;;WAAR;Polderstraat;5;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;75467;BL0212;2;75467;;;;WAAR;Polderstraat;6;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3512067;BL0213;2;3512067;;;;WAAR;Polderstraat;9;;;D;2020-03-20 11:49:44;Kevin Dekens;MDU;0;1;1;2;BUILDING template
SINT-NIKLAAS - FH02;4191442;BL0212;2;4191442;;;;WAAR;Polderstraat;10;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3512072;BL0212;2;3512072;;;;WAAR;Polderstraat;14;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4464803;BL0213;2;4464803;;;;WAAR;Polderstraat;15;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3512078;BL0213;2;3512078;;;;WAAR;Polderstraat;19;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4464736;BL0212;2;4464736;;;;WAAR;Polderstraat;20;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3512083;BL0213;2;3512083;;;;WAAR;Polderstraat;23;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3512093;BL0212;2;3512093;;;;WAAR;Polderstraat;26;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;75470;BL0213;2;75470;;;;WAAR;Polderstraat;27;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4464766;BL0213;2;4464766;;;;WAAR;Polderstraat;31;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3512115;BL0213;2;3512115;;;;WAAR;Polderstraat;35;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4464772;BL0213;2;4464772;;;;WAAR;Polderstraat;39;B;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3512133;BL0212;2;3512133;;;;WAAR;Polderstraat;42;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4464774;BL0213;2;4464774;;;;WAAR;Polderstraat;45;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4227995;BL0212;2;4227995;;;;WAAR;Polderstraat;48;;;;;Youssef Abdellaoui;SDU;1;0;0;1;BUILDING template
