Projectnummer;Opdrachtnummer;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;BG Version;Opdrachttemplate
ANTWERPEN-WEST - FH01;4048873;4048873;;;Kempischdok-Westkaai;10;;;BUILDING template
ANTWERPEN-WEST - FH01;1960882;1960882;;;Kempischdok-Westkaai;12;;;BUILDING template
ANTWERPEN-WEST - FH01;4505465;4505465;;;Kempischdok-Westkaai;14;;;BUILDING template
ANTWERPEN-WEST - FH01;108955;108955;11196797;Kempischdok-Westkaai 14 - 20;Kempischdok-Westkaai;20;;20190705082417;BUILDING template
ANTWERPEN-WEST - FH01;108288;108288;;;Kempischdok-Westkaai;26;;;BUILDING template
ANTWERPEN-WEST - FH01;1960885;1960885;;;Kempischdok-Westkaai;28;;;BUILDING template
ANTWERPEN-WEST - FH01;1960886;1960886;;;Kempischdok-Westkaai;30;;;BUILDING template
ANTWERPEN-WEST - FH01;1960887;1960887;;;Kempischdok-Westkaai;32;;;BUILDING template
ANTWERPEN-WEST - FH01;1960888;1960888;;;Kempischdok-Westkaai;34;;;BUILDING template
ANTWERPEN-WEST - FH01;4506388;4506388;;;Kempischdok-Westkaai;36;;;BUILDING template
ANTWERPEN-WEST - FH01;108287;108287;;;Kempischdok-Westkaai;38;;;BUILDING template
ANTWERPEN-WEST - FH01;6592314;6592314;;;Kempischdok-Westkaai;61;;;BUILDING template
ANTWERPEN-WEST - FH01;108285;108285;11196775;VDAB;Kempischdok-Westkaai;72;;20181222110913;BUILDING template
ANTWERPEN-WEST - FH01;108284;108284;;;Kempischdok-Westkaai;74;;;BUILDING template
ANTWERPEN-WEST - FH01;1960890;1960890;;;Kempischdok-Westkaai;76;;;BUILDING template
ANTWERPEN-WEST - FH01;1960891;1960891;;;Kempischdok-Westkaai;78;;;BUILDING template
ANTWERPEN-WEST - FH01;1960892;1960892;;;Kempischdok-Westkaai;80;;;BUILDING template
ANTWERPEN-WEST - FH01;1960893;1960893;;;Kempischdok-Westkaai;82;;;BUILDING template
ANTWERPEN-WEST - FH01;5563826;5563826;;;Kempischdok-Westkaai;84;;;BUILDING template
ANTWERPEN-WEST - FH01;108283;108283;11196796;Kempischdok-Westkaai 84 - 90;Kempischdok-Westkaai;90;;20190527140527;BUILDING template
ANTWERPEN-WEST - FH01;108282;108282;;;Kempischdok-Westkaai;92;;;BUILDING template
ANTWERPEN-WEST - FH01;4016605;4016605;;;Kempischdok-Westkaai;98;;;BUILDING template
ANTWERPEN-WEST - FH01;1960897;1960897;;;Kempischdok-Westkaai;100;;;BUILDING template
ANTWERPEN-WEST - FH01;4506338;4506338;;;Kempischdok-Westkaai;102;;;BUILDING template
ANTWERPEN-WEST - FH01;59266;59266;;;Korte Zeevaartstraat;2;;;BUILDING template
ANTWERPEN-WEST - FH01;108785;108785;;;Kribbestraat;2;;;BUILDING template
ANTWERPEN-WEST - FH01;1970926;1970926;;;Kribbestraat;3;;;BUILDING template
ANTWERPEN-WEST - FH01;1970933;1970933;11196785;Kribbestraat 2 - 4;Kribbestraat;4;;20190705082415;BUILDING template
ANTWERPEN-WEST - FH01;1970943;1970943;14286066;;Kribbestraat;6;;20190913130011;BUILDING template
ANTWERPEN-WEST - FH01;1970946;1970946;14286066;;Kribbestraat;8;;20190913130011;BUILDING template
ANTWERPEN-WEST - FH01;108783;108783;;;Kribbestraat;9;;;BUILDING template
ANTWERPEN-WEST - FH01;1970954;1970954;;;Kribbestraat;10;;;BUILDING template
ANTWERPEN-WEST - FH01;1128033;1128033;;;Kribbestraat;11;;;BUILDING template
ANTWERPEN-WEST - FH01;186506;186506;;;Kribbestraat;12;;;BUILDING template
ANTWERPEN-WEST - FH01;1970973;1970973;;;Kribbestraat;13;;;BUILDING template
ANTWERPEN-WEST - FH01;4506128;4506128;;;Kribbestraat;14;;;BUILDING template
ANTWERPEN-WEST - FH01;1970980;1970980;;;Kribbestraat;15;;;BUILDING template
ANTWERPEN-WEST - FH01;1970984;1970984;;;Kribbestraat;18;;;BUILDING template
ANTWERPEN-WEST - FH01;186508;186508;;;Kribbestraat;19;;;BUILDING template
ANTWERPEN-WEST - FH01;1970988;1970988;;;Kribbestraat;20;;;BUILDING template
ANTWERPEN-WEST - FH01;108782;108782;;;Kribbestraat;24;;;BUILDING template
ANTWERPEN-WEST - FH01;108306;108306;;;Londenstraat;1;;;BUILDING template
ANTWERPEN-WEST - FH01;109143;109143;;;Londenstraat;2;;;BUILDING template
ANTWERPEN-WEST - FH01;1992472;1992472;;;Londenstraat;3;;;BUILDING template
ANTWERPEN-WEST - FH01;109146;109146;;;Londenstraat;4;;;BUILDING template
ANTWERPEN-WEST - FH01;1992477;1992477;;;Londenstraat;5;;;BUILDING template
ANTWERPEN-WEST - FH01;1992481;1992481;;;Londenstraat;6;;;BUILDING template
ANTWERPEN-WEST - FH01;1992485;1992485;;;Londenstraat;8;;;BUILDING template
ANTWERPEN-WEST - FH01;1992488;1992488;;;Londenstraat;10;;;BUILDING template
ANTWERPEN-WEST - FH01;1266447;1266447;;;Londenstraat;12;;;BUILDING template
ANTWERPEN-WEST - FH01;1992494;1992494;;;Londenstraat;13;;;BUILDING template
ANTWERPEN-WEST - FH01;4510542;4510542;;;Londenstraat;14;;;BUILDING template
ANTWERPEN-WEST - FH01;4506376;4506376;;;Londenstraat;15;;;BUILDING template
ANTWERPEN-WEST - FH01;1992495;1992495;;;Londenstraat;16;;;BUILDING template
ANTWERPEN-WEST - FH01;1992496;1992496;;;Londenstraat;17;;;BUILDING template
ANTWERPEN-WEST - FH01;109147;109147;;;Londenstraat;18;;;BUILDING template
ANTWERPEN-WEST - FH01;108796;108796;;;Londenstraat;20;;;BUILDING template
ANTWERPEN-WEST - FH01;1992508;1992508;;;Londenstraat;21;;;BUILDING template
ANTWERPEN-WEST - FH01;4081990;4081990;;;Londenstraat;22;;;BUILDING template
ANTWERPEN-WEST - FH01;1992511;1992511;;;Londenstraat;23;;;BUILDING template
ANTWERPEN-WEST - FH01;1992517;1992517;;;Londenstraat;24;;;BUILDING template
ANTWERPEN-WEST - FH01;1992519;1992519;;;Londenstraat;25;;;BUILDING template
ANTWERPEN-WEST - FH01;1992528;1992528;;;Londenstraat;27;;;BUILDING template
ANTWERPEN-WEST - FH01;108797;108797;;;Londenstraat;28;;;BUILDING template
ANTWERPEN-WEST - FH01;1992540;1992540;;;Londenstraat;29;;;BUILDING template
ANTWERPEN-WEST - FH01;1128032;1128032;11196784;Londenstraat 28 - 30;Londenstraat;30;;20190705082405;BUILDING template
ANTWERPEN-WEST - FH01;108305;108305;;;Londenstraat;31;;;BUILDING template
ANTWERPEN-WEST - FH01;108798;108798;;;Londenstraat;36;;;BUILDING template
ANTWERPEN-WEST - FH01;108799;108799;;;Londenstraat;38;;;BUILDING template
ANTWERPEN-WEST - FH01;1992550;1992550;20714618;;Londenstraat;39;;20191009090339;BUILDING template
ANTWERPEN-WEST - FH01;1992553;1992553;;;Londenstraat;40;;;BUILDING template
ANTWERPEN-WEST - FH01;4506340;4506340;;;Londenstraat;41;;;BUILDING template
ANTWERPEN-WEST - FH01;1992555;1992555;;;Londenstraat;42;;;BUILDING template
ANTWERPEN-WEST - FH01;1992559;1992559;;;Londenstraat;43;;;BUILDING template
ANTWERPEN-WEST - FH01;1992561;1992561;;;Londenstraat;44;;;BUILDING template
ANTWERPEN-WEST - FH01;1992564;1992564;;;Londenstraat;45;;;BUILDING template
ANTWERPEN-WEST - FH01;1992566;1992566;;;Londenstraat;46;;;BUILDING template
ANTWERPEN-WEST - FH01;1294704;1294704;;;Londenstraat;47;;;BUILDING template
ANTWERPEN-WEST - FH01;1992570;1992570;;;Londenstraat;48;;;BUILDING template
ANTWERPEN-WEST - FH01;6077503;6077503;;;Londenstraat;49;;;BUILDING template
ANTWERPEN-WEST - FH01;108800;108800;;;Londenstraat;50;;;BUILDING template
ANTWERPEN-WEST - FH01;108801;108801;;;Londenstraat;52;;;BUILDING template
ANTWERPEN-WEST - FH01;108303;108303;11293226;Londenstraat 53 - 53 A;Londenstraat;53;;20190705082409;BUILDING template
ANTWERPEN-WEST - FH01;1992574;1992574;;;Londenstraat;53;A;;BUILDING template
ANTWERPEN-WEST - FH01;5906909;5906909;;;Londenstraat;56;;;BUILDING template
ANTWERPEN-WEST - FH01;4128342;4128342;;Londenstraat 58 - 60;Londenstraat;58;;;BUILDING template
ANTWERPEN-WEST - FH01;1088758;1088758;;;Londenstraat;60;;;BUILDING template
ANTWERPEN-WEST - FH01;2015971;2015971;14069106;Montevideostraat 3_Rijnkaai 12-15;Montevideostraat;3;;20191004142315;BUILDING template
ANTWERPEN-WEST - FH01;2015972;2015972;14079300;2A+5;Montevideostraat;5;;20191004142312;BUILDING template
ANTWERPEN-WEST - FH01;108952;108952;;;Napelsstraat;2;;;BUILDING template
ANTWERPEN-WEST - FH01;4505438;4505438;;;Napelsstraat;4;;;BUILDING template
ANTWERPEN-WEST - FH01;4505440;4505440;;;Napelsstraat;6;;;BUILDING template
ANTWERPEN-WEST - FH01;4505441;4505441;;;Napelsstraat;8;;;BUILDING template
ANTWERPEN-WEST - FH01;4505442;4505442;;;Napelsstraat;10;;;BUILDING template
ANTWERPEN-WEST - FH01;4505443;4505443;;;Napelsstraat;12;;;BUILDING template
ANTWERPEN-WEST - FH01;2024620;2024620;;;Napelsstraat;21;;;BUILDING template
ANTWERPEN-WEST - FH01;2024624;2024624;;;Napelsstraat;23;;;BUILDING template
ANTWERPEN-WEST - FH01;2024627;2024627;;;Napelsstraat;25;;;BUILDING template
ANTWERPEN-WEST - FH01;2024631;2024631;;;Napelsstraat;27;;;BUILDING template
ANTWERPEN-WEST - FH01;2024634;2024634;;;Napelsstraat;29;;;BUILDING template
ANTWERPEN-WEST - FH01;4506358;4506358;;;Napelsstraat;31;;;BUILDING template
ANTWERPEN-WEST - FH01;2024639;2024639;;;Napelsstraat;32;;;BUILDING template
ANTWERPEN-WEST - FH01;4506359;4506359;;;Napelsstraat;33;;;BUILDING template
ANTWERPEN-WEST - FH01;4505458;4505458;11196795;Napelsstraat 32 - 34;Napelsstraat;34;;20190705082416;BUILDING template
ANTWERPEN-WEST - FH01;108332;108332;;;Napelsstraat;35;;;BUILDING template
ANTWERPEN-WEST - FH01;108951;108951;;;Napelsstraat;36;;;BUILDING template
ANTWERPEN-WEST - FH01;108331;108331;;;Napelsstraat;37;;;BUILDING template
ANTWERPEN-WEST - FH01;5576029;5576029;;;Napelsstraat;38;;;BUILDING template
ANTWERPEN-WEST - FH01;2024656;2024656;;;Napelsstraat;40;;;BUILDING template
ANTWERPEN-WEST - FH01;108291;108291;;;Napelsstraat;42;;;BUILDING template
ANTWERPEN-WEST - FH01;108308;108308;;;Napelsstraat;51;;;BUILDING template
ANTWERPEN-WEST - FH01;4506378;4506378;;;Napelsstraat;53;;;BUILDING template
ANTWERPEN-WEST - FH01;4083535;4083535;;;Napelsstraat;55;;;BUILDING template
ANTWERPEN-WEST - FH01;2024662;2024662;;;Napelsstraat;57;;;BUILDING template
ANTWERPEN-WEST - FH01;108294;108294;20714618;;Napelsstraat;63;;20191009090339;BUILDING template
ANTWERPEN-WEST - FH01;108293;108293;20714618;;Napelsstraat;65;;20191009090339;BUILDING template
ANTWERPEN-WEST - FH01;108292;108292;20714618;;Napelsstraat;67;;20191009090339;BUILDING template
ANTWERPEN-WEST - FH01;5978286;5978286;20796490;;Napelsstraat;71;;20191014095019;BUILDING template
ANTWERPEN-WEST - FH01;5963666;5963666;20796490;;Napelsstraat;73;;20191014095019;BUILDING template
ANTWERPEN-WEST - FH01;1215943;1215943;;;Napelsstraat;79;;;BUILDING template
ANTWERPEN-WEST - FH01;108290;108290;;;Napelsstraat;104;;;BUILDING template
ANTWERPEN-WEST - FH01;2024695;2024695;;;Napelsstraat;106;;;BUILDING template
ANTWERPEN-WEST - FH01;2024698;2024698;;;Napelsstraat;108;;;BUILDING template
ANTWERPEN-WEST - FH01;108289;108289;;;Napelsstraat;110;;;BUILDING template
ANTWERPEN-WEST - FH01;108791;108791;;;Napelsstraat;112;;;BUILDING template
ANTWERPEN-WEST - FH01;2024710;2024710;;;Napelsstraat;114;;;BUILDING template
ANTWERPEN-WEST - FH01;2024713;2024713;;;Napelsstraat;116;;;BUILDING template
ANTWERPEN-WEST - FH01;2024715;2024715;;;Napelsstraat;118;;;BUILDING template
ANTWERPEN-WEST - FH01;2024719;2024719;;;Napelsstraat;120;;;BUILDING template
ANTWERPEN-WEST - FH01;2024723;2024723;;;Napelsstraat;122;;;BUILDING template
ANTWERPEN-WEST - FH01;2024728;2024728;;;Napelsstraat;126;;;BUILDING template
ANTWERPEN-WEST - FH01;2024731;2024731;;;Napelsstraat;128;;;BUILDING template
ANTWERPEN-WEST - FH01;108790;108790;;;Napelsstraat;130;;;BUILDING template
ANTWERPEN-WEST - FH01;108079;108079;;;Napoleonkaai;1;;;BUILDING template
ANTWERPEN-WEST - FH01;108080;108080;;;Napoleonkaai;3;;;BUILDING template
ANTWERPEN-WEST - FH01;2024753;2024753;;;Napoleonkaai;5;;;BUILDING template
ANTWERPEN-WEST - FH01;108081;108081;;;Napoleonkaai;7;;;BUILDING template
ANTWERPEN-WEST - FH01;4510550;4510550;;;Napoleonkaai;11;;;BUILDING template
ANTWERPEN-WEST - FH01;2024759;2024759;;;Napoleonkaai;13;;;BUILDING template
ANTWERPEN-WEST - FH01;4510554;4510554;;;Napoleonkaai;15;;;BUILDING template
ANTWERPEN-WEST - FH01;2024763;2024763;;;Napoleonkaai;17;;;BUILDING template
ANTWERPEN-WEST - FH01;2024771;2024771;;;Napoleonkaai;19;;;BUILDING template
ANTWERPEN-WEST - FH01;2024772;2024772;;;Napoleonkaai;21;;;BUILDING template
ANTWERPEN-WEST - FH01;2024775;2024775;;;Napoleonkaai;23;;;BUILDING template
ANTWERPEN-WEST - FH01;2024779;2024779;;;Napoleonkaai;25;;;BUILDING template
ANTWERPEN-WEST - FH01;109142;109142;;;Napoleonkaai;27;;;BUILDING template
ANTWERPEN-WEST - FH01;186521;186521;;;Napoleonkaai;29;;;BUILDING template
ANTWERPEN-WEST - FH01;108792;108792;;;Napoleonkaai;31;;;BUILDING template
ANTWERPEN-WEST - FH01;2024783;2024783;;;Napoleonkaai;33;;;BUILDING template
ANTWERPEN-WEST - FH01;2024788;2024788;;;Napoleonkaai;35;;;BUILDING template
ANTWERPEN-WEST - FH01;2024791;2024791;;;Napoleonkaai;37;;;BUILDING template
ANTWERPEN-WEST - FH01;2024799;2024799;;;Napoleonkaai;39;;;BUILDING template
ANTWERPEN-WEST - FH01;2024805;2024805;;;Napoleonkaai;41;;;BUILDING template
ANTWERPEN-WEST - FH01;108793;108793;;;Napoleonkaai;43;;;BUILDING template
ANTWERPEN-WEST - FH01;108794;108794;;;Napoleonkaai;45;;;BUILDING template
ANTWERPEN-WEST - FH01;1128034;1128034;;;Napoleonkaai;49;;;BUILDING template
ANTWERPEN-WEST - FH01;1128035;1128035;;;Napoleonkaai;51;;;BUILDING template
ANTWERPEN-WEST - FH01;108795;108795;;;Napoleonkaai;53;;;BUILDING template
ANTWERPEN-WEST - FH01;1128036;1128036;;;Napoleonkaai;55;;;BUILDING template
ANTWERPEN-WEST - FH01;108067;108067;;;Nassaustraat;1;;;BUILDING template
ANTWERPEN-WEST - FH01;2024854;2024854;;;Nassaustraat;3;;;BUILDING template
ANTWERPEN-WEST - FH01;1128028;1128028;;;Nassaustraat;4;;;BUILDING template
ANTWERPEN-WEST - FH01;186503;186503;;;Nassaustraat;7;;;BUILDING template
ANTWERPEN-WEST - FH01;1513863;1513863;;;Nassaustraat;8;;;BUILDING template
ANTWERPEN-WEST - FH01;2024869;2024869;;;Nassaustraat;9;;;BUILDING template
ANTWERPEN-WEST - FH01;2024873;2024873;;;Nassaustraat;10;;;BUILDING template
ANTWERPEN-WEST - FH01;2024875;2024875;;;Nassaustraat;11;;;BUILDING template
ANTWERPEN-WEST - FH01;4274709;4274709;;;Nassaustraat;12;;;BUILDING template
ANTWERPEN-WEST - FH01;2024882;2024882;;Cremerie Germaine;Nassaustraat;13;;;BUILDING template
ANTWERPEN-WEST - FH01;4505623;4505623;;;Nassaustraat;14;;;BUILDING template
ANTWERPEN-WEST - FH01;2024884;2024884;;;Nassaustraat;15;;;BUILDING template
ANTWERPEN-WEST - FH01;2024895;2024895;;;Nassaustraat;17;;;BUILDING template
ANTWERPEN-WEST - FH01;1206770;1206770;;;Nassaustraat;18;;;BUILDING template
ANTWERPEN-WEST - FH01;2024906;2024906;;;Nassaustraat;18;A;;BUILDING template
ANTWERPEN-WEST - FH01;2024910;2024910;;;Nassaustraat;19;;;BUILDING template
ANTWERPEN-WEST - FH01;2024913;2024913;;;Nassaustraat;20;;;BUILDING template
ANTWERPEN-WEST - FH01;1292390;1292390;;;Nassaustraat;21;;;BUILDING template
ANTWERPEN-WEST - FH01;4059303;4059303;;;Nassaustraat;22;;;BUILDING template
ANTWERPEN-WEST - FH01;4505626;4505626;;;Nassaustraat;23;;;BUILDING template
ANTWERPEN-WEST - FH01;108065;108065;;;Nassaustraat;24;;;BUILDING template
ANTWERPEN-WEST - FH01;108077;108077;;;Nassaustraat;26;;;BUILDING template
ANTWERPEN-WEST - FH01;2024934;2024934;;;Nassaustraat;27;;;BUILDING template
ANTWERPEN-WEST - FH01;2024938;2024938;;;Nassaustraat;29;;;BUILDING template
ANTWERPEN-WEST - FH01;108078;108078;14079336;20+18+16+14+1+5+7+11+30;Nassaustraat;30;;20191105091418;BUILDING template
ANTWERPEN-WEST - FH01;1128025;1128025;;;Nassaustraat;31;;;BUILDING template
ANTWERPEN-WEST - FH01;4155271;4155271;;;Nassaustraat;33;;;BUILDING template
ANTWERPEN-WEST - FH01;5751357;5751357;11196771;You Engine;Nassaustraat;34;A;20191004142320;BUILDING template
ANTWERPEN-WEST - FH01;5320926;5320926;;;Nassaustraat;34;;;BUILDING template
ANTWERPEN-WEST - FH01;109069;109069;;;Nassaustraat;36;;;BUILDING template
ANTWERPEN-WEST - FH01;1128026;1128026;;;Nassaustraat;37;;;BUILDING template
ANTWERPEN-WEST - FH01;108064;108064;;;Nassaustraat;38;;;BUILDING template
ANTWERPEN-WEST - FH01;2024953;2024953;;;Nassaustraat;40;;;BUILDING template
ANTWERPEN-WEST - FH01;4505630;4505630;11196788;Nassaustraat 37 - 41;Nassaustraat;41;;20191004142320;BUILDING template
ANTWERPEN-WEST - FH01;2024962;2024962;11196772;U Antwerp;Nassaustraat;42;;20190705082415;BUILDING template
ANTWERPEN-WEST - FH01;108063;108063;;;Nassaustraat;43;;;BUILDING template
ANTWERPEN-WEST - FH01;2028886;2028886;11196773;Noorderplaats 5;Noorderplaats;5;;20191009113209;BUILDING template
ANTWERPEN-WEST - FH01;4128344;4128344;11196773;;Noorderplaats;7;;20191009113209;BUILDING template
ANTWERPEN-WEST - FH01;4128343;4128343;11196773;;Noorderplaats;9;;20191009113209;BUILDING template
ANTWERPEN-WEST - FH01;62432;62432;;;Oudeleeuwenrui;1;;;BUILDING template
ANTWERPEN-WEST - FH01;1986445;1986445;;;Oudeleeuwenrui;3;;;BUILDING template
ANTWERPEN-WEST - FH01;1986450;1986450;;;Oudeleeuwenrui;5;;;BUILDING template
ANTWERPEN-WEST - FH01;186516;186516;;;Oudeleeuwenrui;7;;;BUILDING template
ANTWERPEN-WEST - FH01;6005416;6005416;11196800;Oudeleeuwenrui 7 - 11;Oudeleeuwenrui;11;;20190705082417;BUILDING template
ANTWERPEN-WEST - FH01;186517;186517;;;Oudeleeuwenrui;13;;;BUILDING template
ANTWERPEN-WEST - FH01;1986469;1986469;11196799;Oudeleeuwenrui 13 - 15;Oudeleeuwenrui;15;;20190705082417;BUILDING template
ANTWERPEN-WEST - FH01;4510612;4510612;;;Oudeleeuwenrui;17;;;BUILDING template
ANTWERPEN-WEST - FH01;6452834;6452834;11196798;;Oudeleeuwenrui;19;A;20190913114323;BUILDING template
ANTWERPEN-WEST - FH01;5960425;5960425;11196798;Oude Leeuwenrui 19 - 19 A - 19 C - 19 D;Oudeleeuwenrui;19;C;20190913114323;BUILDING template
ANTWERPEN-WEST - FH01;6452833;6452833;11196798;Oude Leeuwenrui 19 - 19 A - 19 C - 19 D;Oudeleeuwenrui;19;D;20190913114323;BUILDING template
ANTWERPEN-WEST - FH01;1366835;1366835;11196798;;Oudeleeuwenrui;19;;20190913114323;BUILDING template
ANTWERPEN-WEST - FH01;1986483;1986483;;;Oudeleeuwenrui;21;;;BUILDING template
ANTWERPEN-WEST - FH01;1986487;1986487;;;Oudeleeuwenrui;23;;;BUILDING template
ANTWERPEN-WEST - FH01;186515;186515;;;Oudeleeuwenrui;25;;;BUILDING template
ANTWERPEN-WEST - FH01;1986500;1986500;;;Oudeleeuwenrui;27;;;BUILDING template
ANTWERPEN-WEST - FH01;186519;186519;;;Oudeleeuwenrui;29;;;BUILDING template
ANTWERPEN-WEST - FH01;5575903;5575903;;;Oudeleeuwenrui;31;;;BUILDING template
ANTWERPEN-WEST - FH01;62430;62430;;;Oudeleeuwenrui;33;;;BUILDING template
ANTWERPEN-WEST - FH01;1986516;1986516;;;Oudeleeuwenrui;35;;;BUILDING template
ANTWERPEN-WEST - FH01;186518;186518;;;Oudeleeuwenrui;37;;;BUILDING template
ANTWERPEN-WEST - FH01;1986523;1986523;;;Oudeleeuwenrui;37;A;;BUILDING template
ANTWERPEN-WEST - FH01;1088925;1088925;;;Oudeleeuwenrui;39;;;BUILDING template
ANTWERPEN-WEST - FH01;62433;62433;;;Oudeleeuwenrui;47;;;BUILDING template
ANTWERPEN-WEST - FH01;108296;108296;;;Rigastraat;26;;;BUILDING template
ANTWERPEN-WEST - FH01;2047563;2047563;;;Rigastraat;30;;;BUILDING template
ANTWERPEN-WEST - FH01;2047587;2047587;14068975;1+2+4+2C+2D+2E;Rijnkaai;1;;20190828121212;BUILDING template
ANTWERPEN-WEST - FH01;5802357;5802357;14068975;1+2+4+2C+2D+2E;Rijnkaai;2;;20190828121212;BUILDING template
ANTWERPEN-WEST - FH01;5802358;5802358;14068975;1+2+4+2C+2D+2E;Rijnkaai;4;;20190828121212;BUILDING template
ANTWERPEN-WEST - FH01;6395025;6395025;14069106;Montevideostraat 3_Rijnkaai 12-15;Rijnkaai;12;;20191004142315;BUILDING template
ANTWERPEN-WEST - FH01;1015486;1015486;14069106;Montevideostraat 3_Rijnkaai 12-15;Rijnkaai;15;;20191004142315;BUILDING template
ANTWERPEN-WEST - FH01;52547;52547;;;Rijnkaai;20;;;BUILDING template
ANTWERPEN-WEST - FH01;2047589;2047589;;;Rijnkaai;22;;;BUILDING template
ANTWERPEN-WEST - FH01;3989962;3989962;;;Rijnkaai;23;;;BUILDING template
ANTWERPEN-WEST - FH01;109078;109078;;;Rijnkaai;25;;;BUILDING template
ANTWERPEN-WEST - FH01;2047591;2047591;;;Rijnkaai;26;;;BUILDING template
ANTWERPEN-WEST - FH01;2047593;2047593;;;Rijnkaai;27;;;BUILDING template
ANTWERPEN-WEST - FH01;2047595;2047595;;;Rijnkaai;28;;;BUILDING template
ANTWERPEN-WEST - FH01;2047596;2047596;;;Rijnkaai;29;;;BUILDING template
ANTWERPEN-WEST - FH01;2047597;2047597;;;Rijnkaai;30;;;BUILDING template
ANTWERPEN-WEST - FH01;2047598;2047598;;;Rijnkaai;31;;;BUILDING template
ANTWERPEN-WEST - FH01;4004297;4004297;;;Rijnkaai;33;;;BUILDING template
ANTWERPEN-WEST - FH01;6198471;6198471;;;Sint-Aldegondiskaai;2;;;BUILDING template
ANTWERPEN-WEST - FH01;59277;59277;20604519;;Sint-Aldegondiskaai;10;;20191001141309;BUILDING template
ANTWERPEN-WEST - FH01;1734625;1734625;;;Sint-Aldegondiskaai;18;;;BUILDING template
ANTWERPEN-WEST - FH01;1734627;1734627;;;Sint-Aldegondiskaai;20;;;BUILDING template
ANTWERPEN-WEST - FH01;4513307;4513307;;;Sint-Aldegondiskaai;24;;;BUILDING template
ANTWERPEN-WEST - FH01;59276;59276;;;Sint-Aldegondiskaai;30;;;BUILDING template
ANTWERPEN-WEST - FH01;59279;59279;20521214;;Sint-Aldegondiskaai;36;;20191004142326;BUILDING template
ANTWERPEN-WEST - FH01;3962176;3962176;20521214;;Sint-Aldegondiskaai;38;;20191004142326;BUILDING template
ANTWERPEN-WEST - FH01;3962177;3962177;20521214;;Sint-Aldegondiskaai;40;;20191004142326;BUILDING template
ANTWERPEN-WEST - FH01;6242346;6242346;20521214;;Sint-Aldegondiskaai;42;;20191004142326;BUILDING template
ANTWERPEN-WEST - FH01;1734631;1734631;20521214;;Sint-Aldegondiskaai;44;;20191004142326;BUILDING template
ANTWERPEN-WEST - FH01;1734632;1734632;;;Sint-Aldegondiskaai;46;;;BUILDING template
ANTWERPEN-WEST - FH01;4513324;4513324;;;Sint-Aldegondiskaai;48;;;BUILDING template
ANTWERPEN-WEST - FH01;1734633;1734633;;;Sint-Aldegondiskaai;50;;;BUILDING template
ANTWERPEN-WEST - FH01;1734634;1734634;;;Sint-Aldegondiskaai;52;;;BUILDING template
ANTWERPEN-WEST - FH01;1734635;1734635;;;Sint-Aldegondiskaai;54;;;BUILDING template
ANTWERPEN-WEST - FH01;1734636;1734636;;;Sint-Aldegondiskaai;56;;;BUILDING template
ANTWERPEN-WEST - FH01;1734637;1734637;11196793;Sint-Aldegondiskaai 56 - 58;Sint-Aldegondiskaai;58;;20190923150430;BUILDING template
ANTWERPEN-WEST - FH01;1734638;1734638;;;Sint-Aldegondiskaai;60;;;BUILDING template
ANTWERPEN-WEST - FH01;4513329;4513329;;;Sint-Aldegondiskaai;62;;;BUILDING template
ANTWERPEN-WEST - FH01;59280;59280;;;Sint-Aldegondiskaai;64;;;BUILDING template
ANTWERPEN-WEST - FH01;109072;109072;;;Sint-Laureiskaai;7;;;BUILDING template
ANTWERPEN-WEST - FH01;4509558;4509558;;;Sint-Laureiskaai;8;;;BUILDING template
ANTWERPEN-WEST - FH01;1984031;1984031;;;Sint-Laureiskaai;9;;;BUILDING template
ANTWERPEN-WEST - FH01;1984033;1984033;;;Sint-Laureiskaai;13;;;BUILDING template
ANTWERPEN-WEST - FH01;59302;59302;;;Spanjaardsteeg;1;;;BUILDING template
ANTWERPEN-WEST - FH01;2053439;2053439;;;Spanjaardsteeg;3;;;BUILDING template
ANTWERPEN-WEST - FH01;2053440;2053440;;;Spanjaardsteeg;5;;;BUILDING template
ANTWERPEN-WEST - FH01;186509;186509;;;Spanjaardsteeg;19;;;BUILDING template
ANTWERPEN-WEST - FH01;59300;59300;;;Spanjaardsteeg;21;;;BUILDING template
ANTWERPEN-WEST - FH01;59289;59289;;;Tavernierkaai;2;;;BUILDING template
ANTWERPEN-WEST - FH01;59298;59298;;;Van Schoonbekeplein;1;;;BUILDING template
ANTWERPEN-WEST - FH01;2051445;2051445;;;Van Schoonbekeplein;3;;;BUILDING template
ANTWERPEN-WEST - FH01;59293;59293;;;Van Schoonbekeplein;4;;;BUILDING template
ANTWERPEN-WEST - FH01;2051446;2051446;;;Van Schoonbekeplein;5;;;BUILDING template
ANTWERPEN-WEST - FH01;2051449;2051449;;;Van Schoonbekeplein;7;;;BUILDING template
ANTWERPEN-WEST - FH01;59297;59297;;;Van Schoonbekeplein;9;;;BUILDING template
ANTWERPEN-WEST - FH01;59296;59296;;;Van Schoonbekeplein;11;;;BUILDING template
ANTWERPEN-WEST - FH01;2051451;2051451;;;Van Schoonbekeplein;13;;;BUILDING template
ANTWERPEN-WEST - FH01;2051452;2051452;;;Van Schoonbekeplein;15;;;BUILDING template
ANTWERPEN-WEST - FH01;4513293;4513293;;;Van Schoonbekeplein;17;;;BUILDING template
