Projectnummer;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;SSV Date;Surveyor;Buildingtype;BT IFH;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
HASSELT - FH01;4897407;BL0101;1;;4897407;;;Vooruitzichtstraat;16;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2446157;BL0101;1;;2446157;;;Vooruitzichtstraat;18;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2446161;BL0101;1;;2446161;;;Vooruitzichtstraat;20;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2446165;BL0101;1;;2446165;;;Vooruitzichtstraat;22;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4172102;BL0101;1;;4172102;;;Vooruitzichtstraat;24;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2446170;BL0101;1;;2446170;;;Vooruitzichtstraat;26;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2446173;BL0101;1;;2446173;;;Vooruitzichtstraat;28;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2446180;BL0101;1;;2446180;;;Vooruitzichtstraat;30;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2446185;BL0101;1;;2446185;;;Vooruitzichtstraat;32;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4897419;BL0101;1;;4897419;;;Vooruitzichtstraat;34;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2446194;BL0101;1;;2446194;;;Vooruitzichtstraat;36;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4149687;BL0101;1;;4149687;;;Vooruitzichtstraat;38;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;6162631;BL0101;1;;6162631;;;Fonteinstraat;16;;;2018-04-18 09:59:49;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415022;BL0101;1;;2415022;;;Fonteinstraat;18;;;2018-04-18 09:59:50;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4897587;BL0101;1;;4897587;;;Fonteinstraat;20;;;2018-04-18 09:59:50;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4897589;BL0101;1;;4897589;;;Fonteinstraat;22;;;2018-04-18 09:59:51;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415024;BL0101;1;;2415024;;;Fonteinstraat;24;;;2018-04-18 09:59:51;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707478;BL0101;1;;707478;;;Fonteinstraat;32;;;2018-04-18 09:59:53;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707202;BL0101;1;;707202;;;Schoolstraat;4;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2438347;BL0101;1;;2438347;;;Schoolstraat;6;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4897368;BL0101;1;;4897368;;;Schoolstraat;8;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2438351;BL0101;1;;2438351;;;Schoolstraat;10;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2438357;BL0101;1;;2438357;;;Schoolstraat;12;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2438363;BL0101;1;;2438363;;;Schoolstraat;14;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2438367;BL0101;1;;2438367;;;Schoolstraat;16;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2438369;BL0101;1;;2438369;;;Schoolstraat;18;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4897370;BL0101;1;;4897370;;;Schoolstraat;20;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4897371;BL0101;1;;4897371;;;Schoolstraat;22;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2438375;BL0101;1;;2438375;;;Schoolstraat;24;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4897376;BL0101;1;;4897376;;;Schoolstraat;30;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2438389;BL0101;1;;2438389;;;Schoolstraat;32;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4897377;BL0101;1;;4897377;;;Schoolstraat;34;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2438396;BL0101;1;;2438396;;;Schoolstraat;36;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707200;BL0101;1;;707200;;;Schoolstraat;38;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2443219;BL0101;1;;2443219;;;Sint-Truidersteenweg;69;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2443228;BL0101;1;;2443228;;;Sint-Truidersteenweg;75;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2443232;BL0101;1;;2443232;;;Sint-Truidersteenweg;79;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2443245;BL0101;1;;2443245;;;Sint-Truidersteenweg;87;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2443249;BL0101;1;;2443249;;;Sint-Truidersteenweg;89;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;583810;BL0101;1;;583810;;;Sint-Truidersteenweg;91;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707485;BL0101;1;;707485;;;Sint-Truidersteenweg;67;A;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2446210;BL0101;1;;2446210;;;Vooruitzichtstraat;44;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2446212;BL0101;1;;2446212;;;Vooruitzichtstraat;46;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2446213;BL0101;1;;2446213;;;Vooruitzichtstraat;48;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;21890;BL0102;1;;21890;;;Abelenstraat;3;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4897381;BL0102;1;;4897381;;;Boomkensstraat;71;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4203377;BL0102;1;;4203377;;;Boomkensstraat;73;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409795;BL0102;1;;2409795;;;Boomkensstraat;81;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409797;BL0102;1;;2409797;;;Boomkensstraat;85;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409798;BL0102;1;;2409798;;;Boomkensstraat;87;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409799;BL0102;1;;2409799;;;Boomkensstraat;89;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409801;BL0102;1;;2409801;;;Boomkensstraat;91;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4897392;BL0102;1;;4897392;;;Boomkensstraat;93;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409804;BL0102;1;;2409804;;;Boomkensstraat;95;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409806;BL0102;1;;2409806;;;Boomkensstraat;97;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4199619;BL0102;1;;4199619;;;Boomkensstraat;99;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409809;BL0102;1;;2409809;;;Boomkensstraat;101;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409811;BL0102;1;;2409811;;;Boomkensstraat;103;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409784;BL0102;1;;2409784;;;Boomkensstraat;69;B;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707224;BL0102;1;;707224;;;Elzenstraat;2;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4896597;BL0103;1;;4896597;;;Gaarveldstraat;98;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415188;BL0103;1;;2415188;;;Gaarveldstraat;100;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4261782;BL0103;1;;4261782;;;Sint-Hubertusplein;4;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2418700;BL0103;1;;2418700;;;Sint-Hubertusplein;16;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2418703;BL0103;1;;2418703;;;Sint-Hubertusplein;20;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4072252;BL0103;1;;4072252;;;Sint-Hubertusplein;22;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707336;BL0103;1;;707336;;;Torenstraat;1;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2442760;BL0103;1;;2442760;;;Torenstraat;21;;D;2018-08-14;Olivier Collignon;MDU;MDU;0;1;1;2;BUILDING template
HASSELT - FH01;2442767;BL0103;1;;2442767;;;Torenstraat;25;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2442771;BL0103;1;;2442771;;;Torenstraat;27;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2407561;BL0103;1;;2407561;;;Abelenstraat;13;;;17-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;708106;BL0103;1;;708106;;;Abelenstraat;17;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2407563;BL0103;1;;2407563;;;Abelenstraat;19;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2407567;BL0103;1;;2407567;;;Abelenstraat;21;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2407570;BL0103;1;;2407570;;;Abelenstraat;23;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2407572;BL0103;1;;2407572;;;Abelenstraat;25;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2407576;BL0103;1;;2407576;;;Abelenstraat;27;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2407577;BL0103;1;;2407577;;;Abelenstraat;29;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;709227;BL0103;1;;709227;;;Abelenstraat;31;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415155;BL0103;1;;2415155;;;Gaarveldstraat;72;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415158;BL0103;1;;2415158;;;Gaarveldstraat;74;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415161;BL0103;1;;2415161;;;Gaarveldstraat;76;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415170;BL0103;1;;2415170;;;Gaarveldstraat;84;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415172;BL0103;1;;2415172;;;Gaarveldstraat;86;;D;2018-08-14;Geert Stockman;MDU;MDU;0;1;1;2;BUILDING template
HASSELT - FH01;2415175;BL0103;1;;2415175;;;Gaarveldstraat;88;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415180;BL0103;1;;2415180;;;Gaarveldstraat;92;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415184;BL0103;1;;2415184;;;Gaarveldstraat;94;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415186;BL0103;1;;2415186;;;Gaarveldstraat;96;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;709220;BL0103;1;;709220;;;Torenstraat;15;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707094;BL0105;1;;707094;;;Runkstersteenweg;204;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707088;BL0105;1;;707088;;;Sint-Hubertusplein;1;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415193;BL0105;1;;2415193;;;Gaarveldstraat;108;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415197;BL0105;1;;2415197;;;Gaarveldstraat;114;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4901476;BL0105;1;;4901476;;;Gaarveldstraat;116;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415199;BL0105;1;;2415199;;;Gaarveldstraat;118;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415200;BL0105;1;;2415200;;;Gaarveldstraat;120;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4901479;BL0105;1;;4901479;;;Gaarveldstraat;122;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415201;BL0105;1;;2415201;;;Gaarveldstraat;124;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415202;BL0105;1;;2415202;;;Gaarveldstraat;126;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415203;BL0105;1;;2415203;;;Gaarveldstraat;128;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415205;BL0105;1;;2415205;;;Gaarveldstraat;130;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415207;BL0105;1;;2415207;;;Gaarveldstraat;132;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707104;BL0105;1;;707104;;;Olmenstraat;10;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2432473;BL0105;1;;2432473;;;Olmenstraat;12;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2432476;BL0105;1;;2432476;;;Olmenstraat;14;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2432480;BL0105;1;;2432480;;;Olmenstraat;16;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2432484;BL0105;1;;2432484;;;Olmenstraat;18;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4901686;BL0105;1;;4901686;;;Olmenstraat;20;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707105;BL0105;1;;707105;;;Olmenstraat;22;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707106;BL0105;1;;707106;;;Olmenstraat;24;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2432493;BL0105;1;;2432493;;;Olmenstraat;26;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4901689;BL0105;1;;4901689;;;Olmenstraat;28;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2432496;BL0105;1;;2432496;;;Olmenstraat;30;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;706712;BL0105;1;;706712;;;Olmenstraat;32;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2432499;BL0105;1;;2432499;;;Olmenstraat;34;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2432501;BL0105;1;;2432501;;;Olmenstraat;36;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;3937566;BL0105;1;;3937566;;;Olmenstraat;38;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4901702;BL0105;1;;4901702;;;Olmenstraat;40;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707107;BL0105;1;;707107;;;Olmenstraat;42;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2437165;BL0105;1;;2437165;;;Runkstersteenweg;170;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2437166;BL0105;1;;2437166;;;Runkstersteenweg;172;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2437173;BL0105;1;;2437173;;;Runkstersteenweg;174;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2437177;BL0105;1;;2437177;;;Runkstersteenweg;176;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2437182;BL0105;1;;2437182;;;Runkstersteenweg;178;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2437183;BL0105;1;;2437183;;;Runkstersteenweg;180;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2437184;BL0105;1;;2437184;;;Runkstersteenweg;182;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2437186;BL0105;1;;2437186;;;Runkstersteenweg;184;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4901708;BL0105;1;;4901708;;;Runkstersteenweg;186;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2437194;BL0105;1;;2437194;;;Runkstersteenweg;188;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2418699;BL0105;1;;2418699;;;Sint-Hubertusplein;15;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2437204;BL0105;1;;2437204;;;Runkstersteenweg;190;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4901710;BL0105;1;;4901710;;;Runkstersteenweg;192;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2437209;BL0105;1;;2437209;;;Runkstersteenweg;194;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2437213;BL0105;1;;2437213;;;Runkstersteenweg;196;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2437217;BL0105;1;;2437217;;;Runkstersteenweg;198;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4901713;BL0105;1;;4901713;;;Runkstersteenweg;200;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2437220;BL0105;1;;2437220;;;Runkstersteenweg;202;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415131;BL0106;1;;2415131;;;Gaarveldstraat;53;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415134;BL0106;1;;2415134;;;Gaarveldstraat;55;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415135;BL0106;1;;2415135;;;Gaarveldstraat;57;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2437137;BL0106;1;;2437137;;;Runkstersteenweg;142;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2437138;BL0106;1;;2437138;;;Runkstersteenweg;144;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2437140;BL0106;1;;2437140;;;Runkstersteenweg;146;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2437142;BL0106;1;;2437142;;;Runkstersteenweg;148;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;3937627;BL0106;1;;3937627;;;Runkstersteenweg;150;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2437150;BL0106;1;;2437150;;;Runkstersteenweg;156;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707100;BL0106;1;;707100;;;Runkstersteenweg;158;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707099;BL0106;1;;707099;;;Runkstersteenweg;160;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2437158;BL0106;1;;2437158;;;Runkstersteenweg;162;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2437160;BL0106;1;;2437160;;;Runkstersteenweg;164;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415139;BL0106;1;;2415139;;;Gaarveldstraat;61;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415142;BL0106;1;;2415142;;;Gaarveldstraat;63;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707097;BL0106;1;;707097;;;Runkstersteenweg;168;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415144;BL0106;1;;2415144;;;Gaarveldstraat;65;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2437162;BL0106;1;;2437162;;;Runkstersteenweg;164;A;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707132;BL0106;1;;707132;;;Gaarveldstraat;71;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415157;BL0106;1;;2415157;;;Gaarveldstraat;73;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415160;BL0106;1;;2415160;;;Gaarveldstraat;75;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415167;BL0106;1;;2415167;;;Gaarveldstraat;81;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415174;BL0106;1;;2415174;;;Gaarveldstraat;87;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707112;BL0106;1;;707112;;;Gaarveldstraat;91;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415182;BL0106;1;;2415182;;;Gaarveldstraat;93;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4901561;BL0106;1;;4901561;;;Gaarveldstraat;95;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4264299;BL0106;1;;4264299;;;Gaarveldstraat;97;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4182375;BL0106;1;;4182375;;;Gaarveldstraat;99;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4216710;BL0106;1;;4216710;;;Gaarveldstraat;103;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4901565;BL0106;1;;4901565;;;Gaarveldstraat;107;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4901567;BL0106;1;;4901567;;;Gaarveldstraat;109;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415194;BL0106;1;;2415194;;Gaarveldstraat 111-111A;Gaarveldstraat;111;;;16-nov-17;;MDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4901570;BL0106;1;;4901570;;;Gaarveldstraat;113;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707102;BL0106;1;;707102;;;Runkstersteenweg;120;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4901547;BL0106;1;;4901547;;;Runkstersteenweg;122;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2437090;BL0106;1;;2437090;;;Runkstersteenweg;124;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2437098;BL0106;1;;2437098;;;Runkstersteenweg;126;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2437101;BL0106;1;;2437101;;;Runkstersteenweg;128;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2437110;BL0106;1;;2437110;;;Runkstersteenweg;132;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;653662;BL0114;1;;653662;;;de Schiervellaan;7;;D;2018-10-03;Geert Stockman;SDU;MDU;0;1;1;2;BUILDING template
HASSELT - FH01;2437133;BL0106;1;;2437133;;;Runkstersteenweg;140;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415130;BL0106;1;;2415130;;;Gaarveldstraat;51;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;6162632;BL0107;1;;6162632;;;Harmoniestraat;43;;;;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;6414029;BL0107;1;;6414029;;;Kanunnik Eybenstraat;7;;;;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707122;BL0107;1;;707122;;;Kanunnik Eybenstraat;1;;;2018-08-26;Geert Stockman;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2449537;BL0107;1;;2449537;;;Kanunnik Eybenstraat;9;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707123;BL0107;1;;707123;;;Kanunnik Eybenstraat;11;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707103;BL0107;1;;707103;;;Runkstersteenweg;84;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2436994;BL0107;1;;2436994;;;Runkstersteenweg;86;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2437002;BL0107;1;;2437002;;;Runkstersteenweg;88;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2437009;BL0107;1;;2437009;;;Runkstersteenweg;90;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4901598;BL0107;1;;4901598;8420216;Runkstersteenweg 92-94;Runkstersteenweg;94;;;16-nov-17;;MDU;MDU;0;1;0;1;BUILDING template
HASSELT - FH01;2437041;BL0107;1;;2437041;;;Runkstersteenweg;98;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
