Projectnummer;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Wall Mount;BG Primair adres;Opdrachttemplate;TSA SIGNED;Meetstaat
KNOKKE-HEIST - FH11;5786002;BL1137;3;21256024;5786002;33557438;Marktstraat 51_Koudekerkelaan 1;Koudekerkelaan;1;;C;2020-01-10 18:40:13;Hidde Kiekens;MDU;0;6;1;7;N;Y;BUILDING template;2020-06-03;Y
KNOKKE-HEIST - FH11;2761174;BL1106;1;20975042;2761174;33557428;Kerkstraat 30-32-34-36;Kerkstraat;30;;C;2020-02-11 19:00:23;Hidde Kiekens;MDU;0;11;1;12;N;N;BUILDING template;2020-07-08;Y
KNOKKE-HEIST - FH11;2761177;BL1106;1;20975048;2761177;33557428;Kerkstraat 30-32-34-36;Kerkstraat;32;;C;2020-02-11 19:00:23;Hidde Kiekens;MDU;1;8;1;10;N;Y;BUILDING template;2020-07-08;Y
KNOKKE-HEIST - FH11;5905457;BL1105;1;20976734;5905457;33557420;Hermans-Lybaertstraat 1-1A-1B-1C-1D;Hermans-Lybaertstraat;1;A;C;2020-01-06 08:10:21;Geert Stockman;MDU;0;7;1;8;Y;N;BUILDING template;2020-06-26;Y
KNOKKE-HEIST - FH11;2761179;BL1106;1;20975051;2761179;33557428;Kerkstraat 30-32-34-36;Kerkstraat;34;;C;2020-02-11 19:00:23;Hidde Kiekens;MDU;1;0;0;1;N;N;BUILDING template;2020-07-08;Y
KNOKKE-HEIST - FH11;2761181;BL1106;1;20975052;2761181;33557428;Kerkstraat 30-32-34-36;Kerkstraat;36;;C;2020-02-11 19:00:23;Hidde Kiekens;MDU;1;8;1;10;N;N;BUILDING template;2020-07-08;Y
KNOKKE-HEIST - FH11;71665;BL1113;2;20976749;71665;33557445;Kursaalstraat 27-29-31;Kursaalstraat;31;;C;2020-03-09 12:20:10;Maayken Vanfleteren;MDU;1;0;0;1;Y;N;BUILDING template;2020-07-17;Y
KNOKKE-HEIST - FH11;6112124;BL1105;1;21255825;6112124;33557420;Hermans-Lybaertstraat 1-1A-1B-1C-1D;Hermans-Lybaertstraat;1;B;C;2020-01-06 08:10:21;Geert Stockman;MDU;0;1;0;1;Y;N;BUILDING template;2020-06-26;Y
KNOKKE-HEIST - FH11;2761204;BL1103;1;20975076;2761204;33557429;Kerkstraat 70-72;Kerkstraat;70;;C;2020-01-24 19:20:12;Geert Stockman;MDU;0;10;1;11;Y;Y;BUILDING template;2020-08-31;Y
KNOKKE-HEIST - FH11;2761207;BL1103;1;20975078;2761207;33557429;Kerkstraat 70-72;Kerkstraat;72;;C;2020-01-24 19:20:12;Geert Stockman;MDU;0;10;1;11;Y;N;BUILDING template;2020-08-31;Y
KNOKKE-HEIST - FH11;2761212;BL1103;1;21255971;2761212;33557424;Kerkstraat 82-84;Kerkstraat;82;;A;2020-01-24 09:15:24;Geert Stockman;MDU;0;9;1;10;Y;Y;BUILDING template;2020-08-24;Y
KNOKKE-HEIST - FH11;6382691;BL1103;1;21256492;6382691;33557463;Vlamingstraat 73-79;Vlamingstraat;79;;A;2020-01-20 05:35:12;Geert Stockman;MDU;0;1;0;1;Y;N;BUILDING template;2020-05-29;Y
KNOKKE-HEIST - FH11;2761588;BL1117;3;20975099;2761588;;;Knokkestraat;82;;A;2020-01-04 07:40:13;Geert Stockman;MDU;0;6;1;7;Y;;BUILDING template;2020-09-26;Y
KNOKKE-HEIST - FH11;2767342;BL1106;1;20975772;2767342;33557460;Vlamingstraat 17-19;Vlamingstraat;19;;C;2020-02-11 19:55:13;Hidde Kiekens;MDU;0;9;1;10;Y;N;BUILDING template;2020-07-08;Y
KNOKKE-HEIST - FH11;2761589;BL1117;3;1800263;2761589;;;Knokkestraat;84;;A;2020-01-04 09:45:13;Geert Stockman;MDU;0;5;1;6;Y;;BUILDING template;2020-05-18;Y
KNOKKE-HEIST - FH11;2761590;BL1117;3;20975103;2761590;;;Knokkestraat;88;;A;2020-01-03 09:05:12;Geert Stockman;MDU;0;10;1;11;Y;;BUILDING template;2020-08-24;Y
KNOKKE-HEIST - FH11;2761602;BL1120;3;20975108;2761602;33557437;Knokkestraat 132-134-136;Knokkestraat;132;;A;2020-01-04 09:35:10;Hidde Kiekens;MDU;0;11;1;12;N;Y;BUILDING template;2020-08-27;Y
KNOKKE-HEIST - FH11;2761603;BL1120;3;20975110;2761603;33557437;Knokkestraat 132-134-136;Knokkestraat;134;;A;2020-01-04 09:35:10;Hidde Kiekens;MDU;0;11;1;12;N;N;BUILDING template;2020-08-27;Y
KNOKKE-HEIST - FH11;2761604;BL1120;3;20975114;2761604;33557437;Knokkestraat 132-134-136;Knokkestraat;136;;A;2020-01-04 09:35:10;Hidde Kiekens;MDU;0;6;1;7;N;N;BUILDING template;2020-08-27;Y
KNOKKE-HEIST - FH11;2761606;BL1120;3;20975117;2761606;;;Knokkestraat;140;;A;2020-01-02 15:45:21;Hidde Kiekens;MDU;0;6;1;7;N;;BUILDING template;2020-04-21;Y
KNOKKE-HEIST - FH11;2767378;BL1103;1;20975791;2767378;33557462;Vlamingstraat 55-57;Vlamingstraat;55;;A;2020-01-20 21:15:16;Geert Stockman;MDU;0;15;1;16;Y;Y;BUILDING template;2020-08-03;Y
KNOKKE-HEIST - FH11;2767383;BL1103;1;21256482;2767383;33557462;Vlamingstraat 55-57;Vlamingstraat;57;;A;2020-01-20 21:15:16;Geert Stockman;MDU;0;10;1;11;Y;N;BUILDING template;2020-08-03;Y
KNOKKE-HEIST - FH11;2767387;BL1103;1;20975795;2767387;;;Vlamingstraat;63;;A;2020-01-24 13:00:33;Geert Stockman;MDU;0;10;1;11;N;;BUILDING template;2020-08-31;Y
KNOKKE-HEIST - FH11;2767392;BL1103;1;20975797;2767392;33557463;Vlamingstraat 73-79;Vlamingstraat;73;;A;2020-01-20 05:35:12;Geert Stockman;MDU;0;9;1;10;Y;Y;BUILDING template;2020-05-29;Y
KNOKKE-HEIST - FH11;2762238;BL1113;2;20975145;2762238;33557445;Kursaalstraat 27-29-31;Kursaalstraat;29;;C;2020-03-09 12:20:10;Maayken Vanfleteren;MDU;0;10;1;11;Y;Y;BUILDING template;2020-07-17;Y
KNOKKE-HEIST - FH11;292512;BL1103;1;21255975;292512;33557424;Kerkstraat 82-84;Kerkstraat;84;;A;2020-01-24 09:15:24;Geert Stockman;MDU;1;0;0;1;Y;N;BUILDING template;2020-08-24;Y
KNOKKE-HEIST - FH11;301781;BL1105;1;20976235;301781;33557420;Hermans-Lybaertstraat 1-1A-1B-1C-1D;Hermans-Lybaertstraat;1;;C;2020-01-06 08:10:21;Geert Stockman;MDU;0;1;0;1;Y;N;BUILDING template;2020-06-26;Y
KNOKKE-HEIST - FH11;2763768;BL1107;1;20975263;2763768;;;Nicolas Mengelaan;17;;A;2019-10-14 12:45:20;Peter Cremers;MDU;1;9;0;10;Y;;BUILDING template;2020-07-17;Y
KNOKKE-HEIST - FH11;2762646;BL1138;3;20975160;2762646;;;Leenstraat;4;;C;2020-01-05 09:00:22;Geert Stockman;MDU;0;8;1;9;N;;BUILDING template;2020-08-11;Y
KNOKKE-HEIST - FH11;292541;BL1102;1;20975951;292541;;;Sint-Jozefsstraat;26;;C;2020-02-09 11:50:14;Geert Stockman;MDU;0;6;0;6;Y;;BUILDING template;2020-08-24;Y
KNOKKE-HEIST - FH11;4336722;BL1103;1;20976583;4336722;;;Kerkstraat;58;;C;2020-01-24 11:00:38;Geert Stockman;MDU;0;10;1;11;N;;BUILDING template;2020-08-18;Y
KNOKKE-HEIST - FH11;301966;BL1106;1;20976277;301966;33557460;Vlamingstraat 17-19;Vlamingstraat;17;;C;2020-02-11 19:55:13;Hidde Kiekens;MDU;0;10;1;11;Y;Y;BUILDING template;2020-07-08;Y
