Projectnummer;Opdrachtnummer;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;BG Version;Opdrachttemplate
SINT-NIKLAAS - FH02;4449154;4449154;;;Vermorgenstraat;6;;;BUILDING template
SINT-NIKLAAS - FH02;1372950;1372950;;;Sint-Rochushof;29;;;BUILDING template
SINT-NIKLAAS - FH02;75546;75546;;;Veldstraat;22;;;BUILDING template
SINT-NIKLAAS - FH02;3486963;3486963;11489722;Brugsken 10-12;Brugsken;10;;20200108141633;BUILDING template
SINT-NIKLAAS - FH02;4468745;4468745;;;Moerlandstraat;69;;;BUILDING template
SINT-NIKLAAS - FH02;4454587;4454587;;;Grote Peperstraat;53;;;BUILDING template
SINT-NIKLAAS - FH02;5577918;5577918;;;Azalealaan;4;;;BUILDING template
SINT-NIKLAAS - FH02;4449157;4449157;;;Vermorgenstraat;8;;;BUILDING template
SINT-NIKLAAS - FH02;56049;56049;;;Truweelstraat;1;;;BUILDING template
SINT-NIKLAAS - FH02;3517638;3517638;;;Veldstraat;24;;;BUILDING template
SINT-NIKLAAS - FH02;3486966;3486966;11489722;Brugsken 10-12;Brugsken;12;;20200108141633;BUILDING template
SINT-NIKLAAS - FH02;3505057;3505057;;;Moerlandstraat;71;;;BUILDING template
SINT-NIKLAAS - FH02;6004510;6004510;;;Stationsplein;19;B;;BUILDING template
SINT-NIKLAAS - FH02;3518034;3518034;;;Vermorgenstraat;10;;;BUILDING template
SINT-NIKLAAS - FH02;56050;56050;;;Truweelstraat;3;;;BUILDING template
SINT-NIKLAAS - FH02;3517642;3517642;;;Veldstraat;26;;;BUILDING template
SINT-NIKLAAS - FH02;4275435;4275435;;;Polderstraat;38;;;BUILDING template
SINT-NIKLAAS - FH02;1325897;1325897;;;Moerlandstraat;73;;;BUILDING template
SINT-NIKLAAS - FH02;1513954;1513954;;;Walburgstraat;19;;;BUILDING template
SINT-NIKLAAS - FH02;4448302;4448302;;;De Gravestraat;51;;;BUILDING template
SINT-NIKLAAS - FH02;3518039;3518039;;;Vermorgenstraat;12;;;BUILDING template
SINT-NIKLAAS - FH02;3516636;3516636;;;Truweelstraat;7;;;BUILDING template
SINT-NIKLAAS - FH02;4455357;4455357;;;Veldstraat;28;;;BUILDING template
SINT-NIKLAAS - FH02;3512133;3512133;;;Polderstraat;42;;;BUILDING template
SINT-NIKLAAS - FH02;3505061;3505061;;;Moerlandstraat;75;;;BUILDING template
SINT-NIKLAAS - FH02;6004501;6004501;;;Stationsplein;19;A;;BUILDING template
SINT-NIKLAAS - FH02;3512984;3512984;;;Regentiestraat;67;;;BUILDING template
SINT-NIKLAAS - FH02;3518041;3518041;;;Vermorgenstraat;14;;;BUILDING template
SINT-NIKLAAS - FH02;3486976;3486976;11489698;Brugsken 30-32;Brugsken;32;;20191103170105;BUILDING template
SINT-NIKLAAS - FH02;3512136;3512136;;;Polderstraat;46;;;BUILDING template
SINT-NIKLAAS - FH02;3505063;3505063;;;Moerlandstraat;77;;;BUILDING template
SINT-NIKLAAS - FH02;3512975;3512975;;;Regentiestraat;63;;;BUILDING template
SINT-NIKLAAS - FH02;6320575;6320575;;;De Gravestraat;17;B;;BUILDING template
SINT-NIKLAAS - FH02;4232008;4232008;;;Vermorgenstraat;16;;;BUILDING template
SINT-NIKLAAS - FH02;3486975;3486975;11489698;Brugsken 30-32;Brugsken;30;;20191103170105;BUILDING template
SINT-NIKLAAS - FH02;3517647;3517647;;;Veldstraat;30;;;BUILDING template
SINT-NIKLAAS - FH02;4227995;4227995;;;Polderstraat;48;;;BUILDING template
SINT-NIKLAAS - FH02;60743;60743;11489709;Brugsken 56_Magnolialaan 2;Brugsken;56;;20200108142541;BUILDING template
SINT-NIKLAAS - FH02;3518045;3518045;;;Vermorgenstraat;18;;;BUILDING template
SINT-NIKLAAS - FH02;60781;60781;11489709;Brugsken 56_Magnolialaan 2;Magnolialaan;2;;20200108142541;BUILDING template
SINT-NIKLAAS - FH02;3517651;3517651;;;Veldstraat;32;;;BUILDING template
SINT-NIKLAAS - FH02;3512139;3512139;;;Polderstraat;50;;;BUILDING template
SINT-NIKLAAS - FH02;96648;96648;;;August Nobelsstraat;2;;;BUILDING template
SINT-NIKLAAS - FH02;75477;75477;;Hospitaalstraat 2_Lodewijk De Meesterstraat 1;Lodewijk De Meesterstraat;1;;;BUILDING template
SINT-NIKLAAS - FH02;6326922;6326922;;;De Gravestraat;17;A;;BUILDING template
SINT-NIKLAAS - FH02;3518047;3518047;;;Vermorgenstraat;20;;;BUILDING template
SINT-NIKLAAS - FH02;75488;75488;11489691;Hospitaalstraat 2_Lodewijk De Meesterstraat 1;Hospitaalstraat;2;;20200108140120;BUILDING template
SINT-NIKLAAS - FH02;4188538;4188538;;;Veldstraat;36;;;BUILDING template
SINT-NIKLAAS - FH02;3512142;3512142;;;Polderstraat;52;;;BUILDING template
SINT-NIKLAAS - FH02;3508919;3508919;;;August Nobelsstraat;4;;;BUILDING template
SINT-NIKLAAS - FH02;75758;75758;11489683;;Hospitaalstraat;12;;20191103170104;BUILDING template
SINT-NIKLAAS - FH02;3518052;3518052;;;Vermorgenstraat;22;;;BUILDING template
SINT-NIKLAAS - FH02;3516646;3516646;;;Truweelstraat;17;;;BUILDING template
SINT-NIKLAAS - FH02;4455363;4455363;;;Veldstraat;38;;;BUILDING template
SINT-NIKLAAS - FH02;75473;75473;;;Polderstraat;54;;;BUILDING template
SINT-NIKLAAS - FH02;3508928;3508928;;;August Nobelsstraat;6;;;BUILDING template
SINT-NIKLAAS - FH02;54661;54661;;;Azalealaan;2;;;BUILDING template
SINT-NIKLAAS - FH02;4454573;4454573;;;Grote Peperstraat;23;;;BUILDING template
SINT-NIKLAAS - FH02;3518056;3518056;;;Vermorgenstraat;24;;;BUILDING template
SINT-NIKLAAS - FH02;3516650;3516650;;;Truweelstraat;19;;;BUILDING template
SINT-NIKLAAS - FH02;3517656;3517656;;;Veldstraat;40;;;BUILDING template
SINT-NIKLAAS - FH02;3512145;3512145;;;Polderstraat;56;;;BUILDING template
SINT-NIKLAAS - FH02;1325900;1325900;;;August Nobelsstraat;8;;;BUILDING template
SINT-NIKLAAS - FH02;3500599;3500599;;;Kokkelbeekstraat;50;;;BUILDING template
SINT-NIKLAAS - FH02;56098;56098;;;Vermorgenstraat;26;;;BUILDING template
SINT-NIKLAAS - FH02;3516652;3516652;;;Truweelstraat;21;;;BUILDING template
SINT-NIKLAAS - FH02;3517659;3517659;;;Veldstraat;42;;;BUILDING template
SINT-NIKLAAS - FH02;3512117;3512117;;;Polderstraat;38;A;;BUILDING template
SINT-NIKLAAS - FH02;3508956;3508956;;;August Nobelsstraat;12;;;BUILDING template
SINT-NIKLAAS - FH02;5785361;5785361;;;Mercatorstraat;9;C;;BUILDING template
SINT-NIKLAAS - FH02;4447941;4447941;;;Mercatorstraat;177;;;BUILDING template
SINT-NIKLAAS - FH02;1514093;1514093;;Hospitaalstraat 6_Lodewijk De Meesterstraat 5;Hospitaalstraat;6;;;BUILDING template
SINT-NIKLAAS - FH02;56097;56097;;;Vermorgenstraat;28;;;BUILDING template
SINT-NIKLAAS - FH02;3516655;3516655;;;Truweelstraat;23;;;BUILDING template
SINT-NIKLAAS - FH02;3517662;3517662;;;Veldstraat;44;;;BUILDING template
SINT-NIKLAAS - FH02;5390736;5390736;;;Polderstraat;40;B;;BUILDING template
SINT-NIKLAAS - FH02;3508960;3508960;;;August Nobelsstraat;14;;;BUILDING template
SINT-NIKLAAS - FH02;4464734;4464734;;;Polderstraat;18;;;BUILDING template
SINT-NIKLAAS - FH02;75494;75494;11489690;Hospitaalstraat 6_Lodewijk De Meesterstraat 5;Lodewijk De Meesterstraat;5;;20200108141113;BUILDING template
SINT-NIKLAAS - FH02;3948682;3948682;11489703;Kalkstraat 40-42;Kalkstraat;40;;20200108104510;BUILDING template
SINT-NIKLAAS - FH02;4240773;4240773;;;Truweelstraat;25;;;BUILDING template
SINT-NIKLAAS - FH02;3517665;3517665;;;Veldstraat;46;;;BUILDING template
SINT-NIKLAAS - FH02;3518559;3518559;;;Sint-Vincentiusstraat;2;;;BUILDING template
SINT-NIKLAAS - FH02;3508965;3508965;;;August Nobelsstraat;16;;;BUILDING template
SINT-NIKLAAS - FH02;5985181;5985181;;;Mercatorstraat;39;C;;BUILDING template
SINT-NIKLAAS - FH02;3525168;3525168;;;Zamanstraat;51;;;BUILDING template
SINT-NIKLAAS - FH02;6161014;6161014;;;Houtbriel;17;A;;BUILDING template
SINT-NIKLAAS - FH02;5458181;5458181;;;Vermorgenstraat;28;A;;BUILDING template
SINT-NIKLAAS - FH02;3516658;3516658;;;Truweelstraat;27;;;BUILDING template
SINT-NIKLAAS - FH02;3517670;3517670;;;Veldstraat;48;;;BUILDING template
SINT-NIKLAAS - FH02;75465;75465;;;Sint-Vincentiusstraat;4;;;BUILDING template
SINT-NIKLAAS - FH02;3508969;3508969;;;August Nobelsstraat;18;;;BUILDING template
SINT-NIKLAAS - FH02;5904901;5904901;;;Knaptandstraat;26;A;;BUILDING template
SINT-NIKLAAS - FH02;5714641;5714641;;;Vermorgenstraat;28;B;;BUILDING template
SINT-NIKLAAS - FH02;56051;56051;;;Truweelstraat;29;;;BUILDING template
SINT-NIKLAAS - FH02;4250563;4250563;;;Veldstraat;50;;;BUILDING template
SINT-NIKLAAS - FH02;3518565;3518565;;;Sint-Vincentiusstraat;6;;;BUILDING template
SINT-NIKLAAS - FH02;3508981;3508981;;;August Nobelsstraat;20;;;BUILDING template
SINT-NIKLAAS - FH02;6474362;6474362;;;Mercatorstraat;39;B;;BUILDING template
SINT-NIKLAAS - FH02;62541;62541;;;Regentiestraat;50;;;BUILDING template
SINT-NIKLAAS - FH02;3484873;3484873;;;Ankerstraat;111;;;BUILDING template
SINT-NIKLAAS - FH02;5720110;5720110;;;Vermorgenstraat;28;C;;BUILDING template
SINT-NIKLAAS - FH02;68436;68436;;;Ankerstraat;114;;;BUILDING template
SINT-NIKLAAS - FH02;75551;75551;;;Veldstraat;52;;;BUILDING template
SINT-NIKLAAS - FH02;3518567;3518567;;;Sint-Vincentiusstraat;8;;;BUILDING template
SINT-NIKLAAS - FH02;4206750;4206750;;;August Nobelsstraat;22;;;BUILDING template
SINT-NIKLAAS - FH02;6166544;6166544;;;Houtbriel;17;B;;BUILDING template
SINT-NIKLAAS - FH02;9375;9375;;;Mercatorstraat;39;;;BUILDING template
SINT-NIKLAAS - FH02;3484878;3484878;;;Ankerstraat;118;;;BUILDING template
SINT-NIKLAAS - FH02;75552;75552;;;Veldstraat;54;;;BUILDING template
SINT-NIKLAAS - FH02;3518571;3518571;;;Sint-Vincentiusstraat;10;;;BUILDING template
SINT-NIKLAAS - FH02;3508990;3508990;;;August Nobelsstraat;24;;;BUILDING template
SINT-NIKLAAS - FH02;61718;61718;;;Mercatorstraat;38;;;BUILDING template
SINT-NIKLAAS - FH02;3512954;3512954;;;Regentiestraat;54;;;BUILDING template
SINT-NIKLAAS - FH02;76247;76247;11489703;Kalkstraat 40-42;Kalkstraat;42;;20200108104510;BUILDING template
SINT-NIKLAAS - FH02;4220328;4220328;;;Mercatorstraat;41;;;BUILDING template
SINT-NIKLAAS - FH02;3484880;3484880;;;Ankerstraat;120;;;BUILDING template
SINT-NIKLAAS - FH02;3517677;3517677;;;Veldstraat;56;;;BUILDING template
SINT-NIKLAAS - FH02;4455374;4455374;;;Sint-Vincentiusstraat;12;;;BUILDING template
SINT-NIKLAAS - FH02;3508994;3508994;;;August Nobelsstraat;26;;;BUILDING template
SINT-NIKLAAS - FH02;75741;75741;;;Kalkstraat;105;;;BUILDING template
SINT-NIKLAAS - FH02;3504355;3504355;;;Mercatorstraat;43;;;BUILDING template
SINT-NIKLAAS - FH02;3484885;3484885;;;Ankerstraat;124;;;BUILDING template
SINT-NIKLAAS - FH02;3517679;3517679;;;Veldstraat;58;;;BUILDING template
SINT-NIKLAAS - FH02;3518574;3518574;;;Sint-Vincentiusstraat;14;;;BUILDING template
SINT-NIKLAAS - FH02;3508997;3508997;;;August Nobelsstraat;28;;;BUILDING template
SINT-NIKLAAS - FH02;3948737;3948737;;;Mercatorstraat;36;B;;BUILDING template
SINT-NIKLAAS - FH02;3504359;3504359;;;Mercatorstraat;45;;;BUILDING template
SINT-NIKLAAS - FH02;3484892;3484892;;;Ankerstraat;130;;;BUILDING template
SINT-NIKLAAS - FH02;3517682;3517682;;;Veldstraat;60;;;BUILDING template
SINT-NIKLAAS - FH02;3518576;3518576;;;Sint-Vincentiusstraat;16;;;BUILDING template
SINT-NIKLAAS - FH02;4260188;4260188;;;August Nobelsstraat;30;;;BUILDING template
SINT-NIKLAAS - FH02;4466405;4466405;;;Brugsken;52;;;BUILDING template
SINT-NIKLAAS - FH02;4448714;4448714;;;Mercatorstraat;47;;;BUILDING template
SINT-NIKLAAS - FH02;3484895;3484895;;;Ankerstraat;132;;;BUILDING template
SINT-NIKLAAS - FH02;3948833;3948833;;;Veldstraat;64;;;BUILDING template
SINT-NIKLAAS - FH02;75557;75557;;;Veldstraat;107;;;BUILDING template
SINT-NIKLAAS - FH02;3509005;3509005;;;August Nobelsstraat;32;;;BUILDING template
SINT-NIKLAAS - FH02;1193081;1193081;;;Kleine Peperstraat;17;;;BUILDING template
SINT-NIKLAAS - FH02;6331902;6331902;;;Kalkstraat;62;B;;BUILDING template
SINT-NIKLAAS - FH02;3504364;3504364;;;Mercatorstraat;49;;;BUILDING template
SINT-NIKLAAS - FH02;3484896;3484896;;;Ankerstraat;134;;;BUILDING template
SINT-NIKLAAS - FH02;3948834;3948834;;;Veldstraat;66;;;BUILDING template
SINT-NIKLAAS - FH02;4455391;4455391;;;Veldstraat;109;;;BUILDING template
SINT-NIKLAAS - FH02;3509007;3509007;;;August Nobelsstraat;34;;;BUILDING template
SINT-NIKLAAS - FH02;3504351;3504351;;;Mercatorstraat;36;C;;BUILDING template
SINT-NIKLAAS - FH02;1513967;1513967;;;Walburgstraat;36;;;BUILDING template
SINT-NIKLAAS - FH02;61717;61717;;;Mercatorstraat;53;;;BUILDING template
SINT-NIKLAAS - FH02;3484898;3484898;;;Ankerstraat;136;;;BUILDING template
SINT-NIKLAAS - FH02;4455459;4455459;;;Veldstraat;68;;;BUILDING template
SINT-NIKLAAS - FH02;3517741;3517741;;;Veldstraat;111;;;BUILDING template
SINT-NIKLAAS - FH02;9489;9489;;;Moerlandstraat;1;;;BUILDING template
SINT-NIKLAAS - FH02;6331900;6331900;;;Kalkstraat;62;C;;BUILDING template
SINT-NIKLAAS - FH02;62530;62530;;;Mercatorstraat;55;;;BUILDING template
SINT-NIKLAAS - FH02;3484899;3484899;;;Ankerstraat;138;;;BUILDING template
SINT-NIKLAAS - FH02;3517686;3517686;;;Veldstraat;70;;;BUILDING template
SINT-NIKLAAS - FH02;3517742;3517742;;;Veldstraat;113;;;BUILDING template
SINT-NIKLAAS - FH02;3504996;3504996;;;Moerlandstraat;3;;;BUILDING template
SINT-NIKLAAS - FH02;75740;75740;;;Kalkstraat;101;;;BUILDING template
SINT-NIKLAAS - FH02;3504374;3504374;;;Mercatorstraat;57;;;BUILDING template
SINT-NIKLAAS - FH02;4444826;4444826;;;Ankerstraat;140;;;BUILDING template
SINT-NIKLAAS - FH02;3517687;3517687;;;Veldstraat;72;;;BUILDING template
SINT-NIKLAAS - FH02;4455393;4455393;;;Veldstraat;115;;;BUILDING template
SINT-NIKLAAS - FH02;3505003;3505003;;;Moerlandstraat;5;;;BUILDING template
SINT-NIKLAAS - FH02;62536;62536;;;Mercatorstraat;91;;;BUILDING template
SINT-NIKLAAS - FH02;1513894;1513894;;;Kleine Peperstraat;3;;;BUILDING template
SINT-NIKLAAS - FH02;4028785;4028785;;;Mercatorstraat;59;;;BUILDING template
SINT-NIKLAAS - FH02;3484901;3484901;;;Ankerstraat;142;;;BUILDING template
SINT-NIKLAAS - FH02;3517689;3517689;;;Veldstraat;74;;;BUILDING template
SINT-NIKLAAS - FH02;4260351;4260351;;;Veldstraat;117;;;BUILDING template
SINT-NIKLAAS - FH02;4457104;4457104;;;Moerlandstraat;7;;;BUILDING template
SINT-NIKLAAS - FH02;1514029;1514029;;;Kalkstraat;76;;;BUILDING template
SINT-NIKLAAS - FH02;3504378;3504378;;;Mercatorstraat;61;;;BUILDING template
SINT-NIKLAAS - FH02;4215489;4215489;;;Ankerstraat;144;;;BUILDING template
SINT-NIKLAAS - FH02;3517695;3517695;;;Veldstraat;76;;;BUILDING template
SINT-NIKLAAS - FH02;3948835;3948835;;;Veldstraat;119;;;BUILDING template
SINT-NIKLAAS - FH02;3505006;3505006;;;Moerlandstraat;9;;;BUILDING template
SINT-NIKLAAS - FH02;63264;63264;;;Mercatorstraat;149;;;BUILDING template
SINT-NIKLAAS - FH02;4448196;4448196;;;Mercatorstraat;63;;;BUILDING template
SINT-NIKLAAS - FH02;3484902;3484902;;;Ankerstraat;146;;;BUILDING template
SINT-NIKLAAS - FH02;3517699;3517699;;;Veldstraat;78;;;BUILDING template
SINT-NIKLAAS - FH02;4004334;4004334;;;Veldstraat;121;;;BUILDING template
SINT-NIKLAAS - FH02;3505009;3505009;;;Moerlandstraat;11;;;BUILDING template
SINT-NIKLAAS - FH02;4444821;4444821;;;Ankerstraat;128;;;BUILDING template
SINT-NIKLAAS - FH02;4448199;4448199;;;Mercatorstraat;67;;;BUILDING template
SINT-NIKLAAS - FH02;68439;68439;;;Ankerstraat;148;;;BUILDING template
SINT-NIKLAAS - FH02;3517702;3517702;;;Veldstraat;80;;;BUILDING template
SINT-NIKLAAS - FH02;3517752;3517752;;;Veldstraat;123;;;BUILDING template
SINT-NIKLAAS - FH02;4457106;4457106;;;Moerlandstraat;13;;;BUILDING template
SINT-NIKLAAS - FH02;61730;61730;;;De Gravestraat;23;;;BUILDING template
SINT-NIKLAAS - FH02;3504386;3504386;;;Mercatorstraat;69;;;BUILDING template
SINT-NIKLAAS - FH02;69271;69271;;;Regentieplein;1;;;BUILDING template
SINT-NIKLAAS - FH02;3517705;3517705;;;Veldstraat;82;;;BUILDING template
SINT-NIKLAAS - FH02;3517756;3517756;;;Veldstraat;125;;;BUILDING template
SINT-NIKLAAS - FH02;4457107;4457107;;;Moerlandstraat;15;;;BUILDING template
SINT-NIKLAAS - FH02;63317;63317;;;Klein-Hulststraat;132;;;BUILDING template
SINT-NIKLAAS - FH02;4188104;4188104;;;Mercatorstraat;71;;;BUILDING template
SINT-NIKLAAS - FH02;3512806;3512806;;;Regentieplein;2;;;BUILDING template
SINT-NIKLAAS - FH02;3517707;3517707;;;Veldstraat;84;;;BUILDING template
SINT-NIKLAAS - FH02;3517761;3517761;;;Veldstraat;127;;;BUILDING template
SINT-NIKLAAS - FH02;96640;96640;;;Moerlandstraat;17;;;BUILDING template
SINT-NIKLAAS - FH02;3948650;3948650;;;De Gravestraat;21;;;BUILDING template
SINT-NIKLAAS - FH02;62531;62531;;;Mercatorstraat;73;;;BUILDING template
SINT-NIKLAAS - FH02;3512809;3512809;;;Regentieplein;3;;;BUILDING template
SINT-NIKLAAS - FH02;75547;75547;;;Veldstraat;86;;;BUILDING template
SINT-NIKLAAS - FH02;3517763;3517763;;;Veldstraat;129;;;BUILDING template
SINT-NIKLAAS - FH02;96642;96642;;;Parklaan;45;;;BUILDING template
SINT-NIKLAAS - FH02;62533;62533;;;Mercatorstraat;75;;;BUILDING template
SINT-NIKLAAS - FH02;3512810;3512810;;;Regentieplein;4;;;BUILDING template
SINT-NIKLAAS - FH02;75571;75571;;;Veldstraat;88;;;BUILDING template
SINT-NIKLAAS - FH02;4455397;4455397;;;Veldstraat;131;;;BUILDING template
SINT-NIKLAAS - FH02;3509995;3509995;;;Parklaan;47;;;BUILDING template
SINT-NIKLAAS - FH02;62534;62534;;;Mercatorstraat;77;;;BUILDING template
SINT-NIKLAAS - FH02;4444643;4444643;;;Regentieplein;5;;;BUILDING template
SINT-NIKLAAS - FH02;75556;75556;;;Veldstraat;90;;;BUILDING template
SINT-NIKLAAS - FH02;3517769;3517769;;;Veldstraat;133;;;BUILDING template
SINT-NIKLAAS - FH02;3510002;3510002;;;Parklaan;49;;;BUILDING template
SINT-NIKLAAS - FH02;3504396;3504396;;;Mercatorstraat;79;;;BUILDING template
SINT-NIKLAAS - FH02;4444645;4444645;;;Regentieplein;6;;;BUILDING template
SINT-NIKLAAS - FH02;3517721;3517721;;;Veldstraat;92;;;BUILDING template
SINT-NIKLAAS - FH02;3517773;3517773;;;Veldstraat;135;;;BUILDING template
SINT-NIKLAAS - FH02;3510008;3510008;;;Parklaan;51;;;BUILDING template
SINT-NIKLAAS - FH02;3504398;3504398;;;Mercatorstraat;81;;;BUILDING template
SINT-NIKLAAS - FH02;69270;69270;;;Regentieplein;8;;;BUILDING template
SINT-NIKLAAS - FH02;4455474;4455474;;;Veldstraat;94;;;BUILDING template
SINT-NIKLAAS - FH02;3517777;3517777;;;Veldstraat;137;;;BUILDING template
SINT-NIKLAAS - FH02;3948763;3948763;;;Parklaan;53;;;BUILDING template
SINT-NIKLAAS - FH02;4448730;4448730;;;De Gravestraat;11;;;BUILDING template
SINT-NIKLAAS - FH02;4448276;4448276;;;Mercatorstraat;83;;;BUILDING template
SINT-NIKLAAS - FH02;68478;68478;;;Regentiestraat;37;;;BUILDING template
SINT-NIKLAAS - FH02;4202146;4202146;;;Veldstraat;96;;;BUILDING template
SINT-NIKLAAS - FH02;4262029;4262029;;;Veldstraat;141;;;BUILDING template
SINT-NIKLAAS - FH02;96646;96646;;;Parklaan;55;;;BUILDING template
SINT-NIKLAAS - FH02;3484823;3484823;;;Ankerstraat;49;A;;BUILDING template
SINT-NIKLAAS - FH02;3504404;3504404;;;Mercatorstraat;85;;;BUILDING template
SINT-NIKLAAS - FH02;3512927;3512927;;;Regentiestraat;39;;;BUILDING template
SINT-NIKLAAS - FH02;3517729;3517729;;;Veldstraat;100;;;BUILDING template
SINT-NIKLAAS - FH02;4455400;4455400;;;Veldstraat;143;;;BUILDING template
SINT-NIKLAAS - FH02;96647;96647;;;Parklaan;57;;;BUILDING template
SINT-NIKLAAS - FH02;3500130;3500130;;;Klein-Hulststraat;112;;;BUILDING template
SINT-NIKLAAS - FH02;3504405;3504405;;;Mercatorstraat;87;;;BUILDING template
SINT-NIKLAAS - FH02;4156366;4156366;;;Regentiestraat;41;;;BUILDING template
SINT-NIKLAAS - FH02;3517734;3517734;;;Veldstraat;102;;;BUILDING template
SINT-NIKLAAS - FH02;3517782;3517782;;;Veldstraat;145;;;BUILDING template
SINT-NIKLAAS - FH02;3510026;3510026;;;Parklaan;59;;;BUILDING template
SINT-NIKLAAS - FH02;4017159;4017159;;;Mercatorstraat;56;;;BUILDING template
SINT-NIKLAAS - FH02;4448281;4448281;;;Mercatorstraat;89;;;BUILDING template
SINT-NIKLAAS - FH02;3995016;3995016;;;Regentiestraat;43;;;BUILDING template
SINT-NIKLAAS - FH02;3517738;3517738;;;Veldstraat;104;;;BUILDING template
SINT-NIKLAAS - FH02;3517784;3517784;;;Veldstraat;147;;;BUILDING template
SINT-NIKLAAS - FH02;3510039;3510039;;;Parklaan;61;;;BUILDING template
SINT-NIKLAAS - FH02;4449109;4449109;;;Mercatorstraat;25;;;BUILDING template
SINT-NIKLAAS - FH02;3948738;3948738;;;Mercatorstraat;79;A;;BUILDING template
SINT-NIKLAAS - FH02;3512932;3512932;;;Regentiestraat;45;;;BUILDING template
SINT-NIKLAAS - FH02;4455481;4455481;;;Veldstraat;106;;;BUILDING template
SINT-NIKLAAS - FH02;4080623;4080623;;;Veldstraat;151;;;BUILDING template
SINT-NIKLAAS - FH02;3510046;3510046;;;Parklaan;63;;;BUILDING template
SINT-NIKLAAS - FH02;75562;75562;11489704;Kalkstraat 46-48;Kalkstraat;46;;20191103170105;BUILDING template
SINT-NIKLAAS - FH02;3501705;3501705;;;Lamstraat;2;B;;BUILDING template
SINT-NIKLAAS - FH02;3497507;3497507;11489704;Kalkstraat 46-48;Kalkstraat;48;;20191103170105;BUILDING template
SINT-NIKLAAS - FH02;3512936;3512936;;;Regentiestraat;47;;;BUILDING template
SINT-NIKLAAS - FH02;4036732;4036732;;;Veldstraat;108;;;BUILDING template
SINT-NIKLAAS - FH02;4455405;4455405;;;Veldstraat;153;;;BUILDING template
SINT-NIKLAAS - FH02;4457121;4457121;;;Parklaan;65;;;BUILDING template
SINT-NIKLAAS - FH02;1514044;1514044;;;Lodewijk De Meesterstraat;4;;;BUILDING template
SINT-NIKLAAS - FH02;1514022;1514022;11489699;Kalkstraat 64-66;Kalkstraat;66;;20200108092446;BUILDING template
SINT-NIKLAAS - FH02;3512942;3512942;;;Regentiestraat;51;;;BUILDING template
SINT-NIKLAAS - FH02;4165443;4165443;;;Veldstraat;110;;;BUILDING template
SINT-NIKLAAS - FH02;4455406;4455406;;;Veldstraat;155;;;BUILDING template
SINT-NIKLAAS - FH02;96643;96643;;;Parklaan;67;;;BUILDING template
SINT-NIKLAAS - FH02;4448728;4448728;;;De Gravestraat;7;;;BUILDING template
SINT-NIKLAAS - FH02;1514070;1514070;;;Lodewijk De Meesterstraat;34;;;BUILDING template
SINT-NIKLAAS - FH02;6443191;6443191;;;Lodewijk De Meesterstraat;118;A;;BUILDING template
SINT-NIKLAAS - FH02;1514020;1514020;11489699;Kalkstraat 64-66;Kalkstraat;64;;20200108092446;BUILDING template
SINT-NIKLAAS - FH02;3512952;3512952;;;Regentiestraat;53;;;BUILDING template
SINT-NIKLAAS - FH02;4455485;4455485;;;Veldstraat;112;;;BUILDING template
SINT-NIKLAAS - FH02;3517789;3517789;;;Veldstraat;159;;;BUILDING template
SINT-NIKLAAS - FH02;96644;96644;;;Parklaan;69;;;BUILDING template
SINT-NIKLAAS - FH02;1514038;1514038;;Kalkstraat 86-88-90_Lodewijk De Meesterstraat 2;Kalkstraat;86;;;BUILDING template
SINT-NIKLAAS - FH02;4262398;4262398;;;Regentiestraat;55;;;BUILDING template
SINT-NIKLAAS - FH02;75486;75486;;;Veldstraat;116;;;BUILDING template
SINT-NIKLAAS - FH02;3517791;3517791;;;Veldstraat;161;;;BUILDING template
SINT-NIKLAAS - FH02;96645;96645;;;Parklaan;71;;;BUILDING template
SINT-NIKLAAS - FH02;1514088;1514088;;;Lodewijk De Meesterstraat;70;;;BUILDING template
SINT-NIKLAAS - FH02;1514040;1514040;;Kalkstraat 86-88-90_Lodewijk De Meesterstraat 2;Kalkstraat;88;;;BUILDING template
SINT-NIKLAAS - FH02;3948789;3948789;;;Regentiestraat;57;;;BUILDING template
SINT-NIKLAAS - FH02;3517747;3517747;;;Veldstraat;118;;;BUILDING template
SINT-NIKLAAS - FH02;3517794;3517794;;;Veldstraat;163;;;BUILDING template
SINT-NIKLAAS - FH02;9433;9433;;;Grote Peperstraat;1;;;BUILDING template
SINT-NIKLAAS - FH02;3490686;3490686;;;De Gravestraat;3;C;;BUILDING template
SINT-NIKLAAS - FH02;6434275;6434275;;;Lodewijk De Meesterstraat;118;B;;BUILDING template
SINT-NIKLAAS - FH02;75742;75742;;Kalkstraat 86-88-90_Lodewijk De Meesterstraat 2;Kalkstraat;90;;;BUILDING template
SINT-NIKLAAS - FH02;3512970;3512970;;;Regentiestraat;61;;;BUILDING template
SINT-NIKLAAS - FH02;3517749;3517749;;;Veldstraat;120;;;BUILDING template
SINT-NIKLAAS - FH02;75559;75559;;;Veldstraat;167;;;BUILDING template
SINT-NIKLAAS - FH02;4454590;4454590;;;Grote Peperstraat;3;;;BUILDING template
SINT-NIKLAAS - FH02;75478;75478;11489681;Kalkstraat 86-88-90_Lodewijk De Meesterstraat 2;Lodewijk De Meesterstraat;2;;20200108091952;BUILDING template
