Projectnummer;Opdrachtnummer;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;BG Version;Opdrachttemplate
SINT-NIKLAAS - FH02;75744;75744;;;Kalkstraat;70;;;BUILDING template
SINT-NIKLAAS - FH02;3500545;3500545;;;Kokkelbeekstraat;18;;;BUILDING template
SINT-NIKLAAS - FH02;1514002;1514002;;;Zeildoekstraat;5;;;BUILDING template
SINT-NIKLAAS - FH02;4448313;4448313;;;De Gravestraat;65;;;BUILDING template
SINT-NIKLAAS - FH02;61722;61722;;;Mercatorstraat;54;;;BUILDING template
SINT-NIKLAAS - FH02;3484890;3484890;;;Ankerstraat;127;;;BUILDING template
SINT-NIKLAAS - FH02;75743;75743;;;Kalkstraat;72;;;BUILDING template
SINT-NIKLAAS - FH02;3500548;3500548;;;Kokkelbeekstraat;20;;;BUILDING template
SINT-NIKLAAS - FH02;1514003;1514003;;;Zeildoekstraat;7;;;BUILDING template
SINT-NIKLAAS - FH02;4448315;4448315;;;De Gravestraat;67;;;BUILDING template
SINT-NIKLAAS - FH02;3500072;3500072;;;Klein-Hulststraat;8;;;BUILDING template
SINT-NIKLAAS - FH02;68440;68440;;;Ankerstraat;129;;;BUILDING template
SINT-NIKLAAS - FH02;1514028;1514028;;;Kalkstraat;74;;;BUILDING template
SINT-NIKLAAS - FH02;4059929;4059929;;;Kokkelbeekstraat;22;;;BUILDING template
SINT-NIKLAAS - FH02;1514004;1514004;;;Zeildoekstraat;9;;;BUILDING template
SINT-NIKLAAS - FH02;1505687;1505687;;;De Gravestraat;69;;;BUILDING template
SINT-NIKLAAS - FH02;4449038;4449038;;;Klein-Hulststraat;10;;;BUILDING template
SINT-NIKLAAS - FH02;3484864;3484864;;;Ankerstraat;101;A;;BUILDING template
SINT-NIKLAAS - FH02;1514032;1514032;;;Kalkstraat;80;;;BUILDING template
SINT-NIKLAAS - FH02;3500559;3500559;;;Kokkelbeekstraat;24;;;BUILDING template
SINT-NIKLAAS - FH02;1514005;1514005;;;Zeildoekstraat;11;;;BUILDING template
SINT-NIKLAAS - FH02;6449270;6449270;;;Kokkelbeekstraat;32;A;;BUILDING template
SINT-NIKLAAS - FH02;6383957;6383957;;;Zwijgershoek;14;;;BUILDING template
SINT-NIKLAAS - FH02;4448317;4448317;;;De Gravestraat;71;;;BUILDING template
SINT-NIKLAAS - FH02;4449040;4449040;;;Klein-Hulststraat;12;;;BUILDING template
SINT-NIKLAAS - FH02;3484863;3484863;;;Ankerstraat;101;B;;BUILDING template
SINT-NIKLAAS - FH02;1514036;1514036;;;Kalkstraat;84;;;BUILDING template
SINT-NIKLAAS - FH02;4462476;4462476;;;Kokkelbeekstraat;26;;;BUILDING template
SINT-NIKLAAS - FH02;1514006;1514006;;;Zeildoekstraat;13;;;BUILDING template
SINT-NIKLAAS - FH02;5411555;5411555;;;De Gravestraat;69;C;;BUILDING template
SINT-NIKLAAS - FH02;4406684;4406684;;;Klein-Hulststraat;14;;;BUILDING template
SINT-NIKLAAS - FH02;68426;68426;;;Klein-Hulststraat;1;;;BUILDING template
SINT-NIKLAAS - FH02;4447922;4447922;11489730;;Sint-Rochushof;17;;20191103170108;BUILDING template
SINT-NIKLAAS - FH02;3500563;3500563;;;Kokkelbeekstraat;28;;;BUILDING template
SINT-NIKLAAS - FH02;1514007;1514007;;;Zeildoekstraat;15;;;BUILDING template
SINT-NIKLAAS - FH02;5729092;5729092;;;Kokkelbeekstraat;32;B;;BUILDING template
SINT-NIKLAAS - FH02;68404;68404;;;Zwijgershoek;23;;;BUILDING template
SINT-NIKLAAS - FH02;4448718;4448718;;;Mercatorstraat;40;;;BUILDING template
SINT-NIKLAAS - FH02;3500078;3500078;;;Klein-Hulststraat;16;;;BUILDING template
SINT-NIKLAAS - FH02;3500067;3500067;;;Klein-Hulststraat;3;;;BUILDING template
SINT-NIKLAAS - FH02;1372939;1372939;11489730;;Sint-Rochushof;18;;20191103170108;BUILDING template
SINT-NIKLAAS - FH02;4462478;4462478;;;Kokkelbeekstraat;32;;;BUILDING template
SINT-NIKLAAS - FH02;1514008;1514008;;;Zeildoekstraat;17;;;BUILDING template
SINT-NIKLAAS - FH02;4448720;4448720;;;Mercatorstraat;42;;;BUILDING template
SINT-NIKLAAS - FH02;56055;56055;;;Klein-Hulststraat;18;;;BUILDING template
SINT-NIKLAAS - FH02;3500070;3500070;;;Klein-Hulststraat;5;;;BUILDING template
SINT-NIKLAAS - FH02;3516638;3516638;11489716;Truweelstraat 9-11-13-15;Truweelstraat;9;;20200108082423;BUILDING template
SINT-NIKLAAS - FH02;3500573;3500573;;;Kokkelbeekstraat;34;;;BUILDING template
SINT-NIKLAAS - FH02;1514009;1514009;;;Zeildoekstraat;19;;;BUILDING template
SINT-NIKLAAS - FH02;5572099;5572099;;;Parklaan;13;A;;BUILDING template
SINT-NIKLAAS - FH02;3504357;3504357;;;Mercatorstraat;44;;;BUILDING template
SINT-NIKLAAS - FH02;56056;56056;;;Klein-Hulststraat;20;;;BUILDING template
SINT-NIKLAAS - FH02;3500071;3500071;;;Klein-Hulststraat;7;;;BUILDING template
SINT-NIKLAAS - FH02;1514048;1514048;;;Lodewijk De Meesterstraat;10;;;BUILDING template
SINT-NIKLAAS - FH02;3500578;3500578;;;Kokkelbeekstraat;36;;;BUILDING template
SINT-NIKLAAS - FH02;5722714;5722714;;;Zeildoekstraat;1;A;;BUILDING template
SINT-NIKLAAS - FH02;61719;61719;;;Mercatorstraat;46;;;BUILDING template
SINT-NIKLAAS - FH02;4004165;4004165;;;Klein-Hulststraat;22;;;BUILDING template
SINT-NIKLAAS - FH02;4444729;4444729;;;Klein-Hulststraat;9;;;BUILDING template
SINT-NIKLAAS - FH02;1514050;1514050;;;Lodewijk De Meesterstraat;12;;;BUILDING template
SINT-NIKLAAS - FH02;3948701;3948701;;;Kokkelbeekstraat;38;;;BUILDING template
SINT-NIKLAAS - FH02;5904903;5904903;;;Zeildoekstraat;1;B;;BUILDING template
SINT-NIKLAAS - FH02;5886425;5886425;;;Parklaan;13;B;;BUILDING template
SINT-NIKLAAS - FH02;61720;61720;;;Mercatorstraat;48;;;BUILDING template
SINT-NIKLAAS - FH02;1332094;1332094;;;Klein-Hulststraat;24;;;BUILDING template
SINT-NIKLAAS - FH02;3500073;3500073;;;Klein-Hulststraat;11;;;BUILDING template
SINT-NIKLAAS - FH02;1514052;1514052;;;Lodewijk De Meesterstraat;14;;;BUILDING template
SINT-NIKLAAS - FH02;3500582;3500582;;;Kokkelbeekstraat;40;;;BUILDING template
SINT-NIKLAAS - FH02;1514010;1514010;;;Zeildoekstraat;21;;;BUILDING template
SINT-NIKLAAS - FH02;61721;61721;;;Mercatorstraat;50;;;BUILDING template
SINT-NIKLAAS - FH02;3500085;3500085;;;Klein-Hulststraat;26;;;BUILDING template
SINT-NIKLAAS - FH02;3500075;3500075;;;Klein-Hulststraat;13;;;BUILDING template
SINT-NIKLAAS - FH02;1514054;1514054;;;Lodewijk De Meesterstraat;16;;;BUILDING template
SINT-NIKLAAS - FH02;96722;96722;;;Kokkelbeekstraat;42;;;BUILDING template
SINT-NIKLAAS - FH02;1514011;1514011;;;Zeildoekstraat;23;;;BUILDING template
SINT-NIKLAAS - FH02;3504368;3504368;BG I: Mercatorstraat 50 + 52;;Mercatorstraat;52;;;BUILDING template
SINT-NIKLAAS - FH02;4449052;4449052;;;Klein-Hulststraat;28;;;BUILDING template
SINT-NIKLAAS - FH02;4037770;4037770;;;Klein-Hulststraat;15;;;BUILDING template
SINT-NIKLAAS - FH02;1514056;1514056;;;Lodewijk De Meesterstraat;18;;;BUILDING template
SINT-NIKLAAS - FH02;3500592;3500592;;;Kokkelbeekstraat;44;;;BUILDING template
SINT-NIKLAAS - FH02;75736;75736;;;Zeildoekstraat;25;;;BUILDING template
SINT-NIKLAAS - FH02;3516642;3516642;11489716;Truweelstraat 9-11-13-15;Truweelstraat;11;;20200108082423;BUILDING template
SINT-NIKLAAS - FH02;3500093;3500093;;;Klein-Hulststraat;54;;;BUILDING template
SINT-NIKLAAS - FH02;3500079;3500079;;;Klein-Hulststraat;17;;;BUILDING template
SINT-NIKLAAS - FH02;1514058;1514058;;;Lodewijk De Meesterstraat;20;;;BUILDING template
SINT-NIKLAAS - FH02;3500596;3500596;;;Kokkelbeekstraat;46;;;BUILDING template
SINT-NIKLAAS - FH02;4230163;4230163;;;Zeildoekstraat;29;;;BUILDING template
SINT-NIKLAAS - FH02;3504376;3504376;;;Mercatorstraat;60;;;BUILDING template
SINT-NIKLAAS - FH02;3500094;3500094;;;Klein-Hulststraat;56;;;BUILDING template
SINT-NIKLAAS - FH02;4444733;4444733;;;Klein-Hulststraat;19;;;BUILDING template
SINT-NIKLAAS - FH02;4449017;4449017;11489716;Truweelstraat 9-11-13-15;Truweelstraat;13;;20200108082423;BUILDING template
SINT-NIKLAAS - FH02;1288254;1288254;;;Kokkelbeekstraat;48;;;BUILDING template
SINT-NIKLAAS - FH02;3525267;3525267;;;Zeildoekstraat;31;;;BUILDING template
SINT-NIKLAAS - FH02;61723;61723;;;Mercatorstraat;62;;;BUILDING template
SINT-NIKLAAS - FH02;3500095;3500095;;;Klein-Hulststraat;58;;;BUILDING template
SINT-NIKLAAS - FH02;3500081;3500081;;;Klein-Hulststraat;23;;;BUILDING template
SINT-NIKLAAS - FH02;4449019;4449019;11489716;Truweelstraat 9-11-13-15;Truweelstraat;15;;20200108082423;BUILDING template
SINT-NIKLAAS - FH02;4443051;4443051;;;Zeildoekstraat;33;;;BUILDING template
SINT-NIKLAAS - FH02;61724;61724;;;Mercatorstraat;64;;;BUILDING template
SINT-NIKLAAS - FH02;3500096;3500096;;;Klein-Hulststraat;60;;;BUILDING template
SINT-NIKLAAS - FH02;3500084;3500084;;;Klein-Hulststraat;25;;;BUILDING template
SINT-NIKLAAS - FH02;75475;75475;;;Lodewijk De Meesterstraat;28;;;BUILDING template
SINT-NIKLAAS - FH02;3500604;3500604;;;Kokkelbeekstraat;52;;;BUILDING template
SINT-NIKLAAS - FH02;3525271;3525271;;;Zeildoekstraat;35;;;BUILDING template
SINT-NIKLAAS - FH02;61725;61725;;;Mercatorstraat;66;;;BUILDING template
SINT-NIKLAAS - FH02;4449077;4449077;;;Klein-Hulststraat;62;;;BUILDING template
SINT-NIKLAAS - FH02;3925969;3925969;;;Klein-Hulststraat;27;;;BUILDING template
SINT-NIKLAAS - FH02;75479;75479;;;Lodewijk De Meesterstraat;30;;;BUILDING template
SINT-NIKLAAS - FH02;4468253;4468253;;;Kokkelbeekstraat;54;;;BUILDING template
SINT-NIKLAAS - FH02;3525277;3525277;;;Zeildoekstraat;37;;;BUILDING template
SINT-NIKLAAS - FH02;61726;61726;;;Mercatorstraat;68;;;BUILDING template
SINT-NIKLAAS - FH02;3500099;3500099;;;Klein-Hulststraat;64;;;BUILDING template
SINT-NIKLAAS - FH02;3500086;3500086;;;Klein-Hulststraat;29;;;BUILDING template
SINT-NIKLAAS - FH02;1514068;1514068;;;Lodewijk De Meesterstraat;32;;;BUILDING template
SINT-NIKLAAS - FH02;3500609;3500609;;;Kokkelbeekstraat;56;;;BUILDING template
SINT-NIKLAAS - FH02;4443052;4443052;;;Zeildoekstraat;39;;;BUILDING template
SINT-NIKLAAS - FH02;3504387;3504387;;;Mercatorstraat;70;;;BUILDING template
SINT-NIKLAAS - FH02;3500102;3500102;;;Klein-Hulststraat;68;;;BUILDING template
SINT-NIKLAAS - FH02;4444739;4444739;;;Klein-Hulststraat;31;;;BUILDING template
SINT-NIKLAAS - FH02;1514071;1514071;;;Lodewijk De Meesterstraat;36;;;BUILDING template
SINT-NIKLAAS - FH02;3948702;3948702;;;Kokkelbeekstraat;58;;;BUILDING template
SINT-NIKLAAS - FH02;4443055;4443055;;;Zeildoekstraat;43;;;BUILDING template
SINT-NIKLAAS - FH02;62532;62532;;;Mercatorstraat;72;;;BUILDING template
SINT-NIKLAAS - FH02;3500111;3500111;;;Klein-Hulststraat;74;;;BUILDING template
SINT-NIKLAAS - FH02;4057353;4057353;;;Klein-Hulststraat;33;;;BUILDING template
SINT-NIKLAAS - FH02;1514072;1514072;;;Lodewijk De Meesterstraat;38;;;BUILDING template
SINT-NIKLAAS - FH02;3500613;3500613;;;Kokkelbeekstraat;60;;;BUILDING template
SINT-NIKLAAS - FH02;3525280;3525280;;;Zeildoekstraat;45;;;BUILDING template
SINT-NIKLAAS - FH02;3504395;3504395;;;Mercatorstraat;78;;;BUILDING template
SINT-NIKLAAS - FH02;56057;56057;;;Klein-Hulststraat;76;;;BUILDING template
SINT-NIKLAAS - FH02;4444740;4444740;;;Klein-Hulststraat;35;;;BUILDING template
SINT-NIKLAAS - FH02;1514073;1514073;;;Lodewijk De Meesterstraat;40;;;BUILDING template
SINT-NIKLAAS - FH02;3500616;3500616;;;Kokkelbeekstraat;62;;;BUILDING template
SINT-NIKLAAS - FH02;9455;9455;;;Zeildoekstraat;49;;;BUILDING template
SINT-NIKLAAS - FH02;6320653;6320653;;;Kalkstraat;62;A;;BUILDING template
SINT-NIKLAAS - FH02;4448206;4448206;;;Mercatorstraat;80;;;BUILDING template
SINT-NIKLAAS - FH02;63260;63260;;;Klein-Hulststraat;78;;;BUILDING template
SINT-NIKLAAS - FH02;3500087;3500087;;;Klein-Hulststraat;37;;;BUILDING template
SINT-NIKLAAS - FH02;1514074;1514074;;;Lodewijk De Meesterstraat;42;;;BUILDING template
SINT-NIKLAAS - FH02;3500620;3500620;;;Kokkelbeekstraat;66;;;BUILDING template
SINT-NIKLAAS - FH02;5705661;5705661;;;Azalealaan;6;;;BUILDING template
SINT-NIKLAAS - FH02;3504399;3504399;;;Mercatorstraat;82;;;BUILDING template
SINT-NIKLAAS - FH02;3500113;3500113;;;Klein-Hulststraat;80;;;BUILDING template
SINT-NIKLAAS - FH02;4444741;4444741;;;Klein-Hulststraat;39;;;BUILDING template
SINT-NIKLAAS - FH02;1514075;1514075;;;Lodewijk De Meesterstraat;44;;;BUILDING template
SINT-NIKLAAS - FH02;3500626;3500626;;;Kokkelbeekstraat;68;;;BUILDING template
SINT-NIKLAAS - FH02;3485228;3485228;;;Azalealaan;10;;;BUILDING template
SINT-NIKLAAS - FH02;3504401;3504401;;;Mercatorstraat;84;;;BUILDING template
SINT-NIKLAAS - FH02;4447871;4447871;;;Klein-Hulststraat;82;;;BUILDING template
SINT-NIKLAAS - FH02;4027354;4027354;;;Klein-Hulststraat;41;;;BUILDING template
SINT-NIKLAAS - FH02;1514076;1514076;;;Lodewijk De Meesterstraat;46;;;BUILDING template
SINT-NIKLAAS - FH02;96957;96957;;;Kokkelbeekstraat;70;;;BUILDING template
SINT-NIKLAAS - FH02;56096;56096;11489697;Vermorgenstraat 30-30B;Vermorgenstraat;30;;20200107114555;BUILDING template
SINT-NIKLAAS - FH02;4448210;4448210;;;Mercatorstraat;86;;;BUILDING template
SINT-NIKLAAS - FH02;3500117;3500117;;;Klein-Hulststraat;86;;;BUILDING template
SINT-NIKLAAS - FH02;3500088;3500088;;;Klein-Hulststraat;43;;;BUILDING template
SINT-NIKLAAS - FH02;1514077;1514077;;;Lodewijk De Meesterstraat;48;;;BUILDING template
SINT-NIKLAAS - FH02;96726;96726;;;Parklaan;1;;;BUILDING template
SINT-NIKLAAS - FH02;1514095;1514095;;;Hospitaalstraat;8;;;BUILDING template
SINT-NIKLAAS - FH02;4455408;4455408;;;Veldstraat;157;;;BUILDING template
SINT-NIKLAAS - FH02;3504407;3504407;;;Mercatorstraat;88;;;BUILDING template
SINT-NIKLAAS - FH02;3500119;3500119;;;Klein-Hulststraat;90;;;BUILDING template
SINT-NIKLAAS - FH02;4444743;4444743;;;Klein-Hulststraat;45;;;BUILDING template
SINT-NIKLAAS - FH02;1514078;1514078;;;Lodewijk De Meesterstraat;50;;;BUILDING template
SINT-NIKLAAS - FH02;96727;96727;;;Parklaan;3;;;BUILDING template
SINT-NIKLAAS - FH02;75452;75452;;;Lamstraat;44;;;BUILDING template
SINT-NIKLAAS - FH02;3504409;3504409;;;Mercatorstraat;90;;;BUILDING template
SINT-NIKLAAS - FH02;4447878;4447878;;;Klein-Hulststraat;98;;;BUILDING template
SINT-NIKLAAS - FH02;3500089;3500089;;;Klein-Hulststraat;47;;;BUILDING template
SINT-NIKLAAS - FH02;1514079;1514079;;;Lodewijk De Meesterstraat;52;;;BUILDING template
SINT-NIKLAAS - FH02;3509887;3509887;;;Parklaan;5;;;BUILDING template
SINT-NIKLAAS - FH02;75450;75450;;;Lamstraat;46;;;BUILDING template
SINT-NIKLAAS - FH02;3504412;3504412;;;Mercatorstraat;92;;;BUILDING template
SINT-NIKLAAS - FH02;3500125;3500125;;;Klein-Hulststraat;102;;;BUILDING template
SINT-NIKLAAS - FH02;3500090;3500090;;;Klein-Hulststraat;49;;;BUILDING template
SINT-NIKLAAS - FH02;1514080;1514080;;;Lodewijk De Meesterstraat;54;;;BUILDING template
SINT-NIKLAAS - FH02;3509897;3509897;;;Parklaan;7;;;BUILDING template
SINT-NIKLAAS - FH02;3501742;3501742;;;Lamstraat;48;;;BUILDING template
SINT-NIKLAAS - FH02;3504414;3504414;;;Mercatorstraat;94;;;BUILDING template
SINT-NIKLAAS - FH02;3500127;3500127;;;Klein-Hulststraat;104;;;BUILDING template
SINT-NIKLAAS - FH02;3500091;3500091;;;Klein-Hulststraat;51;;;BUILDING template
SINT-NIKLAAS - FH02;1514081;1514081;;;Lodewijk De Meesterstraat;56;;;BUILDING template
SINT-NIKLAAS - FH02;3509906;3509906;;;Parklaan;9;;;BUILDING template
SINT-NIKLAAS - FH02;60772;60772;;;Lamstraat;50;;;BUILDING template
SINT-NIKLAAS - FH02;3504419;3504419;;;Mercatorstraat;96;;;BUILDING template
SINT-NIKLAAS - FH02;4069906;4069906;;;Klein-Hulststraat;106;;;BUILDING template
SINT-NIKLAAS - FH02;3500092;3500092;;;Klein-Hulststraat;53;;;BUILDING template
SINT-NIKLAAS - FH02;1514082;1514082;;;Lodewijk De Meesterstraat;58;;;BUILDING template
SINT-NIKLAAS - FH02;3509909;3509909;;;Parklaan;11;;;BUILDING template
SINT-NIKLAAS - FH02;3501744;3501744;;;Lamstraat;52;;;BUILDING template
SINT-NIKLAAS - FH02;3504424;3504424;;;Mercatorstraat;98;;;BUILDING template
SINT-NIKLAAS - FH02;3948696;3948696;;;Klein-Hulststraat;108;;;BUILDING template
SINT-NIKLAAS - FH02;68427;68427;;;Klein-Hulststraat;55;;;BUILDING template
SINT-NIKLAAS - FH02;1514084;1514084;;;Lodewijk De Meesterstraat;62;;;BUILDING template
SINT-NIKLAAS - FH02;96728;96728;;;Parklaan;13;;;BUILDING template
SINT-NIKLAAS - FH02;4466415;4466415;;;Lamstraat;54;;;BUILDING template
SINT-NIKLAAS - FH02;62535;62535;;;Mercatorstraat;100;;;BUILDING template
SINT-NIKLAAS - FH02;68443;68443;;;Papenakkerstraat;1;;;BUILDING template
SINT-NIKLAAS - FH02;1514085;1514085;;;Lodewijk De Meesterstraat;64;;;BUILDING template
SINT-NIKLAAS - FH02;3509931;3509931;;;Parklaan;15;;;BUILDING template
SINT-NIKLAAS - FH02;4466418;4466418;;;Lamstraat;56;;;BUILDING template
SINT-NIKLAAS - FH02;9379;9379;;;Mercatorstraat;102;;;BUILDING template
SINT-NIKLAAS - FH02;4447884;4447884;;;Klein-Hulststraat;114;;;BUILDING template
SINT-NIKLAAS - FH02;68444;68444;;;Papenakkerstraat;3;;;BUILDING template
SINT-NIKLAAS - FH02;1514086;1514086;;;Lodewijk De Meesterstraat;66;;;BUILDING template
SINT-NIKLAAS - FH02;3509937;3509937;;;Parklaan;17;;;BUILDING template
SINT-NIKLAAS - FH02;3501747;3501747;;;Lamstraat;58;;;BUILDING template
SINT-NIKLAAS - FH02;3516679;3516679;;;Truweelstraat;42;;;BUILDING template
SINT-NIKLAAS - FH02;4447886;4447886;;;Klein-Hulststraat;116;;;BUILDING template
SINT-NIKLAAS - FH02;4103518;4103518;;;Papenakkerstraat;5;;;BUILDING template
SINT-NIKLAAS - FH02;1514087;1514087;;;Lodewijk De Meesterstraat;68;;;BUILDING template
SINT-NIKLAAS - FH02;3509946;3509946;;;Parklaan;19;;;BUILDING template
SINT-NIKLAAS - FH02;3501751;3501751;;;Lamstraat;60;;;BUILDING template
SINT-NIKLAAS - FH02;62524;62524;;;Truweelstraat;44;;;BUILDING template
SINT-NIKLAAS - FH02;4447887;4447887;;;Klein-Hulststraat;118;;;BUILDING template
SINT-NIKLAAS - FH02;1514089;1514089;;;Lodewijk De Meesterstraat;72;;;BUILDING template
SINT-NIKLAAS - FH02;3509953;3509953;;;Parklaan;21;;;BUILDING template
SINT-NIKLAAS - FH02;3501755;3501755;;;Lamstraat;62;;;BUILDING template
SINT-NIKLAAS - FH02;3516682;3516682;;;Truweelstraat;46;;;BUILDING template
SINT-NIKLAAS - FH02;4447888;4447888;;;Klein-Hulststraat;120;;;BUILDING template
SINT-NIKLAAS - FH02;3948761;3948761;;;Papenakkerstraat;9;;;BUILDING template
SINT-NIKLAAS - FH02;5820396;5820396;11489697;Vermorgenstraat 30-30B;Vermorgenstraat;30;B;20200107114555;BUILDING template
SINT-NIKLAAS - FH02;3509957;3509957;;;Parklaan;23;;;BUILDING template
SINT-NIKLAAS - FH02;3501759;3501759;;;Lamstraat;64;;;BUILDING template
SINT-NIKLAAS - FH02;4448868;4448868;11489717;Vermorgenstraat 66-68;Vermorgenstraat;66;;20200107085000;BUILDING template
SINT-NIKLAAS - FH02;3516685;3516685;;;Truweelstraat;48;;;BUILDING template
SINT-NIKLAAS - FH02;3500132;3500132;;;Klein-Hulststraat;122;;;BUILDING template
SINT-NIKLAAS - FH02;75568;75568;;;Sint-Vincentiusstraat;1;;;BUILDING template
SINT-NIKLAAS - FH02;4462457;4462457;;;Parklaan;25;;;BUILDING template
SINT-NIKLAAS - FH02;3501761;3501761;;;Lamstraat;66;;;BUILDING template
SINT-NIKLAAS - FH02;3516688;3516688;;;Truweelstraat;50;;;BUILDING template
SINT-NIKLAAS - FH02;63261;63261;;;Klein-Hulststraat;124;;;BUILDING template
SINT-NIKLAAS - FH02;4455444;4455444;;;Sint-Vincentiusstraat;3;;;BUILDING template
SINT-NIKLAAS - FH02;3509966;3509966;;;Parklaan;27;;;BUILDING template
SINT-NIKLAAS - FH02;3948710;3948710;;;Lamstraat;68;;;BUILDING template
SINT-NIKLAAS - FH02;3516690;3516690;;;Truweelstraat;52;;;BUILDING template
SINT-NIKLAAS - FH02;63275;63275;;;Klein-Hulststraat;126;;;BUILDING template
SINT-NIKLAAS - FH02;68446;68446;;;Papenakkerstraat;13;;;BUILDING template
SINT-NIKLAAS - FH02;3518562;3518562;;;Sint-Vincentiusstraat;5;;;BUILDING template
SINT-NIKLAAS - FH02;3509968;3509968;;;Parklaan;29;;;BUILDING template
SINT-NIKLAAS - FH02;60771;60771;;;Lamstraat;70;;;BUILDING template
SINT-NIKLAAS - FH02;3516693;3516693;;;Truweelstraat;54;;;BUILDING template
SINT-NIKLAAS - FH02;3500136;3500136;;;Klein-Hulststraat;128;;;BUILDING template
SINT-NIKLAAS - FH02;3509870;3509870;;;Papenakkerstraat;25;;;BUILDING template
SINT-NIKLAAS - FH02;3518569;3518569;;;Sint-Vincentiusstraat;9;;;BUILDING template
SINT-NIKLAAS - FH02;3509971;3509971;;;Parklaan;31;;;BUILDING template
SINT-NIKLAAS - FH02;1514043;1514043;;;Lodewijk De Meesterstraat;3;;;BUILDING template
SINT-NIKLAAS - FH02;4448292;4448292;;;Truweelstraat;56;;;BUILDING template
SINT-NIKLAAS - FH02;3500139;3500139;;;Klein-Hulststraat;130;;;BUILDING template
SINT-NIKLAAS - FH02;4444789;4444789;;;Papenakkerstraat;29;;;BUILDING template
SINT-NIKLAAS - FH02;4455450;4455450;;;Sint-Vincentiusstraat;11;;;BUILDING template
SINT-NIKLAAS - FH02;96729;96729;;;Parklaan;33;;;BUILDING template
SINT-NIKLAAS - FH02;54660;54660;;;Azalealaan;1;;;BUILDING template
SINT-NIKLAAS - FH02;3504516;3504516;11489701;;Mercatorstraat;173;;20200108075100;BUILDING template
SINT-NIKLAAS - FH02;3948821;3948821;;;Truweelstraat;58;;;BUILDING template
SINT-NIKLAAS - FH02;56061;56061;;;Mercatorstraat;93;;;BUILDING template
SINT-NIKLAAS - FH02;1287403;1287403;;;Ankerstraat;1;;;BUILDING template
SINT-NIKLAAS - FH02;75462;75462;;;Sint-Vincentiusstraat;15;;;BUILDING template
SINT-NIKLAAS - FH02;3509974;3509974;;;Parklaan;35;;;BUILDING template
SINT-NIKLAAS - FH02;60756;60756;;;Azalealaan;5;;;BUILDING template
SINT-NIKLAAS - FH02;3516697;3516697;;;Truweelstraat;60;;;BUILDING template
SINT-NIKLAAS - FH02;3504417;3504417;;;Mercatorstraat;95;;;BUILDING template
SINT-NIKLAAS - FH02;3484793;3484793;;;Ankerstraat;3;;;BUILDING template
SINT-NIKLAAS - FH02;4267573;4267573;;;Sint-Vincentiusstraat;17;;;BUILDING template
SINT-NIKLAAS - FH02;3509976;3509976;;;Parklaan;37;;;BUILDING template
SINT-NIKLAAS - FH02;4466228;4466228;;;Azalealaan;7;;;BUILDING template
SINT-NIKLAAS - FH02;4448869;4448869;11489717;Vermorgenstraat 66-68;Vermorgenstraat;68;;20200107085000;BUILDING template
SINT-NIKLAAS - FH02;3516701;3516701;;;Truweelstraat;62;;;BUILDING template
SINT-NIKLAAS - FH02;3504422;3504422;;;Mercatorstraat;97;;;BUILDING template
SINT-NIKLAAS - FH02;3484795;3484795;;;Ankerstraat;5;;;BUILDING template
SINT-NIKLAAS - FH02;3518579;3518579;;;Sint-Vincentiusstraat;19;;;BUILDING template
SINT-NIKLAAS - FH02;96730;96730;;;Parklaan;39;;;BUILDING template
SINT-NIKLAAS - FH02;3485227;3485227;;;Azalealaan;9;;;BUILDING template
SINT-NIKLAAS - FH02;3516705;3516705;;;Truweelstraat;64;;;BUILDING template
SINT-NIKLAAS - FH02;4448944;4448944;;;Mercatorstraat;99;;;BUILDING template
SINT-NIKLAAS - FH02;3925931;3925931;;;Ankerstraat;7;;;BUILDING template
SINT-NIKLAAS - FH02;3518581;3518581;;;Sint-Vincentiusstraat;21;;;BUILDING template
SINT-NIKLAAS - FH02;96731;96731;;;Parklaan;41;;;BUILDING template
SINT-NIKLAAS - FH02;3485230;3485230;;;Azalealaan;11;;;BUILDING template
SINT-NIKLAAS - FH02;3516708;3516708;;;Truweelstraat;66;;;BUILDING template
SINT-NIKLAAS - FH02;3504425;3504425;;;Mercatorstraat;101;;;BUILDING template
SINT-NIKLAAS - FH02;76381;76381;;;Ankerstraat;11;;;BUILDING template
SINT-NIKLAAS - FH02;75461;75461;;;Sint-Vincentiusstraat;25;;;BUILDING template
SINT-NIKLAAS - FH02;96641;96641;;;Parklaan;43;;;BUILDING template
SINT-NIKLAAS - FH02;60749;60749;;;Azalealaan;13;;;BUILDING template
SINT-NIKLAAS - FH02;3516709;3516709;;;Truweelstraat;68;;;BUILDING template
SINT-NIKLAAS - FH02;3504429;3504429;;;Mercatorstraat;103;;;BUILDING template
SINT-NIKLAAS - FH02;76246;76246;;;Ankerstraat;13;;;BUILDING template
SINT-NIKLAAS - FH02;3518586;3518586;;;Sint-Vincentiusstraat;27;;;BUILDING template
SINT-NIKLAAS - FH02;91080;91080;;;August Nobelsstraat;13;;;BUILDING template
SINT-NIKLAAS - FH02;60750;60750;;;Azalealaan;15;;;BUILDING template
SINT-NIKLAAS - FH02;4448298;4448298;;;Truweelstraat;70;;;BUILDING template
SINT-NIKLAAS - FH02;3504432;3504432;;;Mercatorstraat;105;;;BUILDING template
