Projectnummer;Straat;Huisnummer;Huisnummer Toevoeging;Postcode;Plaats;xPos;yPos;Opdrachtnummer;LAM MK;Opdrachttemplate
EVERE - FH04;Sint-Vincentiusplaats - Place Saint-Vincent;5;;1140;Evere;152400;174567;NB-1140500596;NB-1140500596;BUILDING template
EVERE - FH04;Sint-Vincentiusplaats - Place Saint-Vincent;7;;1140;Evere;152410;174573;NB-1140700597;NB-1140700597;BUILDING template
EVERE - FH04;Sint-Vincentiusplaats - Place Saint-Vincent;9;;1140;Evere;152420;174577;NB-1140900598;NB-1140900598;BUILDING template
EVERE - FH04;Sint-Vincentiusplaats - Place Saint-Vincent;11;;1140;Evere;152408;174564;NB-11401100599;NB-11401100599;BUILDING template
EVERE - FH04;Sint-Vincentiusplaats - Place Saint-Vincent;13;;1140;Evere;152396;174582;NB-11401300600;NB-11401300600;BUILDING template
EVERE - FH04;Sint-Vincentiusplaats - Place Saint-Vincent;15;;1140;Evere;152413;174597;NB-11401500601;NB-11401500601;BUILDING template
EVERE - FH04;Sint-Vincentiusplaats - Place Saint-Vincent;17;;1140;Evere;152393;174596;NB-11401700602;NB-11401700602;BUILDING template
EVERE - FH04;Sint-Vincentiusstraat - Rue Saint-Vincent;1;;1140;Evere;152458;174525;NB-1140100603;NB-1140100603;BUILDING template
EVERE - FH04;Sint-Vincentiusstraat - Rue Saint-Vincent;3;;1140;Evere;152464;174517;NB-1140300604;NB-1140300604;BUILDING template
EVERE - FH04;Sint-Vincentiusstraat - Rue Saint-Vincent;15;;1140;Evere;152492;174493;NB-11401500605;NB-11401500605;BUILDING template
EVERE - FH04;Sint-Vincentiusstraat - Rue Saint-Vincent;26;;1140;Evere;152511;174422;NB-11402600606;NB-11402600606;BUILDING template
EVERE - FH04;Sint-Vincentiusstraat - Rue Saint-Vincent;28;;1140;Evere;152514;174417;NB-11402800607;NB-11402800607;BUILDING template
EVERE - FH04;Sint-Vincentiusstraat - Rue Saint-Vincent;45;A;1140;Evere;152581;174363;NB-114045A00608;NB-114045A00608;BUILDING template
EVERE - FH04;Sint-Vincentiusstraat - Rue Saint-Vincent;57;;1140;Evere;152599;174337;NB-11405700609;NB-11405700609;BUILDING template
EVERE - FH04;Sint-Vincentiusstraat - Rue Saint-Vincent;59;;1140;Evere;152602;174332;NB-11405900610;NB-11405900610;BUILDING template
EVERE - FH04;Sint-Vincentiusstraat - Rue Saint-Vincent;78;;1140;Evere;152579;174322;NB-11407800611;NB-11407800611;BUILDING template
EVERE - FH04;Sint-Vincentiusstraat - Rue Saint-Vincent;115;;1140;Evere;152744;174110;NB-114011500612;NB-114011500612;BUILDING template
EVERE - FH04;Sint-Vincentiusstraat - Rue Saint-Vincent;119;;1140;Evere;152748;174103;NB-114011900613;NB-114011900613;BUILDING template
EVERE - FH04;Sint-Vincentiusstraat - Rue Saint-Vincent;121;;1140;Evere;152750;174099;NB-114012100614;NB-114012100614;BUILDING template
EVERE - FH04;Stroobantsstraat - Rue Stroobants;51;;1140;Evere;151858;174368;NB-11405100619;NB-11405100619;BUILDING template
EVERE - FH04;Stroobantsstraat - Rue Stroobants;53;;1140;Evere;151892;174371;NB-11405300620;NB-11405300620;BUILDING template
EVERE - FH04;Stroobantsstraat - Rue Stroobants;60;;1140;Evere;152200;174347;NB-11406000621;NB-11406000621;BUILDING template
EVERE - FH04;Stroobantsstraat - Rue Stroobants;62;;1140;Evere;152187;174329;NB-11406200622;NB-11406200622;BUILDING template
EVERE - FH04;Stroobantsstraat - Rue Stroobants;75;;1140;Evere;152224;174447;NB-11407500623;NB-11407500623;BUILDING template
EVERE - FH04;Stroobantsstraat - Rue Stroobants;14;;1140;Evere;151570;174248;NB-11401400615;NB-11401400615;BUILDING template
EVERE - FH04;Stroobantsstraat - Rue Stroobants;24;;1140;Evere;151590;174258;NB-11402400616;NB-11402400616;BUILDING template
EVERE - FH04;Stroobantsstraat - Rue Stroobants;48;A;1140;Evere;151764;174356;NB-114048A00617;NB-114048A00617;BUILDING template
EVERE - FH04;Stroobantsstraat - Rue Stroobants;48;B;1140;Evere;151787;174359;NB-114048B00618;NB-114048B00618;BUILDING template
EVERE - FH04;Van Waeyenberghstraat - Rue Van Waeyenbergh;22;;1140;Evere;152433;174439;NB-11402200624;NB-11402200624;BUILDING template
EVERE - FH04;Vliegpleinstraat -Rue Plaine d Aviation;2;A;1140;Evere;152364;174023;NB-11402A00625;NB-11402A00625;BUILDING template
EVERE - FH04;Vliegpleinstraat -Rue Plaine d Aviation;5;;1140;Evere;152362;174044;NB-1140500626;NB-1140500626;BUILDING template
EVERE - FH04;Vliegpleinstraat -Rue Plaine d Aviation;9;;1140;Evere;152371;174043;NB-1140900627;NB-1140900627;BUILDING template
EVERE - FH04;Vliegpleinstraat -Rue Plaine d Aviation;13;;1140;Evere;152401;174042;NB-11401300628;NB-11401300628;BUILDING template
EVERE - FH04;Vliegpleinstraat -Rue Plaine d Aviation;17;;1140;Evere;152424;174039;NB-11401700629;NB-11401700629;BUILDING template
EVERE - FH04;Vliegpleinstraat -Rue Plaine d Aviation;20;;1140;Evere;152422;174011;NB-11402000630;NB-11402000630;BUILDING template
EVERE - FH04;Vliegpleinstraat -Rue Plaine d Aviation;24;;1140;Evere;152435;174009;NB-11402400631;NB-11402400631;BUILDING template
EVERE - FH04;Vliegpleinstraat -Rue Plaine d Aviation;41;;1140;Evere;152510;174029;NB-11404100632;NB-11404100632;BUILDING template
EVERE - FH04;Vliegpleinstraat -Rue Plaine d Aviation;45;;1140;Evere;152526;174028;NB-11404500633;NB-11404500633;BUILDING template
EVERE - FH04;Vliegpleinstraat -Rue Plaine d Aviation;61;;1140;Evere;152578;174024;NB-11406100634;NB-11406100634;BUILDING template
EVERE - FH04;Vliegpleinstraat -Rue Plaine d Aviation;64;;1140;Evere;152600;173999;NB-11406400635;NB-11406400635;BUILDING template
EVERE - FH04;Vliegpleinstraat -Rue Plaine d Aviation;66;;1140;Evere;152606;173998;NB-11406600636;NB-11406600636;BUILDING template
EVERE - FH04;Vliegpleinstraat -Rue Plaine d Aviation;67;;1140;Evere;152612;174021;NB-11406700637;NB-11406700637;BUILDING template
EVERE - FH04;Vliegpleinstraat -Rue Plaine d Aviation;67;;1140;Evere;152615;174023;NB-11406700638;NB-11406700638;BUILDING template
EVERE - FH04;Vliegpleinstraat -Rue Plaine d Aviation;74;;1140;Evere;152629;173998;NB-11407400639;NB-11407400639;BUILDING template
EVERE - FH04;Vliegpleinstraat -Rue Plaine d Aviation;83;;1140;Evere;152662;174017;NB-11408300640;NB-11408300640;BUILDING template
EVERE - FH04;Vredeplein - Place de la Paix;3;;1140;Evere;152232;174071;NB-1140300641;NB-1140300641;BUILDING template
EVERE - FH04;Vredeplein - Place de la Paix;6;;1140;Evere;152242;174078;NB-1140600642;NB-1140600642;BUILDING template
EVERE - FH04;Vredeplein - Place de la Paix;9;;1140;Evere;152252;174085;NB-1140900643;NB-1140900643;BUILDING template
EVERE - FH04;Vredeplein - Place de la Paix;13;;1140;Evere;152294;174099;NB-11401300644;NB-11401300644;BUILDING template
EVERE - FH04;Vredeplein - Place de la Paix;33;;1140;Evere;152224;174038;NB-11403300645;NB-11403300645;BUILDING template
EVERE - FH04;W. Van Perckstraat - Rue Willebrord Van Perck;3;;1140;Evere;151812;173922;NB-1140300646;NB-1140300646;BUILDING template
EVERE - FH04;W. Van Perckstraat - Rue Willebrord Van Perck;11;;1140;Evere;151823;173894;NB-11401100647;NB-11401100647;BUILDING template
EVERE - FH04;W. Van Perckstraat - Rue Willebrord Van Perck;13;;1140;Evere;151828;173883;NB-11401300648;NB-11401300648;BUILDING template
EVERE - FH04;W. Van Perckstraat - Rue Willebrord Van Perck;64;;1140;Evere;151875;173721;NB-11406400649;NB-11406400649;BUILDING template
EVERE - FH04;W. Van Perckstraat - Rue Willebrord Van Perck;105;;1140;Evere;151969;173604;NB-114010500650;NB-114010500650;BUILDING template
EVERE - FH04;W. Van Perckstraat - Rue Willebrord Van Perck;107;;1140;Evere;151974;173595;NB-114010700651;NB-114010700651;BUILDING template
EVERE - FH04;W. Van Perckstraat - Rue Willebrord Van Perck;124;;1140;Evere;151974;173548;NB-114012400652;NB-114012400652;BUILDING template
EVERE - FH04;Walkiersstraat - Rue Walkiers;2;;1140;Evere;151589;174166;NB-1140200653;NB-1140200653;BUILDING template
EVERE - FH04;Walkiersstraat - Rue Walkiers;46;;1140;Evere;151533;174329;NB-11404600654;NB-11404600654;BUILDING template
EVERE - FH04;Windmolenstraat - Rue du Moulin AÂ  Vent;39;;1140;Evere;151937;173710;NB-11403900655;NB-11403900655;BUILDING template
EVERE - FH04;Wipstraat - Rue de la Perche;3;;1140;Evere;152528;174660;NB-1140300656;NB-1140300656;BUILDING template
EVERE - FH04;Wipstraat - Rue de la Perche;15;;1140;Evere;152488;174683;NB-11401500657;NB-11401500657;BUILDING template
