       OpdrachtID;Projectnummer;Straat;Huisnummer;Huisnummer Toevoeging;Postcode;Plaats;xPos;yPos;Opdrachtnummer;Opdrachttemplate;Adres
556435;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;796;;8300;Knokke-Heist;75792,0;227908,0;NB-8300796091223;BUILDING template;Zeedijk-Het Zoute 796 8300 Knokke-Heist
556691;KNOKKE-HEIST - FH04;Zeedijk-Knokke;697;C;8300;Knokke-Heist;75148,63;227718,79;NB-8300697C6336;BUILDING template;Zeedijk-Knokke 697 C 8300 Knokke-Heist
555412;KNOKKE-HEIST - FH04;Kustlaan;7;;8300;Knokke-Heist;74879,54;227568,81;NB-83007551147;BUILDING template;Kustlaan 7 8300 Knokke-Heist
556181;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;711;;8300;Knokke-Heist;75249,05;227751,47;NB-8300711fcfc45;BUILDING template;Zeedijk-Het Zoute 711 8300 Knokke-Heist
556437;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;800;;8300;Knokke-Heist;75812,0;227918,0;NB-8300800286190;BUILDING template;Zeedijk-Het Zoute 800 8300 Knokke-Heist
555414;KNOKKE-HEIST - FH04;Kustlaan;9;;8300;Knokke-Heist;74879,54;227568,81;NB-8300976ce72;BUILDING template;Kustlaan 9 8300 Knokke-Heist
556439;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;803;;8300;Knokke-Heist;75826,0;227920,0;NB-8300803776696;BUILDING template;Zeedijk-Het Zoute 803 8300 Knokke-Heist
555416;KNOKKE-HEIST - FH04;Kustlaan;11;;8300;Knokke-Heist;74879,54;227568,81;NB-830011935300;BUILDING template;Kustlaan 11 8300 Knokke-Heist
555672;KNOKKE-HEIST - FH04;Kustlaan;237;;8300;Knokke-Heist;75722,0;227816,0;NB-8300237f5ac97;BUILDING template;Kustlaan 237 8300 Knokke-Heist
555929;KNOKKE-HEIST - FH04;Zandstraat;17;;8300;Knokke-Heist;75212,0;227661,0;NB-830017f98f88;BUILDING template;Zandstraat 17 8300 Knokke-Heist
556441;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;805;;8300;Knokke-Heist;75831,17;227921,05;NB-830080568dd22;BUILDING template;Zeedijk-Het Zoute 805 8300 Knokke-Heist
555674;KNOKKE-HEIST - FH04;Kustlaan;239;;8300;Knokke-Heist;75722,0;227816,0;NB-8300239eef634;BUILDING template;Kustlaan 239 8300 Knokke-Heist
556443;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;816;;8300;Knokke-Heist;75919,0;227961,0;NB-8300816876954;BUILDING template;Zeedijk-Het Zoute 816 8300 Knokke-Heist
555677;KNOKKE-HEIST - FH04;Kustlaan;247;;8300;Knokke-Heist;75732,0;227819,0;NB-8300247192867;BUILDING template;Kustlaan 247 8300 Knokke-Heist
556445;KNOKKE-HEIST - FH04;Zeedijk-Knokke;651;;8300;Knokke-Heist;74852,0;227631,0;NB-8300651ab1a86;BUILDING template;Zeedijk-Knokke 651 8300 Knokke-Heist
555679;KNOKKE-HEIST - FH04;Kustlaan;253;;8300;Knokke-Heist;75741,0;227823,0;NB-8300253400105;BUILDING template;Kustlaan 253 8300 Knokke-Heist
555681;KNOKKE-HEIST - FH04;Kustlaan;265;;8300;Knokke-Heist;75759,0;227830,0;NB-83002656d1810;BUILDING template;Kustlaan 265 8300 Knokke-Heist
555937;KNOKKE-HEIST - FH04;Zeewindstraat;3;;8300;Knokke-Heist;75784,0;227892,0;NB-83003203822;BUILDING template;Zeewindstraat 3 8300 Knokke-Heist
555683;KNOKKE-HEIST - FH04;Zeewindstraat;269;;8300;Knokke-Heist;75759,2843;227957,2755;NB-8300269e75a44;BUILDING template;Zeewindstraat 269 8300 Knokke-Heist
555940;KNOKKE-HEIST - FH04;Zeewindstraat;4;;8300;Knokke-Heist;75766,0;227871,0;NB-8300448ad48;BUILDING template;Zeewindstraat 4 8300 Knokke-Heist
555942;KNOKKE-HEIST - FH04;Zeewindstraat;9;;8300;Knokke-Heist;75797,0;227862,0;NB-83009675276;BUILDING template;Zeewindstraat 9 8300 Knokke-Heist
555175;KNOKKE-HEIST - FH04;Albertplein;11;;8300;Knokke-Heist;75446,0;227765,0;NB-830011fc8099;BUILDING template;Albertplein 11 8300 Knokke-Heist
555944;KNOKKE-HEIST - FH04;Zeewindstraat;11;;8300;Knokke-Heist;75797,0;227862,0;NB-830011886205;BUILDING template;Zeewindstraat 11 8300 Knokke-Heist
555690;KNOKKE-HEIST - FH04;Kustlaan;271;;8300;Knokke-Heist;75774,0;227835,0;NB-8300271100075;BUILDING template;Kustlaan 271 8300 Knokke-Heist
555946;KNOKKE-HEIST - FH04;Zeewindstraat;12;;8300;Knokke-Heist;75775,0;227851,0;NB-830012aa8057;BUILDING template;Zeewindstraat 12 8300 Knokke-Heist
555692;KNOKKE-HEIST - FH04;Kustlaan;273;;8300;Knokke-Heist;75806,0;227847,0;NB-8300273337312;BUILDING template;Kustlaan 273 8300 Knokke-Heist
555948;KNOKKE-HEIST - FH04;Zeewindstraat;15;;8300;Knokke-Heist;75797,0;227862,0;NB-830015ea7e99;BUILDING template;Zeewindstraat 15 8300 Knokke-Heist
555694;KNOKKE-HEIST - FH04;Kustlaan;283;;8300;Knokke-Heist;75826,0;227855,0;NB-83002835fb250;BUILDING template;Kustlaan 283 8300 Knokke-Heist
555950;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;703;;8300;Knokke-Heist;75212,0;227749,0;NB-83007031cf065;BUILDING template;Zeedijk-Het Zoute 703 8300 Knokke-Heist
555696;KNOKKE-HEIST - FH04;Kustlaan;287;;8300;Knokke-Heist;75833,0;227858,0;NB-83002878c6380;BUILDING template;Kustlaan 287 8300 Knokke-Heist
556465;KNOKKE-HEIST - FH04;Zeedijk-Knokke;652;;8300;Knokke-Heist;74852,0;227631,0;NB-8300652d38c15;BUILDING template;Zeedijk-Knokke 652 8300 Knokke-Heist
556467;KNOKKE-HEIST - FH04;Zeedijk-Knokke;654;;8300;Knokke-Heist;74736,8312;227593,7092;NB-8300654f42159;BUILDING template;Zeedijk-Knokke 654 8300 Knokke-Heist
556469;KNOKKE-HEIST - FH04;Zeedijk-Knokke;658;;8300;Knokke-Heist;74875,0;227639,0;NB-830065828c104;BUILDING template;Zeedijk-Knokke 658 8300 Knokke-Heist
556471;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;664;;8300;Knokke-Heist;74967,8360;227668,2476;NB-83006645ca697;BUILDING template;Zeedijk-Het Zoute 664 8300 Knokke-Heist
555707;KNOKKE-HEIST - FH04;Kustlaan;303;;8300;Knokke-Heist;75864,74;227869,26;NB-8300303ae2e12;BUILDING template;Kustlaan 303 8300 Knokke-Heist
555709;KNOKKE-HEIST - FH04;Kustlaan;305;;8300;Knokke-Heist;75886,0;227878,0;NB-8300305d4cf38;BUILDING template;Kustlaan 305 8300 Knokke-Heist
555711;KNOKKE-HEIST - FH04;Kustlaan;307;;8300;Knokke-Heist;75894,0;227881,0;NB-8300307f36166;BUILDING template;Kustlaan 307 8300 Knokke-Heist
555713;KNOKKE-HEIST - FH04;Kustlaan;309;;8300;Knokke-Heist;75894,0;227881,0;NB-830030914c193;BUILDING template;Kustlaan 309 8300 Knokke-Heist
556226;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;712;;8300;Knokke-Heist;75249,05;227751,47;NB-8300712273896;BUILDING template;Zeedijk-Het Zoute 712 8300 Knokke-Heist
555715;KNOKKE-HEIST - FH04;Kustlaan;311;;8300;Knokke-Heist;75902,0;227883,0;NB-8300311335c19;BUILDING template;Kustlaan 311 8300 Knokke-Heist
556228;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;713;;8300;Knokke-Heist;75254,7205;227753,1167;NB-8300713633331;BUILDING template;Zeedijk-Het Zoute 713 8300 Knokke-Heist
555717;KNOKKE-HEIST - FH04;Kustlaan;319;;8300;Knokke-Heist;75915,0;227887,0;NB-830031952d748;BUILDING template;Kustlaan 319 8300 Knokke-Heist
556230;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;720;;8300;Knokke-Heist;75315,0;227777,0;NB-83007208ca563;BUILDING template;Zeedijk-Het Zoute 720 8300 Knokke-Heist
556232;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;722;;8300;Knokke-Heist;75322,0;227777,0;NB-8300722a62e04;BUILDING template;Zeedijk-Het Zoute 722 8300 Knokke-Heist
556235;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;726;;8300;Knokke-Heist;75341,0;227779,0;NB-8300726cc2682;BUILDING template;Zeedijk-Het Zoute 726 8300 Knokke-Heist
555212;KNOKKE-HEIST - FH04;Albertplein;12;;8300;Knokke-Heist;75509,0;227794,0;NB-83001286ee55;BUILDING template;Albertplein 12 8300 Knokke-Heist
555725;KNOKKE-HEIST - FH04;Kustlaan;323;;8300;Knokke-Heist;75921,0;227890,0;NB-8300323748476;BUILDING template;Kustlaan 323 8300 Knokke-Heist
556237;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;727;;8300;Knokke-Heist;75341,0;227779,0;NB-830072724b517;BUILDING template;Zeedijk-Het Zoute 727 8300 Knokke-Heist
555214;KNOKKE-HEIST - FH04;Albertplein;13;;8300;Knokke-Heist;75509,0;227794,0;NB-830013c7ab96;BUILDING template;Albertplein 13 8300 Knokke-Heist
555727;KNOKKE-HEIST - FH04;Kustlaan;331;;8300;Knokke-Heist;75934,0;227896,0;NB-830033194c408;BUILDING template;Kustlaan 331 8300 Knokke-Heist
555216;KNOKKE-HEIST - FH04;Antoine Breartstraat;3;;8300;Knokke-Heist;75316,3;227748,01;NB-830038bf560;BUILDING template;Antoine Breartstraat 3 8300 Knokke-Heist
555729;KNOKKE-HEIST - FH04;Kustlaan;335;;8300;Knokke-Heist;75946,0;227900,0;NB-8300335ba0134;BUILDING template;Kustlaan 335 8300 Knokke-Heist
555218;KNOKKE-HEIST - FH04;Antoine Breartstraat;4;;8300;Knokke-Heist;75344,9543;227729,5606;NB-83004d6e305;BUILDING template;Antoine Breartstraat 4 8300 Knokke-Heist
555475;KNOKKE-HEIST - FH04;Kustlaan;25;;8300;Knokke-Heist;75072,78;227617,3;NB-830025b35132;BUILDING template;Kustlaan 25 8300 Knokke-Heist
555731;KNOKKE-HEIST - FH04;Kustlaan;341;;8300;Knokke-Heist;75958,36;227902,95;NB-8300341d8a660;BUILDING template;Kustlaan 341 8300 Knokke-Heist
555733;KNOKKE-HEIST - FH04;Lichttorenplein;2;;8300;Knokke-Heist;74879,54;227568,81;NB-83002f75086;BUILDING template;Lichttorenplein 2 8300 Knokke-Heist
556501;KNOKKE-HEIST - FH04;Zeedijk-Knokke;665;;8300;Knokke-Heist;74973,0;227670,0;NB-8300665c96830;BUILDING template;Zeedijk-Knokke 665 8300 Knokke-Heist
555735;KNOKKE-HEIST - FH04;Lichttorenplein;3;;8300;Knokke-Heist;74971,0;227602,0;NB-8300315b913;BUILDING template;Lichttorenplein 3 8300 Knokke-Heist
556503;KNOKKE-HEIST - FH04;Zeedijk-Knokke;667;;8300;Knokke-Heist;74992,0;227675,0;NB-8300667f07470;BUILDING template;Zeedijk-Knokke 667 8300 Knokke-Heist
555480;KNOKKE-HEIST - FH04;Kustlaan;33;;8300;Knokke-Heist;75106,0;227630,0;NB-830033d9f566;BUILDING template;Kustlaan 33 8300 Knokke-Heist
555482;KNOKKE-HEIST - FH04;Kustlaan;37;;8300;Knokke-Heist;75106,0;227630,0;NB-830037013497;BUILDING template;Kustlaan 37 8300 Knokke-Heist
555738;KNOKKE-HEIST - FH04;Lichttorenplein;4;;8300;Knokke-Heist;74879,54;227568,81;NB-8300434cc38;BUILDING template;Lichttorenplein 4 8300 Knokke-Heist
556250;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;731;;8300;Knokke-Heist;75352,0;227779,0;NB-830073149f465;BUILDING template;Zeedijk-Het Zoute 731 8300 Knokke-Heist
555484;KNOKKE-HEIST - FH04;Kustlaan;39;;8300;Knokke-Heist;75116,0;227633,0;NB-830039251f24;BUILDING template;Kustlaan 39 8300 Knokke-Heist
555740;KNOKKE-HEIST - FH04;Lichttorenplein;7;;8300;Knokke-Heist;74964,0;227616,0;NB-83007528363;BUILDING template;Lichttorenplein 7 8300 Knokke-Heist
556252;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;733;;8300;Knokke-Heist;75360,0;227780,0;NB-83007334e5512;BUILDING template;Zeedijk-Het Zoute 733 8300 Knokke-Heist
555229;KNOKKE-HEIST - FH04;Antoine Breartstraat;5;;8300;Knokke-Heist;75323,8966;227718,7370;NB-830050a4257;BUILDING template;Antoine Breartstraat 5 8300 Knokke-Heist
555486;KNOKKE-HEIST - FH04;Kustlaan;41;;8300;Knokke-Heist;75116,0;227633,0;NB-830041454a49;BUILDING template;Kustlaan 41 8300 Knokke-Heist
555742;KNOKKE-HEIST - FH04;Lichttorenplein;8;;8300;Knokke-Heist;74879,54;227568,81;NB-830086f8786;BUILDING template;Lichttorenplein 8 8300 Knokke-Heist
555488;KNOKKE-HEIST - FH04;Kustlaan;47;;8300;Knokke-Heist;75168,0;227649,0;NB-830047626b86;BUILDING template;Kustlaan 47 8300 Knokke-Heist
555744;KNOKKE-HEIST - FH04;Lichttorenplein;11;;8300;Knokke-Heist;74960,0;227633,0;NB-8300118bb816;BUILDING template;Lichttorenplein 11 8300 Knokke-Heist
556522;KNOKKE-HEIST - FH04;Zeedijk-Knokke;668;;8300;Knokke-Heist;74997,0;227677,0;NB-83006681fa801;BUILDING template;Zeedijk-Knokke 668 8300 Knokke-Heist
556268;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;740;;8300;Knokke-Heist;75402,0;227785,0;NB-83007401f3045;BUILDING template;Zeedijk-Het Zoute 740 8300 Knokke-Heist
556524;KNOKKE-HEIST - FH04;Zeedijk-Knokke;671;;8300;Knokke-Heist;75008,0;227681,0;NB-830067143d985;BUILDING template;Zeedijk-Knokke 671 8300 Knokke-Heist
555760;KNOKKE-HEIST - FH04;Lichttorenplein;1;B;8300;Knokke-Heist;74971,0;227602,0;NB-83001B6950;BUILDING template;Lichttorenplein 1 B 8300 Knokke-Heist
555762;KNOKKE-HEIST - FH04;Lichttorenplein;6;B;8300;Knokke-Heist;74879,54;227568,81;NB-83006Bbc82;BUILDING template;Lichttorenplein 6 B 8300 Knokke-Heist
555764;KNOKKE-HEIST - FH04;Marie-Josestraat;4;;8300;Knokke-Heist;75021,0;227661,0;NB-83004fbce11;BUILDING template;Marie-Josestraat 4 8300 Knokke-Heist
555257;KNOKKE-HEIST - FH04;Antoine Breartstraat;9;;8300;Knokke-Heist;75303,3202;227741,2882;NB-83009486f16;BUILDING template;Antoine Breartstraat 9 8300 Knokke-Heist
555514;KNOKKE-HEIST - FH04;Kustlaan;49;;8300;Knokke-Heist;75168,0;227649,0;NB-8300498d6d14;BUILDING template;Kustlaan 49 8300 Knokke-Heist
555516;KNOKKE-HEIST - FH04;Kustlaan;61;;8300;Knokke-Heist;75230,0;227674,0;NB-830061affc41;BUILDING template;Kustlaan 61 8300 Knokke-Heist
556284;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;742;;8300;Knokke-Heist;75411,0;227785,0;NB-8300742464d80;BUILDING template;Zeedijk-Het Zoute 742 8300 Knokke-Heist
555518;KNOKKE-HEIST - FH04;Kustlaan;65;;8300;Knokke-Heist;75260,0;227688,0;NB-830065cf1278;BUILDING template;Kustlaan 65 8300 Knokke-Heist
555774;KNOKKE-HEIST - FH04;Marie-Jos̩straat;5;;8300;Knokke-Heist;75038,29;227674,72;NB-830051d6436;BUILDING template;Marie-Jos̩straat 5 8300 Knokke-Heist
 






 
 


 
 

 
 
