Projectnummer;LAM MK;LU Key;CLUSTER_NR;BLOCK_NR;BLOCK_NR_LU;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging
KNOKKE-HEIST - FH09;2760297;2760297;1;BL0909;BL0909;BUILDING template;Heldenplein;20;
KNOKKE-HEIST - FH09;2760305;2760305;2;BL0918;BL0918;BUILDING template;Heldenplein;31;
KNOKKE-HEIST - FH09;2758772;2758772;1;BL0903;BL0903;BUILDING template;Jozef Dhoorelaan;128;
KNOKKE-HEIST - FH09;3939624;3939624;1;BL0907;BL0907;BUILDING template;Kardinaal Mercierstraat;6;
KNOKKE-HEIST - FH09;302700;302700;3;BL0916;BL0916;BUILDING template;Louis Parentstraat;16;
KNOKKE-HEIST - FH09;297125;297125;3;BL0915;BL0915;BUILDING template;Louis Parentstraat;17;
KNOKKE-HEIST - FH09;4103221;4103221;3;BL0915;BL0915;BUILDING template;Louis Parentstraat;33;
KNOKKE-HEIST - FH09;2764997;2764997;3;BL0915;BL0915;BUILDING template;Louis Parentstraat;37;
KNOKKE-HEIST - FH09;71744;71744;2;BL0910;BL0910;BUILDING template;O.-L.-Vrouwstraat;1;
KNOKKE-HEIST - FH09;2764635;2764635;2;BL0918;BL0918;BUILDING template;O.-L.-Vrouwstraat;10;
KNOKKE-HEIST - FH09;3939631;3939631;2;BL0910;BL0910;BUILDING template;O.-L.-Vrouwstraat;11;
KNOKKE-HEIST - FH09;297120;297120;3;BL0914;BL0914;BUILDING template;Parkstraat;7;
KNOKKE-HEIST - FH09;2765006;2765006;3;BL0914;BL0914;BUILDING template;Parkstraat;11;
KNOKKE-HEIST - FH09;297123;297123;3;BL0914;BL0914;BUILDING template;Parkstraat;15;
KNOKKE-HEIST - FH09;6525309;6525309;3;BL0914;BL0914;BUILDING template;Parkstraat;21;
KNOKKE-HEIST - FH09;297118;297118;3;BL0915;BL0915;BUILDING template;Parkstraat;25;
KNOKKE-HEIST - FH09;71633;71633;2;BL0911;BL0911;BUILDING template;Serweytens de Mercxstraat;2;
KNOKKE-HEIST - FH09;4335330;4335330;2;BL0911;BL0911;BUILDING template;Serweytens de Mercxstraat;26;
KNOKKE-HEIST - FH09;1354426;1354426;1;BL0906;BL0906;BUILDING template;Vissershuldeplein;3;
KNOKKE-HEIST - FH09;2756714;2756714;1;BL0901;BL0901;BUILDING template;Zeedijk-Heist;67;
KNOKKE-HEIST - FH09;2756718;2756718;1;BL0901;BL0901;BUILDING template;Zeedijk-Heist;74;
KNOKKE-HEIST - FH09;4146526;4146526;1;BL0902;BL0902;BUILDING template;Zeedijk-Heist;84;
KNOKKE-HEIST - FH09;2756727;2756727;1;BL0902;BL0902;BUILDING template;Zeedijk-Heist;86;
KNOKKE-HEIST - FH09;2756734;2756734;1;BL0902;BL0902;BUILDING template;Zeedijk-Heist;92;
KNOKKE-HEIST - FH09;2756736;2756736;1;BL0902;BL0902;BUILDING template;Zeedijk-Heist;96;
KNOKKE-HEIST - FH09;2756743;2756743;1;BL0902;BL0902;BUILDING template;Zeedijk-Heist;101;
KNOKKE-HEIST - FH09;4337540;4337540;1;BL0902;BL0902;BUILDING template;Zeedijk-Heist;102;
KNOKKE-HEIST - FH09;6396864;6396864;1;BL0902;BL0902;BUILDING template;Zeedijk-Heist;105;
KNOKKE-HEIST - FH09;2756778;2756778;1;BL0904;BL0904;BUILDING template;Zeedijk-Heist;145;
KNOKKE-HEIST - FH09;2756780;2756780;1;BL0904;BL0904;BUILDING template;Zeedijk-Heist;147;
KNOKKE-HEIST - FH09;6524198;6524198;1;BL0904;BL0904;BUILDING template;Zeedijk-Heist;149;
KNOKKE-HEIST - FH09;290625;290625;1;BL0906;BL0906;BUILDING template;Zeedijk-Heist;160;
KNOKKE-HEIST - FH09;5579219;5579219;1;BL0906;BL0906;BUILDING template;Zeedijk-Heist;166;
KNOKKE-HEIST - FH09;2756800;2756800;1;BL0906;BL0906;BUILDING template;Zeedijk-Heist;168;
KNOKKE-HEIST - FH09;4337658;4337658;1;BL0906;BL0906;BUILDING template;Zeedijk-Heist;169;
KNOKKE-HEIST - FH09;290626;290626;1;BL0906;BL0906;BUILDING template;Zeedijk-Heist;171;
KNOKKE-HEIST - FH09;6524195;6524195;1;BL0906;BL0906;BUILDING template;Zeedijk-Heist;172;
KNOKKE-HEIST - FH09;290501;290501;1;BL0907;BL0907;BUILDING template;Zeedijk-Heist;173;
KNOKKE-HEIST - FH09;2756812;2756812;1;BL0907;BL0907;BUILDING template;Zeedijk-Heist;180;
KNOKKE-HEIST - FH09;4337751;4337751;1;BL0907;BL0907;BUILDING template;Zeedijk-Heist;183;
KNOKKE-HEIST - FH09;4337752;4337752;1;BL0907;BL0907;BUILDING template;Zeedijk-Heist;184;
KNOKKE-HEIST - FH09;3939510;3939510;1;BL0907;BL0907;BUILDING template;Zeedijk-Heist;185;
KNOKKE-HEIST - FH09;4337754;4337754;1;BL0907;BL0907;BUILDING template;Zeedijk-Heist;187;
KNOKKE-HEIST - FH09;4337755;4337755;1;BL0907;BL0907;BUILDING template;Zeedijk-Heist;188;
KNOKKE-HEIST - FH09;1491084;1491084;1;BL0907;BL0907;BUILDING template;Zeedijk-Heist;190;
KNOKKE-HEIST - FH09;4337758;4337758;1;BL0907;BL0907;BUILDING template;Zeedijk-Heist;191;
KNOKKE-HEIST - FH09;6524194;6524194;1;BL0907;BL0907;BUILDING template;Zeedijk-Heist;194;
KNOKKE-HEIST - FH09;2756832;2756832;1;BL0908;BL0908;BUILDING template;Zeedijk-Heist;201;
KNOKKE-HEIST - FH09;2756835;2756835;1;BL0908;BL0908;BUILDING template;Zeedijk-Heist;202;
KNOKKE-HEIST - FH09;2756837;2756837;1;BL0908;BL0908;BUILDING template;Zeedijk-Heist;203;
KNOKKE-HEIST - FH09;2756841;2756841;1;BL0908;BL0908;BUILDING template;Zeedijk-Heist;207;
KNOKKE-HEIST - FH09;4335233;4335233;1;BL0908;BL0908;BUILDING template;Zeedijk-Heist;212;
KNOKKE-HEIST - FH09;5579223;5579223;1;BL0908;BL0908;BUILDING template;Zeedijk-Heist;213;
KNOKKE-HEIST - FH09;2756847;2756847;1;BL0908;BL0908;BUILDING template;Zeedijk-Heist;214;
KNOKKE-HEIST - FH09;2756850;2756850;1;BL0908;BL0908;BUILDING template;Zeedijk-Heist;215;
KNOKKE-HEIST - FH09;2756855;2756855;2;BL0910;BL0910;BUILDING template;Zeedijk-Heist;233;
KNOKKE-HEIST - FH09;2756857;2756857;2;BL0910;BL0910;BUILDING template;Zeedijk-Heist;234;
KNOKKE-HEIST - FH09;4335311;4335311;2;BL0910;BL0910;BUILDING template;Zeedijk-Heist;235;
KNOKKE-HEIST - FH09;2756859;2756859;2;BL0910;BL0910;BUILDING template;Zeedijk-Heist;238;
KNOKKE-HEIST - FH09;2756860;2756860;2;BL0910;BL0910;BUILDING template;Zeedijk-Heist;239;
KNOKKE-HEIST - FH09;2756866;2756866;2;BL0910;BL0910;BUILDING template;Zeedijk-Heist;243;
KNOKKE-HEIST - FH09;2756869;2756869;2;BL0910;BL0910;BUILDING template;Zeedijk-Heist;246;
KNOKKE-HEIST - FH09;2756872;2756872;2;BL0910;BL0910;BUILDING template;Zeedijk-Heist;248;
KNOKKE-HEIST - FH09;5579224;5579224;2;BL0910;BL0910;BUILDING template;Zeedijk-Heist;250;
KNOKKE-HEIST - FH09;2756875;2756875;2;BL0911;BL0911;BUILDING template;Zeedijk-Heist;252;
KNOKKE-HEIST - FH09;2756880;2756880;2;BL0911;BL0911;BUILDING template;Zeedijk-Heist;256;
KNOKKE-HEIST - FH09;4335306;4335306;2;BL0911;BL0911;BUILDING template;Zeedijk-Heist;257;
KNOKKE-HEIST - FH09;2756887;2756887;2;BL0912;BL0912;BUILDING template;Zeedijk-Heist;264;
KNOKKE-HEIST - FH09;4337345;4337345;2;BL0912;BL0912;BUILDING template;Zeedijk-Heist;265;
KNOKKE-HEIST - FH09;4337347;4337347;2;BL0912;BL0912;BUILDING template;Zeedijk-Heist;268;
KNOKKE-HEIST - FH09;2756894;2756894;2;BL0912;BL0912;BUILDING template;Zeedijk-Heist;273;
KNOKKE-HEIST - FH09;4337441;4337441;2;BL0913;BL0913;BUILDING template;Zeedijk-Heist;282;
KNOKKE-HEIST - FH09;2756903;2756903;2;BL0913;BL0913;BUILDING template;Zeedijk-Heist;287;
KNOKKE-HEIST - FH09;297130;297130;3;BL0914;BL0914;BUILDING template;Zeedijk-Heist;291;
KNOKKE-HEIST - FH09;4337482;4337482;3;BL0914;BL0914;BUILDING template;Zeedijk-Heist;296;
KNOKKE-HEIST - FH09;2756911;2756911;3;BL0914;BL0914;BUILDING template;Zeedijk-Heist;297;
KNOKKE-HEIST - FH09;297131;297131;3;BL0914;BL0914;BUILDING template;Zeedijk-Heist;298;
KNOKKE-HEIST - FH09;71498;71498;2;BL0918;BL0918;BUILDING template;Heldenplein;25;
KNOKKE-HEIST - FH09;71638;71638;2;BL0910;BL0910;BUILDING template;Zeedijk-Heist;247;
KNOKKE-HEIST - FH09;71639;71639;2;BL0911;BL0911;BUILDING template;Zeedijk-Heist;251;
KNOKKE-HEIST - FH09;290627;290627;1;BL0906;BL0906;BUILDING template;Zeedijk-Heist;165;
KNOKKE-HEIST - FH09;292670;292670;1;BL0901;BL0901;BUILDING template;Zeedijk-Heist;64;
KNOKKE-HEIST - FH09;292675;292675;1;BL0902;BL0902;BUILDING template;Zeedijk-Heist;83;
KNOKKE-HEIST - FH09;297121;297121;3;BL0914;BL0914;BUILDING template;Parkstraat;1;
KNOKKE-HEIST - FH09;302670;302670;2;BL0912;BL0912;BUILDING template;Zeedijk-Heist;260;
KNOKKE-HEIST - FH09;302674;302674;2;BL0913;BL0913;BUILDING template;Zeedijk-Heist;277;
KNOKKE-HEIST - FH09;302675;302675;2;BL0913;BL0913;BUILDING template;Zeedijk-Heist;290;
KNOKKE-HEIST - FH09;2756741;2756741;1;BL0902;BL0902;BUILDING template;Zeedijk-Heist;100;
KNOKKE-HEIST - FH09;2756777;2756777;1;BL0904;BL0904;BUILDING template;Zeedijk-Heist;142;
KNOKKE-HEIST - FH09;2756811;2756811;1;BL0907;BL0907;BUILDING template;Zeedijk-Heist;179;
KNOKKE-HEIST - FH09;2756830;2756830;1;BL0908;BL0908;BUILDING template;Zeedijk-Heist;200;
KNOKKE-HEIST - FH09;2756854;2756854;2;BL0910;BL0910;BUILDING template;Zeedijk-Heist;232;
KNOKKE-HEIST - FH09;2756868;2756868;2;BL0910;BL0910;BUILDING template;Zeedijk-Heist;245;
KNOKKE-HEIST - FH09;2756878;2756878;2;BL0911;BL0911;BUILDING template;Zeedijk-Heist;255;
KNOKKE-HEIST - FH09;2756889;2756889;2;BL0912;BL0912;BUILDING template;Zeedijk-Heist;267;
KNOKKE-HEIST - FH09;2756901;2756901;2;BL0913;BL0913;BUILDING template;Zeedijk-Heist;285;
KNOKKE-HEIST - FH09;2759750;2759750;1;BL0909;BL0909;BUILDING template;Elizabetlaan;345;
KNOKKE-HEIST - FH09;4253977;4253977;1;BL0904;BL0904;BUILDING template;Zeedijk-Heist;146;
KNOKKE-HEIST - FH09;4335312;4335312;2;BL0910;BL0910;BUILDING template;Zeedijk-Heist;237;
KNOKKE-HEIST - FH09;4337343;4337343;2;BL0912;BL0912;BUILDING template;Zeedijk-Heist;263;
KNOKKE-HEIST - FH09;4337440;4337440;2;BL0913;BL0913;BUILDING template;Zeedijk-Heist;281;
KNOKKE-HEIST - FH09;4337486;4337486;1;BL0901;BL0901;BUILDING template;Zeedijk-Heist;68;
KNOKKE-HEIST - FH09;4337493;4337493;1;BL0901;BL0901;BUILDING template;Zeedijk-Heist;73;
KNOKKE-HEIST - FH09;4337756;4337756;1;BL0907;BL0907;BUILDING template;Zeedijk-Heist;189;
KNOKKE-HEIST - FH09;5564757;5564757;1;BL0906;BL0906;BUILDING template;Elizabetlaan;391;
KNOKKE-HEIST - FH09;5579378;5579378;2;BL0918;BL0918;BUILDING template;Heldenplein;21;
KNOKKE-HEIST - FH09;2759158;2759158;1;BL0908;BL0908;BUILDING template;Duinenstraat;10;
KNOKKE-HEIST - FH09;3939525;3939525;3;BL0917;BL0917;BUILDING template;August Beernaertstraat;38;
KNOKKE-HEIST - FH09;2756900;2756900;2;BL0913;BL0913;BUILDING template;Zeedijk-Heist;283;
KNOKKE-HEIST - FH09;302629;302629;2;BL0911;BL0911;BUILDING template;Serweytens de Mercxstraat;4;
KNOKKE-HEIST - FH09;3939547;3939547;1;BL0908;BL0908;BUILDING template;Duinenstraat;24;
KNOKKE-HEIST - FH09;2764985;2764985;3;BL0914;BL0914;BUILDING template;Louis Parentstraat;3;
KNOKKE-HEIST - FH09;4337416;4337416;2;BL0913;BL0913;BUILDING template;De Kinkhoorn;10;
KNOKKE-HEIST - FH09;292673;292673;1;BL0901;BL0901;BUILDING template;Zeedijk-Heist;82;
KNOKKE-HEIST - FH09;2756716;2756716;1;BL0901;BL0901;BUILDING template;Zeedijk-Heist;72;
KNOKKE-HEIST - FH09;2764644;2764644;2;BL0910;BL0910;BUILDING template;O.-L.-Vrouwstraat;19;
KNOKKE-HEIST - FH09;4336099;4336099;3;BL0915;BL0915;BUILDING template;Louis Parentstraat;29;
KNOKKE-HEIST - FH09;292346;292346;1;BL0904;BL0904;BUILDING template;Zeedijk-Heist;154;
KNOKKE-HEIST - FH09;292679;292679;1;BL0902;BL0902;BUILDING template;Zeedijk-Heist;106;
KNOKKE-HEIST - FH09;2756719;2756719;1;BL0901;BL0901;BUILDING template;Zeedijk-Heist;75;
KNOKKE-HEIST - FH09;2756728;2756728;1;BL0902;BL0902;BUILDING template;Zeedijk-Heist;87;
KNOKKE-HEIST - FH09;2756750;2756750;1;BL0902;BL0902;BUILDING template;Zeedijk-Heist;108;
KNOKKE-HEIST - FH09;2756783;2756783;1;BL0904;BL0904;BUILDING template;Zeedijk-Heist;150;
KNOKKE-HEIST - FH09;2756784;2756784;1;BL0904;BL0904;BUILDING template;Zeedijk-Heist;151;
KNOKKE-HEIST - FH09;2756785;2756785;1;BL0904;BL0904;BUILDING template;Zeedijk-Heist;152;
KNOKKE-HEIST - FH09;2756801;2756801;1;BL0906;BL0906;BUILDING template;Zeedijk-Heist;170;
KNOKKE-HEIST - FH09;2756807;2756807;1;BL0907;BL0907;BUILDING template;Zeedijk-Heist;175;
KNOKKE-HEIST - FH09;2756808;2756808;1;BL0907;BL0907;BUILDING template;Zeedijk-Heist;176;
KNOKKE-HEIST - FH09;2756839;2756839;1;BL0908;BL0908;BUILDING template;Zeedijk-Heist;205;
KNOKKE-HEIST - FH09;2756867;2756867;2;BL0910;BL0910;BUILDING template;Zeedijk-Heist;244;
KNOKKE-HEIST - FH09;2756876;2756876;2;BL0911;BL0911;BUILDING template;Zeedijk-Heist;254;
KNOKKE-HEIST - FH09;2756904;2756904;2;BL0913;BL0913;BUILDING template;Zeedijk-Heist;288;
KNOKKE-HEIST - FH09;2758018;2758018;3;BL0917;BL0917;BUILDING template;August Beernaertstraat;40;
KNOKKE-HEIST - FH09;4099099;4099099;3;BL0915;BL0915;BUILDING template;Louis Parentstraat;27;
KNOKKE-HEIST - FH09;4141427;4141427;1;BL0908;BL0908;BUILDING template;Duinenstraat;8;
KNOKKE-HEIST - FH09;4337356;4337356;3;BL0916;BL0916;BUILDING template;De Kinkhoorn;20;
KNOKKE-HEIST - FH09;4337358;4337358;3;BL0916;BL0916;BUILDING template;De Kinkhoorn;22;
KNOKKE-HEIST - FH09;2756723;2756723;1;BL0901;BL0901;BUILDING template;Zeedijk-Heist;81;
KNOKKE-HEIST - FH09;2756731;2756731;1;BL0902;BL0902;BUILDING template;Zeedijk-Heist;90;
KNOKKE-HEIST - FH09;2756754;2756754;1;BL0903;BL0903;BUILDING template;Zeedijk-Heist;113;
KNOKKE-HEIST - FH09;2756760;2756760;1;BL0903;BL0903;BUILDING template;Zeedijk-Heist;120;
KNOKKE-HEIST - FH09;2756770;2756770;1;BL0903;BL0903;BUILDING template;Zeedijk-Heist;133;
KNOKKE-HEIST - FH09;2756798;2756798;1;BL0906;BL0906;BUILDING template;Zeedijk-Heist;167;
KNOKKE-HEIST - FH09;2756852;2756852;2;BL0910;BL0910;BUILDING template;Zeedijk-Heist;231;
KNOKKE-HEIST - FH09;2756858;2756858;2;BL0910;BL0910;BUILDING template;Zeedijk-Heist;236;
KNOKKE-HEIST - FH09;3996512;3996512;1;BL0908;BL0908;BUILDING template;Zeedijk-Heist;210;
KNOKKE-HEIST - FH09;302628;302628;2;BL0911;BL0911;BUILDING template;Serweytens de Mercxstraat;10;
KNOKKE-HEIST - FH09;2756739;2756739;1;BL0902;BL0902;BUILDING template;Zeedijk-Heist;99;
KNOKKE-HEIST - FH09;2756806;2756806;1;BL0907;BL0907;BUILDING template;Zeedijk-Heist;174;
KNOKKE-HEIST - FH09;2756809;2756809;1;BL0907;BL0907;BUILDING template;Zeedijk-Heist;178;
KNOKKE-HEIST - FH09;2756813;2756813;1;BL0907;BL0907;BUILDING template;Zeedijk-Heist;181;
KNOKKE-HEIST - FH09;2756814;2756814;1;BL0907;BL0907;BUILDING template;Zeedijk-Heist;182;
KNOKKE-HEIST - FH09;2756816;2756816;1;BL0907;BL0907;BUILDING template;Zeedijk-Heist;192;
KNOKKE-HEIST - FH09;2756838;2756838;1;BL0908;BL0908;BUILDING template;Zeedijk-Heist;204;
KNOKKE-HEIST - FH09;2756862;2756862;2;BL0910;BL0910;BUILDING template;Zeedijk-Heist;240;
KNOKKE-HEIST - FH09;2766147;2766147;2;BL0911;BL0911;BUILDING template;Serweytens de Mercxstraat;6;
KNOKKE-HEIST - FH09;4103220;4103220;3;BL0915;BL0915;BUILDING template;Louis Parentstraat;31;
KNOKKE-HEIST - FH09;2756737;2756737;1;BL0902;BL0902;BUILDING template;Zeedijk-Heist;97;
KNOKKE-HEIST - FH09;2764642;2764642;2;BL0918;BL0918;BUILDING template;O.-L.-Vrouwstraat;18;
KNOKKE-HEIST - FH09;290631;290631;1;BL0906;BL0906;BUILDING template;Elizabetlaan;403;
KNOKKE-HEIST - FH09;2756768;2756768;1;BL0903;BL0903;BUILDING template;Zeedijk-Heist;130;
KNOKKE-HEIST - FH09;2756729;2756729;1;BL0902;BL0902;BUILDING template;Zeedijk-Heist;88;
KNOKKE-HEIST - FH09;2756735;2756735;1;BL0902;BL0902;BUILDING template;Zeedijk-Heist;94;
KNOKKE-HEIST - FH09;2756745;2756745;1;BL0902;BL0902;BUILDING template;Zeedijk-Heist;103;
KNOKKE-HEIST - FH09;2767290;2767290;3;BL0917;BL0917;BUILDING template;Visserskapelstraat;12;
KNOKKE-HEIST - FH09;4016351;4016351;2;BL0913;BL0913;BUILDING template;Zeedijk-Heist;284;
KNOKKE-HEIST - FH09;292340;292340;1;BL0904;BL0904;BUILDING template;Zeedijk-Heist;148;
KNOKKE-HEIST - FH09;2756715;2756715;1;BL0901;BL0901;BUILDING template;Zeedijk-Heist;70;
KNOKKE-HEIST - FH09;2756738;2756738;1;BL0902;BL0902;BUILDING template;Zeedijk-Heist;98;
KNOKKE-HEIST - FH09;2756771;2756771;1;BL0903;BL0903;BUILDING template;Zeedijk-Heist;134;
KNOKKE-HEIST - FH09;290503;290503;1;BL0907;BL0907;BUILDING template;Elizabetlaan;385;
KNOKKE-HEIST - FH09;292338;292338;1;BL0903;BL0903;BUILDING template;Zeedijk-Heist;111;
KNOKKE-HEIST - FH09;292345;292345;1;BL0904;BL0904;BUILDING template;Zeedijk-Heist;153;
KNOKKE-HEIST - FH09;2756721;2756721;1;BL0901;BL0901;BUILDING template;Zeedijk-Heist;77;
KNOKKE-HEIST - FH09;2756898;2756898;2;BL0913;BL0913;BUILDING template;Zeedijk-Heist;279;
KNOKKE-HEIST - FH09;2756764;2756764;1;BL0903;BL0903;BUILDING template;Zeedijk-Heist;123;
KNOKKE-HEIST - FH09;2756790;2756790;1;BL0904;BL0904;BUILDING template;Zeedijk-Heist;157;
KNOKKE-HEIST - FH09;2756828;2756828;1;BL0908;BL0908;BUILDING template;Zeedijk-Heist;199;
KNOKKE-HEIST - FH09;2756896;2756896;2;BL0913;BL0913;BUILDING template;Zeedijk-Heist;278;
KNOKKE-HEIST - FH09;2756755;2756755;1;BL0903;BL0903;BUILDING template;Zeedijk-Heist;114;
KNOKKE-HEIST - FH09;2756845;2756845;1;BL0908;BL0908;BUILDING template;Zeedijk-Heist;209;
KNOKKE-HEIST - FH09;2756906;2756906;3;BL0914;BL0914;BUILDING template;Zeedijk-Heist;292;
KNOKKE-HEIST - FH09;2756787;2756787;1;BL0904;BL0904;BUILDING template;Zeedijk-Heist;155;
KNOKKE-HEIST - FH09;2756864;2756864;2;BL0910;BL0910;BUILDING template;Zeedijk-Heist;242;
KNOKKE-HEIST - FH09;71742;71742;1;BL0908;BL0908;BUILDING template;Duinenstraat;26;
KNOKKE-HEIST - FH09;292343;292343;1;BL0903;BL0903;BUILDING template;Zeedijk-Heist;135;
KNOKKE-HEIST - FH09;292344;292344;1;BL0903;BL0903;BUILDING template;Zeedijk-Heist;115;
KNOKKE-HEIST - FH09;2756766;2756766;1;BL0903;BL0903;BUILDING template;Zeedijk-Heist;126;
KNOKKE-HEIST - FH09;292677;292677;1;BL0902;BL0902;BUILDING template;Zeedijk-Heist;104;
KNOKKE-HEIST - FH09;71635;71635;1;BL0908;BL0908;BUILDING template;Zeedijk-Heist;195;
KNOKKE-HEIST - FH09;302671;302671;2;BL0912;BL0912;BUILDING template;Zeedijk-Heist;271;
KNOKKE-HEIST - FH09;2756725;2756725;1;BL0902;BL0902;BUILDING template;Zeedijk-Heist;85;
KNOKKE-HEIST - FH09;2756794;2756794;1;BL0906;BL0906;BUILDING template;Zeedijk-Heist;161;
KNOKKE-HEIST - FH09;292341;292341;1;BL0904;BL0904;BUILDING template;Zeedijk-Heist;156;
KNOKKE-HEIST - FH09;2756909;2756909;3;BL0914;BL0914;BUILDING template;Zeedijk-Heist;295;
KNOKKE-HEIST - FH09;5579221;5579221;1;BL0908;BL0908;BUILDING template;Zeedijk-Heist;198;
KNOKKE-HEIST - FH09;302672;302672;2;BL0912;BL0912;BUILDING template;Zeedijk-Heist;272;
KNOKKE-HEIST - FH09;302694;302694;2;BL0913;BL0913;BUILDING template;August Beernaertstraat;3;
KNOKKE-HEIST - FH09;290502;290502;1;BL0907;BL0907;BUILDING template;Zeedijk-Heist;193;
KNOKKE-HEIST - FH09;1465872;1465872;1;BL0907;BL0907;BUILDING template;Zeedijk-Heist;186;
KNOKKE-HEIST - FH09;71702;71702;2;BL0910;BL0910;BUILDING template;Albatrosstraat;2;
KNOKKE-HEIST - FH09;71703;71703;2;BL0910;BL0910;BUILDING template;Albatrosstraat;4;
KNOKKE-HEIST - FH09;292337;292337;1;BL0903;BL0903;BUILDING template;Graaf van Vlaanderenstraat;1;
KNOKKE-HEIST - FH09;297138;297138;3;BL0915;BL0915;BUILDING template;Eerste-Geniestraat;16;
KNOKKE-HEIST - FH09;302680;302680;3;BL0917;BL0917;BUILDING template;Graaf d Ursellaan;24;
KNOKKE-HEIST - FH09;302697;302697;3;BL0916;BL0916;BUILDING template;Louis Parentstraat;28;
KNOKKE-HEIST - FH09;2756840;2756840;1;BL0908;BL0908;BUILDING template;Zeedijk-Heist;206;
KNOKKE-HEIST - FH09;2756863;2756863;2;BL0910;BL0910;BUILDING template;Zeedijk-Heist;241;
KNOKKE-HEIST - FH09;2756885;2756885;2;BL0912;BL0912;BUILDING template;Zeedijk-Heist;262;
KNOKKE-HEIST - FH09;2759165;2759165;1;BL0909;BL0909;BUILDING template;Duinenstraat;19;
KNOKKE-HEIST - FH09;4018334;4018334;1;BL0908;BL0908;BUILDING template;Heldenplein;8;
KNOKKE-HEIST - FH09;4336994;4336994;1;BL0903;BL0903;BUILDING template;Zeedijk-Heist;132;
KNOKKE-HEIST - FH09;5567528;5567528;3;BL0916;BL0916;BUILDING template;August Beernaertstraat;15;
KNOKKE-HEIST - FH09;5905456;5905456;3;BL0914;BL0914;BUILDING template;Eerste-Geniestraat;19;
KNOKKE-HEIST - FH09;4337439;4337439;2;BL0913;BL0913;BUILDING template;Zeedijk-Heist;280;
KNOKKE-HEIST - FH09;6524207;6524207;3;BL0914;BL0914;BUILDING template;Eerste-Geniestraat;3;
KNOKKE-HEIST - FH09;302698;302698;3;BL0916;BL0916;BUILDING template;Louis Parentstraat;24;
KNOKKE-HEIST - FH09;302686;302686;3;BL0917;BL0917;BUILDING template;August Beernaertstraat;52;
KNOKKE-HEIST - FH09;2758020;2758020;3;BL0917;BL0917;BUILDING template;August Beernaertstraat;50;
KNOKKE-HEIST - FH09;4335302;4335302;2;BL0910;BL0910;BUILDING template;Heldenplein;15;
KNOKKE-HEIST - FH09;2760292;2760292;2;BL0910;BL0910;BUILDING template;Heldenplein;13;
KNOKKE-HEIST - FH09;4335301;4335301;2;BL0910;BL0910;BUILDING template;Heldenplein;5;
KNOKKE-HEIST - FH09;2760291;2760291;1;BL0909;BL0909;BUILDING template;Heldenplein;12;
KNOKKE-HEIST - FH09;6396293;6396293;3;BL0917;BL0917;BUILDING template;Serweytens de Mercxstraat;23;
KNOKKE-HEIST - FH09;302632;302632;2;BL0912;BL0912;BUILDING template;Serweytens de Mercxstraat;7;
KNOKKE-HEIST - FH09;6524219;6524219;1;BL0906;BL0906;BUILDING template;Vuurtorenstraat;4;
KNOKKE-HEIST - FH09;2759758;2759758;1;BL0907;BL0907;BUILDING template;Elizabetlaan;365;
KNOKKE-HEIST - FH09;2759740;2759740;1;BL0909;BL0909;BUILDING template;Elizabetlaan;329;
KNOKKE-HEIST - FH09;5979720;5979720;1;BL0908;BL0908;BUILDING template;Heldenplein;2;A
KNOKKE-HEIST - FH09;6637419;6637419;2;BL0913;BL0913;BUILDING template;Louis Parentstraat;6;
