Projectnummer;LU Key;LAM MK;CLUSTER_NR;BLOCK_NR;BLOCK_NR_LU;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging
EVERE - FH01;1621798;1621798;5;BL0116;BL0116;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;40;
EVERE - FH01;1621800;1621800;5;BL0116;BL0116;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;42;
EVERE - FH01;1120653;1120653;5;BL0116;BL0116;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;44;
EVERE - FH01;725251;725251;5;BL0116;BL0116;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;46;
EVERE - FH01;725252;725252;5;BL0116;BL0116;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;48;
EVERE - FH01;1621801;1621801;5;BL0116;BL0116;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;50;
EVERE - FH01;1621802;1621802;5;BL0116;BL0116;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;52;
EVERE - FH01;1621803;1621803;5;BL0116;BL0116;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;54;
EVERE - FH01;725253;725253;5;BL0116;BL0116;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;56;
EVERE - FH01;1621799;1621799;5;BL0116;BL0116;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;40;A
EVERE - FH01;725371;725371;5;BL0116;BL0116;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;13;
EVERE - FH01;1623820;1623820;5;BL0116;BL0116;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;15;
EVERE - FH01;1623822;1623822;5;BL0116;BL0116;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;17;
EVERE - FH01;1623827;1623827;5;BL0116;BL0116;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;25;
EVERE - FH01;1623829;1623829;5;BL0116;BL0116;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;27;
EVERE - FH01;1623830;1623830;5;BL0116;BL0116;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;29;
EVERE - FH01;1623832;1623832;5;BL0116;BL0116;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;33;
EVERE - FH01;1293893;1293893;5;BL0116;BL0116;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;35;
EVERE - FH01;1623835;1623835;5;BL0116;BL0116;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;37;
EVERE - FH01;1623836;1623836;5;BL0116;BL0116;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;39;
EVERE - FH01;1623838;1623838;5;BL0116;BL0116;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;41;
EVERE - FH01;1623839;1623839;5;BL0116;BL0116;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;47;
EVERE - FH01;1623840;1623840;5;BL0116;BL0116;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;49;
EVERE - FH01;725369;725369;5;BL0116;BL0116;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;51;
EVERE - FH01;725370;725370;5;BL0116;BL0116;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;53;
EVERE - FH01;1623844;1623844;5;BL0116;BL0116;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;55;
EVERE - FH01;725372;725372;5;BL0116;BL0116;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;57;
EVERE - FH01;1623848;1623848;5;BL0116;BL0116;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;59;
EVERE - FH01;1623850;1623850;5;BL0116;BL0116;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;63;
EVERE - FH01;1623852;1623852;5;BL0116;BL0116;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;69;
EVERE - FH01;1623853;1623853;5;BL0116;BL0116;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;71;
EVERE - FH01;1623854;1623854;5;BL0116;BL0116;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;73;
EVERE - FH01;725368;725368;5;BL0116;BL0116;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;75;
EVERE - FH01;1623855;1623855;5;BL0116;BL0116;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;77;
EVERE - FH01;1623857;1623857;5;BL0116;BL0116;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;81;
EVERE - FH01;1623858;1623858;5;BL0116;BL0116;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;83;
EVERE - FH01;1623859;1623859;5;BL0116;BL0116;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;85;
EVERE - FH01;1623860;1623860;5;BL0116;BL0116;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;87;
EVERE - FH01;1324572;1324572;5;BL0116;BL0116;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;89;
EVERE - FH01;1623861;1623861;5;BL0116;BL0116;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;91;
EVERE - FH01;1623862;1623862;5;BL0116;BL0116;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;99;
EVERE - FH01;725367;725367;5;BL0116;BL0116;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;101;
EVERE - FH01;1623846;1623846;5;BL0116;BL0116;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;57;B
EVERE - FH01;725362;725362;5;BL0116;BL0116;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;4;
EVERE - FH01;725363;725363;5;BL0116;BL0116;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;6;
EVERE - FH01;1623941;1623941;5;BL0116;BL0116;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;8;
EVERE - FH01;1623942;1623942;5;BL0116;BL0116;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;10;
EVERE - FH01;1623943;1623943;5;BL0116;BL0116;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;12;
EVERE - FH01;1623944;1623944;5;BL0116;BL0116;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;14;
EVERE - FH01;1623945;1623945;5;BL0116;BL0116;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;16;
EVERE - FH01;1623947;1623947;5;BL0116;BL0116;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;18;
EVERE - FH01;1623948;1623948;5;BL0116;BL0116;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;20;
EVERE - FH01;1623949;1623949;5;BL0116;BL0116;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;22;
EVERE - FH01;1623950;1623950;5;BL0116;BL0116;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;26;
EVERE - FH01;1623953;1623953;5;BL0116;BL0116;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;28;
EVERE - FH01;1623955;1623955;5;BL0116;BL0116;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;30;
EVERE - FH01;1623957;1623957;5;BL0116;BL0116;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;32;
EVERE - FH01;1623958;1623958;5;BL0116;BL0116;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;34;
EVERE - FH01;725366;725366;5;BL0116;BL0116;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;36;
EVERE - FH01;725364;725364;5;BL0116;BL0116;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;38;
EVERE - FH01;1623964;1623964;5;BL0116;BL0116;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;50;
EVERE - FH01;1623968;1623968;5;BL0116;BL0116;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;54;
EVERE - FH01;1623970;1623970;5;BL0116;BL0116;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;56;
EVERE - FH01;1623971;1623971;5;BL0116;BL0116;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;58;
EVERE - FH01;1623972;1623972;5;BL0116;BL0116;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;60;
EVERE - FH01;1623975;1623975;5;BL0116;BL0116;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;62;
EVERE - FH01;725365;725365;5;BL0116;BL0116;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;64;
EVERE - FH01;4119531;4119531;5;BL0117;BL0117;BUILDING template;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;38;
EVERE - FH01;1623843;1623843;5;BL0117;BL0117;BUILDING template;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;54;
EVERE - FH01;5046048;5046048;5;BL0117;BL0117;BUILDING template;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;68;
EVERE - FH01;1620867;1620867;5;BL0117;BL0117;BUILDING template;Chaussée de Louvain - Leuvensesteenweg;845;
EVERE - FH01;25429;25429;5;BL0117;BL0117;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;2;
EVERE - FH01;1120047;1120047;5;BL0117;BL0117;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;4;
EVERE - FH01;1623816;1623816;5;BL0117;BL0117;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;6;
EVERE - FH01;1623817;1623817;5;BL0117;BL0117;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;8;
EVERE - FH01;4119512;4119512;5;BL0117;BL0117;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;10;
EVERE - FH01;1623818;1623818;5;BL0117;BL0117;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;12;
EVERE - FH01;1623819;1623819;5;BL0117;BL0117;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;14;
EVERE - FH01;1623821;1623821;5;BL0117;BL0117;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;16;
EVERE - FH01;1623823;1623823;5;BL0117;BL0117;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;18;
EVERE - FH01;1623824;1623824;5;BL0117;BL0117;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;20;
EVERE - FH01;1623825;1623825;5;BL0117;BL0117;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;22;
EVERE - FH01;1623826;1623826;5;BL0117;BL0117;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;24;
EVERE - FH01;1623828;1623828;5;BL0117;BL0117;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;26;
EVERE - FH01;1331051;1331051;5;BL0117;BL0117;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;28;
EVERE - FH01;1120045;1120045;5;BL0117;BL0117;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;30;
EVERE - FH01;1120046;1120046;5;BL0117;BL0117;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;32;
EVERE - FH01;1623833;1623833;5;BL0117;BL0117;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;34;
EVERE - FH01;1623834;1623834;5;BL0117;BL0117;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;36;
EVERE - FH01;1623837;1623837;5;BL0117;BL0117;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;40;
EVERE - FH01;1623841;1623841;5;BL0117;BL0117;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;50;
EVERE - FH01;1623845;1623845;5;BL0117;BL0117;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;56;
EVERE - FH01;1623847;1623847;5;BL0117;BL0117;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;58;
EVERE - FH01;4114709;4114709;5;BL0117;BL0117;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;60;
EVERE - FH01;1623849;1623849;5;BL0117;BL0117;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;62;
EVERE - FH01;1623851;1623851;5;BL0117;BL0117;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;64;
EVERE - FH01;1120044;1120044;5;BL0117;BL0117;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;66;
EVERE - FH01;1120053;1120053;5;BL0117;BL0117;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;815;
EVERE - FH01;1620856;1620856;5;BL0117;BL0117;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;817;
EVERE - FH01;1620857;1620857;5;BL0117;BL0117;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;819;
EVERE - FH01;1620858;1620858;5;BL0117;BL0117;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;821;
EVERE - FH01;1620859;1620859;5;BL0117;BL0117;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;823;
EVERE - FH01;1620860;1620860;5;BL0117;BL0117;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;825;
EVERE - FH01;1620861;1620861;5;BL0117;BL0117;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;827;
EVERE - FH01;1620862;1620862;5;BL0117;BL0117;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;829;
EVERE - FH01;1620863;1620863;5;BL0117;BL0117;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;831;
EVERE - FH01;1120054;1120054;5;BL0117;BL0117;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;833;
EVERE - FH01;1620865;1620865;5;BL0117;BL0117;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;837;
EVERE - FH01;1620866;1620866;5;BL0117;BL0117;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;839;
EVERE - FH01;1620868;1620868;5;BL0117;BL0117;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;861;
EVERE - FH01;1620869;1620869;5;BL0117;BL0117;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;863;
EVERE - FH01;1620870;1620870;5;BL0117;BL0117;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;865;
EVERE - FH01;1620871;1620871;5;BL0117;BL0117;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;867;
EVERE - FH01;1620872;1620872;5;BL0117;BL0117;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;869;
EVERE - FH01;1120056;1120056;5;BL0117;BL0117;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;871;
EVERE - FH01;1120057;1120057;5;BL0117;BL0117;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;873;
EVERE - FH01;1620873;1620873;5;BL0117;BL0117;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;875;
EVERE - FH01;4110182;4110182;5;BL0117;BL0117;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;877;
EVERE - FH01;1298412;1298412;5;BL0117;BL0117;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;879;
EVERE - FH01;1620877;1620877;5;BL0117;BL0117;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;881;
EVERE - FH01;4058728;4058728;5;BL0117;BL0117;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;883;
EVERE - FH01;1620881;1620881;5;BL0117;BL0117;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;885;
EVERE - FH01;1620887;1620887;5;BL0117;BL0117;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;899;
EVERE - FH01;1620889;1620889;5;BL0117;BL0117;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;901;
EVERE - FH01;1620890;1620890;5;BL0117;BL0117;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;903;
EVERE - FH01;1620891;1620891;5;BL0117;BL0117;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;905;
EVERE - FH01;1620894;1620894;5;BL0117;BL0117;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;907;
EVERE - FH01;1620896;1620896;5;BL0117;BL0117;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;909;
EVERE - FH01;1339374;1339374;5;BL0117;BL0117;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;26;
EVERE - FH01;1624348;1624348;5;BL0117;BL0117;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;28;
EVERE - FH01;1624349;1624349;5;BL0117;BL0117;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;30;
EVERE - FH01;1624350;1624350;5;BL0117;BL0117;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;32;
EVERE - FH01;1624351;1624351;5;BL0117;BL0117;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;34;
EVERE - FH01;4117894;4117894;5;BL0117;BL0117;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;36;
EVERE - FH01;1624352;1624352;5;BL0117;BL0117;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;38;
EVERE - FH01;1624353;1624353;5;BL0117;BL0117;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;40;
EVERE - FH01;1624354;1624354;5;BL0117;BL0117;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;42;
EVERE - FH01;1624355;1624355;5;BL0117;BL0117;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;44;
EVERE - FH01;1120050;1120050;5;BL0117;BL0117;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;46;
EVERE - FH01;1120051;1120051;5;BL0117;BL0117;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;48;
EVERE - FH01;1624358;1624358;5;BL0117;BL0117;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;50;
EVERE - FH01;1624360;1624360;5;BL0117;BL0117;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;54;
EVERE - FH01;1624361;1624361;5;BL0117;BL0117;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;56;
EVERE - FH01;1624363;1624363;5;BL0117;BL0117;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;58;
EVERE - FH01;1624364;1624364;5;BL0117;BL0117;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;60;
EVERE - FH01;1624365;1624365;5;BL0117;BL0117;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;62;
EVERE - FH01;1624366;1624366;5;BL0117;BL0117;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;64;
EVERE - FH01;1624367;1624367;5;BL0117;BL0117;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;66;
EVERE - FH01;4119467;4119467;5;BL0117;BL0117;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;68;
EVERE - FH01;1624368;1624368;5;BL0117;BL0117;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;70;
EVERE - FH01;1624369;1624369;5;BL0117;BL0117;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;72;
EVERE - FH01;1624370;1624370;5;BL0117;BL0117;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;74;
EVERE - FH01;1624371;1624371;5;BL0117;BL0117;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;76;
EVERE - FH01;1120049;1120049;5;BL0117;BL0117;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;78;
EVERE - FH01;1120071;1120071;3;BL0118;BL0118;BUILDING template;Avenue Franz Guillaume - Franz Guillaumelaan;80;
EVERE - FH01;1620898;1620898;3;BL0118;BL0118;BUILDING template;Chaussée de Louvain - Leuvensesteenweg;913;
EVERE - FH01;1120060;1120060;3;BL0118;BL0118;BUILDING template;Chaussée de Louvain - Leuvensesteenweg;915;
EVERE - FH01;3916107;3916107;3;BL0118;BL0118;BUILDING template;Chaussée de Louvain - Leuvensesteenweg;925;
EVERE - FH01;5894343;5894343;3;BL0118;BL0118;BUILDING template;Cicerolaan - Avenue Cicéron;17;
EVERE - FH01;5866849;5866849;3;BL0118;BL0118;BUILDING template;Cicerolaan - Avenue Cicéron;19;
EVERE - FH01;4942981;4942981;3;BL0118;BL0118;BUILDING template;Cicerolaan - Avenue Cicéron;21;
EVERE - FH01;1621809;1621809;3;BL0118;BL0118;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;64;
EVERE - FH01;1120065;1120065;3;BL0118;BL0118;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;66;
EVERE - FH01;1120064;1120064;3;BL0118;BL0118;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;68;
EVERE - FH01;5934987;5934987;3;BL0118;BL0118;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;76;
EVERE - FH01;5935681;5935681;3;BL0118;BL0118;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;78;
EVERE - FH01;1120061;1120061;3;BL0118;BL0118;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;917;
EVERE - FH01;1620903;1620903;3;BL0118;BL0118;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;919;
EVERE - FH01;1620906;1620906;3;BL0118;BL0118;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;923;
EVERE - FH01;1620909;1620909;3;BL0118;BL0118;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;927;
EVERE - FH01;1620911;1620911;3;BL0118;BL0118;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;929;
EVERE - FH01;1620913;1620913;3;BL0118;BL0118;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;931;
EVERE - FH01;1620914;1620914;3;BL0118;BL0118;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;937;
EVERE - FH01;1620915;1620915;3;BL0118;BL0118;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;939;
EVERE - FH01;1620917;1620917;3;BL0118;BL0118;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;941;
EVERE - FH01;1620918;1620918;3;BL0118;BL0118;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;943;
EVERE - FH01;1120062;1120062;3;BL0118;BL0118;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;945;
EVERE - FH01;1120063;1120063;3;BL0118;BL0118;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;947;
EVERE - FH01;1475088;1475088;3;BL0118;BL0118;BUILDING template;Rue des Deux Maisons - Twee Huizenstraat;39;
EVERE - FH01;5895264;5895264;3;BL0118;BL0118;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;31;
EVERE - FH01;5895268;5895268;3;BL0118;BL0118;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;33;
EVERE - FH01;1120081;1120081;3;BL0118;BL0118;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;37;
EVERE - FH01;1624356;1624356;3;BL0118;BL0118;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;45;
EVERE - FH01;1324850;1324850;3;BL0118;BL0118;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;47;
EVERE - FH01;1624357;1624357;3;BL0118;BL0118;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;49;
EVERE - FH01;1624359;1624359;3;BL0118;BL0118;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;51;
EVERE - FH01;1120082;1120082;3;BL0118;BL0118;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;55;
EVERE - FH01;1120083;1120083;3;BL0118;BL0118;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;57;
EVERE - FH01;1468743;1468743;3;BL0118;BL0118;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;61;
EVERE - FH01;1358518;1358518;3;BL0118;BL0118;BUILDING template;Twee Huizenstraat - Rue des Deux Maisons;63;
EVERE - FH01;5866853;5866853;3;BL0118;BL0118;BUILDING template;Willy Van Der Meerenstr - Rue Willy Van Der Meeren;2;
EVERE - FH01;5866854;5866854;3;BL0118;BL0118;BUILDING template;Willy Van Der Meerenstr - Rue Willy Van Der Meeren;4;
EVERE - FH01;5935345;5935345;3;BL0118;BL0118;BUILDING template;Willy Van Der Meerenstr - Rue Willy Van Der Meeren;5;
EVERE - FH01;5931199;5931199;3;BL0118;BL0118;BUILDING template;Willy Van Der Meerenstr - Rue Willy Van Der Meeren;7;
EVERE - FH01;5943706;5943706;3;BL0118;BL0118;BUILDING template;Willy Van Der Meerenstr - Rue Willy Van Der Meeren;9;
EVERE - FH01;5862169;5862169;3;BL0118;BL0118;BUILDING template;Willy Van Der Meerenstr - Rue Willy Van Der Meeren;11;
EVERE - FH01;5866850;5866850;3;BL0118;BL0118;BUILDING template;Willy Van Der Meerenstr - Rue Willy Van Der Meeren;13;
EVERE - FH01;5856588;5856588;3;BL0118;BL0118;BUILDING template;Willy Van Der Meerenstr - Rue Willy Van Der Meeren;15;
EVERE - FH01;5946627;5946627;3;BL0118;BL0118;BUILDING template;Willy Van Der Meerenstr - Rue Willy Van Der Meeren;19;
EVERE - FH01;5921614;5921614;3;BL0118;BL0118;BUILDING template;Willy Van Der Meerenstr - Rue Willy Van Der Meeren;21;
EVERE - FH01;5946628;5946628;3;BL0118;BL0118;BUILDING template;Willy Van Der Meerenstr - Rue Willy Van Der Meeren;23;
EVERE - FH01;5946626;5946626;3;BL0118;BL0118;BUILDING template;Willy Van Der Meerenstr - Rue Willy Van Der Meeren;25;
EVERE - FH01;25437;25437;9;BL0119;BL0119;BUILDING template;Avenue Cicéron - Cicerolaan;23;
EVERE - FH01;23413;23413;9;BL0119;BL0119;BUILDING template;Avenue Cicéron - Cicerolaan;25;
EVERE - FH01;1120059;1120059;9;BL0119;BL0119;BUILDING template;Avenue Cicéron - Cicerolaan;27;
EVERE - FH01;1620516;1620516;9;BL0119;BL0119;BUILDING template;Cicerolaan - Avenue Cicéron;31;
EVERE - FH01;1620518;1620518;9;BL0119;BL0119;BUILDING template;Cicerolaan - Avenue Cicéron;35;
EVERE - FH01;1120070;1120070;3;BL0119;BL0119;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;45;
EVERE - FH01;1120068;1120068;3;BL0119;BL0119;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;47;
EVERE - FH01;1120069;1120069;3;BL0119;BL0119;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;49;
EVERE - FH01;1120072;1120072;3;BL0119;BL0119;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;51;
EVERE - FH01;1120073;1120073;3;BL0119;BL0119;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;53;
EVERE - FH01;1120067;1120067;3;BL0119;BL0119;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;55;
EVERE - FH01;1120076;1120076;3;BL0119;BL0119;BUILDING template;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;104;
