Projectnummer;Blok;LAM MK;Straat;Huisnummer;Huisnummer Toevoeging;Huisnr;xPos;yPos;BT;VC Method;LU;BU;SU;TOTAAL;Wall Mount;SS Reason;Number Floors;Perceel eigenschap;Building comment;Building exists;Opdrachttemplate
KNOKKE-HEIST - FH06;BL0614;2761866;Koningslaan;97;;;74484,55;227168,169;MDU;;5;0;0;5;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0612;337812;Koningslaan;252;;;74478,549;227363,169;MDU;;5;1;0;6;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0614;2761869;Koningslaan;99;;;74475,91;227178,32;MDU;;11;0;0;11;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0612;337813;Paul Parmentierlaan;241;;;74576,22;227301,11;MDU;;8;0;0;8;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0614;2761873;Koningslaan;103;;;74486,48;227185,999;MDU;;5;0;0;5;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0612;337814;Paul Parmentierlaan;269;;;74583,79;227407,06;MDU;;5;1;0;6;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0614;2761879;Koningslaan;107;;;74488,55;227200,169;MDU;;12;0;0;12;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0612;337815;Julius Hostestraat;1;;;74518,549;227303,169;MDU;;18;0;0;18;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0614;2761884;Koningslaan;113;;;74488,55;227208,169;MDU;;5;0;0;5;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0612;337816;Julius Hostestraat;13;;;74567,36;227300,91;MDU;;7;0;0;7;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0614;2761886;Koningslaan;115;;;74488,55;227214,169;MDU;;11;1;0;12;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0611;337845;Leopoldlaan;117;;;74674,112;227397,079;SDU;;0;1;0;1;Y;NA;1;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0614;2761889;Koningslaan;119;;;74489,55;227227,169;MDU;;17;2;0;19;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0611;337846;Leopoldlaan;95;;;74666,95;227292,986;MDU;;12;1;0;13;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0614;2761893;Koningslaan;123;;;74490,72;227244,02;MDU;;5;0;0;5;Y;NA;4;Beschermd Erfgoed;;;BUILDING template
KNOKKE-HEIST - FH06;BL0611;337847;Sylvain Dupuisstraat;64;;;74668,156;227397,404;MDU;;5;0;0;5;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0613;2761904;Koningslaan;137;;;74469,477;227314,219;MDU;;6;1;0;7;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0611;337848;Sylvain Dupuisstraat;44;;;74621,27;227400,855;MDU;;6;0;0;6;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0613;2761907;Koningslaan;143;;;74461,65;227326,889;MDU;;6;1;0;7;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0611;337849;Sylvain Dupuisstraat;62;;;74661,833;227397,97;MDU;;4;0;0;4;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0613;2761913;Koningslaan;149;;;74460,436;227338,531;MDU;;0;3;0;3;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0611;337850;Blancgarinstraat;30;;;74607,77;227298,65;MDU;;33;0;0;33;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0615;2761949;Koningslaan;198;;;74511,55;227163,169;MDU;;6;0;0;6;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0611;337851;Blancgarinstraat;22;;;74642,95;227292,986;MDU;;7;0;0;7;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0615;2761950;Koningslaan;200;;;74512,55;227171,169;MDU;;5;0;0;5;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0615;3939519;Bayauxlaan;26;;;74560,68;227141,54;SDU;;1;0;0;1;Y;NA;1;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0615;2761952;Koningslaan;202;;;74512,76;227178,81;MDU;;11;0;0;11;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0615;3939521;Bayauxlaan;30;;;74543,82;227141,18;MDU;;9;1;0;10;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0615;2761955;Koningslaan;206;;;74513,55;227191,169;MDU;;6;0;0;6;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0616;3939602;Leopoldlaan;73;;;74650,55;227187,17;MDU;;3;0;0;3;Y;NA;4;Beschermd Erfgoed;;;BUILDING template
KNOKKE-HEIST - FH06;BL0615;2761956;Koningslaan;208;;;74513,55;227198,169;MDU;;14;0;0;14;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0601;3939626;Jozef Nellenslaan;145;;;73921,483;226997,909;MDU;;4;0;0;4;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0615;2761958;Koningslaan;212;;;74514,55;227216,169;MDU;;15;0;0;15;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0615;3939641;Paul Parmentierlaan;229;;;74572,549;227229,169;MDU;;7;0;0;7;Y;NA;4;Beschermd Erfgoed;;;BUILDING template
KNOKKE-HEIST - FH06;BL0615;2761961;Koningslaan;216;;;74516,55;227231,169;MDU;;9;0;0;9;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0612;3939642;Paul Parmentierlaan;257;;;74581,548;227360,169;MDU;;3;0;0;3;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0615;2761962;Koningslaan;220;;;74517,549;227239,169;MDU;;4;0;0;4;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0616;3976701;Leopoldlaan;75;;;74650,55;227195,17;MDU;;3;0;0;3;Y;NA;4;Beschermd Erfgoed;;;BUILDING template
KNOKKE-HEIST - FH06;BL0615;2761964;Koningslaan;222;;;74517,549;227245,169;MDU;;5;0;0;5;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0612;4032032;Paul Parmentierlaan;267;;;74584,98;227396,84;MDU;;10;0;0;10;Y;NA;4;;;;BUILDING template
