LAM MK;Seq;LU Key;LAM SK;Nature;Nr TPs;PBox;App;Block;Floor
3515737;1;2108210;;LU;1;;;;
3515739;1;2108646;;LU;1;;;;
3515741;1;2109112;;LU;1;;;;
3515743;1;2109545;;LU;1;;;;
3515743;2;2109546;;LU;1;;;;
3515744;1;2109930;;LU;1;;;;
3515746;1;2110276;;LU;1;;;;
3515748;1;2111138;;LU;1;;;;
3515750;1;2111491;;LU;1;;;;
3515752;1;2111798;;BU;1;;;;
3515754;1;2112090;;LU;1;;;;
3515757;1;2112412;;BU;1;;;;
3515762;2;10642281;;LU;1;;;;
3515764;1;2113835;;LU;1;;;;
3515766;1;2114559;;LU;1;;;;
3515768;1;2114836;;LU;1;;;;
3515771;1;11093009;;BU;1;;;;
3515772;2;11288697;;LU;1;;;;
3515772;3;11288698;;LU;1;;;;
3515772;4;11288699;;LU;1;;;;
3515777;1;2116922;;LU;1;;;;
3515779;1;2117875;;LU;1;;;;
3515781;1;2118140;;LU;1;;;;
3515783;1;2118389;;LU;1;;;;
3515785;1;2118621;;LU;1;;;;
3515786;1;2118852;;LU;1;;;;
3515787;1;2119069;;LU;1;;;;
3515788;1;2119277;;BU;1;;;;
3515789;1;2119483;;LU;1;;;;
3515791;1;2120308;;LU;1;;;;
3515793;1;2120387;;LU;1;;;;
3515793;2;2120391;;LU;1;;;;
3515793;3;2120392;;LU;1;;;;
3515793;4;2120395;;LU;1;;;;
3515793;5;2120396;;LU;1;;;;
3515793;6;2120399;;LU;1;;;;
3515793;7;2120400;;LU;1;;;;
3515793;8;2120401;;BU;1;;;;
3515793;9;2120402;;SU;1;;;;
3515793;10;11093850;;BU;1;;;;
3515797;1;2120720;;LU;1;;;;
3515799;1;2121394;;LU;1;;;;
3515801;1;2121618;;LU;1;;;;
3515803;1;2121983;;LU;1;;;;
3515805;1;2123202;;LU;1;;;;
3515807;1;2123544;;LU;1;;;;
3515810;1;2123850;;LU;1;;;;
3517972;1;11093210;;BU;1;;;;
3517972;2;11093211;;LU;1;;;;
3517974;1;2122513;;LU;1;;;;
3517977;2;2126523;;SU;1;;;;
3517977;3;2126524;;BU;1;;;;
3517979;1;2094861;;LU;1;;;;
3517981;1;2097915;;LU;1;;;;
3517983;1;2099104;;BU;1;;;;
3517985;1;2100293;;LU;1;;;;
3517985;2;11093856;;BU;1;;;;
3517990;1;2104736;;LU;1;;;;
3517992;1;2105930;;LU;1;;;;
3517996;1;2107156;;LU;1;;;;
3517998;1;2107677;;LU;1;;;;
3518000;1;2108185;3856188;LU;1;1;;;0
3518000;2;11048823;3856189;LU;1;2;;;1
3518001;1;2108613;;BU;1;;;;
3518004;1;2109090;;LU;1;;;;
3518007;1;2109523;3856582;LU;1;1;;;0
3518007;2;11048828;3856583;LU;1;2;;;1
3518009;1;11093056;;BU;1;;;;
3518012;1;2110251;;BU;1;;;;
3518015;1;2110951;;BU;1;;;;
3518019;1;2111450;;LU;1;;;;
3518022;1;2112393;;LU;1;;;;
3518022;2;11093864;;BU;1;;;;
3523994;1;2105543;;LU;1;;;;
3523994;2;11094071;;LU;1;;;;
3523994;3;11094072;;LU;1;;;;
3523994;4;11094073;;SU;1;;;;
3524002;1;2114252;;LU;1;;;;
3524009;1;2119974;;LU;1;;;;
3525064;1;2119949;;LU;1;;;;
3525092;1;2100291;;LU;1;;;;
3525100;2;11048835;3856693;LU;1;2;;;1
3525100;1;2102341;;BU;1;;;;
3525106;1;2104049;;LU;1;;;;
3525109;1;2105929;;BU;1;;;;
3525115;1;2111783;;LU;1;;;;
3525119;1;2112392;;LU;1;;;;
3525132;1;2112980;;LU;1;;;;
3525142;1;2113550;;LU;1;;;;
3525151;1;11093233;;LU;1;;;;
3525151;2;11093234;;LU;1;;;;
3525151;3;11093235;;LU;1;;;;
3525151;4;11093236;;LU;1;;;;
3525151;5;11093237;;LU;1;;;;
3525156;1;2116528;;LU;1;;;;
3525189;1;2119475;;LU;1;;;;
3525198;1;2120709;;LU;1;;;;
3525206;1;2121477;;LU;1;;;;
3525206;2;2121482;;LU;1;;;;
3525206;3;2121490;;LU;1;;;;
3525206;4;2121498;;LU;1;;;;
3525206;5;2121504;;LU;1;;;;
3525206;6;2121509;;BU;1;;;;
3525206;7;2121517;;SU;1;;;;
3525206;8;11194541;;LU;1;;;;
3529759;1;2096243;;LU;1;;;;
3529759;2;2096244;;LU;1;;;;
3529759;3;11194544;;SU;1;;;;
3529761;1;2098908;;LU;1;;;;
3529762;1;2101090;;LU;1;;;;
3529762;2;2101091;;LU;1;;;;
3529762;3;2101092;;LU;1;;;;
3529762;4;2101093;;LU;1;;;;
3529762;5;2101095;;LU;1;;;;
3529762;6;2101115;;LU;1;;;;
3529762;7;2101141;;LU;1;;;;
3529762;8;2101151;;LU;1;;;;
3529762;10;11194547;;LU;1;;;;
3529762;11;11194548;;LU;1;;;;
3529762;12;11194549;;LU;1;;;;
3529762;13;11194550;;LU;1;;;;
3529762;14;11194551;;LU;1;;;;
3529762;15;11194552;;LU;1;;;;
3529762;16;11194553;;LU;1;;;;
3529762;17;11194554;;SU;1;;;;
3529762;18;11194696;;LU;1;;;;
3529765;1;2103057;;LU;1;;;;
3529765;2;2103059;;LU;1;;;;
3529765;3;2103060;;LU;1;;;;
3529765;4;2103061;;LU;1;;;;
3529765;5;2103062;;LU;1;;;;
3529765;6;2103065;;LU;1;;;;
3529765;7;2103076;;LU;1;;;;
3529765;8;2103097;;LU;1;;;;
3529765;9;11194545;;SU;1;;;;
3529769;1;2104562;;LU;1;;;;
3529769;2;2104563;;LU;1;;;;
3529769;3;2104565;;LU;1;;;;
3529769;4;2104566;;LU;1;;;;
3529769;5;2104568;;LU;1;;;;
3529769;6;2104570;;LU;1;;;;
3529769;7;2104575;;LU;1;;;;
3529769;8;11093877;;LU;1;;;;
3529769;9;11093878;;SU;1;;;;
3925971;1;2116774;;LU;1;;;;
3925971;2;2116775;;LU;1;;;;
3925971;3;2116782;;LU;1;;;;
3925971;4;2116783;;LU;1;;;;
3925971;5;2116789;;LU;1;;;;
3925971;6;2116790;;LU;1;;;;
3925971;7;2116795;;LU;1;;;;
3925971;8;2116796;;LU;1;;;;
3925971;10;2116810;;SU;1;;;;
3925971;11;11194423;;LU;1;;;;
3948573;1;2100294;5483388;LU;1;1;1;;0
3948573;2;2100295;3851232;LU;1;2;;;1
3948575;2;2110923;;LU;1;;;;
3948575;3;2110924;;LU;1;;;;
3948576;1;2113982;;LU;1;;;;
3948576;2;2113996;;LU;1;;;;
3948576;3;2114030;;BU;1;;;;
3948576;4;2114373;;LU;1;;;;
3948576;5;11194622;;LU;1;;;;
3948577;1;2100447;;LU;1;;;;
3948578;1;2116372;2672922;LU;1;1;;;1
3948578;2;2116373;1027145;LU;1;2;;;2
3948662;1;2110786;;LU;1;;;;
3948662;2;2110787;;LU;1;;;;
3948662;3;2110788;;LU;1;;;;
3948662;4;2110789;;LU;1;;;;
3948662;5;2110790;;LU;1;;;;
3948662;6;2110791;;LU;1;;;;
3948662;7;2110792;;LU;1;;;;
3948662;8;2110793;;LU;1;;;;
3948662;9;2110794;;LU;1;;;;
3948662;10;2110795;;LU;1;;;;
3948662;11;2110796;;LU;1;;;;
3948662;12;2110797;;LU;1;;;;
3948663;1;11093244;;LU;1;;;;
3948663;2;11093245;;LU;1;;;;
3948663;3;11093246;;LU;1;;;;
3948664;1;2119268;;LU;1;;;;
3948664;2;2119269;;LU;1;;;;
3948664;3;2119270;;LU;1;;;;
3948672;1;2124078;;LU;1;;;;
3948673;1;2097269;;LU;1;;;;
3948673;2;11194588;;SU;1;;;;
3948674;1;2105755;;LU;1;;;;
3948676;1;2114259;;LU;1;;;;
3948681;1;2114235;;LU;1;;;;
3948681;2;2114236;;LU;1;;;;
3948681;3;2114237;;LU;1;;;;
3948681;4;2114238;;LU;1;;;;
3948681;5;2114239;;LU;1;;;;
3948703;1;2122093;;LU;1;;;;
3948703;2;2122095;;SU;1;;;;
3948704;1;2126531;;LU;1;;;;
3948706;1;2109736;3859651;LU;1;1;;;0
3948706;2;2109741;3859652;LU;1;2;;;1
3948706;3;2109746;1028321;LU;1;3;;;2
3948706;4;11048896;3859653;BU;1;4;;;0
3948706;5;11093558;;SU;1;;;;
3948707;1;2115228;;LU;1;;;;
3948707;2;2115233;;LU;1;;;;
3948707;3;2115235;;LU;1;;;;
3948707;4;2115242;;LU;1;;;;
3948707;5;2115251;;LU;1;;;;
3948707;6;2115253;;LU;1;;;;
3948740;1;2104768;;LU;1;;;;
3948740;3;11048904;;BU;1;;;;
3948756;1;2111131;;LU;1;;;;
3948756;2;2111132;;LU;1;;;;
3948756;3;2111133;;LU;1;;;;
3948756;4;2111134;;LU;1;;;;
3948756;5;2111135;;LU;1;;;;
3948756;6;2111136;;LU;1;;;;
3948770;1;2115709;;LU;1;;;;
3948771;1;2116533;;LU;1;;;;
3948771;2;2116534;;LU;1;;;;
3948771;3;2116535;;LU;1;;;;
3948771;4;2116536;;LU;1;;;;
3948771;5;11194618;;BU;1;;;;
3948772;1;11093092;;LU;1;;;;
3948772;2;11093093;;LU;1;;;;
3948772;3;11093094;;LU;1;;;;
3948772;4;11093095;;LU;1;;;;
3948772;5;11093096;;LU;1;;;;
3948772;6;11194513;;SU;1;;;;
3948774;2;11093099;5483284;LU;1;1;1;;1
3948774;1;11093098;5483282;LU;1;101;101;;1
3948774;3;11093100;5483285;LU;1;202;202;;2
3948774;4;11093101;;LU;1;;;;
3948774;5;11194507;;LU;1;;;;
3948774;6;11194508;;LU;1;;;;
3948774;7;11194509;;LU;1;;;;
3948774;8;11194510;;LU;1;;;;
3948774;9;11194511;;LU;1;;;;
3948774;10;11194512;;SU;1;;;;
3948786;1;2120116;3850697;LU;1;A1;;;1
3948786;2;11048791;3850698;LU;1;B2;;;0
3948803;1;2096645;;LU;1;;;;
3948803;2;2096647;;LU;1;;;;
3948803;3;2096649;;LU;1;;;;
3948803;4;2096650;;LU;1;;;;
3948803;5;2096652;;BU;1;;;;
3948803;6;11194521;;SU;1;;;;
3948804;1;2096843;;LU;1;;;;
3948804;2;11093791;;LU;1;;;;
3948804;3;11093792;;LU;1;;;;
3948804;4;11093793;;BU;1;;;;
3948807;1;2115382;;LU;1;;;;
3948807;2;2115383;;LU;1;;;;
3948807;3;2115384;;LU;1;;;;
3948807;4;2115385;;LU;1;;;;
3948807;5;2115386;;LU;1;;;;
3948807;6;2115387;;LU;1;;;;
3948807;7;2115388;;LU;1;;;;
3948808;1;2121803;;LU;1;;;;
3948808;2;2121804;;LU;1;;;;
3948838;1;11093036;;LU;1;;;;
3948838;2;11093037;;LU;1;;;;
3948838;3;11093038;;LU;1;;;;
3948838;4;11093039;;LU;1;;;;
3948838;5;11093040;;LU;1;;;;
3948838;6;11093041;;SU;1;;;;
3948839;1;2111634;;LU;1;;;;
3948839;2;2111637;;LU;1;;;;
3948839;3;2111638;;LU;1;;;;
3948839;4;11093860;;LU;1;;;;
3948839;5;11093861;;LU;1;;;;
3948839;6;11093862;;LU;1;;;;
3948839;7;11093863;;SU;1;;;;
3948840;1;11093057;;LU;1;;;;
3948840;2;11093058;;LU;1;;;;
3948840;3;11093059;;LU;1;;;;
3948879;1;2097911;;LU;1;;;;
3948879;2;2097912;;LU;1;;;;
3948879;3;2097913;;LU;1;;;;
3948879;4;2097914;;LU;1;;;;
3948879;5;11194543;;SU;1;;;;
3948881;1;2109086;;LU;1;;;;
3948881;2;2109087;;LU;1;;;;
3948881;3;2109088;;LU;1;;;;
3948881;4;2109089;;LU;1;;;;
3948881;5;11093875;;LU;1;;;;
3948882;1;2115108;;LU;1;;;;
3961280;3;10643177;;LU;1;;;;
3961280;4;10643262;;LU;1;;;;
3961280;5;10643275;;LU;1;;;;
3961280;6;10643451;;LU;1;;;;
3961280;7;10643575;;LU;1;;;;
3961280;8;10643587;;BU;1;;;;
3991998;1;2123720;;LU;1;;;;
4000274;1;2098758;;BU;1;;;;
4001064;1;2121421;;LU;1;;;;
4003570;1;2099525;;LU;1;;;;
4006447;1;2103839;;BU;1;;;;
4008184;1;2113563;;LU;1;;;;
4018960;1;11093119;;LU;1;;;;
4018960;2;11194502;;LU;1;;;;
4018960;3;11194503;;LU;1;;;;
4018960;4;11194504;;LU;1;;;;
4018960;5;11194505;;LU;1;;;;
4019103;1;2111305;;LU;1;;;;
4020882;1;11194261;;LU;1;;;;
4021052;1;2117870;;LU;1;;;;
4024808;1;2107296;;BU;1;;;;
4030332;1;2094877;;BU;1;;;;
4032329;1;2109103;;LU;1;;;;
4032329;2;11093742;;BU;1;;;;
4032329;3;11093743;;SU;1;;;;
4041135;1;11093227;;BU;1;;;;
4043836;1;2111873;;BU;1;;;;
4050775;1;2123934;;LU;1;;;;
4051822;1;2121805;;BU;1;;;;
4051822;2;11093532;;SU;1;;;;
4054555;1;2097241;;LU;1;;;;
4056564;1;2119164;;BU;1;;;;
4057592;1;2125126;;BU;1;;;;
4059734;1;2127866;;LU;1;;;;
4064411;1;2113068;3850586;BU;1;36;;;0
4064411;2;2113069;3850587;LU;1;;;;1
4064411;3;11049982;3850588;LU;1;;;;2
4065074;1;2106851;;LU;1;;;;
4080445;1;11093251;;BU;1;;;;
4081724;1;2111522;;LU;1;;;;
4087209;1;2124341;;LU;1;;;;
4087452;1;2127198;;LU;1;;;;
4093051;1;10642979;;SU;1;;;;
4093051;2;11093561;;LU;1;;;;
4094350;1;2106058;;LU;1;;;;
4142863;1;2120808;;LU;1;;;;
4144212;1;2115505;;LU;1;;;;
4144774;1;2114812;;BU;1;;;;
4144774;2;11093918;;SU;1;;;;
4146457;1;2107678;;LU;1;;;;
4148832;1;2109740;;LU;1;;;;
4157008;1;2117611;;LU;1;;;;
4158693;1;2117279;;BU;1;;;;
4158693;2;11093700;;LU;1;;;;
4158693;3;11093701;;SU;1;;;;
4158693;4;11194486;;LU;1;;;;
4166605;1;2110960;;LU;1;;;;
4167126;1;2111942;;LU;1;;;;
4167628;1;2097679;;LU;1;;;;
4176885;1;2125049;;LU;1;;;;
4178457;1;2110765;;LU;1;;;;
4191311;1;2104867;;LU;1;;;;
4197716;1;2113821;;LU;1;;;;
4199366;1;2098839;;LU;1;;;;
4201937;1;2108291;;LU;1;;;;
4206759;1;11093179;;LU;1;;;;
4207574;1;2106630;;LU;1;;;;
4210806;1;2113255;;LU;1;;;;
4211142;1;2125956;;LU;1;;;;
4213354;1;2096561;;LU;1;;;;
4216179;1;2126544;;LU;1;;;;
4222551;1;2113282;;LU;1;;;;
4222551;2;2113283;;LU;1;;;;
4225363;1;2122653;;LU;1;;;;
4225430;1;2124654;;LU;1;;;;
4234821;1;11093089;;LU;1;;;;
4234821;2;11093090;;SU;1;;;;
4235297;1;2122793;;LU;1;;;;
4237264;1;2116083;;LU;1;;;;
4243755;1;2122654;;LU;1;;;;
4246440;1;2115374;;BU;1;;;;
4246440;2;11093674;;LU;1;;;;
4246440;3;11093675;;LU;1;;;;
4247935;1;2107685;;BU;1;;;;
4255434;1;2114676;;LU;1;;;;
4260449;1;2104073;;LU;1;;;;
4260586;1;2118702;;LU;1;;;;
4260586;2;11194592;;SU;1;;;;
4260775;1;2103077;;LU;1;;;;
4261061;1;11194252;;LU;1;;;;
4261091;1;2121218;;LU;1;;;;
4261571;1;2099105;;LU;1;;;;
4262049;1;11194209;;LU;1;;;;
4262049;2;11194210;;LU;1;;;;
4262049;3;11194211;;LU;1;;;;
4262049;4;11194212;;LU;1;;;;
4262472;1;2096822;;LU;1;;;;
4271156;1;2103269;;LU;1;;;;
4271156;2;11093546;;LU;1;;;;
4271156;3;11093547;;SU;1;;;;
4271951;1;2107362;;LU;1;;;;
4273407;1;2120961;;LU;1;;;;
4441964;1;11093035;;BU;1;;;;
4441994;1;2119654;;LU;1;;;;
4441995;1;2120953;;LU;1;;;;
4441995;2;2120954;;LU;1;;;;
4442019;1;2114554;;LU;1;;;;
4442026;1;2123196;;LU;1;;;;
4442035;1;2111122;;LU;1;;;;
4442037;1;2112406;;LU;1;;;;
4442041;1;2113561;;LU;1;;;;
4442047;1;2115115;;LU;1;;;;
4442048;1;2116538;;LU;1;;;;
4442049;1;2117616;;LU;1;;;;
4442056;1;2120718;;LU;1;;;;
4442068;1;11194314;;BU;1;;;;
4442068;2;11194315;;LU;1;;;;
4442068;3;11194316;;LU;1;;;;
4442068;4;11194317;;LU;1;;;;
4442068;5;11194318;;LU;1;;;;
4442068;6;11194319;;LU;1;;;;
4442068;7;11194320;;LU;1;;;;
4442068;8;11194321;;LU;1;;;;
4442068;9;11194322;;LU;1;;;;
4442070;1;2111121;;BU;1;;;;
4442070;2;11093692;;LU;1;;;;
4442070;3;11093693;;LU;1;;;;
4442070;4;11093694;;LU;1;;;;
4442070;5;11093695;;LU;1;;;;
4442070;6;11093696;;LU;1;;;;
4442070;7;11093697;;LU;1;;;;
4442070;8;11093698;;SU;1;;;;
4442121;1;2126302;;LU;1;;;;
4443373;2;10643099;;BU;1;;;;
4443412;1;11194230;;BU;1;;;;
4443412;2;11194231;;LU;1;;;;
4443412;3;11194232;;LU;1;;;;
4443412;4;11194233;;LU;1;;;;
4443412;5;11194234;;LU;1;;;;
4443695;1;2104749;;SU;1;;;;
4443695;3;11094012;;LU;1;;;;
4443695;4;11094013;;LU;1;;;;
4443695;5;11094014;;LU;1;;;;
4443695;10;11094019;;LU;1;;;;
4443695;11;11094020;;LU;1;;;;
4443695;12;11094021;;LU;1;;;;
4443697;1;2107700;;BU;1;;;;
4443708;1;2124658;;LU;1;;;;
4443708;2;11094044;;BU;1;;;;
4443708;3;11094045;;LU;1;;;;
4443708;4;11094046;;LU;1;;;;
4443708;5;11094047;;LU;1;;;;
4443708;6;11094048;;LU;1;;;;
4443708;7;11094049;;LU;1;;;;
4443708;8;11094050;;SU;1;;;;
4443718;1;11194225;;BU;1;;;;
4443718;2;11194226;;LU;1;;;;
4443718;3;11194227;;LU;1;;;;
4443718;4;11194228;;LU;1;;;;
4443718;5;11194229;;LU;1;;;;
4443721;1;10643257;;BU;1;;;;
4443721;2;10643259;;LU;1;;;;
4443721;3;10643280;;LU;1;;;;
4443721;4;11188673;;LU;1;;;;
4443721;5;11188674;;LU;1;;;;
4443721;6;11188675;;LU;1;;;;
4443721;7;11188676;;LU;1;;;;
4443721;8;11188677;;SU;1;;;;
4443721;9;11194476;;LU;1;;;;
4443721;10;11194477;;LU;1;;;;
4443721;11;11194478;;LU;1;;;;
4443721;12;11194479;;LU;1;;;;
4443721;13;11194480;;SU;1;;;;
4443747;1;2116540;;LU;1;;;;
4443747;2;11093677;;LU;1;;;;
4443747;3;11093678;;LU;1;;;;
4443747;4;11093679;;LU;1;;;;
4443747;5;11194465;;LU;1;;;;
4443747;6;11194466;;LU;1;;;;
4443879;1;2120809;;LU;1;;;;
4443879;2;2120810;;LU;1;;;;
4443879;3;2120813;;LU;1;;;;
4443879;4;2120814;;LU;1;;;;
4443879;5;2120823;;LU;1;;;;
4443879;6;2120824;;LU;1;;;;
4443989;1;2125075;;LU;1;;;;
4443991;1;2125356;;LU;1;;;;
4443993;1;2125974;;LU;1;;;;
4443997;1;2126964;;LU;1;;;;
4444000;1;2127927;;LU;1;;;;
4444002;1;2095627;;LU;1;;;;
4444003;1;2096021;;LU;1;;;;
4444089;1;2116311;;LU;1;;;;
4444089;2;11048952;;LU;1;;;;
4444092;1;2119659;;SU;1;;;;
4444092;2;11093849;;BU;1;;;;
4444095;1;11093052;;BU;1;;;;
4444134;1;2105746;;LU;1;;;;
4444135;1;2108025;;LU;1;;;;
4444137;1;2108900;;LU;1;;;;
4444149;1;2120307;;LU;1;;;;
4444155;1;2123547;;LU;1;;;;
4444156;1;2123851;;LU;1;;;;
4444159;1;2124154;;LU;1;;;;
4444160;1;2124919;;LU;1;;;;
4444497;2;11048830;3856630;BU;1;1;;;0
4444497;3;11048831;3856631;SU;1;;;;0
4444497;1;2113811;3856629;LU;1;;;;1
4444512;1;2125955;;SU;1;;;;
4444512;2;11093827;;BU;1;;;;
4444519;1;2096045;;BU;1;;;;
4444537;1;11093284;;BU;1;;;;
4444540;1;2119052;;BU;1;;;;
4444540;2;11093806;;SU;1;;;;
4444558;1;2107158;;BU;1;;;;
4444558;2;11094119;;SU;1;;;;
4444561;1;11093213;;BU;1;;;;
4444578;1;2101371;;LU;1;;;;
4444589;1;2122791;;BU;1;;;;
4444596;1;2125837;;BU;1;;;;
4444596;2;11093819;;SU;1;;;;
4444607;1;2101372;;LU;1;;;;
4444685;1;2118373;;BU;1;;;;
4444710;1;2111107;;LU;1;;;;
4444718;1;2114546;;LU;1;;;;
4444721;1;2116075;;LU;1;;;;
4444841;2;11048827;3856391;LU;1;2;;;1
4444841;1;2114025;;LU;1;;;;
4444890;1;10643246;;LU;1;;;;
4444896;2;11094147;;LU;1;;;;
4448118;1;2114920;;LU;1;;;;
4448141;1;2106729;;LU;1;;;;
4448141;2;11194418;;LU;1;;;;
4448141;3;11194419;;LU;1;;;;
4448141;4;11194420;;LU;1;;;;
4448150;1;2097531;;BU;1;;;;
4448167;1;2098843;;BU;1;;;;
4448169;2;10643074;;BU;1;;;;
4448169;3;10643075;;LU;1;;;;
4448182;1;2110368;;LU;1;;;;
4448185;1;2111296;3862249;LU;1;1;LU1;;0
4448185;2;2111297;3862250;LU;1;2;LU2;;1
4448185;3;11194569;;LU;1;;;;
4448185;4;11194570;;LU;1;;;;
4448188;1;2112174;;LU;1;;;;
4454550;1;2124671;;LU;1;;;;
4454554;1;2097938;;LU;1;;;;
4454554;2;11048901;;LU;1;;;;
4454558;1;2105967;;LU;1;;;;
4455646;1;11194362;;LU;1;;;;
4455657;1;2113840;;LU;1;;;;
4455676;1;2115121;;BU;1;;;;
4455689;1;2112069;;SU;1;;;;
4455689;2;11093916;;LU;1;;;;
4455707;1;2110024;;LU;1;;;;
4455715;1;2117456;;LU;1;;;;
4455721;1;11194208;;LU;1;;;;
4455722;1;10643009;;SU;1;;;;
4455722;2;11093884;;LU;1;;;;
4455735;1;2103270;;LU;1;;;;
4455736;1;2114371;;LU;1;;;;
4455745;1;2124795;;LU;1;;;;
4455747;1;2095039;;LU;1;;;;
4455749;1;11093283;;BU;1;;;;
4455751;1;11093043;;LU;1;;;;
4455753;1;2109240;;LU;1;;;;
4455760;1;2119951;3851211;LU;1;1;;;0
4455760;2;2119952;3851212;LU;1;2;;;1
4455761;1;2124626;;LU;1;;;;
4455764;1;2094860;;BU;1;;;;
4455765;1;2097917;;LU;1;;;;
4455775;1;2118926;;LU;1;;;;
4456208;1;2104740;3851157;LU;1;1;;;0
4456208;2;11048817;3851158;BU;1;2;;;1
4456211;1;2107680;;LU;1;;;;
4456214;1;2110253;;BU;1;;;;
4458099;1;11093120;;BU;1;;;;
4458305;1;2097930;;BU;1;;;;
4458314;1;2096501;;LU;1;;;;
4458319;1;2110473;;LU;1;;;;
4458322;1;2109367;;LU;1;;;;
4458330;1;2113698;;LU;1;;;;
4458337;1;2119152;;LU;1;;;;
4458351;1;2095957;;LU;1;;;;
4458353;1;2097226;;LU;1;;;;
4458361;1;2100961;;LU;1;;;;
4460264;1;2106639;;BU;1;;;;
4460264;2;11093667;;LU;1;;;;
4460264;3;11093668;;SU;1;;;;
4460268;1;11093152;;BU;1;;;;
4460271;1;2126521;;BU;1;;;;
4460271;2;11194461;;LU;1;;;;
4460274;1;11093185;;LU;1;;;;
4460274;2;11093186;;LU;1;;;;
4460278;1;2124672;;BU;1;;;;
4460304;1;2126574;;LU;1;;;;
4460308;1;2103305;;LU;1;;;;
4460308;2;11093512;;SU;1;;;;
4460318;1;10643256;;LU;1;;;;
4460318;2;10643270;;LU;1;;;;
4460318;3;10643279;;LU;1;;;;
4460318;4;10643578;;BU;1;;;;
4460318;5;11093661;;SU;1;;;;
4460318;6;11194462;;SU;1;;;;
4460321;1;2126529;5483453;LU;1;1;1;;0
4461492;8;2093941;;BU;1;;;;
4461495;1;2096279;;LU;1;;;;
4461497;1;2103095;;LU;1;;;;
4461498;1;2104574;;LU;1;;;;
4461501;1;11093127;;LU;1;;;;
4461507;1;2119558;;LU;1;;;;
4461508;1;2120831;;LU;1;;;;
4461510;1;2121305;;LU;1;;;;
4461514;1;2123271;;LU;1;;;;
4461519;1;2095568;;LU;1;;;;
4461521;1;2095755;;LU;1;;;;
4461523;1;2096974;;LU;1;;;;
4461524;1;2097373;;LU;1;;;;
4461525;1;2098345;;LU;1;;;;
4461664;1;11195216;;LU;1;;;;
4461667;1;2117618;;LU;1;;;;
4461667;2;11093853;;SU;1;;;;
4461675;1;2122796;;LU;1;;;;
4461680;1;2112996;;LU;1;;;;
4461684;1;2105288;;BU;1;;;;
4461686;1;2119768;;BU;1;;;;
4461690;1;2109744;;LU;1;;;;
4461694;1;2115496;;LU;1;;;;
4461694;2;11194410;;SU;1;;;;
4461697;1;2118953;;LU;1;;;;
4461698;1;2119377;;LU;1;;;;
4461714;1;2104500;;LU;1;;;;
4461718;1;2105080;;LU;1;;;;
4461734;1;11093140;;LU;1;;;;
4461769;1;2127186;;LU;1;;;;
4461773;1;2127915;;LU;1;;;;
4461776;1;2101680;;LU;1;;;;
4461777;1;2102505;;LU;1;;;;
4461779;1;11093225;;LU;1;;;;
4464622;1;2094874;;LU;1;;;;
4464629;1;2120303;;BU;1;;;;
4464629;2;11093761;;SU;1;;;;
4464635;1;10642271;;BU;1;;;;
4466043;1;2102352;;LU;1;;;;
4466056;1;2114548;;BU;1;;;;
4466121;1;2111455;;LU;1;;;;
4468241;1;2118870;;LU;1;;;;
4468245;1;2120511;;LU;1;;;;
4468247;1;2120979;;LU;1;;;;
4468267;1;2126613;;LU;1;;;;
4468274;1;2103337;;LU;1;;;;
4468283;1;2112124;;LU;1;;;;
4468293;1;2116334;;LU;1;;;;
4468296;1;2096813;;BU;1;;;;
4468297;1;2097550;;LU;1;;;;
4468297;2;2097559;;LU;1;;;;
4468297;3;2097570;;LU;1;;;;
4468297;4;2097574;;LU;1;;;;
4700924;1;2112835;;LU;1;;;;
483043;1;2102161;;LU;1;;;;
483044;1;2101376;;BU;1;;;;
483044;2;11093491;;SU;1;;;;
483044;3;11093492;;SU;1;;;;
483045;1;2099109;;BU;1;;;;
483046;1;2113977;;LU;1;;;;
483047;1;2124399;;LU;1;;;;
5320464;1;2094593;;LU;1;;;;
5320553;1;2110962;;LU;1;;;;
5321682;1;2114417;;LU;1;;;;
5322414;1;2124666;;BU;1;;;;
5322837;1;2104870;;LU;1;;;;
5322837;2;2104871;;LU;1;;;;
5322837;3;2104872;;LU;1;;;;
5371219;1;2116549;;BU;1;;;;
5380506;1;2121062;;BU;1;;;;
5380566;1;2096622;;BU;1;;;;
5401728;1;2117277;3856144;LU;1;1;;;0
5401728;2;2117278;3856145;LU;1;2;;;1
5401746;1;2110798;;LU;1;;;;
5401799;1;2113923;0;LU;1;;;;
5401799;3;11096648;;BU;1;;;;
5411557;1;2096489;;LU;1;;;;
5422205;1;2117276;3851317;LU;1;1;;;0
5422205;2;10642263;3851318;LU;1;2;;;1
5422206;1;2098644;;BU;1;;;;
5425190;1;2109093;;BU;1;;;;
5427014;1;2115375;;LU;1;;;;
5427014;2;11096637;;BU;1;;;;
5427014;3;11194482;;BU;1;;;;
5427014;4;11194483;;LU;1;;;;
5427014;5;11194484;;LU;1;;;;
5428614;1;2094219;;BU;1;;;;
5445125;1;11194343;;LU;1;;;;
5445125;2;11194344;;LU;1;;;;
5445125;3;11194345;;LU;1;;;;
5445125;4;11194346;;LU;1;;;;
5445125;5;11194347;;LU;1;;;;
5469100;1;2109750;;LU;1;;;;
5482957;1;2108026;;LU;1;;;;
5494304;1;11196191;;LU;1;;;;
5498327;1;11194366;;LU;1;;;;
5540500;1;11194335;;LU;1;;;;
